         1,             0,   99998,  -50005,  -48750,   93152,  -99999,   15970,    4315,       0,       0,  -99999,  -99999,   75896,  -99999,  -99999,   75219,  -99999,  -99999,   76420,  -99999,  -99999,   76503,  -99999,  -99999,   76464,  -99999,  -99999,   76553,  -99999,  -99999,   75540,  -99999,  -99999,   76348
         2,            50,   99980,  -48364,  -50333,   94446,  -98843,   13552,    4315,       0,       0,   83318,  -98100,   75896,   83237,  -98099,   75219,   83684,  -98105,   76420,   83649,  -98105,   76503,   84044,  -98110,   76464,   83840,  -98107,   76553,   82820,  -98094,   75540,   84219,  -98112,   76348
         3,           100,   99927,  -46706,  -51898,   95639,  -97649,   11193,    4315,       0,       0,   83184,  -94347,   74532,   83102,  -94344,   73848,   83545,  -94362,   75066,   83512,  -94362,   75147,   83901,  -94376,   75112,   83701,  -94368,   75201,   82693,  -94327,   74168,   84075,  -94382,   74996
         4,           150,   99840,  -45031,  -53446,   96504,  -96417,    9107,    4315,       0,       0,   82909,  -90682,   71845,   82833,  -90677,   71147,   83257,  -90707,   72400,   83227,  -90706,   72477,   83604,  -90730,   72449,   83411,  -90717,   72538,   82439,  -90650,   71466,   83776,  -90740,   72333
         5,           200,   99718,  -43340,  -54975,   96864,  -95152,    7466,    4315,       0,       0,   82638,  -87101,   69230,   82576,  -87095,   68518,   82965,  -87136,   69805,   82935,  -87135,   69879,   83303,  -87168,   69859,   83115,  -87150,   69948,   82193,  -87058,   68836,   83474,  -87182,   69742
         6,           250,   99558,  -41634,  -56483,   96934,  -93865,    6079,    4315,       0,       0,   82402,  -83604,   66678,   82356,  -83597,   65952,   82705,  -83648,   67274,   82673,  -83647,   67344,   83034,  -83688,   67331,   82849,  -83665,   67421,   81974,  -83551,   66273,   83206,  -83705,   67213
         7,           300,   99362,  -39912,  -57970,   97099,  -92570,    4594,    4315,       0,       0,   82187,  -80189,   64188,   82156,  -80180,   63451,   82469,  -80240,   64803,   82435,  -80239,   64869,   82789,  -80288,   64863,   82607,  -80261,   64953,   81774,  -80125,   63773,   82963,  -80309,   64743
         8,           350,   99132,  -38177,  -59437,   97422,  -91274,    2958,    4315,       0,       0,   81990,  -76853,   61759,   81971,  -76844,   61012,   82250,  -76912,   62392,   82214,  -76911,   62455,   82563,  -76968,   62454,   82383,  -76936,   62545,   81589,  -76780,   61336,   82739,  -76993,   62333
         9,           400,   98867,  -36428,  -60883,   97698,  -89974,    1361,    4315,       0,       0,   81805,  -73596,   59389,   81798,  -73587,   58634,   82046,  -73662,   60040,   82007,  -73660,   60100,   82352,  -73725,   60104,   82173,  -73689,   60196,   81414,  -73514,   58960,   82530,  -73753,   59981
        10,           450,   98566,  -34666,  -62308,   97848,  -88657,    -133,    4315,       0,       0,   81634,  -70416,   57078,   81638,  -70406,   56316,   81856,  -70488,   57745,   81815,  -70485,   57802,   82155,  -70557,   57811,   81978,  -70518,   57903,   81254,  -70324,   56643,   82336,  -70589,   57685
        11,           500,   98230,  -32892,  -63710,   97992,  -87321,   -1640,    4315,       0,       0,   81478,  -67310,   54822,   81493,  -67301,   54053,   81682,  -67388,   55505,   81639,  -67385,   55558,   81975,  -67464,   55571,   81799,  -67421,   55664,   81110,  -67211,   54382,   82157,  -67500,   55444
        12,           550,   97859,  -31106,  -65089,   98209,  -85974,   -3228,    4315,       0,       0,   81338,  -64279,   52619,   81363,  -64270,   51845,   81524,  -64362,   53317,   81480,  -64358,   53365,   81811,  -64444,   53384,   81637,  -64397,   53477,   80980,  -64171,   52175,   81995,  -64483,   53255
        13,           600,   97454,  -29309,  -66446,   98436,  -84622,   -4832,    4315,       0,       0,   81211,  -61319,   50468,   81245,  -61310,   49690,   81381,  -61407,   51179,   81334,  -61403,   51224,   81661,  -61495,   51247,   81489,  -61444,   51341,   80863,  -61204,   50020,   81847,  -61537,   51116
        14,           650,   97014,  -27502,  -67779,   98609,  -83261,   -6392,    4315,       0,       0,   81097,  -58430,   48368,   81140,  -58422,   47586,   81251,  -58522,   49091,   81203,  -58517,   49132,   81526,  -58616,   49159,   81354,  -58561,   49253,   80758,  -58307,   47917,   81712,  -58662,   49026
        15,           700,   96540,  -25685,  -69088,   98750,  -81883,   -7940,    4315,       0,       0,   80997,  -55609,   46315,   81048,  -55603,   45531,   81136,  -55705,   47050,   81086,  -55700,   47087,   81405,  -55805,   47118,   81235,  -55747,   47213,   80667,  -55480,   45862,   81593,  -55854,   46983
        16,           750,   96031,  -23859,  -70372,   98910,  -80490,   -9521,    4315,       0,       0,   80910,  -52857,   44308,   80969,  -52851,   43523,   81036,  -52956,   45054,   80984,  -52951,   45087,   81299,  -53061,   45122,   81131,  -53000,   45217,   80590,  -52721,   43854,   81488,  -53114,   44986
        17,           800,   95488,  -22024,  -71631,   99081,  -79089,  -11121,    4315,       0,       0,   80837,  -50171,   42347,   80903,  -50166,   41560,   80949,  -50273,   43103,   80896,  -50267,   43130,   81207,  -50383,   43170,   81040,  -50318,   43264,   80525,  -50029,   41891,   81396,  -50439,   43032
        18,           850,   94911,  -20181,  -72865,   99229,  -77680,  -12707,    4315,       0,       0,   80777,  -47549,   40427,   80849,  -47546,   39642,   80876,  -47654,   41193,   80821,  -47648,   41216,   81128,  -47769,   41260,   80963,  -47701,   41354,   80472,  -47402,   39972,   81319,  -47828,   41120
        19,           900,   94301,  -18332,  -74073,   99351,  -76257,  -14282,    4315,       0,       0,   80729,  -44992,   38550,   80808,  -44990,   37766,   80816,  -45099,   39324,   80760,  -45092,   39343,   81063,  -45218,   39389,   80900,  -45147,   39484,   80432,  -44839,   38096,   81254,  -45280,   39248
        20,           950,   93656,  -16476,  -75254,   99467,  -74821,  -15866,    4315,       0,       0,   80694,  -42496,   36713,   80778,  -42495,   35930,   80769,  -42606,   37493,   80712,  -42597,   37508,   81011,  -42729,   37558,   80850,  -42655,   37652,   80404,  -42338,   36259,   81203,  -42794,   37415
