         1,             0,   99998,  -50013,  -49987,   84285,  -99999,   16093,    4365,  -19383,   18491,  -99999,  -99999,   96470,  -99999,  -99999,   95925,  -99999,  -99999,   96626,  -99999,  -99999,   96681,  -99999,  -99999,   96172,  -99999,  -99999,   96520,  -99999,  -99999,   97231,  -99999,  -99999,   95741
         2,            50,   99980,  -48372,  -51611,   85479,  -99020,   14022,    4365,  -19383,   18491,   86507,  -98376,   96470,   86490,  -98376,   95925,   87220,  -98376,   96626,   87063,  -98376,   96681,   88134,  -98376,   96172,   87533,  -98376,   96520,   85242,  -98376,   97231,   88649,  -98376,   95741
         3,           100,   99927,  -46713,  -53216,   86628,  -98005,   11959,    4365,  -19383,   18491,   86329,  -95167,   95574,   86312,  -95167,   95016,   87030,  -95167,   95758,   86879,  -95167,   95816,   87934,  -95167,   95297,   87343,  -95167,   95659,   85082,  -95168,   96351,   88446,  -95167,   94855
         4,           150,   99840,  -45039,  -54804,   87685,  -96955,    9948,    4365,  -19383,   18491,   85960,  -92033,   93808,   85947,  -92033,   93225,   86637,  -92033,   94046,   86494,  -92033,   94112,   87521,  -92032,   93574,   86948,  -92033,   93961,   84758,  -92034,   94617,   88024,  -92032,   93109
         5,           200,   99717,  -43348,  -56372,   88605,  -95872,    8032,    4365,  -19383,   18491,   85588,  -88970,   92090,   85586,  -88970,   91480,   86235,  -88969,   92381,   86099,  -88969,   92452,   87097,  -88968,   91896,   86543,  -88969,   92308,   84438,  -88972,   92929,   87594,  -88967,   91409
         6,           250,   99558,  -41641,  -57919,   89421,  -94758,    6184,    4365,  -19383,   18491,   85252,  -85976,   90410,   85265,  -85977,   89775,   85866,  -85974,   90754,   85734,  -85974,   90831,   86706,  -85972,   90257,   86168,  -85973,   90694,   84151,  -85981,   91282,   87197,  -85971,   89747
         7,           300,   99362,  -39920,  -59445,   90203,  -93616,    4340,    4365,  -19383,   18491,   84944,  -83051,   88769,   84973,  -83052,   88110,   85524,  -83046,   89164,   85396,  -83047,   89247,   86344,  -83043,   88654,   85821,  -83046,   89116,   83884,  -83058,   89675,   86829,  -83042,   88122
         8,           350,   99132,  -38185,  -60950,   90962,  -92447,    2493,    4365,  -19383,   18491,   84660,  -80192,   87165,   84703,  -80194,   86483,   85207,  -80185,   87610,   85082,  -80187,   87699,   86007,  -80180,   87087,   85498,  -80185,   87574,   83636,  -80203,   88106,   86488,  -80179,   86533
         9,           400,   98867,  -36436,  -62434,   91660,  -91253,     677,    4365,  -19383,   18491,   84396,  -77399,   85597,   84452,  -77403,   84896,   84911,  -77389,   86091,   84789,  -77392,   86186,   85692,  -77383,   85556,   85196,  -77388,   86067,   83404,  -77414,   86575,   86170,  -77381,   84979
        10,           450,   98567,  -34674,  -63895,   92303,  -90035,   -1111,    4365,  -19383,   18491,   84151,  -74671,   84065,   84219,  -74675,   83345,   84635,  -74658,   84607,   84515,  -74660,   84707,   85399,  -74649,   84058,   84915,  -74656,   84593,   83189,  -74691,   85080,   85874,  -74646,   83458
        11,           500,   98231,  -32900,  -65334,   92930,  -88793,   -2908,    4365,  -19383,   18491,   83925,  -72006,   82568,   84003,  -72012,   81830,   84380,  -71988,   83156,   84261,  -71992,   83262,   85126,  -71977,   82593,   84653,  -71987,   83152,   82991,  -72030,   83620,   85598,  -71974,   81971
        12,           550,   97861,  -31115,  -66749,   93546,  -87526,   -4717,    4365,  -19383,   18491,   83716,  -69402,   81104,   83804,  -69410,   80350,   84143,  -69381,   81737,   84026,  -69385,   81848,   84873,  -69367,   81160,   84411,  -69378,   81742,   82810,  -69432,   82194,   85342,  -69363,   80516
