         1,             0,   99997,  -50009,  -49991,   88482,  -99999,   16467,    4366,  -19382,   18489,  -99999,  -99999,   97365,  -99999,  -99999,   97078,  -99999,  -99999,   97452,  -99999,  -99999,   97481,  -99999,  -99999,   97075,  -99999,  -99999,   97354,  -99999,  -99999,   97937,  -99999,  -99999,   96754
         2,            50,   99980,  -48368,  -51614,   89734,  -98937,   14221,    4366,  -19382,   18489,   84745,  -97970,   97365,   84663,  -97970,   97078,   85321,  -97970,   97452,   85240,  -97970,   97481,   85954,  -97970,   97075,   85570,  -97970,   97354,   83873,  -97970,   97937,   86284,  -97970,   96754
         3,           100,   99927,  -46710,  -53220,   90919,  -97837,   12001,    4366,  -19382,   18489,   84589,  -93960,   96480,   84507,  -93960,   96177,   85157,  -93959,   96592,   85079,  -93960,   96626,   85783,  -93959,   96211,   85406,  -93959,   96502,   83730,  -93960,   97064,   86110,  -93959,   95880
         4,           150,   99840,  -45035,  -54807,   91926,  -96701,    9913,    4366,  -19382,   18489,   84269,  -90043,   94736,   84192,  -90043,   94402,   84818,  -90042,   94899,   84745,  -90043,   94942,   85429,  -90042,   94509,   85064,  -90042,   94822,   83444,  -90044,   95343,   85751,  -90042,   94157
         5,           200,   99717,  -43344,  -56376,   92656,  -95531,    8053,    4366,  -19382,   18489,   83953,  -86216,   93039,   83892,  -86216,   92674,   84474,  -86215,   93251,   84404,  -86215,   93303,   85070,  -86214,   92853,   84717,  -86214,   93188,   83171,  -86218,   93667,   85388,  -86213,   92480
         6,           250,   99558,  -41637,  -57923,   93195,  -94334,    6344,    4366,  -19382,   18489,   83677,  -82477,   91382,   83636,  -82478,   90986,   84166,  -82474,   91642,   84097,  -82475,   91702,   84745,  -82472,   91235,   84402,  -82474,   91593,   82932,  -82481,   92033,   85062,  -82472,   90841
         7,           300,   99363,  -39916,  -59449,   93722,  -93114,    4625,    4366,  -19382,   18489,   83429,  -78824,   89763,   83407,  -78826,   89338,   83886,  -78819,   90071,   83816,  -78820,   90139,   84449,  -78816,   89654,   84114,  -78819,   90034,   82711,  -78832,   90440,   84766,  -78815,   89240
         8,           350,   99133,  -38181,  -60954,   94266,  -91876,    2872,    4366,  -19382,   18489,   83202,  -75256,   88182,   83196,  -75260,   87731,   83628,  -75249,   88536,   83557,  -75250,   88612,   84177,  -75244,   88110,   83849,  -75248,   88512,   82507,  -75267,   88886,   84493,  -75243,   87675
         9,           400,   98868,  -36432,  -62438,   94738,  -90622,    1169,    4366,  -19382,   18489,   82991,  -71772,   86639,   83001,  -71777,   86164,   83388,  -71761,   87038,   83316,  -71762,   87122,   83924,  -71755,   86602,   83602,  -71759,   87025,   82317,  -71787,   87370,   84241,  -71753,   86147
        10,           450,   98567,  -34670,  -63899,   95136,  -89350,    -480,    4366,  -19382,   18489,   82796,  -68369,   85133,   82820,  -68376,   84634,   83165,  -68354,   85575,   83092,  -68355,   85667,   83690,  -68346,   85129,   83372,  -68352,   85573,   82142,  -68388,   85892,   84008,  -68344,   84654
        11,           500,   98231,  -32896,  -65337,   95539,  -88059,   -2153,    4366,  -19382,   18489,   82618,  -65046,   83662,   82655,  -65056,   83142,   82960,  -65026,   84146,   82885,  -65028,   84245,   83473,  -65016,   83690,   83161,  -65023,   84154,   81983,  -65069,   84448,   83792,  -65014,   83195
        12,           550,   97860,  -31110,  -66753,   95962,  -86750,   -3863,    4366,  -19382,   18489,   82455,  -61801,   82226,   82505,  -61813,   81685,   82772,  -61777,   82750,   82696,  -61778,   82856,   83274,  -61764,   82283,   82966,  -61772,   82768,   81838,  -61829,   83039,   83593,  -61762,   81769
        13,           600,   97455,  -29313,  -68144,   96353,  -85427,   -5558,    4366,  -19382,   18489,   82306,  -58633,   80822,   82368,  -58648,   80263,   82600,  -58603,   81385,   82522,  -58605,   81498,   83090,  -58588,   80909,   82788,  -58598,   81413,   81707,  -58665,   81664,   83410,  -58586,   80375
        14,           650,   97016,  -27506,  -69512,   96696,  -84087,   -7224,    4366,  -19382,   18489,   82172,  -55539,   79451,   82244,  -55557,   78874,   82442,  -55504,   80052,   82363,  -55506,   80171,   82923,  -55486,   79565,   82624,  -55497,   80089,   81588,  -55577,   80322,   83243,  -55484,   79012
        15,           700,   96541,  -25689,  -70854,   97031,  -82729,   -8901,    4366,  -19382,   18489,   82052,  -52519,   78111,   82134,  -52541,   77517,   82300,  -52478,   78748,   82220,  -52480,   78873,   82771,  -52457,   78250,   82477,  -52470,   78793,   81484,  -52563,   79010,   83092,  -52455,   77679
        16,           750,   96032,  -23863,  -72172,   97373,  -81353,  -10602,    4366,  -19382,   18489,   81946,  -49572,   76801,   82038,  -49596,   76191,   82174,  -49524,   77473,   82092,  -49525,   77604,   82634,  -49500,   76964,   82345,  -49515,   77525,   81394,  -49621,   77727,   82956,  -49498,   76375
        17,           800,   95489,  -22028,  -73464,   97692,  -79961,  -12297,    4366,  -19382,   18489,   81854,  -46694,   75519,   81955,  -46722,   74895,   82062,  -46640,   76225,   81979,  -46641,   76361,   82513,  -46613,   75706,   82228,  -46629,   76285,   81316,  -46750,   76474,   82834,  -46611,   75098
        18,           850,   94913,  -20186,  -74729,   97976,  -78555,  -13974,    4366,  -19382,   18489,   81775,  -43886,   74265,   81884,  -43918,   73628,   81964,  -43825,   75003,   81880,  -43826,   75145,   82406,  -43794,   74473,   82125,  -43812,   75070,   81251,  -43948,   75249,   82727,  -43793,   73849
        19,           900,   94302,  -18336,  -75969,   98244,  -77132,  -15652,    4366,  -19382,   18489,   81710,  -41146,   73037,   81826,  -41181,   72388,   81881,  -41077,   73808,   81796,  -41078,   73954,   82313,  -41043,   73266,   82037,  -41063,   73881,   81199,  -41213,   74050,   82635,  -41041,   72624
        20,           950,   93658,  -16480,  -77181,   98506,  -75691,  -17344,    4366,  -19382,   18489,   81658,  -38472,   71835,   81781,  -38511,   71175,   81812,  -38396,   72636,   81725,  -38397,   72788,   82235,  -38358,   72084,   81963,  -38380,   72715,   81159,  -38546,   72877,   82556,  -38356,   71425
