Time,SBUS A          V-node,SBUS B          V-node,SBUS C          V-node,SBUS A 22   A I-branch,SBUS B 22   B I-branch,SBUS C 22   C I-branch,FAULTA        I-branch,FAULTB        I-branch,FAULTC        I-branch,TACS   PV001V I-branch,TACS   PV001I I-branch,TACS   PV001W I-branch,TACS   PV002V I-branch,TACS   PV002I I-branch,TACS   PV002W I-branch,TACS   ST001V I-branch,TACS   ST001I I-branch,TACS   ST001W I-branch,TACS   ST002V I-branch,TACS   ST002I I-branch,TACS   ST002W I-branch,TACS   ST003V I-branch,TACS   ST003I I-branch,TACS   ST003W I-branch
0,86607,-17,-86593,23026,-13204,-12227,2023,-8494,7221,-99999,-99999,-99999,-99999,-99999,98929,-99999,-99999,98929,-99999,-99999,-99999,-99999,-99999,98929
50,85650,1868,-87520,23022,-12858,-12585,2023,-8494,7221,-99983,-97526,62856,94045,-98222,98929,94045,-97777,98929,-99983,-97529,62856,94045,-98222,98929
100,84662,3752,-88417,23008,-12509,-12936,2023,-8494,7221,-99645,-92639,62856,94036,-94710,98911,94036,-93388,98911,-99645,-92649,62856,94036,-94710,98911
150,83644,5635,-89282,22979,-12159,-13273,2023,-8494,7221,-98936,-87873,62666,94061,-91285,98885,94061,-89107,98885,-98936,-87890,62666,94061,-91285,98885
200,82597,7515,-90115,22935,-11808,-13598,2023,-8494,7221,-98222,-83225,62374,94120,-87946,98867,94120,-84933,98867,-98222,-83248,62374,94120,-87946,98867
250,81520,9394,-90916,22881,-11455,-13915,2023,-8494,7221,-97514,-78691,62179,94201,-84690,98849,94201,-80863,98849,-97514,-78721,62179,94201,-84690,98849
300,80414,11268,-91685,22820,-11101,-14226,2023,-8494,7221,-96829,-74270,62002,94290,-81516,98833,94290,-76896,98833,-96829,-74306,62002,94290,-81517,98833
350,79279,13139,-92421,22751,-10746,-14530,2023,-8494,7221,-96172,-69958,61833,94381,-78422,98817,94381,-73029,98817,-96172,-69999,61833,94381,-78423,98817
400,78116,15005,-93125,22675,-10391,-14829,2023,-8494,7221,-95544,-65752,61671,94473,-75407,98803,94473,-69259,98803,-95544,-65799,61671,94473,-75407,98803
450,76926,16866,-93795,22593,-10035,-15121,2023,-8494,7221,-94947,-61650,61514,94564,-72467,98791,94564,-65585,98791,-94947,-61703,61514,94564,-72468,98791
