Time,SBUS A          V-node,SBUS B          V-node,SBUS C          V-node,SBUS A 22   A I-branch,SBUS B 22   B I-branch,SBUS C 22   C I-branch,FAULTA        I-branch,FAULTB        I-branch,FAULTC        I-branch,TACS   PV001V I-branch,TACS   PV001I I-branch,TACS   PV001W I-branch,TACS   PV002V I-branch,TACS   PV002I I-branch,TACS   PV002W I-branch,TACS   ST001V I-branch,TACS   ST001I I-branch,TACS   ST001W I-branch,TACS   ST002V I-branch,TACS   ST002I I-branch,TACS   ST002W I-branch,TACS   ST003V I-branch,TACS   ST003I I-branch,TACS   ST003W I-branch
600,73189,22415,-95606,27479,-1351,-23540,2379,0,0,-93821,-49931,60724,92140,-62169,-17950,92140,-55176,-17950,-93821,-50007,60724,92140,-62169,-17950
650,71892,24248,-96142,27260,792,-23820,2379,0,0,-93381,-46219,60587,92270,-59379,-17817,92270,-51871,-17817,-93381,-46301,60587,92270,-59379,-17817
700,70569,26072,-96643,27031,2927,-24090,2379,0,0,-92969,-42598,60456,92398,-56661,-17673,92398,-48651,-17673,-92969,-42685,60456,92398,-56661,-17673
750,69221,27887,-97111,26792,5051,-24348,2379,0,0,-92584,-39067,60330,92524,-54012,-17519,92524,-45513,-17519,-92584,-39159,60330,92524,-54012,-17519
800,67849,29692,-97543,26543,7165,-24597,2379,0,0,-92226,-35623,60210,92649,-51432,-17355,92649,-42455,-17355,-92226,-35720,60210,92649,-51432,-17355
850,66452,31487,-97941,26286,9267,-24834,2379,0,0,-91896,-32264,60096,92772,-48917,-17181,92772,-39475,-17181,-91896,-32366,60096,92772,-48917,-17181
900,65032,33270,-98304,26020,11354,-25062,2379,0,0,-91593,-28987,59988,92894,-46467,-16999,92894,-36572,-16999,-91593,-29095,59988,92894,-46467,-16999
950,63588,35042,-98633,25746,13426,-25279,2379,0,0,-91316,-25792,59887,93013,-44079,-16807,93013,-33744,-16807,-91316,-25905,59887,93013,-44079,-16807
1000,62122,36801,-98926,25465,15482,-25486,2379,0,0,-91067,-22676,59793,93132,-41753,-16608,93132,-30988,-16608,-91067,-22793,59793,93132,-41753,-16608
1050,60634,38547,-99184,25177,17519,-25684,2379,0,0,-90844,-19636,59707,93248,-39487,-16399,93248,-28302,-16399,-90844,-19758,59707,93248,-39487,-16399
1100,59125,40279,-99407,24884,19537,-25872,2379,0,0,-90647,-16672,59630,93363,-37279,-16182,93363,-25686,-16182,-90647,-16799,59630,93363,-37279,-16182
1150,57594,41997,-99594,24585,21535,-26051,2379,0,0,-90477,-13781,59562,93477,-35127,-15958,93477,-23137,-15958,-90477,-13912,59562,93477,-35127,-15958
1200,56043,43700,-99746,24281,23511,-26221,2379,0,0,-90332,-10961,59504,93588,-33031,-15724,93588,-20653,-15724,-90332,-11096,59504,93588,-33031,-15724
1250,54472,45388,-99863,23973,25464,-26383,2379,0,0,-90213,-8211,59456,93698,-30988,-15482,93698,-18233,-15482,-90213,-8350,59456,93698,-30988,-15482
1300,52881,47059,-99944,23661,27395,-26537,2379,0,0,-90120,-5529,59420,93807,-28998,-15231,93807,-15875,-15231,-90120,-5672,59420,93807,-28998,-15231
1350,51272,48714,-99989,23347,29302,-26683,2379,0,0,-90052,-2913,59397,93913,-27060,-14971,93913,-13578,-14971,-90052,-3060,59397,93913,-27060,-14971
1400,49645,50352,-99999,23029,31185,-26821,2379,0,0,-90009,-361,59388,94018,-25171,-14704,94018,-11340,-14704,-90009,-512,59388,94018,-25171,-14704
1450,48000,51971,-99974,22710,33043,-26951,2379,0,0,-89990,2127,59393,94122,-23331,-14428,94122,-9160,-14428,-89990,1972,59393,94122,-23331,-14428
1500,46338,53572,-99913,22388,34876,-27075,2379,0,0,-89995,4554,59416,94224,-21538,-14143,94224,-7036,-14143,-89995,4396,59416,94224,-21538,-14143
1550,44659,55154,-99817,22065,36685,-27192,2379,0,0,-90024,6921,59457,94324,-19791,-13850,94324,-4966,-13850,-90024,6759,59457,94324,-19791,-13850
1600,42964,56717,-99685,21740,38469,-27302,2379,0,0,-90077,9230,59519,94422,-18090,-13550,94422,-2950,-13550,-90077,9064,59519,94422,-18090,-13550
1650,41255,58259,-99517,21413,40229,-27405,2379,0,0,-90152,11482,59603,94519,-16432,-13242,94519,-986,-13242,-90152,11312,59603,94519,-16432,-13242
1700,39530,59781,-99314,21086,41964,-27502,2379,0,0,-90249,13678,59713,94615,-14817,-12927,94615,928,-12927,-90249,13505,59713,94615,-14817,-12927
1750,37792,61281,-99076,20757,43675,-27593,2379,0,0,-90368,15819,59851,94709,-13243,-12607,94709,2792,-12607,-90368,15644,59851,94709,-13243,-12607
1800,36040,62760,-98803,20426,45362,-27677,2379,0,0,-90507,17908,60021,94801,-11711,-12279,94801,4608,-12279,-90507,17729,60021,94801,-11711,-12279
1850,34275,64216,-98495,20095,47026,-27755,2379,0,0,-90667,19946,60228,94892,-10218,-11946,94892,6377,-11946,-90667,19764,60228,94892,-10218,-11946
1900,32498,65650,-98151,19761,48667,-27826,2379,0,0,-90845,21933,60477,94982,-8763,-11610,94982,8100,-11610,-90845,21748,60477,94982,-8763,-11610
1950,30710,67060,-97773,19427,50285,-27891,2379,0,0,-91042,23871,60774,95070,-7346,-11268,95070,9779,-11268,-91042,23683,60774,95070,-7346,-11268
2000,28911,68446,-97360,19090,51881,-27950,2379,0,0,-91254,25761,61126,95157,-5966,-10926,95157,11415,-10926,-91254,25570,61126,95157,-5966,-10926
2050,27101,69808,-96913,18751,53456,-28002,2379,0,0,-91482,27604,61544,95242,-4621,-10579,95242,13008,-10579,-91482,27411,61544,95242,-4621,-10579
2100,25282,71145,-96431,18410,55009,-28048,2379,0,0,-91722,29402,62037,95327,-3311,-10232,95327,14560,-10232,-91722,29206,62037,95327,-3311,-10232
2150,23454,72457,-95914,18067,56540,-28087,2379,0,0,-91973,31156,62620,95410,-2035,-9883,95410,16072,-9883,-91973,30957,62620,95410,-2035,-9883
2200,21617,73743,-95364,17722,58050,-28119,2379,0,0,-92230,32866,63310,95492,-792,-9534,95492,17544,-9534,-92230,32664,63310,95492,-792,-9534
2250,19773,75003,-94780,17373,59539,-28145,2379,0,0,-92490,34534,64130,95573,418,-9187,95573,18979,-9187,-92490,34330,64130,95573,418,-9187
2300,17922,76236,-94162,17022,61006,-28163,2379,0,0,-92746,36161,65107,95653,1598,-8843,95653,20376,-8843,-92746,35954,65107,95653,1598,-8843
2350,16064,77443,-93511,16669,62450,-28173,2379,0,0,-92990,37748,66274,95731,2746,-8499,95731,21737,-8499,-92990,37538,66274,95731,2746,-8499
2400,14201,78621,-92826,16312,63872,-28177,2379,0,0,-93212,39295,67671,95809,3865,-8159,95809,23063,-8159,-93212,39084,67671,95809,3865,-8159
2450,12333,79772,-92109,15953,65269,-28173,2379,0,0,-93395,40804,69343,95886,4955,-7821,95886,24354,-7821,-93395,40591,69343,95886,4955,-7821
2500,10460,80894,-91358,15591,66640,-28161,2379,0,0,-93520,42276,71332,95962,6017,-7487,95962,25612,-7487,-93520,42060,71332,95962,6017,-7487
2550,8584,81988,-90576,15227,67985,-28141,2379,0,0,-93560,43712,73658,96037,7050,-7156,96037,26837,-7156,-93560,43494,73658,96037,7050,-7156
2600,6704,83053,-89761,14861,69302,-28113,2379,0,0,-93488,45112,76297,96111,8057,-6830,96111,28030,-6830,-93488,44892,76297,96111,8057,-6830
2650,4823,84088,-88914,14492,70592,-28076,2379,0,0,-93277,46478,79151,96184,9038,-6508,96184,29192,-6508,-93277,46255,79151,96184,9038,-6508
2700,2939,85093,-88036,14120,71855,-28032,2379,0,0,-92918,47810,82050,96257,9993,-6191,96257,30323,-6191,-92918,47585,82050,96257,9993,-6191
2750,1054,86068,-87126,13745,73092,-27979,2379,0,0,-92420,49109,84802,96329,10923,-5879,96329,31425,-5879,-92420,48882,84802,96329,10923,-5879
2800,-830,87012,-86185,13366,74304,-27917,2379,0,0,-91812,50376,87262,96400,11829,-5573,96400,32499,-5573,-91812,50148,87262,96400,11829,-5573
2850,-2715,87926,-85214,12983,75493,-27847,2379,0,0,-91128,51611,89371,96470,12712,-5276,96470,33544,-5276,-91128,51381,89371,96470,12712,-5276
2900,-4599,88808,-84213,12596,76656,-27768,2379,0,0,-90395,52817,91143,96540,13571,-4987,96540,34562,-4987,-90395,52585,91143,96540,13571,-4987
2950,-6481,89658,-83181,12206,77794,-27680,2379,0,0,-89628,53992,92623,96609,14407,-4708,96609,35553,-4708,-89628,53758,92623,96609,14407,-4708
3000,-8360,90477,-82120,11813,78905,-27583,2379,0,0,-88836,55138,93864,96677,15222,-4439,96677,36519,-4439,-88836,54903,93864,96677,15222,-4439
3050,-10237,91264,-81030,11416,79988,-27478,2379,0,0,-88021,56256,94909,96744,16015,-4179,96744,37459,-4179,-88021,56019,94909,96744,16015,-4179
3100,-12110,92018,-79911,11016,81043,-27364,2379,0,0,-87184,57347,95793,96811,16788,-3928,96811,38374,-3928,-87184,57108,95793,96811,16788,-3928
3150,-13979,92739,-78764,10614,82070,-27241,2379,0,0,-86326,58410,96542,96876,17540,-3686,96876,39265,-3686,-86326,58170,96542,96876,17540,-3686
3200,-15843,93428,-77589,10209,83068,-27110,2379,0,0,-85447,59448,97178,96942,18273,-3452,96942,40133,-3452,-85447,59206,97178,96942,18273,-3452
3250,-17701,94083,-76386,9801,84037,-26970,2379,0,0,-84549,60459,97718,97006,18986,-3228,97006,40978,-3228,-84549,60216,97718,97006,18986,-3228
3300,-19553,94705,-75156,9390,84979,-26822,2379,0,0,-83632,61446,98175,97069,19680,-3014,97069,41801,-3014,-83632,61201,98175,97069,19680,-3014
3350,-21398,95293,-73899,8977,85892,-26665,2379,0,0,-82697,62408,98561,97132,20356,-2808,97132,42602,-2808,-82697,62162,98561,97132,20356,-2808
3400,-23235,95848,-72616,8562,86777,-26500,2379,0,0,-81746,63347,98885,97194,21014,-2612,97194,43382,-2612,-81746,63099,98885,97194,21014,-2612
3450,-25065,96368,-71308,8144,87635,-26327,2379,0,0,-80780,64262,99155,97255,21655,-2424,97255,44141,-2424,-80780,64013,99155,97255,21655,-2424
3500,-26885,96854,-69973,7724,88466,-26146,2379,0,0,-79799,65155,99377,97315,22279,-2247,97315,44880,-2247,-79799,64905,99377,97315,22279,-2247
3550,-28695,97306,-68614,7301,89270,-25957,2379,0,0,-78804,66026,99558,97374,22887,-2079,97374,45600,-2079,-78804,65774,99558,97374,22887,-2079
3600,-30496,97723,-67231,6876,90047,-25761,2379,0,0,-77797,66875,99702,97433,23478,-1919,97433,46300,-1919,-77797,66622,99702,97433,23478,-1919
3650,-32285,98106,-65824,6449,90798,-25556,2379,0,0,-76779,67704,99814,97490,24054,-1770,97490,46983,-1770,-76779,67449,99814,97490,24054,-1770
3700,-34064,98453,-64393,6020,91522,-25345,2379,0,0,-75750,68511,99896,97547,24614,-1630,97547,47647,-1630,-75750,68256,99896,97547,24614,-1630
3750,-35830,98766,-62940,5590,92219,-25125,2379,0,0,-74712,69299,99952,97602,25160,-1498,97602,48293,-1498,-74712,69042,99952,97602,25160,-1498
3800,-37583,99043,-61464,5157,92890,-24899,2379,0,0,-73665,70068,99986,97657,25691,-1376,97657,48922,-1376,-73665,69810,99986,97657,25691,-1376
3850,-39323,99285,-59966,4723,93534,-24665,2379,0,0,-72610,70817,99999,97710,26208,-1262,97710,49535,-1262,-72610,70558,99999,97710,26208,-1262
3900,-41049,99492,-58447,4288,94151,-24425,2379,0,0,-71549,71548,99993,97763,26711,-1156,97763,50131,-1156,-71549,71288,99993,97763,26711,-1156
3950,-42760,99664,-56907,3851,94741,-24177,2379,0,0,-70482,72261,99970,97814,27201,-1058,97814,50711,-1058,-70482,72000,99970,97814,27201,-1058
4000,-44457,99800,-55347,3414,95303,-23922,2379,0,0,-69409,72956,99932,97865,27677,-969,97865,51276,-969,-69409,72694,99932,97865,27677,-969
4050,-46137,99901,-53768,2976,95836,-23661,2379,0,0,-68332,73634,99881,97915,28142,-887,97915,51826,-887,-68332,73371,99881,97915,28142,-887
4100,-47801,99966,-52169,2537,96341,-23393,2379,0,0,-67251,74296,99817,97963,28593,-813,97963,52361,-813,-67251,74031,99817,97963,28593,-813
4150,-49448,99996,-50552,2098,96816,-23118,2379,0,0,-66167,74941,99742,98011,29033,-745,98011,52882,-745,-66167,74675,99742,98011,29033,-745
4200,-51078,99990,-48917,1659,97261,-22836,2379,0,0,-65081,75570,99657,98057,29461,-684,98057,53390,-684,-65081,75304,99657,98057,29461,-684
4250,-52689,99949,-47264,1220,97675,-22548,2379,0,0,-63994,76184,99563,98103,29878,-630,98103,53883,-630,-63994,75916,99563,98103,29878,-630
4300,-54282,99872,-45594,782,98058,-22253,2379,0,0,-62906,76782,99460,98148,30283,-582,98148,54364,-582,-62906,76514,99460,98148,30283,-582
4350,-55855,99760,-43909,345,98408,-21952,2379,0,0,-61817,77366,99350,98192,30678,-541,98192,54831,-541,-61817,77097,99350,98192,30678,-541
4400,-57408,99612,-42208,-92,98725,-21645,2379,0,0,-60729,77935,99233,98235,31062,-506,98235,55286,-506,-60729,77665,99233,98235,31062,-506
4450,-58941,99429,-40491,-528,99009,-21331,2379,0,0,-59643,78490,99109,98278,31436,-476,98278,55729,-476,-59643,78219,99109,98278,31436,-476
4500,-60454,99211,-38761,-962,99258,-21011,2379,0,0,-58557,79032,98980,98319,31800,-451,98319,56160,-451,-58557,78760,98980,98319,31800,-451
4550,-61944,98957,-37016,-1394,99472,-20684,2379,0,0,-57475,79560,98846,98360,32154,-432,98360,56580,-432,-57475,79287,98846,98360,32154,-432
4600,-63413,98668,-35259,-1825,99650,-20351,2379,0,0,-56395,80075,98706,98400,32499,-418,98400,56988,-418,-56395,79802,98706,98400,32499,-418
4650,-64859,98344,-33489,-2254,99793,-20012,2379,0,0,-55318,80577,98563,98439,32834,-410,98439,57386,-410,-55318,80303,98563,98439,32834,-410
4700,-66282,97986,-31707,-2680,99898,-19667,2379,0,0,-54245,81067,98415,98478,33160,-407,98478,57773,-407,-54245,80792,98415,98478,33160,-407
4750,-67682,97592,-29914,-3105,99967,-19316,2379,0,0,-53177,81545,98264,98516,33478,-408,98516,58149,-408,-53177,81270,98264,98516,33478,-408
4800,-69057,97164,-28110,-3526,99998,-18959,2379,0,0,-52114,82011,98109,98553,33787,-416,98553,58515,-416,-52114,81735,98109,98553,33787,-416
4850,-70408,96701,-26296,-3945,99992,-18596,2379,0,0,-51057,82466,97951,98590,34088,-426,98590,58872,-426,-51057,82189,97951,98590,34088,-426
4900,-71734,96204,-24473,-4361,99948,-18227,2379,0,0,-50005,82909,97791,98625,34381,-442,98625,59219,-442,-50005,82631,97791,98625,34381,-442
4950,-73035,95672,-22641,-4775,99866,-17852,2379,0,0,-48960,83341,97628,98661,34666,-463,98661,59556,-463,-48960,83063,97628,98661,34666,-463
5000,-74309,95107,-20801,-5185,99746,-17472,2379,0,0,-47922,83763,97463,98695,34943,-489,98695,59885,-489,-47922,83484,97463,98695,34943,-489
5050,-75557,94508,-18954,-5591,99588,-17086,2379,0,0,-46891,84174,97296,98729,35213,-519,98729,60204,-519,-46891,83895,97296,98729,35213,-519
5100,-76779,93875,-17100,-5995,99393,-16695,2379,0,0,-45869,84576,97127,98763,35475,-554,98763,60515,-554,-45869,84295,97127,98763,35475,-554
5150,-77973,93209,-15240,-6395,99159,-16299,2379,0,0,-44854,84967,96956,98795,35731,-594,98795,60818,-594,-44854,84686,96956,98795,35731,-594
5200,-79139,92510,-13374,-6791,98888,-15897,2379,0,0,-43849,85348,96784,98828,35979,-637,98828,61112,-637,-43849,85067,96784,98828,35979,-637
5250,-80277,91778,-11504,-7184,98581,-15491,2379,0,0,-42852,85721,96611,98859,36221,-686,98859,61399,-686,-42852,85439,96611,98859,36221,-686
5300,-81387,91013,-9630,-7574,98236,-15079,2379,0,0,-41865,86083,96436,98890,36456,-738,98890,61678,-738,-41865,85801,96436,98890,36456,-738
5350,-82467,90216,-7752,-7959,97855,-14663,2379,0,0,-40889,86438,96261,98920,36685,-794,98920,61949,-794,-40889,86155,96261,98920,36685,-794
5400,-83519,89387,-5871,-8341,97438,-14242,2379,0,0,-39922,86783,96084,98949,36908,-854,98949,62213,-854,-39922,86499,96084,98949,36908,-854
5450,-84541,88526,-3989,-8719,96986,-13817,2379,0,0,-38966,87120,95907,98978,37125,-919,98978,62470,-919,-38966,86836,95907,98978,37125,-919
5500,-85532,87634,-2105,-9092,96499,-13388,2379,0,0,-38022,87448,95729,99006,37335,-986,99006,62719,-986,-38022,87163,95729,99006,37335,-986
5550,-86494,86711,-220,-9462,95978,-12955,2379,0,0,-37088,87768,95551,99034,37541,-1058,99034,62962,-1058,-37088,87483,95551,99034,37541,-1058
5600,-87424,85756,1665,-9828,95423,-12518,2379,0,0,-36167,88081,95372,99060,37740,-1132,99060,63199,-1132,-36167,87795,95372,99060,37740,-1132
5650,-88324,84772,3549,-10189,94834,-12077,2379,0,0,-35257,88385,95193,99086,37934,-1209,99086,63429,-1209,-35257,88099,95193,99086,37934,-1209
5700,-89192,83757,5432,-10546,94213,-11633,2379,0,0,-34360,88683,95014,99112,38123,-1288,99112,63653,-1288,-34360,88396,95014,99112,38123,-1288
5750,-90028,82712,7313,-10899,93560,-11185,2379,0,0,-33476,88972,94835,99136,38307,-1371,99136,63870,-1371,-33476,88686,94835,99136,38307,-1371
5800,-90833,81638,9192,-11247,92874,-10735,2379,0,0,-32605,89255,94656,99160,38486,-1455,99160,64082,-1455,-32605,88968,94656,99160,38486,-1455
5850,-91605,80535,11067,-11591,92158,-10281,2379,0,0,-31747,89531,94476,99183,38660,-1542,99183,64288,-1542,-31747,89243,94476,99183,38660,-1542
5900,-92345,79404,12938,-11930,91410,-9825,2379,0,0,-30902,89800,94297,99206,38829,-1631,99206,64489,-1631,-30902,89512,94297,99206,38829,-1631
5950,-93052,78244,14805,-12264,90632,-9366,2379,0,0,-30072,90062,94118,99227,38994,-1721,99227,64684,-1721,-30072,89773,94118,99227,38994,-1721
6000,-93725,77056,16666,-12593,89824,-8905,2379,0,0,-29255,90318,93940,99248,39154,-1813,99248,64874,-1813,-29255,90029,93940,99248,39154,-1813
6050,-94366,75841,18522,-12917,88987,-8442,2379,0,0,-28452,90567,93761,99269,39310,-1906,99269,65059,-1906,-28452,90278,93761,99269,39310,-1906
6100,-94973,74600,20371,-13237,88120,-7976,2379,0,0,-27664,90810,93583,99288,39462,-1999,99288,65238,-1999,-27664,90521,93583,99288,39462,-1999
6150,-95546,73331,22212,-13551,87224,-7509,2379,0,0,-26891,91048,93406,99307,39609,-2093,99307,65413,-2093,-26891,90758,93406,99307,39609,-2093
6200,-96085,72037,24046,-13859,86299,-7040,2379,0,0,-26132,91279,93229,99326,39753,-2188,99326,65584,-2188,-26132,90989,93229,99326,39753,-2188
6250,-96590,70717,25871,-14162,85347,-6570,2379,0,0,-25389,91505,93053,99344,39893,-2282,99344,65749,-2282,-25389,91214,93053,99344,39893,-2282
6300,-97061,69371,27687,-14460,84366,-6099,2379,0,0,-24660,91725,92877,99361,40029,-2378,99361,65910,-2378,-24660,91434,92877,99361,40029,-2378
6350,-97497,68001,29494,-14751,83357,-5626,2379,0,0,-23947,91940,92703,99377,40161,-2474,99377,66067,-2474,-23947,91648,92703,99377,40161,-2474
6400,-97899,66607,31289,-15037,82321,-5153,2379,0,0,-23249,92149,92528,99393,40290,-2569,99393,66220,-2569,-23249,91857,92528,99393,40290,-2569
6450,-98266,65190,33074,-15317,81257,-4678,2379,0,0,-22567,92353,92355,99409,40415,-2665,99409,66368,-2665,-22567,92061,92355,99409,40415,-2665
6500,-98598,63749,34847,-15591,80166,-4203,2379,0,0,-21901,92553,92183,99423,40537,-2760,99423,66513,-2760,-21901,92260,92183,99423,40537,-2760
6550,-98895,62285,36607,-15858,79048,-3728,2379,0,0,-21250,92747,92011,99438,40656,-2854,99438,66653,-2854,-21250,92454,92011,99438,40656,-2854
6600,-99157,60800,38355,-16119,77903,-3252,2379,0,0,-20615,92936,91841,99451,40771,-2949,99451,66790,-2949,-20615,92643,91841,99451,40771,-2949
6650,-99383,59293,40089,-16373,76731,-2776,2379,0,0,-19996,93121,91671,99465,40884,-3042,99465,66923,-3042,-19996,92828,91671,99465,40884,-3042
6700,-99575,57764,41808,-16621,75533,-2300,2379,0,0,-19393,93301,91503,99477,40993,-3135,99477,67053,-3135,-19393,93008,91503,99477,40993,-3135
6750,-99731,56216,43513,-16862,74309,-1824,2379,0,0,-18806,93477,91335,99490,41099,-3228,99490,67179,-3228,-18806,93183,91335,99490,41099,-3228
6800,-99851,54647,45202,-17096,73059,-1348,2379,0,0,-18235,93649,91169,99502,41203,-3319,99502,67302,-3319,-18235,93355,91169,99502,41203,-3319
6850,-99936,53059,46876,-17323,71783,-873,2379,0,0,-17680,93816,91004,99513,41304,-3411,99513,67421,-3411,-17680,93522,91004,99513,41304,-3411
6900,-99986,51452,48532,-17543,70482,-398,2379,0,0,-17141,93979,90841,99524,41402,-3501,99524,67537,-3501,-17141,93684,90841,99524,41402,-3501
6950,-99999,49826,50172,-17756,69156,76,2379,0,0,-16619,94138,90678,99535,41498,-3591,99535,67651,-3591,-16619,93843,90678,99535,41498,-3591
7000,-99978,48183,51793,-17962,67805,549,2379,0,0,-16112,94293,90517,99545,41590,-3681,99545,67761,-3681,-16112,93998,90517,99545,41590,-3681
7050,-99921,46523,53396,-18160,66429,1022,2379,0,0,-15622,94444,90357,99555,41681,-3770,99555,67868,-3770,-15622,94149,90357,99555,41681,-3770
7100,-99828,44846,54980,-18351,65030,1493,2379,0,0,-15147,94592,90199,99565,41769,-3858,99565,67972,-3858,-15147,94297,90199,99565,41769,-3858
7150,-99700,43154,56545,-18535,63607,1963,2379,0,0,-14689,94736,90042,99574,41855,-3946,99574,68074,-3946,-14689,94440,90042,99574,41855,-3946
7200,-99537,41446,58090,-18711,62161,2431,2379,0,0,-14247,94876,89887,99583,41938,-4033,99583,68173,-4033,-14247,94580,89887,99583,41938,-4033
7250,-99338,39723,59613,-18879,60693,2898,2379,0,0,-13820,95013,89733,99591,42020,-4118,99591,68269,-4118,-13820,94717,89733,99591,42020,-4118
7300,-99104,37986,61116,-19040,59202,3363,2379,0,0,-13409,95147,89580,99599,42099,-4204,99599,68363,-4204,-13409,94850,89580,99599,42099,-4204
7350,-98834,36236,62597,-19193,57690,3826,2379,0,0,-13014,95277,89430,99607,42176,-4288,99607,68454,-4288,-13014,94980,89430,99607,42176,-4288
7400,-98530,34473,64056,-19338,56156,4287,2379,0,0,-12634,95404,89281,99615,42251,-4372,99615,68543,-4372,-12634,95107,89281,99615,42251,-4372
7450,-98190,32698,65492,-19476,54603,4746,2379,0,0,-12270,95528,89134,99622,42324,-4455,99622,68629,-4455,-12270,95231,89134,99622,42324,-4455
7500,-97816,30911,66905,-19606,53029,5203,2379,0,0,-11921,95649,88988,99629,42395,-4538,99629,68714,-4538,-11921,95352,88988,99629,42395,-4538
7550,-97407,29113,68293,-19728,51437,5657,2379,0,0,-11587,95766,88845,99635,42464,-4619,99635,68796,-4619,-11587,95469,88845,99635,42464,-4619
7600,-96963,27304,69658,-19842,49825,6108,2379,0,0,-11269,95881,88703,99642,42531,-4699,99642,68875,-4699,-11269,95584,88703,99642,42531,-4699
7650,-96485,25486,70998,-19949,48196,6557,2379,0,0,-10965,95993,88563,99648,42597,-4777,99648,68953,-4777,-10965,95696,88563,99648,42597,-4777
7700,-95973,23659,72313,-20048,46550,7003,2379,0,0,-10675,96103,88425,99653,42661,-4855,99653,69029,-4855,-10675,95805,88425,99653,42661,-4855
7750,-95426,21824,73602,-20139,44887,7445,2379,0,0,-10400,96209,88289,99659,42723,-4932,99659,69102,-4932,-10400,95912,88289,99659,42723,-4932
7800,-94846,19980,74865,-20222,43209,7884,2379,0,0,-10140,96313,88155,99664,42783,-5007,99664,69174,-5007,-10140,96015,88155,99664,42783,-5007
7850,-94231,18130,76101,-20297,41515,8320,2379,0,0,-9893,96415,88023,99669,42842,-5081,99669,69244,-5081,-9893,96117,88023,99669,42842,-5081
7900,-93584,16273,77310,-20365,39807,8752,2379,0,0,-9660,96514,87893,99673,42900,-5154,99673,69312,-5154,-9660,96215,87893,99673,42900,-5154
7950,-92903,14411,78492,-20424,38085,9180,2379,0,0,-9441,96610,87766,99678,42956,-5225,99678,69378,-5225,-9441,96312,87766,99678,42956,-5225
8000,-92189,12543,79646,-20476,36350,9605,2379,0,0,-9235,96704,87640,99682,43010,-5294,99682,69443,-5294,-9235,96406,87640,99682,43010,-5294
8050,-91442,10671,80771,-20520,34602,10025,2379,0,0,-9041,96796,87517,99686,43063,-5362,99686,69506,-5362,-9041,96497,87517,99686,43063,-5362
8100,-90663,8795,81868,-20556,32843,10441,2379,0,0,-8861,96885,87396,99689,43115,-5427,99689,69567,-5427,-8861,96587,87396,99689,43115,-5427
8150,-89852,6916,82936,-20584,31073,10853,2379,0,0,-8693,96973,87277,99693,43165,-5492,99693,69627,-5492,-8693,96674,87277,99693,43165,-5492
8200,-89009,5034,83974,-20604,29292,11260,2379,0,0,-8537,97058,87161,99696,43214,-5554,99696,69685,-5554,-8537,96759,87161,99696,43214,-5554
