Time,SBUS A          V-node,SBUS B          V-node,SBUS C          V-node,SBUS A 22   A I-branch,SBUS B 22   B I-branch,SBUS C 22   C I-branch,FAULTA        I-branch,FAULTB        I-branch,FAULTC        I-branch,TACS   PV001V I-branch,TACS   PV001I I-branch,TACS   PV001W I-branch,TACS   PV002V I-branch,TACS   PV002I I-branch,TACS   PV002W I-branch,TACS   ST001V I-branch,TACS   ST001I I-branch,TACS   ST001W I-branch,TACS   ST002V I-branch,TACS   ST002I I-branch,TACS   ST002W I-branch,TACS   ST003V I-branch,TACS   ST003I I-branch,TACS   ST003W I-branch
0,86606,-13,-86595,14557,-27915,-10781,3143,0,0,-99999,-99999,-99999,-99999,-99999,-60527,-99999,-99999,-60527,-99999,-99999,-99999,-99999,-99999,-60527
50,85648,1872,-87522,14537,-25779,-10977,3143,0,0,-99986,-97525,62499,90803,-97942,-60527,90803,-97777,-60527,-99986,-97529,62499,90803,-97942,-60527
100,84660,3756,-88418,14509,-23636,-11166,3143,0,0,-99697,-92638,62499,90823,-93878,-60731,90823,-93388,-60731,-99697,-92649,62499,90823,-93878,-60731
150,83643,5639,-89284,14468,-21487,-11343,3143,0,0,-99090,-87871,62307,90907,-89915,-60914,90907,-89109,-60914,-99090,-87889,62307,90907,-89915,-60914
200,82595,7520,-90117,14415,-19332,-11510,3143,0,0,-98474,-83222,62013,91029,-86053,-60878,91029,-84937,-60878,-98474,-83247,62013,91029,-86053,-60878
250,81518,9398,-90918,14357,-17175,-11672,3143,0,0,-97865,-78687,61820,91171,-82288,-60841,91171,-80872,-60841,-97865,-78720,61820,91171,-82288,-60841
300,80412,11273,-91687,14295,-15019,-11831,3143,0,0,-97280,-74265,61645,91315,-78620,-60787,91315,-76910,-60787,-97280,-74304,61645,91315,-78620,-60787
350,79277,13144,-92423,14228,-12865,-11985,3143,0,0,-96720,-69952,61478,91458,-75046,-60707,91458,-73049,-60707,-96720,-69997,61478,91458,-75046,-60707
400,78114,15010,-93126,14158,-10714,-12136,3143,0,0,-96187,-65745,61318,91599,-71562,-60600,91599,-69287,-60600,-96187,-65797,61318,91599,-71562,-60600
450,76924,16871,-93796,14083,-8566,-12281,3143,0,0,-95679,-61642,61162,91738,-68168,-60466,91738,-65621,-60466,-95679,-61700,61162,91738,-68168,-60466
500,75706,18726,-94433,14004,-6422,-12423,3143,0,0,-95197,-57640,61011,91874,-64860,-60310,91874,-62049,-60310,-95197,-57705,61011,91874,-64860,-60310
550,74461,20574,-95037,13920,-4284,-12559,3143,0,0,-94741,-53738,60865,92008,-61637,-60130,92008,-58568,-60130,-94741,-53808,60865,92008,-61637,-60130
600,73189,22415,-95606,13832,-2152,-12691,3143,0,0,-94311,-49931,60724,92140,-58497,-59930,92140,-55176,-59930,-94311,-50007,60724,92140,-58497,-59930
