Time,SBUS A          V-node,SBUS B          V-node,SBUS C          V-node,SBUS A 22   A I-branch,SBUS B 22   B I-branch,SBUS C 22   C I-branch,FAULTA        I-branch,FAULTB        I-branch,FAULTC        I-branch,TACS   PV001V I-branch,TACS   PV001I I-branch,TACS   PV001W I-branch,TACS   PV002V I-branch,TACS   PV002I I-branch,TACS   PV002W I-branch,TACS   ST001V I-branch,TACS   ST001I I-branch,TACS   ST001W I-branch,TACS   ST002V I-branch,TACS   ST002I I-branch,TACS   ST002W I-branch,TACS   ST003V I-branch,TACS   ST003I I-branch,TACS   ST003W I-branch
0,86607,-17,-86594,23009,-13238,-12203,1793,-8012,6795,-99999,-99999,-99999,-99999,-99999,98926,-99999,-99999,98926,-99999,-99999,-99999,-99999,-99999,98926
50,85650,1868,-87521,23006,-12892,-12562,1793,-8012,6795,-99983,-97048,62874,95038,-99644,98926,95038,-97777,98926,-99983,-97529,62874,95038,-98222,98926
100,84662,3752,-88417,22993,-12544,-12914,1793,-8012,6795,-99643,-91217,62874,95030,-98942,98909,95030,-93388,98909,-99643,-92650,62874,95030,-94710,98909
150,83644,5635,-89282,22970,-12194,-13257,1793,-8012,6795,-98928,-85530,62684,95050,-98257,98882,95050,-89107,98882,-98928,-87891,62684,95050,-91285,98882
200,82597,7515,-90116,22935,-11842,-13592,1793,-8012,6795,-98208,-79983,62392,95093,-97589,98864,95093,-84932,98864,-98208,-83249,62392,95093,-87946,98864
250,81519,9394,-90917,22891,-11488,-13920,1793,-8012,6795,-97495,-74574,62198,95148,-96937,98847,95148,-80862,98847,-97495,-78722,62198,95148,-84689,98847
300,80413,11268,-91686,22840,-11133,-14242,1793,-8012,6795,-96806,-69298,62021,95209,-96302,98831,95209,-76893,98831,-96806,-74307,62021,95209,-81515,98831
350,79279,13139,-92422,22782,-10777,-14559,1793,-8012,6795,-96144,-64152,61852,95271,-95683,98816,95271,-73024,98816,-96144,-70001,61852,95271,-78419,98816
400,78116,15005,-93125,22718,-10420,-14870,1793,-8012,6795,-95513,-59134,61690,95335,-95080,98802,95335,-69252,98802,-95513,-65801,61690,95335,-75402,98802
450,76925,16866,-93795,22646,-10062,-15175,1793,-8012,6795,-94911,-54239,61533,95398,-94491,98788,95398,-65574,98788,-94911,-61705,61533,95398,-72459,98788
500,75707,18721,-94432,22567,-9703,-15474,1793,-8012,6795,-94340,-49465,61381,95461,-93918,98776,95461,-61989,98776,-94340,-57710,61381,95461,-69591,98776
550,74462,20569,-95036,22482,-9344,-15768,1793,-8012,6795,-93798,-44809,61233,95525,-93358,98765,95525,-58494,98765,-93798,-53813,61233,95525,-66795,98765
600,73191,22410,-95605,22389,-8984,-16055,1793,-8012,6795,-93287,-40268,61091,95589,-92813,98754,95589,-55086,98754,-93287,-50013,61091,95589,-64069,98754
650,71894,24243,-96141,22290,-8624,-16336,1793,-8012,6795,-92805,-35839,60953,95653,-92282,98744,95653,-51764,98744,-92805,-46307,60953,95653,-61411,98744
700,70571,26067,-96643,22184,-8264,-16611,1793,-8012,6795,-92353,-31519,60820,95717,-91763,98735,95717,-48525,98735,-92353,-42692,60820,95717,-58820,98735
750,69223,27882,-97110,22071,-7903,-16879,1793,-8012,6795,-91931,-27307,60693,95781,-91258,98726,95781,-45368,98726,-91931,-39167,60693,95781,-56295,98726
800,67851,29688,-97542,21952,-7543,-17140,1793,-8012,6795,-91538,-23198,60571,95846,-90766,98718,95846,-42291,98718,-91538,-35728,60571,95846,-53832,98718
850,66454,31482,-97940,21826,-7183,-17395,1793,-8012,6795,-91174,-19190,60455,95910,-90286,98711,95910,-39290,98711,-91174,-32375,60455,95910,-51432,98711
900,65034,33266,-98304,21694,-6824,-17644,1793,-8012,6795,-90839,-15282,60346,95975,-89818,98704,95975,-36365,98704,-90839,-29104,60346,95975,-49092,98704
950,63590,35037,-98632,21555,-6465,-17886,1793,-8012,6795,-90533,-11470,60243,96040,-89362,98697,96040,-33514,98697,-90533,-25914,60243,96040,-46811,98697
1000,62124,36796,-98925,21411,-6107,-18121,1793,-8012,6795,-90256,-7752,60147,96105,-88917,98691,96105,-30735,98691,-90256,-22802,60147,96105,-44588,98691
1050,60636,38542,-99183,21261,-5750,-18350,1793,-8012,6795,-90007,-4126,60059,96170,-88483,98685,96170,-28026,98685,-90007,-19768,60059,96170,-42421,98685
1100,59127,40275,-99406,21105,-5394,-18572,1793,-8012,6795,-89787,-589,59979,96236,-88061,98680,96236,-25385,98680,-89787,-16808,59979,96236,-40308,98680
1150,57596,41993,-99594,20944,-5040,-18787,1793,-8012,6795,-89595,2860,59908,96301,-87649,98675,96301,-22811,98675,-89595,-13922,59908,96301,-38249,98675
1200,56045,43696,-99746,20777,-4686,-18996,1793,-8012,6795,-89430,6224,59846,96366,-87248,98670,96366,-20302,98670,-89430,-11107,59846,96366,-36242,98670
1250,54474,45384,-99862,20606,-4335,-19198,1793,-8012,6795,-89293,9505,59795,96431,-86856,98665,96431,-17857,98665,-89293,-8361,59795,96431,-34285,98665
