Time,SBUS A          V-node,SBUS B          V-node,SBUS C          V-node,SBUS A 22   A I-branch,SBUS B 22   B I-branch,SBUS C 22   C I-branch,FAULTA        I-branch,FAULTB        I-branch,FAULTC        I-branch,TACS   PV001V I-branch,TACS   PV001I I-branch,TACS   PV001W I-branch,TACS   PV002V I-branch,TACS   PV002I I-branch,TACS   PV002W I-branch,TACS   ST001V I-branch,TACS   ST001I I-branch,TACS   ST001W I-branch,TACS   ST002V I-branch,TACS   ST002I I-branch,TACS   ST002W I-branch,TACS   ST003V I-branch,TACS   ST003I I-branch,TACS   ST003W I-branch
0,86606,-13,-86603,99998,-27325,-65640,12785,0,0,-99999,-99999,-99999,-99999,-99999,-13042,-99999,-99999,-13042,-99999,-99999,-99999,-99999,-99999,-13042
50,85648,1872,-87530,99809,-25172,-67312,12785,0,0,-99983,-97525,62499,90803,-97994,-13042,90803,-97777,-13042,-99983,-97529,62499,90803,-97994,-13042
100,84660,3756,-88426,99543,-23011,-68928,12785,0,0,-99650,-92638,62499,90823,-94033,-13133,90823,-93388,-13133,-99650,-92649,62499,90823,-94033,-13133
150,83643,5639,-89291,99150,-20845,-70442,12785,0,0,-98948,-87871,62307,90907,-90171,-13214,90907,-89109,-13214,-98948,-87889,62307,90907,-90171,-13214
200,82595,7520,-90123,98653,-18672,-71875,12785,0,0,-98236,-83222,62013,91029,-86407,-13198,91029,-84937,-13198,-98236,-83247,62013,91029,-86407,-13198
250,81518,9398,-90924,98102,-16497,-73265,12785,0,0,-97532,-78687,61820,91171,-82738,-13182,91171,-80872,-13182,-97532,-78720,61820,91171,-82738,-13182
300,80412,11273,-91692,97511,-14323,-74620,12785,0,0,-96855,-74265,61645,91315,-79163,-13158,91315,-76910,-13158,-96855,-74304,61645,91315,-79163,-13158
350,79277,13144,-92428,96882,-12152,-75941,12785,0,0,-96208,-69952,61478,91458,-75679,-13122,91458,-73049,-13122,-96208,-69997,61478,91458,-75679,-13122
400,78114,15010,-93131,96213,-9983,-77227,12785,0,0,-95591,-65745,61318,91599,-72284,-13074,91599,-69287,-13074,-95591,-65797,61318,91599,-72284,-13074
450,76924,16871,-93800,95503,-7818,-78475,12785,0,0,-95004,-61642,61162,91738,-68976,-13015,91738,-65621,-13015,-95004,-61700,61162,91738,-68976,-13015
500,75706,18726,-94437,94751,-5657,-79685,12785,0,0,-94447,-57640,61011,91874,-65753,-12945,91874,-62049,-12945,-94447,-57705,61011,91874,-65753,-12945
550,74461,20574,-95040,93956,-3501,-80854,12785,0,0,-93920,-53738,60865,92008,-62611,-12865,92008,-58568,-12865,-93920,-53808,60865,92008,-62611,-12865
600,73189,22415,-95609,93119,-1351,-81984,12785,0,0,-93422,-49931,60724,92140,-59550,-12776,92140,-55176,-12776,-93422,-50007,60724,92140,-59550,-12776
650,71892,24248,-96144,92240,792,-83072,12785,0,0,-92954,-46219,60587,92270,-56568,-12678,92270,-51871,-12678,-92954,-46301,60587,92270,-56568,-12678
700,70569,26072,-96646,91320,2927,-84119,12785,0,0,-92515,-42598,60456,92398,-53662,-12571,92398,-48651,-12571,-92515,-42685,60456,92398,-53662,-12571
750,69221,27887,-97112,90361,5051,-85124,12785,0,0,-92105,-39067,60330,92524,-50830,-12458,92524,-45513,-12458,-92105,-39159,60330,92524,-50830,-12458
800,67849,29692,-97545,89363,7165,-86089,12785,0,0,-91725,-35623,60210,92649,-48070,-12338,92649,-42455,-12338,-91725,-35720,60210,92649,-48070,-12338
850,66452,31487,-97943,88329,9267,-87012,12785,0,0,-91373,-32264,60096,92772,-45382,-12210,92772,-39475,-12210,-91373,-32366,60096,92772,-45382,-12210
900,65032,33270,-98305,87261,11354,-87895,12785,0,0,-91050,-28987,59988,92894,-42762,-12076,92894,-36572,-12076,-91050,-29095,59988,92894,-42762,-12076
950,63588,35042,-98634,86162,13426,-88739,12785,0,0,-90756,-25792,59887,93013,-40209,-11935,93013,-33744,-11935,-90756,-25905,59887,93013,-40209,-11935
1000,62122,36801,-98927,85034,15482,-89545,12785,0,0,-90490,-22676,59793,93132,-37722,-11788,93132,-30988,-11788,-90490,-22793,59793,93132,-37722,-11788
1050,60634,38547,-99184,83878,17519,-90312,12785,0,0,-90253,-19636,59707,93248,-35299,-11635,93248,-28302,-11635,-90253,-19758,59707,93248,-35299,-11635
1100,59125,40279,-99407,82699,19537,-91044,12785,0,0,-90044,-16672,59630,93363,-32938,-11475,93363,-25686,-11475,-90044,-16799,59630,93363,-32938,-11475
1150,57594,41997,-99594,81499,21535,-91740,12785,0,0,-89862,-13781,59562,93477,-30637,-11310,93477,-23137,-11310,-89862,-13912,59562,93477,-30637,-11310
1200,56043,43701,-99746,80279,23511,-92401,12785,0,0,-89708,-10961,59504,93588,-28396,-11139,93588,-20653,-11139,-89708,-11096,59504,93588,-28396,-11139
1250,54472,45388,-99863,79043,25464,-93030,12785,0,0,-89582,-8211,59456,93698,-26212,-10961,93698,-18233,-10961,-89582,-8350,59456,93698,-26212,-10961
1300,52881,47060,-99944,77792,27395,-93627,12785,0,0,-89483,-5529,59420,93807,-24084,-10776,93807,-15875,-10776,-89483,-5672,59420,93807,-24084,-10776
1350,51272,48714,-99989,76529,29302,-94193,12785,0,0,-89410,-2913,59397,93913,-22012,-10585,93913,-13578,-10585,-89410,-3060,59397,93913,-22012,-10585
1400,49645,50352,-99999,75254,31185,-94730,12785,0,0,-89364,-361,59388,94018,-19992,-10388,94018,-11340,-10388,-89364,-512,59388,94018,-19992,-10388
1450,48000,51971,-99974,73971,33043,-95238,12785,0,0,-89344,2127,59393,94122,-18024,-10185,94122,-9160,-10185,-89344,1972,59393,94122,-18024,-10185
1500,46338,53573,-99913,72679,34876,-95719,12785,0,0,-89350,4554,59416,94224,-16107,-9976,94224,-7036,-9976,-89350,4396,59416,94224,-16107,-9976
1550,44659,55155,-99817,71381,36685,-96172,12785,0,0,-89381,6921,59457,94324,-14240,-9760,94324,-4966,-9760,-89381,6759,59457,94324,-14240,-9760
1600,42964,56717,-99685,70076,38469,-96600,12785,0,0,-89437,9230,59519,94422,-12421,-9540,94422,-2950,-9540,-89437,9064,59519,94422,-12421,-9540
1650,41255,58259,-99517,68766,40229,-97001,12785,0,0,-89516,11482,59603,94519,-10648,-9313,94519,-986,-9313,-89516,11312,59603,94519,-10648,-9313
1700,39530,59781,-99315,67450,41964,-97378,12785,0,0,-89620,13678,59713,94615,-8921,-9082,94615,928,-9082,-89620,13505,59713,94615,-8921,-9082
1750,37792,61281,-99077,66129,43675,-97730,12785,0,0,-89746,15819,59851,94709,-7239,-8846,94709,2792,-8846,-89746,15644,59851,94709,-7239,-8846
1800,36040,62760,-98804,64803,45362,-98057,12785,0,0,-89895,17908,60021,94801,-5600,-8605,94801,4608,-8605,-89895,17729,60021,94801,-5600,-8605
1850,34275,64216,-98496,63471,47026,-98359,12785,0,0,-90065,19946,60228,94892,-4004,-8360,94892,6377,-8360,-90065,19764,60228,94892,-4004,-8360
1900,32498,65650,-98152,62134,48667,-98637,12785,0,0,-90255,21933,60477,94982,-2448,-8113,94982,8100,-8113,-90255,21748,60477,94982,-2448,-8113
1950,30710,67060,-97774,60789,50285,-98891,12785,0,0,-90464,23871,60774,95070,-933,-7862,95070,9779,-7862,-90464,23683,60774,95070,-933,-7862
2000,28911,68446,-97362,59438,51881,-99119,12785,0,0,-90690,25761,61126,95157,543,-7610,95157,11415,-7610,-90690,25570,61126,95157,543,-7610
2050,27101,69808,-96915,58078,53456,-99322,12785,0,0,-90932,27604,61544,95242,1980,-7355,95242,13008,-7355,-90932,27411,61544,95242,1980,-7355
2100,25282,71145,-96433,56710,55009,-99500,12785,0,0,-91188,29402,62037,95327,3381,-7099,95327,14560,-7099,-91188,29206,62037,95327,3381,-7099
2150,23454,72457,-95917,55332,56540,-99651,12785,0,0,-91455,31156,62620,95410,4745,-6843,95410,16072,-6843,-91455,30957,62620,95410,4745,-6843
2200,21617,73743,-95367,53944,58050,-99776,12785,0,0,-91729,32866,63310,95492,6074,-6587,95492,17544,-6587,-91729,32664,63310,95492,6074,-6587
2250,19773,75003,-94783,52546,59539,-99874,12785,0,0,-92005,34534,64130,95573,7368,-6332,95573,18979,-6332,-92005,34330,64130,95573,7368,-6332
2300,17922,76237,-94166,51137,61006,-99944,12785,0,0,-92278,36161,65107,95653,8629,-6078,95653,20376,-6078,-92278,35954,65107,95653,8629,-6078
2350,16064,77443,-93515,49716,62450,-99986,12785,0,0,-92538,37748,66274,95731,9858,-5825,95731,21737,-5825,-92538,37538,66274,95731,9858,-5825
2400,14201,78622,-92831,48285,63872,-99999,12785,0,0,-92774,39295,67671,95809,11054,-5576,95809,23063,-5576,-92774,39084,67671,95809,11054,-5576
2450,12333,79772,-92114,46843,65269,-99983,12785,0,0,-92969,40804,69343,95886,12219,-5327,95886,24354,-5327,-92969,40591,69343,95886,12219,-5327
2500,10460,80895,-91364,45391,66640,-99936,12785,0,0,-93102,42276,71332,95962,13354,-5081,95962,25612,-5081,-93102,42060,71332,95962,13354,-5081
2550,8584,81988,-90582,43929,67985,-99859,12785,0,0,-93145,43712,73658,96037,14459,-4838,96037,26837,-4838,-93145,43494,73658,96037,14459,-4838
2600,6704,83053,-89767,42457,69302,-99750,12785,0,0,-93068,45112,76297,96111,15536,-4598,96111,28030,-4598,-93068,44892,76297,96111,15536,-4598
2650,4823,84088,-88921,40976,70592,-99609,12785,0,0,-92844,46478,79151,96184,16585,-4361,96184,29192,-4361,-92844,46255,79151,96184,16585,-4361
2700,2939,85093,-88043,39483,71855,-99436,12785,0,0,-92461,47810,82050,96257,17606,-4128,96257,30323,-4128,-92461,47585,82050,96257,17606,-4128
