Time,SBUS A          V-node,SBUS B          V-node,SBUS C          V-node,SBUS A 22   A I-branch,SBUS B 22   B I-branch,SBUS C 22   C I-branch,FAULTA        I-branch,FAULTB        I-branch,FAULTC        I-branch,TACS   PV001V I-branch,TACS   PV001I I-branch,TACS   PV001W I-branch,TACS   PV002V I-branch,TACS   PV002I I-branch,TACS   PV002W I-branch,TACS   ST001V I-branch,TACS   ST001I I-branch,TACS   ST001W I-branch,TACS   ST002V I-branch,TACS   ST002I I-branch,TACS   ST002W I-branch,TACS   ST003V I-branch,TACS   ST003I I-branch,TACS   ST003W I-branch
0,86606,-13,-86596,29265,-25032,-18979,2314,0,0,-99999,-99999,-99999,-99999,-99999,-15783,-99999,-99999,-15783,-99999,-99999,-99999,-99999,-99999,-15783
50,85648,1872,-87523,29218,-23031,-19403,2314,0,0,-99984,-97036,62516,91853,-98138,-15783,91853,-97777,-15783,-99984,-97529,62516,91853,-98138,-15783
100,84660,3756,-88419,29156,-21022,-19816,2314,0,0,-99669,-91182,62516,91873,-94462,-15908,91873,-93388,-15908,-99669,-92649,62516,91873,-94462,-15908
150,83643,5639,-89284,29071,-19005,-20213,2314,0,0,-99003,-85472,62325,91950,-90877,-16017,91950,-89109,-16017,-99003,-87890,62325,91950,-90877,-16017
200,82595,7520,-90117,28968,-16981,-20595,2314,0,0,-98329,-79903,62031,92053,-87382,-15988,92053,-84937,-15988,-98329,-83248,62031,92053,-87382,-15988
250,81518,9398,-90918,28854,-14953,-20969,2314,0,0,-97663,-74472,61838,92167,-83976,-15956,92167,-80870,-15956,-97663,-78720,61838,92167,-83976,-15956
300,80412,11273,-91687,28729,-12922,-21334,2314,0,0,-97023,-69175,61663,92283,-80657,-15916,92283,-76907,-15916,-97023,-74305,61663,92283,-80657,-15916
350,79277,13144,-92423,28595,-10890,-21692,2314,0,0,-96411,-64009,61496,92397,-77421,-15868,92397,-73044,-15868,-96411,-69998,61496,92397,-77421,-15868
400,78114,15010,-93127,28451,-8857,-22042,2314,0,0,-95827,-58970,61336,92510,-74267,-15810,92510,-69279,-15810,-95827,-65798,61336,92510,-74267,-15810
450,76923,16871,-93797,28297,-6825,-22383,2314,0,0,-95272,-54056,61181,92621,-71194,-15743,92621,-65610,-15743,-95272,-61702,61181,92621,-71194,-15743
500,75705,18725,-94434,28133,-4792,-22715,2314,0,0,-94745,-49263,61030,92731,-68198,-15668,92731,-62034,-15668,-94745,-57707,61030,92731,-68198,-15668
550,74460,20574,-95037,27959,-2762,-23039,2314,0,0,-94247,-44589,60884,92840,-65279,-15585,92840,-58549,-15585,-94247,-53810,60884,92840,-65279,-15585
600,73189,22414,-95607,27775,-733,-23353,2314,0,0,-93776,-40030,60743,92948,-62434,-15495,92948,-55152,-15495,-93776,-50009,60743,92948,-62434,-15495
650,71892,24247,-96142,27580,1293,-23659,2314,0,0,-93334,-35583,60606,93054,-59661,-15398,93054,-51841,-15398,-93334,-46303,60606,93054,-59661,-15398
700,70569,26072,-96644,27376,3315,-23955,2314,0,0,-92919,-31246,60475,93159,-56958,-15297,93159,-48615,-15297,-92919,-42688,60475,93159,-56958,-15297
750,69221,27887,-97111,27162,5332,-24242,2314,0,0,-92532,-27016,60349,93263,-54325,-15189,93263,-45471,-15189,-92532,-39162,60349,93263,-54325,-15189
800,67848,29692,-97543,26939,7343,-24519,2314,0,0,-92172,-22891,60229,93366,-51758,-15077,93366,-42406,-15077,-92172,-35723,60229,93366,-51758,-15077
850,66452,31486,-97941,26707,9347,-24787,2314,0,0,-91840,-18868,60115,93468,-49257,-14961,93468,-39420,-14961,-91840,-32369,60115,93468,-49257,-14961
900,65031,33270,-98304,26466,11343,-25046,2314,0,0,-91536,-14944,60007,93569,-46819,-14840,93569,-36510,-14840,-91536,-29098,60007,93569,-46819,-14840
950,63588,35041,-98633,26217,13329,-25295,2314,0,0,-91258,-11117,59906,93669,-44443,-14715,93669,-33674,-14715,-91258,-25908,59906,93669,-44443,-14715
1000,62122,36800,-98926,25959,15305,-25535,2314,0,0,-91007,-7384,59813,93768,-42128,-14586,93768,-30910,-14586,-91007,-22797,59813,93768,-42128,-14586
1050,60634,38546,-99184,25695,17269,-25767,2314,0,0,-90783,-3743,59727,93865,-39872,-14455,93865,-28217,-14455,-90783,-19762,59727,93865,-39872,-14455
1100,59124,40279,-99407,25422,19221,-25989,2314,0,0,-90586,-193,59650,93962,-37674,-14319,93962,-25592,-14319,-90586,-16802,59650,93962,-37674,-14319
1150,57594,41997,-99594,25144,21159,-26202,2314,0,0,-90415,3270,59582,94058,-35532,-14180,94058,-23034,-14180,-90415,-13915,59582,94058,-35532,-14180
1200,56043,43700,-99746,24858,23082,-26406,2314,0,0,-90270,6648,59524,94153,-33444,-14037,94153,-20542,-14037,-90270,-11100,59524,94153,-33444,-14037
1250,54472,45388,-99863,24567,24990,-26602,2314,0,0,-90150,9942,59477,94246,-31410,-13892,94246,-18114,-13892,-90150,-8354,59477,94246,-31410,-13892
1300,52881,47059,-99944,24270,26881,-26789,2314,0,0,-90057,13154,59441,94339,-29427,-13743,94339,-15747,-13743,-90057,-5676,59441,94339,-29427,-13743
1350,51272,48714,-99989,23968,28755,-26968,2314,0,0,-89988,16288,59417,94431,-27496,-13591,94431,-13441,-13591,-89988,-3064,59417,94431,-27496,-13591
1400,49645,50351,-99999,23661,30612,-27138,2314,0,0,-89945,19344,59408,94521,-25614,-13434,94521,-11194,-13434,-89945,-517,59408,94521,-25614,-13434
1450,48000,51971,-99974,23349,32451,-27300,2314,0,0,-89926,22324,59414,94611,-23780,-13276,94611,-9004,-13276,-89926,1968,59414,94611,-23780,-13276
1500,46337,53572,-99913,23033,34271,-27454,2314,0,0,-89931,25231,59436,94699,-21992,-13113,94699,-6871,-13113,-89931,4391,59436,94699,-21992,-13113
1550,44659,55154,-99817,22712,36071,-27600,2314,0,0,-89960,28067,59477,94787,-20251,-12949,94787,-4792,-12949,-89960,6754,59477,94787,-20251,-12949
1600,42964,56716,-99685,22388,37853,-27738,2314,0,0,-90012,30832,59538,94873,-18555,-12782,94873,-2766,-12782,-90012,9059,59538,94873,-18555,-12782
1650,41255,58259,-99517,22059,39614,-27868,2314,0,0,-90087,33529,59622,94959,-16901,-12612,94959,-793,-12612,-90087,11308,59622,94959,-16901,-12612
1700,39530,59780,-99315,21727,41356,-27990,2314,0,0,-90184,36159,59731,95043,-15291,-12440,95043,1130,-12440,-90184,13500,59731,95043,-15291,-12440
1750,37792,61281,-99077,21390,43077,-28104,2314,0,0,-90303,38724,59868,95126,-13721,-12267,95126,3004,-12267,-90303,15639,59868,95126,-13721,-12267
1800,36040,62759,-98803,21050,44778,-28211,2314,0,0,-90442,41227,60037,95209,-12192,-12091,95209,4829,-12091,-90442,17724,60037,95209,-12192,-12091
1850,34276,64215,-98495,20706,46459,-28309,2314,0,0,-90602,43667,60243,95290,-10702,-11915,95290,6608,-11915,-90602,19758,60243,95290,-10702,-11915
