Time,SBUS A          V-node,SBUS B          V-node,SBUS C          V-node,SBUS A 22   A I-branch,SBUS B 22   B I-branch,SBUS C 22   C I-branch,FAULTA        I-branch,FAULTB        I-branch,FAULTC        I-branch,TACS   PV001V I-branch,TACS   PV001I I-branch,TACS   PV001W I-branch,TACS   PV002V I-branch,TACS   PV002I I-branch,TACS   PV002W I-branch,TACS   ST001V I-branch,TACS   ST001I I-branch,TACS   ST001W I-branch,TACS   ST002V I-branch,TACS   ST002I I-branch,TACS   ST002W I-branch,TACS   ST003V I-branch,TACS   ST003I I-branch,TACS   ST003W I-branch
0,86606,-13,-86604,99999,-25032,-63050,12785,0,0,-99999,-99999,-99999,-99999,-99999,-10196,-99999,-99999,-10196,-99999,-99999,-99999,-99999,-99999,-10196
50,85648,1872,-87531,99815,-23031,-64637,12785,0,0,-99983,-97036,62516,91853,-98012,-10196,91853,-97777,-10196,-99983,-97529,62516,91853,-98012,-10196
100,84660,3756,-88427,99575,-21022,-66183,12785,0,0,-99647,-91182,62516,91873,-94086,-10286,91873,-93388,-10286,-99647,-92649,62516,91873,-94086,-10286
150,83643,5639,-89291,99249,-19005,-67666,12785,0,0,-98939,-85472,62325,91950,-90257,-10364,91950,-89109,-10364,-98939,-87890,62325,91950,-90257,-10364
200,82595,7520,-90124,98851,-16981,-69096,12785,0,0,-98222,-79903,62031,92053,-86526,-10343,92053,-84937,-10343,-98222,-83248,62031,92053,-86526,-10343
250,81518,9398,-90924,98408,-14953,-70493,12785,0,0,-97513,-74472,61838,92167,-82888,-10320,92167,-80870,-10320,-97513,-78720,61838,92167,-82888,-10320
300,80412,11273,-91692,97926,-12922,-71861,12785,0,0,-96832,-69175,61663,92283,-79343,-10291,92283,-76907,-10291,-96832,-74305,61663,92283,-79343,-10291
350,79277,13144,-92428,97407,-10890,-73199,12785,0,0,-96180,-64009,61496,92397,-75888,-10257,92397,-73044,-10257,-96180,-69998,61496,92397,-75888,-10257
400,78114,15010,-93131,96851,-8857,-74506,12785,0,0,-95559,-58970,61336,92510,-72520,-10215,92510,-69279,-10215,-95559,-65798,61336,92510,-72520,-10215
450,76923,16871,-93801,96256,-6825,-75782,12785,0,0,-94969,-54056,61181,92621,-69238,-10167,92621,-65610,-10167,-94969,-61702,61181,92621,-69238,-10167
500,75705,18725,-94437,95622,-4792,-77025,12785,0,0,-94408,-49263,61030,92731,-66039,-10114,92731,-62034,-10114,-94408,-57707,61030,92731,-66039,-10114
550,74460,20574,-95040,94949,-2762,-78236,12785,0,0,-93877,-44589,60884,92840,-62921,-10054,92840,-58549,-10054,-93877,-53810,60884,92840,-62921,-10054
600,73189,22414,-95609,94237,-733,-79412,12785,0,0,-93376,-40030,60743,92948,-59883,-9990,92948,-55152,-9990,-93376,-50009,60743,92948,-59883,-9990
650,71892,24247,-96145,93486,1293,-80555,12785,0,0,-92905,-35583,60606,93054,-56922,-9920,93054,-51841,-9920,-92905,-46303,60606,93054,-56922,-9920
