Time,SBUS A          V-node,SBUS B          V-node,SBUS C          V-node,SBUS A 22   A I-branch,SBUS B 22   B I-branch,SBUS C 22   C I-branch,FAULTA        I-branch,FAULTB        I-branch,FAULTC        I-branch,TACS   PV001V I-branch,TACS   PV001I I-branch,TACS   PV001W I-branch,TACS   PV002V I-branch,TACS   PV002I I-branch,TACS   PV002W I-branch,TACS   ST001V I-branch,TACS   ST001I I-branch,TACS   ST001W I-branch,TACS   ST002V I-branch,TACS   ST002I I-branch,TACS   ST002W I-branch,TACS   ST003V I-branch,TACS   ST003I I-branch,TACS   ST003W I-branch
0,86607,-17,-86594,38562,-34372,-20750,2151,0,0,-99999,-99999,-99999,-99999,-99999,-16917,-99999,-99999,-16917,-99999,-99999,-99999,-99999,-99999,-16917
50,85650,1868,-87521,38556,-32479,-21337,2151,0,0,-99984,-97048,62874,95038,-98174,-16917,95038,-97777,-16917,-99984,-97529,62874,95038,-98174,-16917
100,84662,3752,-88417,38532,-30573,-21914,2151,0,0,-99663,-91217,62874,95030,-94569,-17220,95030,-93388,-17220,-99663,-92650,62874,95030,-94569,-17220
150,83644,5635,-89282,38486,-28657,-22475,2151,0,0,-98988,-85530,62684,95050,-91053,-17678,95050,-89107,-17678,-98988,-87891,62684,95050,-91053,-17678
200,82597,7515,-90116,38419,-26731,-23022,2151,0,0,-98309,-79983,62392,95093,-87624,-17983,95093,-84932,-17983,-98309,-83249,62392,95093,-87624,-17983
250,81519,9394,-90917,38336,-24796,-23559,2151,0,0,-97635,-74574,62198,95148,-84281,-18276,95148,-80862,-18276,-97635,-78722,62198,95148,-84281,-18276
300,80413,11268,-91686,38238,-22854,-24086,2151,0,0,-96984,-69298,62021,95209,-81021,-18554,95209,-76893,-18554,-96984,-74307,62021,95209,-81021,-18554
350,79279,13139,-92422,38126,-20906,-24604,2151,0,0,-96360,-64152,61852,95271,-77843,-18817,95271,-73024,-18817,-96360,-70001,61852,95271,-77843,-18817
400,78116,15005,-93125,38002,-18952,-25113,2151,0,0,-95764,-59134,61690,95335,-74745,-19061,95335,-69252,-19061,-95764,-65801,61690,95335,-74745,-19061
450,76925,16866,-93795,37864,-16993,-25613,2151,0,0,-95196,-54239,61533,95398,-71724,-19289,95398,-65574,-19289,-95196,-61705,61533,95398,-71724,-19289
500,75707,18721,-94432,37713,-15031,-26102,2151,0,0,-94657,-49465,61381,95461,-68779,-19500,95461,-61989,-19500,-94657,-57710,61381,95461,-68779,-19500
550,74462,20569,-95036,37549,-13065,-26583,2151,0,0,-94146,-44809,61233,95525,-65908,-19697,95525,-58494,-19697,-94146,-53813,61233,95525,-65908,-19697
600,73191,22410,-95605,37371,-11096,-27052,2151,0,0,-93663,-40268,61091,95589,-63109,-19879,95589,-55086,-19879,-93663,-50013,61091,95589,-63109,-19879
650,71894,24243,-96141,37180,-9126,-27512,2151,0,0,-93208,-35839,60953,95653,-60381,-20049,95653,-51764,-20049,-93208,-46307,60953,95653,-60381,-20049
700,70571,26067,-96643,36976,-7154,-27961,2151,0,0,-92781,-31519,60820,95717,-57721,-20209,95717,-48525,-20209,-92781,-42692,60820,95717,-57721,-20209
