Time,SBUS A          V-node,SBUS B          V-node,SBUS C          V-node,SBUS A 22   A I-branch,SBUS B 22   B I-branch,SBUS C 22   C I-branch,FAULTA        I-branch,FAULTB        I-branch,FAULTC        I-branch,TACS   PV001V I-branch,TACS   PV001I I-branch,TACS   PV001W I-branch,TACS   PV002V I-branch,TACS   PV002I I-branch,TACS   PV002W I-branch,TACS   ST001V I-branch,TACS   ST001I I-branch,TACS   ST001W I-branch,TACS   ST002V I-branch,TACS   ST002I I-branch,TACS   ST002W I-branch,TACS   ST003V I-branch,TACS   ST003I I-branch,TACS   ST003W I-branch
0,86604,-8,-86598,10130,-11838,336,3397,-12469,9997,-99999,-99999,-99999,-99999,-99999,99569,-99999,-99999,99569,-99999,-99999,-99999,-99999,-99999,99569
50,85646,1877,-87525,10117,-11798,303,3397,-12469,9997,-99983,-97024,62178,88096,-99385,99569,88096,-97770,99569,-99983,-97530,62178,88096,-98206,99569
100,84659,3761,-88421,10102,-11757,272,3397,-12469,9997,-99652,-91146,62178,88143,-98173,99570,88143,-93368,99570,-99652,-92653,62178,88143,-94663,99570
150,83641,5644,-89286,10084,-11716,244,3397,-12469,9997,-98948,-85414,61984,88280,-96990,99574,88280,-89076,99574,-98948,-87896,61984,88280,-91210,99574
200,82593,7525,-90119,10064,-11676,218,3397,-12469,9997,-98231,-79823,61689,88444,-95838,99579,88444,-84894,99579,-98231,-83257,61689,88444,-87845,99579
250,81516,9403,-90920,10044,-11635,192,3397,-12469,9997,-97527,-74370,61499,88616,-94716,99585,88616,-80820,99585,-97527,-78732,61499,88616,-84566,99585
300,80409,11278,-91689,10022,-11595,168,3397,-12469,9997,-96856,-69051,61327,88784,-93622,99590,88784,-76849,99590,-96856,-74319,61327,88784,-81371,99590
350,79275,13148,-92425,10000,-11555,145,3397,-12469,9997,-96215,-63864,61162,88949,-92557,99595,88949,-72981,99595,-96215,-70015,61162,88949,-78259,99595
400,78112,15015,-93128,9977,-11515,122,3397,-12469,9997,-95605,-58805,61003,89110,-91518,99601,89110,-69212,99601,-95605,-65817,61003,89110,-75226,99601
450,76921,16875,-93798,9953,-11476,101,3397,-12469,9997,-95025,-53871,60849,89269,-90507,99606,89269,-65540,99606,-95025,-61723,60849,89269,-72271,99606
