Time,SBUS A          V-node,SBUS B          V-node,SBUS C          V-node,SBUS A 25   A I-branch,SBUS B 25   B I-branch,SBUS C 25   C I-branch,TACS   PV001A I-branch,TACS   PV001X I-branch,TACS   PV001I I-branch,TACS   PV002A I-branch,TACS   PV002X I-branch,TACS   PV002I I-branch,TACS   PV003A I-branch,TACS   PV003X I-branch,TACS   PV003I I-branch,TACS   PV004A I-branch,TACS   PV004X I-branch,TACS   PV004I I-branch,TACS   PV005A I-branch,TACS   PV005X I-branch,TACS   PV005I I-branch,TACS   PV006A I-branch,TACS   PV006X I-branch,TACS   PV006I I-branch,TACS   PV007A I-branch,TACS   PV007X I-branch,TACS   PV007I I-branch,TACS   PV008A I-branch,TACS   PV008X I-branch,TACS   PV008I I-branch,TACS   PV009A I-branch,TACS   PV009X I-branch,TACS   PV009I I-branch,TACS   PV010A I-branch,TACS   PV010X I-branch,TACS   PV010I I-branch,TACS   PV011A I-branch,TACS   PV011X I-branch,TACS   PV011I I-branch,TACS   PV012A I-branch,TACS   PV012X I-branch,TACS   PV012I I-branch,TACS   PV013A I-branch,TACS   PV013X I-branch,TACS   PV013I I-branch,TACS   PV014A I-branch,TACS   PV014X I-branch,TACS   PV014I I-branch,TACS   PV001V I-branch,TACS   PV001W I-branch,TACS   PV009V I-branch,TACS   PV009W I-branch,TACS   PV013V I-branch,TACS   PV013W I-branch
0,98372,-50600,-48570,36813,-4453,-49459,613,-5010,-99999,5365,1956,-99999,-4275,3452,-99999,-4828,3282,-99999,8272,2083,-99999,12829,2952,-99999,14167,3961,-99999,2130,949,-99999,1161,-8344,-99999,-19939,3547,-99999,-15514,3446,-99999,-15405,3486,-99999,-8441,-8745,-99999,5823,5027,-99999,-99999,-99999,-99999,-99999,-99999,-99999
50,98379,-48971,-50193,36871,-4044,-50867,-48166,-6311,-97528,96030,3235,-97528,-50857,2172,-97528,-51231,2004,-97528,96379,3364,-97528,95187,4243,-97527,95475,5265,-97522,97671,2215,-97529,-43319,-9687,-97524,-59464,2266,-97527,-57171,2166,-97527,-57075,2206,-97527,-21988,-10092,-97523,37331,6345,-97516,-99998,98733,-99998,98604,-99999,37958
100,99367,-48191,-52084,36542,-3413,-52029,-51003,-8881,-92645,98803,5762,-92646,-54584,-356,-92646,-54877,-520,-92646,98516,5893,-92646,97296,6795,-92644,97109,7841,-92629,99146,4717,-92648,-47205,-12338,-92634,-58915,-265,-92644,-56768,-362,-92644,-56853,-323,-92643,-23419,-12754,-92632,39001,8948,-92610,-99650,98733,-99662,98604,-99851,37958
150,99998,-47328,-53912,35574,-2361,-52756,-53349,-11387,-87883,99998,8226,-87885,-56718,-2822,-87884,-57423,-2981,-87884,99622,8360,-87885,98560,9282,-87881,98176,10353,-87857,99998,7157,-87888,-49386,-14924,-87864,-57922,-2732,-87880,-55918,-2827,-87881,-55931,-2790,-87880,-24132,-15350,-87861,39766,11486,-87824,-98933,98483,-98959,98347,-99538,37777
200,99863,-45653,-55541,34351,-1104,-53224,-55091,-13831,-83238,99729,10628,-83241,-55222,-5225,-83240,-55885,-5381,-83240,99373,10766,-83241,98166,11708,-83236,98035,12803,-83203,99833,9536,-83245,-50875,-17446,-83213,-56805,-5139,-83235,-55030,-5231,-83235,-55123,-5194,-83234,-24563,-17880,-83209,39711,13962,-83158,-98183,98094,-98215,97951,-99205,37497
250,99906,-44156,-57156,33060,205,-53572,-56824,-16213,-78708,99870,12970,-78712,-54202,-7569,-78710,-54914,-7720,-78711,99702,13110,-78712,98818,14072,-78706,98504,15190,-78663,99956,11855,-78717,-52614,-19904,-78676,-55823,-7484,-78704,-54439,-7574,-78705,-54615,-7538,-78703,-25102,-20347,-78671,39898,16374,-78606,-97411,97827,-97450,97682,-98861,37309
300,99725,-42467,-58691,31694,1571,-53842,-58382,-18535,-74290,99624,15252,-74295,-52510,-9852,-74293,-53194,-10000,-74293,99526,15395,-74294,98603,16376,-74288,98491,17516,-74236,99783,14114,-74301,-54183,-22299,-74251,-54877,-9769,-74285,-53932,-9857,-74286,-54244,-9822,-74284,-25550,-22752,-74245,39840,18725,-74167,-96621,97574,-96667,97428,-98510,37132
350,99712,-40924,-60266,30246,2988,-54034,-60063,-20796,-69981,99814,17475,-69986,-51264,-12075,-69984,-51950,-12220,-69985,99799,17620,-69986,99088,18621,-69978,98915,19782,-69918,99871,16315,-69994,-56015,-24633,-69936,-54050,-11994,-69976,-53594,-12080,-69976,-54029,-12046,-69975,-26117,-25094,-69929,40038,21015,-69837,-95815,97324,-95867,97177,-98152,36958
400,99560,-39292,-61779,28682,4479,-54131,-61630,-22999,-65778,99656,19639,-65784,-49734,-14241,-65782,-50410,-14382,-65783,99803,19787,-65784,99238,20806,-65775,99118,21989,-65707,99777,18458,-65793,-57661,-26906,-65727,-53262,-14161,-65772,-53250,-14246,-65773,-53808,-14213,-65771,-26583,-27375,-65719,40035,23246,-65614,-94993,97076,-95048,96927,-97786,36785
450,99462,-37700,-63323,27007,6038,-54123,-63300,-25144,-61679,99810,21746,-61686,-48392,-16348,-61684,-49059,-16486,-61685,99917,21897,-61686,99384,22934,-61676,99364,24138,-61599,99774,20545,-61696,-59578,-29119,-61622,-52575,-16270,-61673,-52932,-16353,-61673,-53601,-16321,-61671,-27174,-29597,-61613,40199,25417,-61496,-94155,96829,-94211,96676,-97412,36612
