Time,SBUS A          V-node,SBUS B          V-node,SBUS C          V-node,SBUS A 25   A I-branch,SBUS B 25   B I-branch,SBUS C 25   C I-branch,TACS   PV001A I-branch,TACS   PV001X I-branch,TACS   PV001I I-branch,TACS   PV002A I-branch,TACS   PV002X I-branch,TACS   PV002I I-branch,TACS   PV003A I-branch,TACS   PV003X I-branch,TACS   PV003I I-branch,TACS   PV004A I-branch,TACS   PV004X I-branch,TACS   PV004I I-branch,TACS   PV005A I-branch,TACS   PV005X I-branch,TACS   PV005I I-branch,TACS   PV006A I-branch,TACS   PV006X I-branch,TACS   PV006I I-branch,TACS   PV007A I-branch,TACS   PV007X I-branch,TACS   PV007I I-branch,TACS   PV008A I-branch,TACS   PV008X I-branch,TACS   PV008I I-branch,TACS   PV009A I-branch,TACS   PV009X I-branch,TACS   PV009I I-branch,TACS   PV010A I-branch,TACS   PV010X I-branch,TACS   PV010I I-branch,TACS   PV011A I-branch,TACS   PV011X I-branch,TACS   PV011I I-branch,TACS   PV012A I-branch,TACS   PV012X I-branch,TACS   PV012I I-branch,TACS   PV013A I-branch,TACS   PV013X I-branch,TACS   PV013I I-branch,TACS   PV014A I-branch,TACS   PV014X I-branch,TACS   PV014I I-branch,TACS   PV001V I-branch,TACS   PV001W I-branch,TACS   PV009V I-branch,TACS   PV009W I-branch,TACS   PV013V I-branch,TACS   PV013W I-branch
0,98371,-50466,-48624,30600,-639,-55469,293,-16078,-99999,5374,14753,-99999,-4053,3390,-99999,-4913,3493,-99999,-2032,14762,-99999,-1960,15439,-99999,-1935,16301,-99999,2135,13453,-99999,829,-14477,-99999,-19641,2189,-99999,-15434,2135,-99999,-15154,1971,-99999,602,-14338,-99999,-271,16926,-99999,-99999,-99999,-99999,-99999,-99999,-99999
50,98378,-48844,-50245,30664,-214,-56933,-48331,-17581,-97511,96030,16195,-97487,-50536,2018,-97454,-51354,2123,-97454,67756,16207,-97485,67785,16902,-97478,67875,17785,-97474,97671,14877,-97493,-43504,-16007,-97506,-59069,824,-97425,-57063,766,-97426,-56735,600,-97423,-43713,-15871,-97505,68094,18429,-97469,-99998,98758,-99998,98665,-99998,98681
100,99367,-48068,-52134,30301,442,-58143,-51158,-20549,-92595,98803,19043,-92524,-54255,-691,-92426,-55004,-584,-92427,69448,19060,-92517,69571,19792,-92497,69278,20716,-92485,99146,17689,-92542,-47378,-19027,-92581,-58521,-1874,-92341,-56660,-1938,-92341,-56513,-2108,-92334,-48394,-18898,-92579,71718,21397,-92471,-99650,98758,-99663,98665,-99663,98681
150,99999,-47209,-53960,29235,1536,-58898,-53497,-23443,-87800,99999,21821,-87683,-56385,-3334,-87522,-57551,-3225,-87524,70325,21842,-87672,70642,22611,-87639,70193,23574,-87619,99999,20431,-87714,-49552,-21973,-87778,-57531,-4505,-87382,-55811,-4575,-87383,-55592,-4749,-87370,-50725,-21850,-87774,73379,24292,-87596,-98933,98508,-98962,98408,-98957,98419
200,99863,-45541,-55588,27887,2844,-59385,-55234,-26265,-83124,99729,24529,-82962,-54892,-5910,-82740,-56013,-5799,-82742,70127,24555,-82947,70309,25360,-82901,70073,26361,-82874,99833,23104,-83005,-51036,-24845,-83093,-56416,-7070,-82545,-54923,-7146,-82547,-54786,-7324,-82529,-52135,-24728,-83087,73260,27115,-82842,-98183,98120,-98219,98011,-98202,98016
250,99906,-44050,-57201,26466,4205,-59747,-56961,-29016,-78563,99870,27169,-78357,-53874,-8421,-78075,-55041,-8308,-78078,70388,27199,-78338,70860,28038,-78280,70475,29077,-78245,99956,25710,-78412,-52769,-27644,-78523,-55437,-9569,-77828,-54333,-9652,-77830,-54279,-9833,-77808,-53898,-27534,-78516,73664,29866,-78205,-97411,97853,-97455,97743,-97425,97746
300,99725,-42369,-58734,24961,5625,-60028,-58515,-31696,-74115,99624,29741,-73866,-52186,-10868,-73526,-53320,-10753,-73529,70248,29775,-73843,70678,30649,-73774,70464,31724,-73731,99783,28249,-73932,-54333,-30372,-74067,-54493,-12005,-73227,-53826,-12094,-73230,-53910,-12279,-73203,-55365,-30268,-74059,73539,32547,-73682,-96622,97599,-96675,97488,-96632,97492
350,99712,-40833,-60308,23366,7099,-60228,-60190,-34308,-69777,99814,32247,-69486,-50942,-13252,-69089,-52075,-13134,-69092,70465,32285,-69459,71089,33192,-69378,70828,34303,-69328,99871,30723,-69563,-56160,-33031,-69721,-53668,-14378,-68740,-53488,-14473,-68743,-53695,-14661,-68712,-57220,-32932,-69711,73968,35158,-69271,-95816,97350,-95876,97237,-95821,97241
400,99560,-39208,-61820,21643,8649,-60329,-61752,-36852,-65545,99656,34687,-65214,-49416,-15572,-64761,-50533,-15453,-64765,70468,34730,-65183,71216,35668,-65091,71002,36814,-65034,99777,33132,-65302,-57800,-35620,-65482,-52882,-16688,-64363,-53144,-16789,-64367,-53474,-16980,-64331,-58743,-35527,-65470,73962,37701,-64969,-94994,97102,-95059,96987,-94993,96992
450,99461,-37623,-63362,19798,10270,-60320,-63417,-39329,-61419,99810,37062,-61048,-48077,-17831,-60540,-49181,-17710,-60545,70558,37109,-61013,71340,38079,-60910,71214,39258,-60847,99774,35477,-61146,-59711,-38141,-61347,-52196,-18936,-60095,-52826,-19043,-60099,-53267,-19238,-60059,-60678,-38054,-61335,74317,40177,-60773,-94157,96854,-94223,96737,-94147,96742
