Time,SBUS A          V-node,SBUS B          V-node,SBUS C          V-node,SBUS A 25   A I-branch,SBUS B 25   B I-branch,SBUS C 25   C I-branch,TACS   PV001A I-branch,TACS   PV001X I-branch,TACS   PV001I I-branch,TACS   PV002A I-branch,TACS   PV002X I-branch,TACS   PV002I I-branch,TACS   PV003A I-branch,TACS   PV003X I-branch,TACS   PV003I I-branch,TACS   PV004A I-branch,TACS   PV004X I-branch,TACS   PV004I I-branch,TACS   PV005A I-branch,TACS   PV005X I-branch,TACS   PV005I I-branch,TACS   PV006A I-branch,TACS   PV006X I-branch,TACS   PV006I I-branch,TACS   PV007A I-branch,TACS   PV007X I-branch,TACS   PV007I I-branch,TACS   PV008A I-branch,TACS   PV008X I-branch,TACS   PV008I I-branch,TACS   PV009A I-branch,TACS   PV009X I-branch,TACS   PV009I I-branch,TACS   PV010A I-branch,TACS   PV010X I-branch,TACS   PV010I I-branch,TACS   PV011A I-branch,TACS   PV011X I-branch,TACS   PV011I I-branch,TACS   PV012A I-branch,TACS   PV012X I-branch,TACS   PV012I I-branch,TACS   PV013A I-branch,TACS   PV013X I-branch,TACS   PV013I I-branch,TACS   PV014A I-branch,TACS   PV014X I-branch,TACS   PV014I I-branch,TACS   PV001V I-branch,TACS   PV001W I-branch,TACS   PV009V I-branch,TACS   PV009W I-branch,TACS   PV013V I-branch,TACS   PV013W I-branch
0,97767,-50496,-48570,36813,-4453,-49459,613,-5010,-99999,-2780,1956,-99999,-4108,3452,-99999,-4660,3282,-99999,-2654,2083,-99999,-2733,2952,-99999,-2697,3961,-99999,-2877,949,-99999,1161,-8344,-99999,-19419,3547,-99999,-14942,3446,-99999,-14865,3486,-99999,799,-8745,-99999,-2705,5027,-99999,-99999,-99999,-99999,-99999,-99999,-99999
50,97774,-48871,-50193,36871,-4044,-50867,-48166,-6311,-97528,65005,3235,-97528,-50615,2172,-97528,-50989,2004,-97528,64948,3364,-97528,64507,4243,-97527,64583,5265,-97522,65602,2215,-97529,-43319,-9687,-97524,-58773,2266,-97527,-56393,2166,-97527,-56341,2206,-97527,-43603,-10092,-97523,63994,6345,-97516,-99998,98733,-99998,98604,-99998,98625
100,98748,-48094,-52084,36542,-3413,-52029,-51003,-8881,-92645,67078,5762,-92646,-54336,-356,-92646,-54630,-520,-92646,66587,5893,-92646,66229,6795,-92644,65935,7841,-92629,66660,4717,-92648,-47205,-12338,-92634,-58226,-265,-92644,-55992,-362,-92644,-56120,-323,-92643,-48293,-12754,-92632,67530,8948,-92610,-99650,98733,-99665,98604,-99666,98625
150,99370,-47233,-53912,35574,-2361,-52756,-53349,-11387,-87883,67972,8226,-87885,-56467,-2822,-87884,-57171,-2981,-87884,67436,8360,-87885,67261,9282,-87881,66817,10353,-87857,67271,7157,-87888,-49386,-14924,-87864,-57238,-2732,-87880,-55146,-2827,-87881,-55202,-2790,-87880,-50628,-15350,-87861,69150,11486,-87824,-98933,98483,-98969,98347,-98965,98363
200,99237,-45562,-55541,34351,-1104,-53224,-55091,-13831,-83238,67771,10628,-83241,-54973,-5225,-83240,-55636,-5381,-83240,67245,10766,-83241,66940,11708,-83236,66701,12803,-83203,67152,9536,-83245,-50875,-17446,-83213,-56125,-5139,-83235,-54262,-5231,-83235,-54398,-5194,-83234,-52041,-17880,-83209,69034,13962,-83158,-98183,98094,-98231,97951,-98216,97960
250,99279,-44068,-57156,33060,205,-53572,-56824,-16213,-78708,67876,12970,-78712,-53955,-7569,-78710,-54666,-7720,-78711,67498,13110,-78712,67472,14072,-78706,67089,15190,-78663,67240,11855,-78717,-52614,-19904,-78676,-55148,-7484,-78704,-53675,-7574,-78705,-53892,-7538,-78703,-53807,-20347,-78671,69428,16374,-78606,-97411,97827,-97472,97682,-97445,97690
300,99101,-42384,-58691,31694,1571,-53842,-58382,-18535,-74290,67691,15252,-74295,-52266,-9852,-74293,-52950,-10000,-74293,67363,15395,-74294,67296,16376,-74288,67078,17516,-74236,67116,14114,-74301,-54183,-22299,-74251,-54206,-9769,-74285,-53170,-9857,-74286,-53524,-9822,-74284,-55278,-22752,-74245,69307,18725,-74167,-96621,97574,-96697,97428,-96658,97436
350,99088,-40845,-60266,30246,2988,-54034,-60063,-20796,-69981,67834,17475,-69986,-51021,-12075,-69984,-51708,-12220,-69985,67572,17620,-69986,67692,18621,-69978,67429,19782,-69918,67179,16315,-69994,-56015,-24633,-69936,-53383,-11994,-69976,-52833,-12080,-69976,-53309,-12046,-69975,-57136,-25094,-69929,69725,21015,-69837,-95815,97324,-95904,97177,-95854,97185
400,98938,-39218,-61779,28682,4479,-54131,-61630,-22999,-65778,67716,19639,-65784,-49494,-14241,-65782,-50170,-14382,-65783,67575,19787,-65784,67815,20806,-65775,67597,21989,-65707,67112,18458,-65793,-57661,-26906,-65727,-52598,-14161,-65772,-52491,-14246,-65773,-53089,-14213,-65771,-58662,-27375,-65719,69718,23246,-65614,-94993,97076,-95092,96927,-95032,96936
450,98841,-37629,-63323,27007,6038,-54123,-63300,-25144,-61679,67831,21746,-61686,-48154,-16348,-61684,-48821,-16486,-61685,67663,21897,-61686,67935,22934,-61676,67801,24138,-61599,67110,20545,-61696,-59578,-29119,-61622,-51914,-16270,-61673,-52175,-16353,-61673,-52883,-16321,-61671,-60601,-29597,-61613,70065,25417,-61496,-94155,96829,-94262,96676,-94192,96686
500,98676,-36023,-64821,25201,7676,-53987,-64894,-27233,-57681,67712,23797,-57689,-46714,-18398,-57687,-47374,-18532,-57687,67725,23951,-57689,68246,25005,-57678,68043,26229,-57593,67048,22576,-57700,-61299,-31274,-57618,-51254,-18321,-57674,-51766,-18404,-57675,-52539,-18373,-57673,-62196,-31760,-57608,70085,27530,-57479,-93303,96581,-93413,96425,-93335,96436
550,98482,-34376,-66326,23275,9383,-53718,-66538,-29265,-53783,67765,25792,-53791,-45295,-20392,-53788,-45946,-20523,-53789,67691,25948,-53791,68137,27020,-53779,68092,28263,-53686,66968,24551,-53803,-63249,-33372,-53714,-50678,-20317,-53775,-51289,-20399,-53775,-52123,-20369,-53773,-64157,-33865,-53702,70319,29586,-53561,-92435,96333,-92545,96173,-92459,96185
600,98258,-32758,-67803,21227,11164,-53297,-68155,-31243,-49980,67597,27732,-49989,-43865,-22329,-49986,-44508,-22457,-49987,67714,27891,-49989,68436,28979,-49976,68285,30242,-49875,66862,26472,-50002,-65033,-35413,-49905,-50111,-22256,-49971,-50669,-22338,-49972,-51495,-22309,-49970,-65823,-35914,-49893,70277,31585,-49740,-91552,96085,-91658,95920,-91565,95933
650,97976,-31056,-69262,19063,13008,-52721,-69751,-33167,-46271,67580,29618,-46281,-42380,-24210,-46277,-43019,-24335,-46279,67611,29779,-46281,68259,30884,-46266,68247,32165,-46159,66717,28339,-46295,-66960,-37399,-46191,-49605,-24140,-46262,-49957,-24222,-46263,-50785,-24195,-46260,-67749,-37907,-46178,70419,33529,-46014,-90655,95836,-90751,95665,-90652,95681
700,97670,-29409,-70709,16789,14915,-51976,-71369,-35038,-42654,67350,31451,-42665,-40916,-26037,-42661,-41545,-26159,-42662,67534,31615,-42664,68392,32735,-42649,68326,34034,-42534,66542,30154,-42679,-68770,-39330,-42568,-49091,-25970,-42644,-49100,-26052,-42645,-49858,-26026,-42642,-69452,-39845,-42554,70287,35418,-42379,-89743,95588,-89826,95411,-89722,95427
750,97318,-27670,-72118,14406,16878,-51064,-72909,-36857,-39126,67266,33231,-39137,-39390,-27808,-39133,-40017,-27927,-39135,67417,33397,-39137,68285,34533,-39121,68280,35850,-38999,66352,31917,-39153,-70634,-41208,-39035,-48620,-27745,-39116,-48189,-27828,-39116,-48909,-27803,-39113,-71311,-41730,-39020,70376,37253,-38834,-88818,95338,-88882,95155,-88774,95174
800,96932,-25990,-73519,11920,18895,-49981,-74489,-38625,-35685,66995,34960,-35697,-37878,-29525,-35693,-38497,-29641,-35694,67249,35128,-35697,68234,36279,-35680,68263,37613,-35551,66116,33628,-35713,-72407,-43034,-35589,-48114,-29468,-35674,-47163,-29550,-35675,-47788,-29527,-35672,-72986,-43562,-35573,70194,39035,-35377,-87879,95089,-87920,94899,-87808,94919
850,96523,-24238,-74876,9326,20967,-48726,-75975,-40343,-32329,66854,36637,-32342,-36338,-31187,-32337,-36952,-31301,-32339,67140,36807,-32342,68236,37973,-32323,68250,39324,-32188,65893,35288,-32359,-74192,-44808,-32228,-47641,-31138,-32318,-46163,-31220,-32319,-46740,-31197,-32315,-74769,-45343,-32212,70258,40764,-32005,-86927,94840,-86940,94643,-86826,94665
900,96074,-22533,-76216,6624,23089,-47308,-77472,-42011,-29056,66576,38264,-29070,-34787,-32795,-29065,-35400,-32906,-29066,66934,38437,-29069,68095,39617,-29050,68211,40984,-28908,65622,36899,-29087,-75854,-46532,-28950,-47097,-32756,-29044,-45082,-32836,-29045,-45579,-32815,-29042,-76340,-47073,-28933,70100,42442,-28716,-85963,94590,-85943,94387,-85828,94410
