Time,SBUS A          V-node,SBUS B          V-node,SBUS C          V-node,SBUS A 25   A I-branch,SBUS B 25   B I-branch,SBUS C 25   C I-branch,TACS   PV001A I-branch,TACS   PV001X I-branch,TACS   PV001I I-branch,TACS   PV002A I-branch,TACS   PV002X I-branch,TACS   PV002I I-branch,TACS   PV003A I-branch,TACS   PV003X I-branch,TACS   PV003I I-branch,TACS   PV004A I-branch,TACS   PV004X I-branch,TACS   PV004I I-branch,TACS   PV005A I-branch,TACS   PV005X I-branch,TACS   PV005I I-branch,TACS   PV006A I-branch,TACS   PV006X I-branch,TACS   PV006I I-branch,TACS   PV007A I-branch,TACS   PV007X I-branch,TACS   PV007I I-branch,TACS   PV008A I-branch,TACS   PV008X I-branch,TACS   PV008I I-branch,TACS   PV009A I-branch,TACS   PV009X I-branch,TACS   PV009I I-branch,TACS   PV010A I-branch,TACS   PV010X I-branch,TACS   PV010I I-branch,TACS   PV011A I-branch,TACS   PV011X I-branch,TACS   PV011I I-branch,TACS   PV012A I-branch,TACS   PV012X I-branch,TACS   PV012I I-branch,TACS   PV013A I-branch,TACS   PV013X I-branch,TACS   PV013I I-branch,TACS   PV014A I-branch,TACS   PV014X I-branch,TACS   PV014I I-branch,TACS   PV001V I-branch,TACS   PV001W I-branch,TACS   PV009V I-branch,TACS   PV009W I-branch,TACS   PV013V I-branch,TACS   PV013W I-branch
500,99294,-36113,-64799,17809,11973,-60179,-64905,-41741,-57394,99651,39374,-56985,-47411,-20028,-56424,-48045,-19905,-56429,99998,39425,-56946,99766,40425,-56832,85235,41638,-56762,99688,37759,-57093,-61426,-40596,-57315,-52352,-21123,-55932,-53109,-21237,-55937,-53862,-21435,-55893,-62270,-40513,-57301,87987,42587,-56681,-93310,96606,-93377,96485,-93289,96492
550,99097,-34462,-66304,15688,13749,-59900,-66548,-44088,-53468,99722,41623,-53021,-45985,-22165,-52409,-46611,-22040,-52414,99954,41678,-52979,99633,42708,-52855,85290,43952,-52778,99576,39979,-53140,-63370,-42985,-53382,-51771,-23250,-51872,-52628,-23371,-51877,-53443,-23572,-51829,-64227,-42908,-53367,88246,44931,-52690,-92443,96358,-92504,96233,-92407,96241
600,98869,-32840,-67783,13431,15600,-59461,-68165,-46372,-49640,99498,43810,-49156,-44548,-24241,-48493,-45166,-24115,-48499,99983,43869,-49110,99999,44928,-48976,85507,46203,-48893,99428,42138,-49284,-65148,-45310,-49546,-51200,-25317,-47912,-52003,-25445,-47917,-52809,-25650,-47865,-65889,-45238,-49530,88200,47211,-48797,-91561,96110,-91612,95980,-91507,95989
650,98584,-31135,-69243,11047,17519,-58862,-69760,-48593,-45906,99474,45936,-45386,-43056,-26257,-44674,-43671,-26130,-44681,99849,45998,-45337,99782,47086,-45193,85465,48392,-45104,99226,44237,-45524,-67068,-47571,-45806,-50690,-27326,-44050,-51284,-27460,-44056,-52094,-27668,-44000,-67812,-47504,-45788,88356,49428,-45001,-90664,95862,-90701,95725,-90588,95736
700,98273,-29484,-70690,8542,19501,-58088,-71378,-50754,-42264,99167,48002,-41709,-41585,-28215,-40950,-42190,-28086,-40956,99749,48068,-41657,99945,49183,-41503,85552,50519,-41408,98982,46276,-41856,-68873,-49771,-42157,-50173,-29276,-40283,-50419,-29418,-40289,-51158,-29629,-40230,-69512,-49709,-42138,88210,51582,-41298,-89754,95613,-89770,95471,-89651,95483
750,97915,-27741,-72100,5918,21543,-57139,-72917,-52854,-38712,99055,50009,-38123,-40052,-30113,-37317,-40655,-29983,-37324,99596,50078,-38068,99813,51221,-37904,85501,52585,-37803,98717,48257,-38279,-70731,-51910,-38599,-49698,-31169,-36609,-49501,-31317,-36616,-50201,-31532,-36553,-71367,-51852,-38579,88308,53674,-37687,-88829,95363,-88821,95215,-88696,95229
800,97523,-26058,-73502,3179,23641,-56012,-74497,-54896,-35248,98692,51957,-34626,-38533,-31953,-33774,-39128,-31821,-33781,99378,52030,-34567,99751,53199,-34394,85482,54591,-34288,98387,50180,-34791,-72497,-53990,-35128,-49189,-33005,-33026,-48466,-33160,-33033,-49070,-33378,-32966,-73038,-53936,-35107,88108,55706,-34165,-87891,95114,-87853,94959,-87724,94974
850,97108,-24301,-74860,322,25795,-54707,-75982,-56879,-31869,98503,53848,-31215,-36986,-33735,-30318,-37576,-33601,-30326,99235,53925,-31153,99754,55119,-30971,85468,56538,-30859,98077,52046,-31388,-74277,-56011,-31743,-48712,-34786,-29532,-47457,-34946,-29539,-48013,-35167,-29469,-74818,-55961,-31721,88178,57678,-30730,-86941,94865,-86868,94703,-86735,94720
900,96653,-22593,-76201,-2654,28002,-53232,-77479,-58806,-28574,98132,55682,-27888,-35427,-35458,-26948,-36017,-35323,-26956,98968,55762,-27823,99581,56981,-27632,85423,58426,-27515,97698,53856,-28070,-75933,-57975,-28442,-48164,-36510,-26123,-46366,-36675,-26131,-46842,-36899,-26057,-76386,-57929,-28419,88003,59591,-27379,-85978,94615,-85866,94446,-85730,94465
950,96184,-20838,-77503,-5755,30266,-51589,-78911,-60678,-25360,97871,57460,-24643,-33883,-37123,-23661,-34460,-36987,-23670,98818,57544,-24576,99652,58787,-24376,85437,60258,-24253,97343,55611,-24833,-77626,-59882,-25222,-47650,-38179,-22799,-45378,-38348,-22807,-45829,-38575,-22730,-78085,-59839,-25198,88049,61446,-24112,-85003,94366,-84849,94190,-84710,94210
1000,95681,-19114,-78772,-8988,32588,-49794,-80293,-62494,-22225,97524,59182,-21478,-32297,-38730,-20455,-32884,-38592,-20464,98563,59270,-21408,99496,60538,-21200,85430,62033,-21072,96943,57311,-21676,-79125,-61734,-22082,-47024,-39794,-19557,-44327,-39965,-19565,-44739,-40195,-19485,-79502,-61695,-22056,87952,63244,-20925,-84018,94117,-83817,93934,-83676,93956
1050,95150,-17363,-80011,-12353,34969,-47852,-81662,-64257,-19168,97185,60851,-18392,-30752,-40278,-17328,-31316,-40139,-17338,98364,60942,-18319,99528,62233,-18103,85421,63752,-17970,96528,58958,-18598,-80717,-63531,-19019,-46432,-41355,-16395,-43413,-41526,-16404,-43840,-41759,-16320,-81104,-63496,-18993,87946,64985,-17816,-83023,93869,-82771,93679,-82629,93702
1100,94596,-15628,-81204,-15857,37410,-45781,-82924,-65967,-16187,96853,62465,-15382,-29142,-41767,-14279,-29728,-41628,-14289,98118,62560,-15306,99418,63874,-15082,85436,65417,-14944,96104,60551,-15595,-82056,-65275,-16032,-45702,-42861,-13311,-42432,-43033,-13320,-42861,-43268,-13234,-82370,-65243,-16004,87902,66671,-14785,-82018,93621,-81713,93425,-81570,93449
1150,93983,-13864,-82372,-19493,39909,-43593,-84210,-67626,-13279,96413,64027,-12446,-27576,-43198,-11305,-28127,-43057,-11315,97819,64125,-12367,99319,65462,-12136,85335,67028,-11993,95602,62092,-12666,-83524,-66967,-13118,-44992,-44314,-10303,-41562,-44484,-10313,-42044,-44722,-10223,-83843,-66937,-13090,87789,68303,-11828,-81006,93373,-80644,93171,-80501,93197
1200,93358,-12111,-83489,-23257,42464,-41302,-85365,-69233,-10442,96048,65536,-9582,-25925,-44568,-8404,-26508,-44426,-8414,97512,65639,-9501,99161,66998,-9262,85274,68586,-9115,95112,63581,-9810,-84736,-68607,-10277,-44142,-45712,-7370,-40601,-45880,-7379,-41105,-46121,-7287,-84996,-68580,-10248,87703,69880,-8945,-79985,93126,-79564,92918,-79422,92946
1250,92639,-10313,-84581,-27133,45067,-38925,-86552,-70790,-7676,95468,66994,-6790,-24306,-45878,-5575,-24847,-45735,-5585,97060,67100,-6706,98868,68482,-6459,85004,70091,-6307,94488,65019,-7024,-86066,-70197,-7505,-43282,-47057,-4509,-39680,-47221,-4519,-40252,-47466,-4423,-86318,-70173,-7476,87411,71404,-6132,-78958,92880,-78476,92667,-78335,92695
1300,91907,-8524,-85626,-31102,47709,-36472,-87621,-72299,-4978,94997,68400,-4066,-22580,-47125,-2816,-23161,-46982,-2826,96588,68511,-3980,98506,69914,-3726,84733,71545,-3569,93873,66406,-4307,-87194,-71737,-4803,-42300,-48347,-1718,-38637,-48507,-1728,-39220,-48756,-1630,-87404,-71715,-4772,87154,72876,-3389,-77925,92635,-77381,92416,-77240,92446
1350,91061,-6673,-86638,-35140,50379,-33960,-88705,-73759,-2347,94238,69757,-1409,-20878,-48310,-124,-21412,-48165,-136,95932,69872,-1321,97966,71296,-1060,84220,72947,-899,93091,67743,-1658,-88392,-73228,-2166,-41270,-49583,1003,-37552,-49738,993,-38189,-49990,1094,-88576,-73208,-2135,86610,74295,-714,-76887,92391,-76278,92167,-76139,92198
1400,90192,-4826,-87615,-39216,53060,-31395,-89701,-75172,219,93593,71063,1182,-19041,-49428,2500,-19619,-49283,2489,95212,71182,1272,97283,72627,1540,83636,74298,1705,92301,69031,927,-89464,-74672,405,-40142,-50762,3658,-36319,-50911,3647,-36935,-51168,3750,-89623,-74654,437,86075,75663,1895,-75845,92147,-75170,91918,-75033,91951
1450,89204,-2915,-88551,-43297,55737,-28791,-90694,-76538,2722,92627,72320,3709,-17237,-50479,5060,-17762,-50333,5048,94314,72443,3802,96448,73909,4076,82830,75598,4245,91338,70270,3447,-90555,-76068,2912,-38939,-51885,6246,-34990,-52027,6235,-35627,-52289,6341,-90672,-76052,2945,85231,76980,4440,-74799,91905,-74056,91671,-73921,91705
1500,88183,-993,-89461,-47347,58390,-26151,-91619,-77859,5163,91766,73528,6173,-15264,-51460,7557,-15839,-51313,7545,93315,73655,6268,95416,75140,6549,81898,76848,6723,90347,71461,5906,-91573,-77418,5358,-37650,-52951,8771,-33506,-53084,8760,-34084,-53350,8869,-91678,-77404,5392,84369,78246,6922,-73750,91663,-72938,91425,-72806,91460
1550,87056,973,-90324,-51334,61005,-23484,-92536,-79134,7544,90595,74686,8577,-13346,-52366,9992,-13864,-52218,9980,92167,74818,8674,94264,76323,8962,80793,78048,9139,89201,72603,8303,-92584,-78722,7743,-36276,-53956,11234,-31921,-54079,11222,-32484,-54350,11333,-92641,-78710,7778,83223,79461,9343,-72699,91422,-71816,91180,-71687,91216
1600,85886,2971,-91166,-55224,63560,-20795,-93385,-80366,9866,89513,75797,10921,-11239,-53193,12367,-11811,-53045,12354,90915,75932,11021,92937,77456,11314,79550,79198,11495,88018,73697,10642,-93532,-79982,10070,-34815,-54900,13636,-30197,-55010,13624,-30680,-55286,13737,-93583,-79971,10105,82051,80625,11704,-71645,91183,-70690,90937,-70566,90973
1650,84637,4981,-91961,-58989,66043,-18086,-94234,-81554,12131,88173,76859,13208,-9205,-53937,14683,-9715,-53788,14670,89549,76997,13309,91498,78539,13609,78196,80298,13794,86714,74743,12923,-94473,-81199,12338,-33275,-55780,15978,-28409,-55873,15966,-28856,-56155,16082,-94478,-81188,12375,80660,81739,14006,-70591,90944,-69562,90694,-69442,90732
1700,83339,7039,-92731,-62603,68437,-15365,-94998,-82700,14340,86899,77873,15438,-6982,-54590,16942,-7550,-54441,16929,88103,78015,15541,89969,79574,15847,76723,81348,16035,85370,75742,15147,-95324,-82372,14551,-31640,-56593,18263,-26518,-56665,18250,-26891,-56954,18368,-95327,-82362,14588,79243,82802,16252,-69535,90707,-68432,90452,-68316,90491
1750,81993,9078,-93457,-66050,70732,-12636,-95770,-83804,16494,85444,78839,17613,-4833,-55145,19146,-5337,-54996,19132,86587,78983,17718,88331,80559,18030,75208,82347,18221,83952,76693,17317,-96176,-83503,16710,-29936,-57334,20491,-24618,-57383,20478,-24961,-57677,20599,-96140,-83494,16747,77696,83815,18442,-68480,90470,-67301,90212,-67190,90252
1800,80596,11171,-94152,-69312,72916,-9905,-96442,-84866,18595,84025,79758,19734,-2516,-55593,21295,-3077,-55443,21281,85011,79904,19841,86680,81495,20158,73593,83297,20354,82490,77597,19432,-96904,-84592,18815,-28135,-58000,22664,-22658,-58021,22651,-22957,-58322,22774,-96871,-84584,18853,76118,84777,20579,-67425,90235,-66169,89973,-66063,90014
1850,79179,13231,-94804,-72384,74982,-7181,-97115,-85888,20644,82518,80628,21803,-248,-55922,23390,-747,-55773,23377,83422,80777,21912,84953,82382,22235,72014,84197,22433,81002,78454,21496,-97628,-85640,20868,-26266,-58586,24783,-20725,-58574,24771,-21021,-58883,24895,-97567,-85633,20907,74509,85689,22662,-66371,90000,-65038,89735,-64936,89777
1900,77706,15337,-95421,-75257,76923,-4474,-97684,-86871,22643,81002,81452,23821,2157,-56119,25435,1606,-55970,25420,81768,81601,23932,83232,83220,24260,70327,85047,24461,79461,79265,23509,-98210,-86648,22870,-24311,-59083,26851,-18766,-59036,26838,-19058,-59354,26964,-98156,-86641,22910,72843,86550,24694,-65319,89767,-63907,89498,-63811,89541
1950,76234,17413,-95991,-77932,78733,-1796,-98233,-87814,24592,79487,82228,25789,4561,-56167,27428,4067,-56018,27414,80159,82378,25901,81497,84008,26235,68743,85847,26440,77934,80028,25472,-98766,-87616,24823,-22283,-59485,28867,-16829,-59400,28853,-17152,-59729,28982,-98697,-87609,24863,71229,87361,26676,-64270,89535,-62779,89264,-62689,89307
2000,74702,19524,-96525,-80405,80405,841,-98687,-88718,26493,77913,82957,27708,7083,-56045,29373,6548,-55896,29358,78461,83107,27823,79734,84748,28161,67025,86597,28369,76340,80745,27386,-99179,-88544,26727,-20189,-59782,30833,-14871,-59659,30820,-15224,-60000,30950,-99122,-88538,26768,69525,88121,28609,-63223,89305,-61655,89030,-61570,89075
2050,73179,21622,-97010,-82677,81931,3422,-99094,-89584,28348,76411,83638,29580,9669,-55726,31269,9182,-55578,31254,76846,83788,29696,78009,85439,30039,65449,87297,30251,74786,81416,29254,-99544,-89434,28585,-18012,-59962,32751,-12893,-59800,32737,-13295,-60159,32870,-99485,-89428,28627,67918,88830,30494,-62181,89076,-60535,88799,-60455,88844
2100,71590,23748,-97460,-84747,83303,5932,-99419,-90413,30156,74804,84273,31406,12383,-55179,33119,11868,-55031,33104,75123,84421,31524,76220,86080,31872,63715,87947,32086,73151,82040,31075,-99775,-90285,30397,-15789,-60012,34621,-10866,-59814,34607,-11307,-60193,34742,-99728,-90279,30439,66194,89489,32333,-61144,88848,-59421,88570,-59347,88615
2150,70009,25884,-97858,-86612,84505,8358,-99677,-91204,31920,73321,84861,33187,15238,-54360,34922,14765,-54213,34907,73484,85006,33306,74474,86672,33659,62117,88547,33876,71562,82617,32851,-99950,-91098,32164,-13480,-59914,36446,-8749,-59683,36432,-9230,-60089,36568,-99916,-91092,32207,64567,90097,34126,-60113,88623,-58315,88342,-58245,88388
2200,68362,28052,-98225,-88268,85522,10687,-99860,-91958,33640,71700,85402,34923,18276,-53217,36682,17790,-53069,36666,71744,85543,35044,72669,87215,35402,60366,89096,35621,69891,83148,34583,-99998,-91874,33887,-11134,-59647,38225,-6534,-59389,38211,-7035,-59827,38349,-99974,-91867,33930,62826,90654,35875,-59088,88399,-57216,88117,-57152,88164
2250,66714,30253,-98542,-89707,86332,12909,-99967,-92676,35318,70238,85896,36617,21553,-51677,38398,21107,-51529,38382,70063,86032,36740,70861,87708,37101,58714,89594,37324,68261,83632,36273,-99999,-92612,35568,-8705,-59187,39960,-4157,-58906,39946,-4660,-59385,40085,-99999,-92605,35612,61146,91160,37581,-58071,88176,-56128,87895,-56068,87941
2300,65004,32505,-98831,-90925,86907,15017,-99999,-93359,36954,68636,86344,38269,25129,-49648,40071,24687,-49499,40055,68317,86473,38393,69047,88150,38759,56947,90041,38985,66560,84070,37921,-99881,-93313,37207,-6236,-58502,41653,-1631,-58204,41638,-2111,-58732,41779,-99888,-93306,37252,59385,91614,39245,-57063,87956,-55050,87674,-54995,87721
2350,63284,34817,-99073,-91909,87213,17007,-99949,-94005,38550,67224,86744,39881,29099,-47007,41703,28700,-46856,41688,66601,86866,40006,67177,88542,40376,55238,90436,40604,64896,84461,39528,-99732,-93977,38806,-3685,-57554,43303,1111,-57242,43288,689,-57829,43432,-99769,-93970,38851,57647,92015,40867,-56064,87738,-53984,87456,-53933,87503
2400,61510,37211,-99294,-92655,87206,18881,-99815,-94616,40107,65705,87099,41452,33574,-43592,43295,33201,-43434,43279,64875,87209,41579,65368,88884,41953,53472,90780,42184,63187,84804,41096,-99475,-94605,40366,-1079,-56297,44913,4041,-55968,44898,3692,-56626,45043,-99518,-94598,40411,55880,92365,42450,-55075,87522,-52930,87241,-52883,87288
2450,59721,39705,-99473,-93152,86833,20643,-99582,-95192,41625,64423,87407,42985,38708,-39186,44848,38392,-39018,44832,63175,87504,43113,63492,89174,43491,51747,91070,43724,61522,85101,42624,-99192,-95197,41887,1621,-54671,46483,7221,-54318,46468,6987,-55061,46614,-99262,-95189,41932,54117,92660,43993,-54098,87308,-51890,87028,-51847,87075
2500,57889,42334,-99636,-93393,86024,22305,-99247,-95733,43105,63114,87669,44479,44701,-33514,46362,44446,-33327,46346,61529,87749,44609,61726,89412,44991,50029,91308,45227,59854,85350,44115,-98822,-95753,43370,4405,-52606,48015,10608,-52210,47999,10492,-53052,48147,-98896,-95745,43416,52390,92903,45498,-53132,87097,-50864,86818,-50824,86865
2550,56040,45130,-99761,-93373,84695,23878,-98774,-96239,44549,62115,87887,45937,51780,-26242,47839,51615,-26023,47823,59941,87946,46068,59946,89599,46454,48368,91492,46692,58254,85552,45570,-98408,-96274,44817,7318,-50015,49508,14273,-49539,49493,14315,-50499,49642,-98499,-96265,44863,50672,93091,46967,-52180,86888,-49853,86610,-49816,86657
2600,54161,48126,-99874,-93090,82743,25381,-98160,-96710,45958,61216,88062,47359,60177,-17031,49280,60128,-16762,49263,58473,88094,47491,58295,89733,47881,46773,91623,48122,56704,85707,46988,-97932,-96759,46228,10365,-46790,50965,18168,-46180,50949,18356,-47275,51100,-98024,-96750,46275,49060,93225,48399,-51243,86682,-48857,86405,-48823,86452
2650,52271,51334,-99948,-92543,80052,26829,-97368,-97145,47331,60696,88195,48746,69918,-5680,50685,70027,-5342,50668,57116,88195,48879,56722,89816,49273,45270,91701,49516,55255,85815,48371,-97376,-97210,47604,13602,-42805,52386,22385,-41977,52370,22757,-43228,52522,-97462,-97200,47651,47478,93305,49795,-50322,86479,-47877,86202,-47846,86249
2700,50385,54683,-99999,-91745,76523,28230,-96433,-97545,48671,60347,88288,50099,80551,7588,52055,80863,8009,52038,55926,88248,50233,55280,89848,50630,43883,91726,50875,53895,85877,49720,-96781,-97625,48946,17025,-37919,53771,26865,-36755,53755,27412,-38178,53909,-96863,-97615,48994,46063,93331,51157,-49419,86280,-46914,86002,-46886,86050
2750,48536,57957,-99993,-90727,72130,29576,-95421,-97909,49977,60195,88345,51418,90539,21830,53391,91090,22327,53374,54828,88254,51553,53976,89829,51954,42603,91698,52201,52610,85893,51036,-96078,-98006,50255,20669,-31984,55123,31698,-30330,55107,32482,-31932,55262,-96130,-97995,50303,44691,93304,52486,-48536,86085,-45968,85805,-45943,85853
2800,46776,60775,-99936,-89557,67005,30835,-94539,-98239,51252,59810,88364,52704,97419,35516,54694,98192,36057,54677,53795,88215,52841,52749,89760,53245,41440,91618,53494,51324,85863,52320,-95388,-98353,51532,24469,-24878,56441,36762,-22549,56425,37818,-24316,56581,-95449,-98341,51580,43504,93224,53781,-47673,85893,-45040,85611,-45018,85658
2850,45098,62825,-99830,-88315,61461,31984,-94033,-98534,52495,58833,88344,53959,99126,47291,55966,99998,47834,55948,52599,88130,54097,51570,89642,54505,40306,91487,54756,49883,85786,53571,-94637,-98665,52777,28412,-16549,57726,42099,-13354,57710,43547,-15236,57868,-94687,-98652,52826,42300,93091,55045,-46831,85703,-44131,85420,-44112,85467
2900,43455,64174,-99743,-87063,55872,33056,-94041,-98798,53707,56990,88279,55183,96314,56661,57205,97075,57170,57188,51209,87997,55322,50323,89473,55733,39210,91304,55986,48205,85662,54792,-94007,-98943,53991,32455,-7064,58980,47567,-2865,58964,49449,-4764,59122,-94148,-98929,54041,41199,92906,56277,-46005,85515,-43239,85231,-43224,85278
2950,41727,65240,-99718,-85794,50487,34177,-94491,-99034,54889,54364,88162,56377,91607,63896,58415,92091,64351,58397,49498,87814,56517,49005,89254,56931,38048,91070,57186,46231,85487,55983,-93361,-99188,55176,36657,3348,60203,53231,8571,60186,55602,6782,60346,-93571,-99174,55226,39985,92668,57479,-45191,85327,-42366,85044,-42353,85091
3000,39920,66391,-99745,-84454,45346,35499,-95103,-99244,56042,51414,87987,57541,87473,69529,59594,87630,69921,59576,47727,87578,57682,47659,88982,58099,36943,90783,58356,44133,85258,57144,-92813,-99401,56331,41008,14303,61396,58911,20392,61379,61682,18831,61540,-93207,-99386,56381,38854,92378,58652,-44383,85137,-41510,84859,-41498,84906
3050,38025,67769,-99783,-82990,40358,37130,-95681,-99430,57167,48410,87751,58676,84789,74025,60744,84657,74356,60726,45889,87288,58818,46346,88659,59238,35832,90444,59497,41977,84975,58276,-92134,-99582,57457,45510,25307,62559,64584,31939,62542,67681,30673,62704,-92628,-99568,57508,37676,92033,59795,-43577,84947,-40670,84677,-40658,84722
3100,36132,69347,-99777,-81379,35400,39101,-96052,-99590,58264,45717,87454,59783,83610,77708,61866,83246,77984,61848,44239,86945,59927,45136,88284,60350,34861,90054,60610,39937,84637,59381,-91460,-99730,58556,50087,35864,63693,69997,42629,63676,73249,41661,63840,-92155,-99718,58608,36645,91636,60910,-42773,84755,-39846,84496,-39833,84540
3150,34228,71051,-99716,-79630,30376,41389,-96236,-99725,59333,43219,87096,60863,83468,80788,62960,82934,81017,62942,42641,86548,61007,44017,87857,61433,33922,89612,61696,37961,84242,60458,-90589,-99847,59628,54715,45577,64800,75132,52089,64783,78452,51375,64947,-91352,-99836,59680,35640,91187,61998,-41971,84563,-39038,84318,-39022,84361
3200,32368,72808,-99579,-77765,25227,43942,-96203,-99833,60377,41081,86679,61917,84085,83402,64027,83418,83591,64008,41236,86098,62062,42988,87381,62491,33103,89121,62754,36126,83792,61509,-89728,-99930,60673,59330,54208,65879,79775,60179,65862,83030,59658,66027,-90669,-99923,60725,34751,90686,63059,-41175,84371,-38249,84143,-38227,84183
3250,30512,74572,-99383,-75814,19926,46707,-96031,-99916,61394,39039,86205,62944,85089,85644,65068,84328,85801,65049,39852,85597,63090,42029,86855,63522,32294,88581,63787,34334,83287,62534,-88685,-99981,61693,63916,61673,66931,83949,66938,66914,87108,66555,67081,-89657,-99977,61745,33896,90134,64093,-40386,84180,-37478,83970,-37450,84008
