Time,SBUS A          V-node,SBUS B          V-node,SBUS C          V-node,SBUS A 25   A I-branch,SBUS B 25   B I-branch,SBUS C 25   C I-branch,TACS   PV001A I-branch,TACS   PV001X I-branch,TACS   PV001I I-branch,TACS   PV002A I-branch,TACS   PV002X I-branch,TACS   PV002I I-branch,TACS   PV003A I-branch,TACS   PV003X I-branch,TACS   PV003I I-branch,TACS   PV004A I-branch,TACS   PV004X I-branch,TACS   PV004I I-branch,TACS   PV005A I-branch,TACS   PV005X I-branch,TACS   PV005I I-branch,TACS   PV006A I-branch,TACS   PV006X I-branch,TACS   PV006I I-branch,TACS   PV007A I-branch,TACS   PV007X I-branch,TACS   PV007I I-branch,TACS   PV008A I-branch,TACS   PV008X I-branch,TACS   PV008I I-branch,TACS   PV009A I-branch,TACS   PV009X I-branch,TACS   PV009I I-branch,TACS   PV010A I-branch,TACS   PV010X I-branch,TACS   PV010I I-branch,TACS   PV011A I-branch,TACS   PV011X I-branch,TACS   PV011I I-branch,TACS   PV012A I-branch,TACS   PV012X I-branch,TACS   PV012I I-branch,TACS   PV013A I-branch,TACS   PV013X I-branch,TACS   PV013I I-branch,TACS   PV014A I-branch,TACS   PV014X I-branch,TACS   PV014I I-branch,TACS   PV001V I-branch,TACS   PV001W I-branch,TACS   PV009V I-branch,TACS   PV009W I-branch,TACS   PV013V I-branch,TACS   PV013W I-branch
0,94916,-50303,-46263,98375,-66450,-27692,-577,-15876,-99999,2903,13312,-99999,-3449,2939,-99999,-3664,3043,-99999,4428,13291,-99999,7367,13889,-99999,8204,14828,-99999,908,12516,-99999,891,-15444,-99999,-17473,1389,-99999,-13744,1428,-99999,-13709,1264,-99999,-1288,-15294,-99999,8352,15431,-99999,-99999,-99999,-99999,-99999,-99999,-99999
50,94951,-48726,-47865,99337,-65336,-30425,-45759,-17356,-97514,95764,14733,-97494,-52443,1573,-97464,-52898,1678,-97465,96016,14711,-97493,94575,15318,-97490,94746,16273,-97486,97649,13927,-97497,-41345,-16947,-97510,-60359,23,-97445,-58729,60,-97446,-58728,-105,-97444,-42676,-16801,-97510,91385,16891,-97482,-99998,98730,-99998,98623,-99998,98639
100,95701,-47696,-49659,99949,-63972,-33036,-48291,-20281,-92603,98304,17538,-92546,-54856,-1126,-92457,-55055,-1018,-92459,97982,17516,-92543,96564,18142,-92532,96272,19129,-92522,98903,16714,-92555,-45136,-19917,-92594,-59753,-2676,-92400,-58267,-2641,-92401,-58498,-2810,-92395,-47161,-19777,-92591,95388,19774,-92509,-99665,98730,-99687,98623,-99687,98639
150,96183,-46700,-51365,99998,-62113,-35452,-50311,-23133,-87814,99389,20274,-87720,-56331,-3758,-87573,-56958,-3648,-87576,99003,20251,-87715,97829,20896,-87696,97299,21914,-87680,99624,19431,-87735,-47272,-22813,-87799,-58702,-5308,-87479,-57357,-5275,-87481,-57531,-5447,-87471,-49385,-22680,-87795,97074,22586,-87659,-98979,98481,-99035,98365,-99031,98377
200,96234,-45232,-52988,99746,-59923,-37742,-52071,-25914,-83143,99576,22941,-83012,-55591,-6324,-82810,-56260,-6211,-82814,99094,22919,-83006,97756,23581,-82980,97446,24629,-82958,99730,22080,-83033,-48966,-25636,-83122,-57583,-7874,-82680,-56474,-7843,-82683,-56706,-8018,-82668,-51027,-25510,-83116,97530,25327,-82929,-98264,98094,-98344,97966,-98328,97971
250,96354,-43823,-54609,99312,-57554,-39933,-53832,-28625,-78587,99927,25541,-78422,-54876,-8826,-78164,-55604,-8710,-78170,99559,25518,-78413,98507,26198,-78381,98052,27275,-78352,99977,24663,-78448,-50758,-28389,-78561,-56562,-10375,-77999,-55838,-10346,-78003,-56134,-10524,-77985,-52808,-28269,-78554,98293,28000,-78316,-97527,97827,-97630,97695,-97602,97699
300,96263,-42270,-56151,98727,-55029,-42045,-55446,-31267,-74144,99803,28074,-73944,-53632,-11263,-73633,-54375,-11145,-73640,99503,28051,-73934,98444,28748,-73895,98154,29854,-73860,99904,27179,-73976,-52395,-31071,-74112,-55583,-12812,-73434,-55289,-12785,-73439,-55698,-12966,-73416,-54323,-30958,-74103,98309,30604,-73816,-96771,97572,-96898,97438,-96857,97442
350,96254,-40749,-57717,98016,-52381,-44087,-57115,-33840,-69810,99998,30542,-69577,-52399,-13637,-69214,-53135,-13517,-69222,99783,30519,-69565,98921,31233,-69520,98609,32366,-69479,99999,29631,-69614,-54227,-33685,-69773,-54694,-15185,-68981,-54875,-15160,-68987,-55405,-15345,-68961,-56140,-33577,-69763,98892,33140,-69428,-95998,97320,-96147,97185,-96095,97189
400,96116,-39176,-59213,97172,-49607,-46059,-58666,-36347,-65584,99816,32946,-65318,-51007,-15949,-64904,-51742,-15826,-64913,99784,32922,-65304,99102,33652,-65252,98831,34813,-65206,99899,32018,-65360,-55903,-36230,-65541,-53850,-17496,-64639,-54459,-17473,-64645,-55105,-17661,-64615,-57662,-36129,-65530,98872,35611,-65148,-95207,97070,-95377,96933,-95314,96938
450,96029,-37613,-60742,96198,-46714,-47961,-60307,-38788,-61461,99973,35285,-61164,-49642,-18199,-60700,-50355,-18074,-60710,99930,35262,-61149,99302,36007,-61091,99137,37194,-61039,99908,34342,-61212,-57824,-38709,-61414,-53099,-19745,-60403,-54065,-19725,-60410,-54821,-19916,-60377,-59571,-38613,-61401,99373,38016,-60974,-94399,96821,-94588,96681,-94516,96686
