Time,SBUS A          V-node,SBUS B          V-node,SBUS C          V-node,SBUS A 25   A I-branch,SBUS B 25   B I-branch,SBUS C 25   C I-branch,TACS   PV001A I-branch,TACS   PV001X I-branch,TACS   PV001I I-branch,TACS   PV002A I-branch,TACS   PV002X I-branch,TACS   PV002I I-branch,TACS   PV003A I-branch,TACS   PV003X I-branch,TACS   PV003I I-branch,TACS   PV004A I-branch,TACS   PV004X I-branch,TACS   PV004I I-branch,TACS   PV005A I-branch,TACS   PV005X I-branch,TACS   PV005I I-branch,TACS   PV006A I-branch,TACS   PV006X I-branch,TACS   PV006I I-branch,TACS   PV007A I-branch,TACS   PV007X I-branch,TACS   PV007I I-branch,TACS   PV008A I-branch,TACS   PV008X I-branch,TACS   PV008I I-branch,TACS   PV009A I-branch,TACS   PV009X I-branch,TACS   PV009I I-branch,TACS   PV010A I-branch,TACS   PV010X I-branch,TACS   PV010I I-branch,TACS   PV011A I-branch,TACS   PV011X I-branch,TACS   PV011I I-branch,TACS   PV012A I-branch,TACS   PV012X I-branch,TACS   PV012I I-branch,TACS   PV013A I-branch,TACS   PV013X I-branch,TACS   PV013I I-branch,TACS   PV014A I-branch,TACS   PV014X I-branch,TACS   PV014I I-branch,TACS   PV001V I-branch,TACS   PV001W I-branch,TACS   PV009V I-branch,TACS   PV009W I-branch,TACS   PV013V I-branch,TACS   PV013W I-branch
0,98372,-50620,-48570,36813,-4453,-49459,613,-5010,-99999,5365,1956,-99999,-4266,3452,-99999,-4820,3282,-99999,8272,2083,-99999,12829,2952,-99999,-423,3961,-99999,2130,949,-99999,1161,-8344,-99999,-19846,3547,-99999,-15465,3446,-99999,-15359,3486,-99999,799,-8745,-99999,726,5027,-99999,-99999,-99999,-99999,-99999,-99999,-99999
50,98378,-48992,-50193,36871,-4044,-50867,-48166,-6311,-97528,96030,3235,-97528,-50844,2172,-97528,-51220,2004,-97528,96379,3364,-97528,95187,4243,-97527,69847,5265,-97522,97671,2215,-97529,-43319,-9687,-97524,-59341,2266,-97527,-57105,2166,-97527,-57014,2206,-97527,-43603,-10092,-97523,69783,6345,-97516,-99998,98733,-99998,98604,-99998,98625
100,99367,-48212,-52084,36542,-3413,-52029,-51003,-8881,-92645,98803,5762,-92646,-54570,-356,-92646,-54866,-520,-92646,98516,5893,-92646,97296,6795,-92644,71260,7841,-92629,99146,4717,-92648,-47205,-12338,-92634,-58792,-265,-92644,-56702,-362,-92644,-56792,-323,-92643,-48293,-12754,-92632,73444,8948,-92610,-99651,98733,-99664,98604,-99664,98625
150,99999,-47350,-53912,35574,-2361,-52756,-53349,-11387,-87883,99998,8226,-87885,-56704,-2822,-87884,-57411,-2981,-87884,99622,8360,-87885,98560,9282,-87881,72181,10353,-87857,99998,7157,-87888,-49386,-14924,-87864,-57800,-2732,-87880,-55853,-2827,-87881,-55869,-2790,-87880,-50628,-15350,-87861,75122,11486,-87824,-98934,98483,-98964,98347,-98960,98363
200,99863,-45675,-55541,34351,-1104,-53224,-55091,-13831,-83238,99729,10628,-83241,-55208,-5225,-83240,-55875,-5381,-83240,99373,10766,-83241,98166,11708,-83236,72060,12803,-83203,99833,9536,-83245,-50875,-17446,-83213,-56684,-5139,-83235,-54965,-5231,-83235,-55062,-5194,-83234,-52041,-17880,-83209,75002,13962,-83158,-98185,98094,-98223,97951,-98208,97960
250,99906,-44178,-57156,33060,205,-53572,-56824,-16213,-78708,99870,12970,-78712,-54188,-7569,-78710,-54903,-7720,-78711,99702,13110,-78712,98818,14072,-78706,72465,15190,-78663,99956,11855,-78717,-52614,-19904,-78676,-55703,-7484,-78704,-54374,-7574,-78705,-54554,-7538,-78703,-53807,-20347,-78671,75410,16374,-78606,-97414,97827,-97462,97682,-97433,97690
300,99725,-42489,-58691,31694,1571,-53842,-58382,-18535,-74290,99624,15252,-74295,-52497,-9852,-74293,-53184,-10000,-74293,99526,15395,-74294,98603,16376,-74288,72454,17516,-74236,99783,14114,-74301,-54183,-22299,-74251,-54757,-9769,-74285,-53867,-9857,-74286,-54184,-9822,-74284,-55278,-22752,-74245,75284,18725,-74167,-96624,97574,-96683,97428,-96643,97436
350,99712,-40947,-60266,30246,2988,-54034,-60063,-20796,-69981,99814,17475,-69986,-51250,-12075,-69984,-51940,-12220,-69985,99799,17620,-69986,99088,18621,-69978,72820,19782,-69918,99871,16315,-69994,-56015,-24633,-69936,-53931,-11994,-69976,-53529,-12080,-69976,-53968,-12046,-69975,-57136,-25094,-69929,75717,21015,-69837,-95819,97324,-95886,97177,-95835,97185
400,99560,-39316,-61779,28682,4479,-54131,-61630,-22999,-65778,99656,19639,-65784,-49721,-14241,-65782,-50400,-14382,-65783,99803,19787,-65784,99238,20806,-65775,72996,21989,-65707,99777,18458,-65793,-57661,-26906,-65727,-53144,-14161,-65772,-53185,-14246,-65773,-53747,-14213,-65771,-58662,-27375,-65719,75711,23246,-65614,-94998,97076,-95071,96927,-95009,96936
450,99462,-37724,-63323,27007,6038,-54123,-63300,-25144,-61679,99810,21746,-61686,-48379,-16348,-61684,-49048,-16486,-61685,99917,21897,-61686,99384,22934,-61676,73208,24138,-61599,99774,20545,-61696,-59578,-29119,-61622,-52457,-16270,-61673,-52867,-16353,-61673,-53540,-16321,-61671,-60601,-29597,-61613,76069,25417,-61496,-94162,96829,-94237,96676,-94166,96686
