Time,SBUS A          V-node,SBUS B          V-node,SBUS C          V-node,SBUS A 25   A I-branch,SBUS B 25   B I-branch,SBUS C 25   C I-branch,TACS   PV001A I-branch,TACS   PV001X I-branch,TACS   PV001I I-branch,TACS   PV002A I-branch,TACS   PV002X I-branch,TACS   PV002I I-branch,TACS   PV003A I-branch,TACS   PV003X I-branch,TACS   PV003I I-branch,TACS   PV004A I-branch,TACS   PV004X I-branch,TACS   PV004I I-branch,TACS   PV005A I-branch,TACS   PV005X I-branch,TACS   PV005I I-branch,TACS   PV006A I-branch,TACS   PV006X I-branch,TACS   PV006I I-branch,TACS   PV007A I-branch,TACS   PV007X I-branch,TACS   PV007I I-branch,TACS   PV008A I-branch,TACS   PV008X I-branch,TACS   PV008I I-branch,TACS   PV009A I-branch,TACS   PV009X I-branch,TACS   PV009I I-branch,TACS   PV010A I-branch,TACS   PV010X I-branch,TACS   PV010I I-branch,TACS   PV011A I-branch,TACS   PV011X I-branch,TACS   PV011I I-branch,TACS   PV012A I-branch,TACS   PV012X I-branch,TACS   PV012I I-branch,TACS   PV013A I-branch,TACS   PV013X I-branch,TACS   PV013I I-branch,TACS   PV014A I-branch,TACS   PV014X I-branch,TACS   PV014I I-branch,TACS   PV001V I-branch,TACS   PV001W I-branch,TACS   PV009V I-branch,TACS   PV009W I-branch,TACS   PV013V I-branch,TACS   PV013W I-branch
0,98498,-51257,-47169,98385,-66450,-27692,555,-15876,-99999,2903,13312,-99999,-3449,2939,-99999,-3558,3043,-99999,4428,13291,-99999,7367,13889,-99999,8204,14828,-99999,618,12516,-99999,2452,-15444,-99999,-17250,1389,-99999,-13476,1428,-99999,-13340,1264,-99999,1632,-15294,-99999,-18962,15431,-99999,-99999,-99999,-99999,-99999,-99999,-99999
50,98535,-49648,-48800,99341,-65336,-30425,-46375,-17356,-97514,95764,14733,-97494,-52443,1573,-97464,-52742,1678,-97465,96016,14711,-97493,94575,15318,-97490,94746,16273,-97486,97080,13927,-97497,-40438,-16947,-97510,-60054,23,-97445,-58355,60,-97446,-58212,-105,-97444,-39999,-16801,-97510,43139,16891,-97482,-99998,98730,-99998,98623,-99998,98639
100,99317,-48599,-50625,99949,-63972,-33036,-49005,-20281,-92603,98304,17538,-92546,-54856,-1126,-92457,-54897,-1018,-92459,97982,17516,-92543,96564,18142,-92532,96272,19129,-92522,98330,16714,-92555,-44287,-19917,-92594,-59449,-2676,-92400,-57893,-2641,-92401,-57983,-2810,-92395,-44510,-19777,-92591,46133,19774,-92509,-99664,98730,-99682,98623,-99683,98639
150,99820,-47584,-52362,99999,-62113,-35452,-51103,-23133,-87814,99389,20274,-87720,-56332,-3758,-87573,-56798,-3648,-87576,99003,20251,-87715,97829,20896,-87696,97299,21914,-87680,99050,19431,-87735,-46456,-22813,-87799,-58400,-5308,-87479,-56986,-5275,-87481,-57018,-5447,-87471,-46747,-22680,-87795,47394,22586,-87659,-98976,98481,-99021,98365,-99017,98377
200,99873,-46087,-54013,99748,-59923,-37742,-52931,-25914,-83143,99576,22941,-83012,-55591,-6324,-82810,-56101,-6211,-82814,99094,22919,-83006,97756,23581,-82980,97446,24629,-82958,99155,22080,-83033,-48176,-25636,-83122,-57283,-7874,-82680,-56105,-7843,-82683,-56197,-8018,-82668,-48399,-25510,-83116,47734,25327,-82929,-98259,98094,-98319,97966,-98305,97971
250,99998,-44650,-55662,99316,-57554,-39933,-54760,-28625,-78587,99927,25541,-78422,-54877,-8826,-78164,-55446,-8710,-78170,99559,25518,-78413,98507,26198,-78381,98052,27275,-78352,99401,24663,-78448,-49996,-28389,-78561,-56265,-10375,-77999,-55471,-10346,-78003,-55626,-10524,-77985,-50191,-28269,-78554,48305,28000,-78316,-97521,97827,-97595,97695,-97569,97699
300,99903,-43066,-57231,98735,-55029,-42045,-56437,-31267,-74144,99803,28074,-73944,-53632,-11263,-73633,-54218,-11145,-73640,99503,28051,-73934,98444,28748,-73895,98154,29854,-73860,99329,27179,-73976,-51658,-31071,-74112,-55287,-12812,-73434,-54923,-12785,-73439,-55192,-12966,-73416,-51715,-30958,-74103,48317,30604,-73816,-96763,97572,-96851,97438,-96814,97442
350,99894,-41515,-58826,98029,-52381,-44087,-58171,-33840,-69810,99998,30542,-69577,-52399,-13637,-69214,-52979,-13517,-69222,99783,30519,-69565,98921,31233,-69520,98609,32366,-69479,99423,29631,-69614,-53518,-33685,-69773,-54400,-15185,-68981,-54509,-15160,-68987,-54900,-15345,-68961,-53542,-33577,-69763,48753,33140,-69428,-95987,97320,-96089,97185,-96041,97189
400,99749,-39912,-60348,97190,-49607,-46059,-59781,-36347,-65584,99816,32946,-65318,-51008,-15949,-64904,-51587,-15826,-64913,99784,32922,-65304,99102,33652,-65252,98831,34813,-65206,99324,32018,-65360,-55220,-36230,-65541,-53557,-17496,-64639,-54095,-17473,-64645,-54601,-17661,-64615,-55073,-36129,-65530,48739,35611,-65148,-95194,97070,-95308,96933,-95250,96938
450,99659,-38318,-61904,96222,-46714,-47961,-61486,-38788,-61461,99973,35285,-61164,-49642,-18199,-60700,-50202,-18074,-60710,99930,35262,-61149,99302,36007,-61091,99137,37194,-61039,99332,34342,-61212,-57171,-38709,-61414,-52807,-19745,-60403,-53702,-19725,-60410,-54318,-19916,-60377,-56993,-38613,-61401,49113,38016,-60974,-94385,96821,-94507,96681,-94440,96686
