Time,SBUS A          V-node,SBUS B          V-node,SBUS C          V-node,SBUS A 25   A I-branch,SBUS B 25   B I-branch,SBUS C 25   C I-branch,TACS   PV001A I-branch,TACS   PV001X I-branch,TACS   PV001I I-branch,TACS   PV002A I-branch,TACS   PV002X I-branch,TACS   PV002I I-branch,TACS   PV003A I-branch,TACS   PV003X I-branch,TACS   PV003I I-branch,TACS   PV004A I-branch,TACS   PV004X I-branch,TACS   PV004I I-branch,TACS   PV005A I-branch,TACS   PV005X I-branch,TACS   PV005I I-branch,TACS   PV006A I-branch,TACS   PV006X I-branch,TACS   PV006I I-branch,TACS   PV007A I-branch,TACS   PV007X I-branch,TACS   PV007I I-branch,TACS   PV008A I-branch,TACS   PV008X I-branch,TACS   PV008I I-branch,TACS   PV009A I-branch,TACS   PV009X I-branch,TACS   PV009I I-branch,TACS   PV010A I-branch,TACS   PV010X I-branch,TACS   PV010I I-branch,TACS   PV011A I-branch,TACS   PV011X I-branch,TACS   PV011I I-branch,TACS   PV012A I-branch,TACS   PV012X I-branch,TACS   PV012I I-branch,TACS   PV013A I-branch,TACS   PV013X I-branch,TACS   PV013I I-branch,TACS   PV014A I-branch,TACS   PV014X I-branch,TACS   PV014I I-branch,TACS   PV001V I-branch,TACS   PV001W I-branch,TACS   PV009V I-branch,TACS   PV009W I-branch,TACS   PV013V I-branch,TACS   PV013W I-branch
0,98496,-51438,-47086,98274,-67716,-23327,574,-3720,-99999,2851,929,-99999,-3121,3265,-99999,-3117,3086,-99999,3719,957,-99999,6954,1473,-99999,7746,2212,-99999,905,392,-99999,2593,-6041,-99999,-16969,3330,-99999,-13176,3185,-99999,-13163,3222,-99999,2038,-6479,-99999,8351,2904,-99999,-99999,-99999,-99999,-99999,-99999,-99999
50,98532,-49825,-48720,99296,-66644,-26308,-46364,-5005,-97530,95674,2194,-97529,-51960,1987,-97528,-52092,1811,-97528,94689,2222,-97529,93829,2745,-97528,93926,3493,-97528,97649,1651,-97529,-40356,-7355,-97527,-59671,2052,-97528,-57936,1909,-97528,-57965,1945,-97528,-40745,-7799,-97526,91385,4194,-97527,-99998,98705,-99998,98563,-99998,98584
100,99316,-48772,-50547,99946,-65331,-29156,-48996,-7543,-92651,98214,4693,-92648,-54365,-536,-92646,-54238,-708,-92646,96642,4722,-92648,95810,5256,-92647,95445,6022,-92646,98903,4137,-92649,-44210,-9950,-92642,-59067,-473,-92645,-57476,-612,-92645,-57736,-578,-92645,-45381,-10405,-92641,95388,6741,-92643,-99666,98705,-99687,98563,-99687,98584
150,99820,-47754,-52287,99998,-63543,-31790,-51093,-10018,-87893,99299,7129,-87888,-55836,-2997,-87885,-56131,-3165,-87885,97656,7159,-87888,97070,7706,-87887,96467,8490,-87885,99624,6562,-87890,-46382,-12481,-87878,-58021,-2935,-87883,-56571,-3071,-87884,-56773,-3037,-87883,-47679,-12946,-87875,97074,9226,-87880,-98981,98456,-99034,98305,-99030,98321
200,99873,-46254,-53941,99730,-61436,-34288,-52922,-12432,-83252,99485,9505,-83246,-55097,-5396,-83241,-55437,-5560,-83242,97747,9536,-83246,96997,10094,-83244,96614,10895,-83241,99730,8926,-83248,-48104,-14948,-83232,-56907,-5336,-83239,-55692,-5469,-83239,-55953,-5436,-83239,-49377,-15424,-83228,97529,11648,-83235,-98266,98069,-98341,97907,-98327,97916
250,99999,-44813,-55593,99269,-59156,-36677,-54752,-14784,-78726,99836,11821,-78718,-54385,-7735,-78712,-54784,-7894,-78713,98208,11852,-78718,97745,12422,-78716,97218,13240,-78712,99977,11230,-78720,-49927,-17353,-78700,-55890,-7676,-78710,-55059,-7805,-78710,-55383,-7773,-78709,-51218,-17839,-78696,98293,14009,-78704,-97531,97802,-97627,97636,-97601,97644
300,99903,-43225,-57164,98648,-56726,-38981,-56428,-17077,-74312,99712,14077,-74302,-53144,-10014,-74295,-53561,-10169,-74296,98153,14109,-74302,97683,14691,-74299,97319,15524,-74294,99904,13475,-74305,-51591,-19697,-74281,-54916,-9956,-74292,-54513,-10082,-74292,-54950,-10051,-74291,-52784,-20193,-74275,98309,16310,-74285,-96776,97547,-96893,97379,-96855,97387
350,99894,-41670,-58761,97894,-54178,-41208,-58163,-19311,-70006,99908,16276,-69995,-51916,-12233,-69987,-52327,-12385,-69988,98431,16308,-69995,98159,16900,-69992,97772,17750,-69986,99999,15662,-69998,-53454,-21981,-69970,-54030,-12176,-69983,-54101,-12300,-69983,-54658,-12270,-69983,-54662,-22486,-69963,98892,18551,-69975,-96003,97296,-96141,97126,-96092,97134
400,99749,-40062,-60286,96997,-51509,-43360,-59773,-21486,-65807,99725,18416,-65794,-50528,-14394,-65785,-50942,-14543,-65786,98432,18450,-65794,98339,19052,-65790,97994,19917,-65784,99899,17792,-65798,-55158,-24206,-65766,-53189,-14338,-65781,-53687,-14459,-65781,-54359,-14430,-65780,-56236,-24720,-65758,98872,20734,-65772,-95213,97046,-95370,96874,-95311,96883
450,99659,-38464,-61844,95963,-48725,-45433,-61479,-23605,-61712,99882,20500,-61697,-49167,-16498,-61687,-49562,-16643,-61688,98577,20534,-61697,98538,21147,-61693,98298,22027,-61686,99908,19866,-61701,-57112,-26372,-61665,-52441,-16443,-61682,-53295,-16561,-61683,-54077,-16533,-61682,-58209,-26895,-61657,99373,22859,-61672,-94407,96796,-94580,96621,-94512,96631
