Time,SBUS A          V-node,SBUS B          V-node,SBUS C          V-node,SBUS A 25   A I-branch,SBUS B 25   B I-branch,SBUS C 25   C I-branch,TACS   PV001A I-branch,TACS   PV001X I-branch,TACS   PV001I I-branch,TACS   PV002A I-branch,TACS   PV002X I-branch,TACS   PV002I I-branch,TACS   PV003A I-branch,TACS   PV003X I-branch,TACS   PV003I I-branch,TACS   PV004A I-branch,TACS   PV004X I-branch,TACS   PV004I I-branch,TACS   PV005A I-branch,TACS   PV005X I-branch,TACS   PV005I I-branch,TACS   PV006A I-branch,TACS   PV006X I-branch,TACS   PV006I I-branch,TACS   PV007A I-branch,TACS   PV007X I-branch,TACS   PV007I I-branch,TACS   PV008A I-branch,TACS   PV008X I-branch,TACS   PV008I I-branch,TACS   PV009A I-branch,TACS   PV009X I-branch,TACS   PV009I I-branch,TACS   PV010A I-branch,TACS   PV010X I-branch,TACS   PV010I I-branch,TACS   PV011A I-branch,TACS   PV011X I-branch,TACS   PV011I I-branch,TACS   PV012A I-branch,TACS   PV012X I-branch,TACS   PV012I I-branch,TACS   PV013A I-branch,TACS   PV013X I-branch,TACS   PV013I I-branch,TACS   PV014A I-branch,TACS   PV014X I-branch,TACS   PV014I I-branch,TACS   PV001V I-branch,TACS   PV001W I-branch,TACS   PV009V I-branch,TACS   PV009W I-branch,TACS   PV013V I-branch,TACS   PV013W I-branch
0,98493,-51494,-47086,98274,-67716,-23197,574,-3720,-99999,2851,929,-99999,-3365,3265,-99999,-3355,3086,-99999,4426,957,-99999,7365,1473,-99999,8202,2212,-99999,905,392,-99999,2593,-6041,-99999,-17644,3330,-99999,-13809,3185,-99999,-13760,3222,-99999,2038,-6479,-99999,8351,2904,-99999,-99999,-99999,-99999,-99999,-99999,-99999
50,98530,-49879,-48720,99296,-66644,-26182,-46364,-5005,-97530,95674,2194,-97529,-52319,1987,-97528,-52442,1811,-97528,96016,2222,-97529,94575,2745,-97528,94746,3493,-97528,97649,1651,-97529,-40356,-7355,-97527,-60593,2052,-97528,-58820,1909,-97528,-58798,1945,-97528,-40745,-7799,-97526,91385,4194,-97527,-99998,98705,-99998,98563,-99998,98584
100,99315,-48826,-50547,99946,-65331,-29035,-48996,-7543,-92651,98214,4693,-92648,-54730,-536,-92646,-54592,-708,-92646,97982,4722,-92648,96564,5256,-92647,96272,6022,-92646,98903,4137,-92649,-44210,-9950,-92642,-59986,-473,-92645,-58357,-612,-92645,-58568,-578,-92645,-45381,-10405,-92641,95388,6741,-92643,-99666,98705,-99687,98563,-99688,98584
150,99820,-47807,-52287,99998,-63543,-31674,-51093,-10018,-87893,99299,7129,-87888,-56205,-2997,-87885,-56490,-3165,-87885,99003,7159,-87888,97829,7706,-87887,97299,8490,-87885,99624,6562,-87890,-46382,-12481,-87878,-58934,-2935,-87883,-57447,-3071,-87884,-57600,-3037,-87883,-47679,-12946,-87875,97074,9226,-87880,-98981,98456,-99034,98305,-99031,98321
200,99873,-46304,-53941,99730,-61436,-34176,-52922,-12432,-83252,99485,9505,-83246,-55465,-5396,-83241,-55794,-5560,-83242,99094,9536,-83246,97756,10094,-83244,97446,10895,-83241,99730,8926,-83248,-48104,-14948,-83232,-57813,-5336,-83239,-56564,-5469,-83239,-56775,-5436,-83239,-49377,-15424,-83228,97529,11648,-83235,-98267,98069,-98342,97907,-98329,97916
250,99998,-44862,-55593,99269,-59156,-36570,-54752,-14784,-78726,99836,11821,-78718,-54751,-7735,-78712,-55140,-7894,-78713,99559,11852,-78718,98507,12422,-78716,98052,13240,-78712,99977,11230,-78720,-49927,-17353,-78700,-56791,-7676,-78710,-55927,-7805,-78710,-56203,-7773,-78709,-51218,-17839,-78696,98293,14009,-78704,-97531,97802,-97628,97636,-97604,97644
300,99903,-43272,-57164,98648,-56726,-38877,-56428,-17077,-74312,99712,14077,-74302,-53507,-10014,-74295,-53914,-10169,-74296,99503,14109,-74302,98444,14691,-74299,98154,15524,-74294,99904,13475,-74305,-51591,-19697,-74281,-55810,-9956,-74292,-55378,-10082,-74292,-55767,-10051,-74291,-52784,-20193,-74275,98309,16310,-74285,-96777,97547,-96895,97379,-96860,97387
350,99894,-41715,-58761,97894,-54178,-41108,-58163,-19311,-70006,99908,16276,-69995,-52275,-12233,-69987,-52678,-12385,-69988,99783,16308,-69995,98921,16900,-69992,98609,17750,-69986,99999,15662,-69998,-53454,-21981,-69970,-54920,-12176,-69983,-54963,-12300,-69983,-55474,-12270,-69983,-54662,-22486,-69963,98892,18551,-69975,-96004,97296,-96144,97126,-96098,97134
400,99749,-40106,-60286,96997,-51509,-43263,-59773,-21486,-65807,99725,18416,-65794,-50885,-14394,-65785,-51289,-14543,-65786,99784,18450,-65794,99102,19052,-65790,98831,19917,-65784,99899,17792,-65798,-55158,-24206,-65766,-54074,-14338,-65781,-54547,-14459,-65781,-55173,-14430,-65780,-56236,-24720,-65758,98872,20734,-65772,-95214,97046,-95373,96874,-95317,96883
450,99658,-38506,-61844,95963,-48725,-45340,-61479,-23605,-61712,99882,20500,-61697,-49521,-16498,-61687,-49906,-16643,-61688,99930,20534,-61697,99302,21147,-61693,99137,22027,-61686,99908,19866,-61701,-57112,-26372,-61665,-53322,-16443,-61682,-54153,-16561,-61683,-54890,-16533,-61682,-58209,-26895,-61657,99373,22859,-61672,-94408,96796,-94584,96621,-94520,96631
500,99471,-36878,-63336,94780,-45824,-47332,-63063,-25668,-57717,99676,22529,-57701,-48075,-18544,-57691,-48455,-18685,-57691,99971,22563,-57701,99647,23186,-57697,99420,24081,-57689,99789,21884,-57706,-58853,-28481,-57666,-52581,-18490,-57685,-53651,-18606,-57685,-54459,-18579,-57684,-59802,-29013,-57657,99349,24927,-57674,-93586,96547,-93776,96368,-93703,96380
550,99302,-35239,-64857,93451,-42812,-49235,-64744,-27675,-53822,99787,24502,-53804,-46652,-20534,-53792,-47012,-20672,-53793,99999,24537,-53804,99637,25170,-53799,99575,26079,-53791,99716,23847,-53809,-60860,-30534,-53766,-51939,-20481,-53786,-53102,-20596,-53787,-53969,-20569,-53786,-61829,-31075,-53756,99750,26939,-53774,-92749,96297,-92949,96114,-92869,96127
600,99056,-33585,-66321,91972,-39690,-51037,-66322,-29629,-50022,99538,26421,-50003,-45162,-22468,-49991,-45512,-22603,-49992,99993,26456,-50003,99950,27099,-49998,99805,28022,-49989,99545,25756,-50009,-62636,-32532,-49962,-51277,-22416,-49984,-52383,-22529,-49984,-53254,-22504,-49983,-63455,-33080,-49951,99670,28896,-49971,-91896,96047,-92102,95860,-92017,95874
