Time,SBUS A          V-node,SBUS B          V-node,SBUS C          V-node,SBUS A 25   A I-branch,SBUS B 25   B I-branch,SBUS C 25   C I-branch,TACS   PV001A I-branch,TACS   PV001X I-branch,TACS   PV001I I-branch,TACS   PV002A I-branch,TACS   PV002X I-branch,TACS   PV002I I-branch,TACS   PV003A I-branch,TACS   PV003X I-branch,TACS   PV003I I-branch,TACS   PV004A I-branch,TACS   PV004X I-branch,TACS   PV004I I-branch,TACS   PV005A I-branch,TACS   PV005X I-branch,TACS   PV005I I-branch,TACS   PV006A I-branch,TACS   PV006X I-branch,TACS   PV006I I-branch,TACS   PV007A I-branch,TACS   PV007X I-branch,TACS   PV007I I-branch,TACS   PV008A I-branch,TACS   PV008X I-branch,TACS   PV008I I-branch,TACS   PV009A I-branch,TACS   PV009X I-branch,TACS   PV009I I-branch,TACS   PV010A I-branch,TACS   PV010X I-branch,TACS   PV010I I-branch,TACS   PV011A I-branch,TACS   PV011X I-branch,TACS   PV011I I-branch,TACS   PV012A I-branch,TACS   PV012X I-branch,TACS   PV012I I-branch,TACS   PV013A I-branch,TACS   PV013X I-branch,TACS   PV013I I-branch,TACS   PV014A I-branch,TACS   PV014X I-branch,TACS   PV014I I-branch,TACS   PV001V I-branch,TACS   PV001W I-branch,TACS   PV009V I-branch,TACS   PV009W I-branch,TACS   PV013V I-branch,TACS   PV013W I-branch
0,96697,-50930,-45932,98274,-67716,-23197,-1328,-3720,-99999,-731,929,-99999,-2313,3265,-99999,-3377,3086,-99999,4426,957,-99999,7365,1473,-99999,8202,2212,-99999,905,392,-99999,676,-6041,-99999,-16554,3330,-99999,-12868,3185,-99999,-12791,3222,-99999,275,-6479,-99999,-6996,2904,-99999,-99999,-99999,-99999,-99999,-99999,-99999
50,96733,-49365,-47497,99296,-66644,-26182,-45162,-5005,-97530,88859,2194,-97529,-50770,1987,-97528,-52475,1811,-97528,96016,2222,-97529,94575,2745,-97528,94746,3493,-97528,97649,1651,-97529,-41063,-7355,-97527,-59105,2052,-97528,-57507,1909,-97528,-57447,1945,-97528,-38214,-7799,-97526,53849,4194,-97527,-99998,98705,-99998,98563,-99998,98584
100,97498,-48343,-49248,99946,-65331,-29035,-47619,-7543,-92651,91310,4693,-92648,-53156,-536,-92646,-54626,-708,-92646,97982,4722,-92648,96564,5256,-92647,96272,6022,-92646,98903,4137,-92649,-44808,-9950,-92642,-58503,-473,-92645,-57048,-612,-92645,-57218,-578,-92645,-42384,-10405,-92641,56783,6741,-92643,-99665,98705,-99688,98563,-99689,98584
150,97990,-47355,-50914,99998,-63543,-31674,-49578,-10018,-87893,92357,7129,-87888,-54615,-2997,-87885,-56523,-3165,-87885,99003,7159,-87888,97829,7706,-87887,97299,8490,-87885,99624,6562,-87890,-46920,-12481,-87878,-57461,-2935,-87883,-56145,-3071,-87884,-56259,-3037,-87883,-44453,-12946,-87875,58018,9226,-87880,-98979,98456,-99037,98305,-99034,98321
200,98041,-45898,-52498,99730,-61436,-34176,-51286,-12432,-83252,92537,9505,-83246,-53883,-5396,-83241,-55828,-5560,-83242,99094,9536,-83246,97756,10094,-83244,97446,10895,-83241,99730,8926,-83248,-48593,-14948,-83232,-56350,-5336,-83239,-55269,-5469,-83239,-55441,-5436,-83239,-45980,-15424,-83228,58352,11648,-83235,-98264,98069,-98347,97907,-98334,97916
250,98164,-44499,-54081,99269,-59156,-36570,-52995,-14784,-78726,92875,11821,-78718,-53176,-7735,-78712,-55173,-7894,-78713,99559,11852,-78718,98507,12422,-78716,98052,13240,-78712,99977,11230,-78720,-50365,-17353,-78700,-55338,-7676,-78710,-54638,-7805,-78710,-54873,-7773,-78709,-47636,-17839,-78696,58911,14009,-78704,-97527,97802,-97635,97636,-97610,97644
300,98071,-42959,-55587,98648,-56726,-38877,-54560,-17077,-74312,92756,14077,-74302,-51945,-10014,-74295,-53948,-10169,-74296,99503,14109,-74302,98444,14691,-74299,98154,15524,-74294,99904,13475,-74305,-51982,-19697,-74281,-54366,-9956,-74292,-54093,-10082,-74292,-54441,-10051,-74291,-49045,-20193,-74275,58923,16310,-74285,-96771,97547,-96904,97379,-96868,97387
350,98062,-41449,-57116,97894,-54178,-41108,-56180,-19311,-70006,92944,16276,-69995,-50726,-12233,-69987,-52711,-12385,-69988,99783,16308,-69995,98921,16900,-69992,98609,17750,-69986,99999,15662,-69998,-53792,-21981,-69970,-53484,-12176,-69983,-53682,-12300,-69983,-54150,-12270,-69983,-50735,-22486,-69963,59350,18551,-69975,-95997,97296,-96155,97126,-96108,97134
400,97921,-39888,-58577,96997,-51509,-43263,-57684,-21486,-65807,92768,18416,-65794,-49350,-14394,-65785,-51322,-14543,-65786,99784,18450,-65794,99102,19052,-65790,98831,19917,-65784,99899,17792,-65798,-55449,-24206,-65766,-52646,-14338,-65781,-53269,-14459,-65781,-53852,-14430,-65780,-52150,-24720,-65758,59335,20734,-65772,-95206,97046,-95386,96874,-95330,96883
450,97832,-38337,-60070,95963,-48725,-45340,-59277,-23605,-61712,92920,20500,-61697,-47999,-16498,-61687,-49938,-16643,-61688,99930,20534,-61697,99302,21147,-61693,99137,22027,-61686,99908,19866,-61701,-57347,-26372,-61665,-51901,-16443,-61682,-52878,-16561,-61683,-53571,-16533,-61682,-53925,-26895,-61657,59703,22859,-61672,-94399,96796,-94600,96621,-94535,96631
