Time,SBUS A          V-node,SBUS B          V-node,SBUS C          V-node,SBUS A 25   A I-branch,SBUS B 25   B I-branch,SBUS C 25   C I-branch,TACS   PV001A I-branch,TACS   PV001X I-branch,TACS   PV001I I-branch,TACS   PV002A I-branch,TACS   PV002X I-branch,TACS   PV002I I-branch,TACS   PV003A I-branch,TACS   PV003X I-branch,TACS   PV003I I-branch,TACS   PV004A I-branch,TACS   PV004X I-branch,TACS   PV004I I-branch,TACS   PV005A I-branch,TACS   PV005X I-branch,TACS   PV005I I-branch,TACS   PV006A I-branch,TACS   PV006X I-branch,TACS   PV006I I-branch,TACS   PV007A I-branch,TACS   PV007X I-branch,TACS   PV007I I-branch,TACS   PV008A I-branch,TACS   PV008X I-branch,TACS   PV008I I-branch,TACS   PV009A I-branch,TACS   PV009X I-branch,TACS   PV009I I-branch,TACS   PV010A I-branch,TACS   PV010X I-branch,TACS   PV010I I-branch,TACS   PV011A I-branch,TACS   PV011X I-branch,TACS   PV011I I-branch,TACS   PV012A I-branch,TACS   PV012X I-branch,TACS   PV012I I-branch,TACS   PV013A I-branch,TACS   PV013X I-branch,TACS   PV013I I-branch,TACS   PV014A I-branch,TACS   PV014X I-branch,TACS   PV014I I-branch,TACS   PV001V I-branch,TACS   PV001W I-branch,TACS   PV009V I-branch,TACS   PV009W I-branch,TACS   PV013V I-branch,TACS   PV013W I-branch
0,98371,-50661,-48537,30600,-639,-55469,581,-16078,-99999,5374,14753,-99999,-4725,3390,-99999,-5259,3493,-99999,8280,14762,-99999,12837,15439,-99999,7767,16301,-99999,2135,13453,-99999,-577,-14477,-99999,5046,2189,-99999,6780,2135,-99999,6869,1971,-99999,-604,-14338,-99999,9171,16926,-99999,-99999,-99999,-99999,-99999,-99999,-99999
50,98378,-49032,-50161,30664,-214,-56933,-48183,-17581,-97511,96030,16195,-97487,-51508,2018,-97454,-51852,2123,-97454,96379,16207,-97485,95187,16902,-97478,84507,17785,-97474,97671,14877,-97493,-35014,-16007,-97506,-26246,824,-97425,-24984,766,-97426,-24971,600,-97423,-35052,-15871,-97505,84009,18429,-97469,-99998,98758,-99998,98665,-99998,98681
100,99367,-48251,-52053,30301,442,-58143,-51018,-20549,-92595,98803,19043,-92524,-55250,-691,-92426,-55514,-584,-92427,98516,19060,-92517,97296,19792,-92497,86049,20716,-92485,99146,17689,-92542,-38022,-19027,-92581,-25811,-1874,-92341,-24676,-1938,-92341,-24801,-2108,-92334,-38691,-18898,-92579,87976,21397,-92471,-99650,98758,-99716,98665,-99716,98681
150,99999,-47388,-53883,29235,1536,-58898,-53363,-23443,-87800,99999,21821,-87683,-57394,-3334,-87522,-58070,-3225,-87524,99622,21842,-87672,98560,22611,-87639,87055,23574,-87619,99999,20431,-87714,-39711,-21973,-87778,-25025,-4505,-87382,-24028,-4575,-87383,-24096,-4749,-87370,-40502,-21850,-87774,89794,24292,-87596,-98932,98508,-99124,98408,-99119,98419
200,99863,-45712,-55513,27887,2844,-59385,-55105,-26265,-83124,99729,24529,-82962,-55892,-5910,-82740,-56526,-5799,-82742,99373,24555,-82947,98167,25360,-82901,86923,26361,-82874,99833,23104,-83005,-40864,-24845,-83093,-24140,-7070,-82545,-23351,-7146,-82547,-23479,-7324,-82529,-41599,-24728,-83087,89663,27115,-82842,-98181,98120,-98498,98011,-98481,98016
250,99906,-44213,-57129,26466,4205,-59747,-56838,-29016,-78563,99870,27169,-78357,-54867,-8421,-78075,-55551,-8308,-78078,99702,27199,-78338,98818,28038,-78280,87365,29077,-78245,99956,25710,-78412,-42210,-27644,-78523,-23363,-9569,-77828,-22900,-9652,-77830,-23091,-9833,-77808,-42969,-27534,-78516,90106,29866,-78205,-97408,97853,-97854,97743,-97825,97746
300,99725,-42523,-58665,24961,5625,-60028,-58395,-31696,-74115,99624,29741,-73866,-53168,-10868,-73526,-53824,-10753,-73529,99526,29775,-73843,98603,30649,-73774,87353,31724,-73731,99783,28249,-73932,-43425,-30372,-74067,-22614,-12005,-73227,-22513,-12094,-73230,-22808,-12279,-73203,-44110,-30268,-74059,89970,32547,-73682,-96618,97599,-97195,97488,-97156,97492
350,99712,-40980,-60241,23366,7099,-60228,-60075,-34308,-69777,99814,32247,-69486,-51916,-13252,-69089,-52575,-13134,-69092,99799,32285,-69459,99088,33192,-69378,87753,34303,-69328,99871,30723,-69563,-44844,-33031,-69721,-21960,-14378,-68740,-22256,-14473,-68743,-22643,-14661,-68712,-45551,-32932,-69711,90439,35158,-69271,-95811,97350,-96521,97237,-96471,97241
400,99560,-39347,-61755,21643,8649,-60329,-61642,-36852,-65545,99656,34687,-65214,-50380,-15572,-64761,-51029,-15453,-64765,99803,34730,-65183,99238,35668,-65091,87945,36814,-65034,99777,33132,-65302,-46118,-35620,-65482,-21336,-16688,-64363,-21993,-16789,-64367,-22474,-16980,-64331,-46735,-35527,-65470,90432,37701,-64969,-94988,97102,-95832,96987,-95772,96992
450,99461,-37754,-63300,19798,10270,-60320,-63312,-39329,-61419,99810,37062,-61048,-49032,-17831,-60540,-49672,-17710,-60545,99917,37109,-61013,99385,38079,-60910,88177,39258,-60847,99774,35477,-61146,-47602,-38141,-61347,-20792,-18936,-60095,-21751,-19043,-60099,-22316,-19238,-60059,-48239,-38054,-61335,90821,40177,-60773,-94150,96854,-95128,96737,-95057,96742
