Time,SBUS A          V-node,SBUS B          V-node,SBUS C          V-node,SBUS A 25   A I-branch,SBUS B 25   B I-branch,SBUS C 25   C I-branch,TACS   PV001A I-branch,TACS   PV001X I-branch,TACS   PV001I I-branch,TACS   PV002A I-branch,TACS   PV002X I-branch,TACS   PV002I I-branch,TACS   PV003A I-branch,TACS   PV003X I-branch,TACS   PV003I I-branch,TACS   PV004A I-branch,TACS   PV004X I-branch,TACS   PV004I I-branch,TACS   PV005A I-branch,TACS   PV005X I-branch,TACS   PV005I I-branch,TACS   PV006A I-branch,TACS   PV006X I-branch,TACS   PV006I I-branch,TACS   PV007A I-branch,TACS   PV007X I-branch,TACS   PV007I I-branch,TACS   PV008A I-branch,TACS   PV008X I-branch,TACS   PV008I I-branch,TACS   PV009A I-branch,TACS   PV009X I-branch,TACS   PV009I I-branch,TACS   PV010A I-branch,TACS   PV010X I-branch,TACS   PV010I I-branch,TACS   PV011A I-branch,TACS   PV011X I-branch,TACS   PV011I I-branch,TACS   PV012A I-branch,TACS   PV012X I-branch,TACS   PV012I I-branch,TACS   PV013A I-branch,TACS   PV013X I-branch,TACS   PV013I I-branch,TACS   PV014A I-branch,TACS   PV014X I-branch,TACS   PV014I I-branch,TACS   PV001V I-branch,TACS   PV001W I-branch,TACS   PV009V I-branch,TACS   PV009W I-branch,TACS   PV013V I-branch,TACS   PV013W I-branch
0,98373,-50502,-48570,38566,-4450,-49451,613,179,-99999,5365,-790,-99999,-4208,-18,-99999,-4777,-3,-99999,-7668,-787,-99999,-7318,-785,-99999,-7434,-783,-99999,2130,-794,-99999,2861,-173,-99999,6816,-17,-99999,6901,-6,-99999,6887,-9,-99999,2917,-345,-99999,-7154,-794,-99999,-99999,-99999,-99999,-99999,-99999,-99999
50,98380,-48881,-50193,38623,-4041,-50859,-48166,-1058,-97530,96030,455,-97530,-50760,-1253,-97530,-51157,-1238,-97530,43155,458,-97530,43630,459,-97530,43595,462,-97530,97671,451,-97530,-26692,-1414,-97530,-19730,-1251,-97530,-19654,-1240,-97530,-19699,-1244,-97530,-26632,-1588,-97530,43529,451,-97530,-99998,98711,-99998,98555,-99998,98578
100,99368,-48105,-52084,38303,-3410,-52021,-51002,-3501,-92653,98803,2914,-92653,-54484,-3692,-92653,-54802,-3676,-92653,44387,2916,-92653,44935,2918,-92652,44621,2920,-92652,99146,2910,-92653,-29274,-3866,-92653,-19361,-3690,-92653,-19397,-3679,-92653,-19557,-3683,-92653,-29753,-4044,-92653,46216,2910,-92651,-99651,98711,-99765,98555,-99765,98578
150,99999,-47246,-53912,37362,-2357,-52748,-53348,-5884,-87896,99998,5311,-87895,-56617,-6071,-87896,-57346,-6055,-87896,45025,5314,-87895,45717,5315,-87895,45290,5318,-87894,99998,5308,-87896,-30724,-6257,-87895,-18695,-6069,-87896,-18855,-6058,-87896,-18969,-6061,-87896,-31307,-6439,-87895,47447,5308,-87892,-98935,98461,-99277,98298,-99274,98316
200,99863,-45579,-55541,36172,-1101,-53216,-55091,-8207,-83257,99729,7649,-83255,-55122,-8390,-83257,-55810,-8374,-83257,44882,7652,-83255,45474,7653,-83255,45202,7655,-83253,99833,7645,-83257,-31713,-8588,-83256,-17944,-8388,-83257,-18289,-8377,-83257,-18453,-8380,-83257,-32247,-8775,-83255,47358,7646,-83252,-98186,98072,-98761,97902,-98748,97913
250,99906,-44088,-57156,34917,209,-53564,-56824,-10471,-78732,99870,9928,-78730,-54102,-10650,-78732,-54839,-10634,-78732,45072,9930,-78730,45877,9931,-78729,45496,9934,-78728,99956,9924,-78732,-32869,-10861,-78730,-17285,-10649,-78732,-17912,-10637,-78732,-18129,-10641,-78732,-33422,-11051,-78730,47658,9925,-78725,-97416,97805,-98229,97633,-98207,97643
300,99725,-42407,-58691,33589,1574,-53834,-58382,-12678,-74319,99624,12148,-74317,-52412,-12853,-74319,-53120,-12836,-74319,44970,12151,-74317,45744,12152,-74315,45488,12154,-74314,99783,12144,-74318,-33911,-13075,-74317,-16650,-12851,-74319,-17589,-12839,-74319,-17893,-12843,-74319,-34401,-13270,-74317,47566,12145,-74311,-96627,97552,-97686,97379,-97655,97389
350,99712,-40871,-60266,32182,2992,-54026,-60062,-14828,-70015,99814,14311,-70012,-51166,-14999,-70015,-51877,-14982,-70015,45127,14313,-70012,46044,14314,-70011,45754,14317,-70009,99871,14307,-70014,-35129,-15233,-70013,-16094,-14996,-70015,-17373,-14984,-70015,-17755,-14988,-70015,-35638,-15431,-70012,47884,14309,-70005,-95823,97303,-97131,97128,-97090,97138
400,99560,-39248,-61780,30661,4483,-54122,-61630,-16922,-65817,99656,16417,-65814,-49638,-17088,-65817,-50337,-17070,-65817,45130,16420,-65814,46137,16421,-65812,45882,16423,-65810,99777,16414,-65816,-36222,-17335,-65814,-15565,-17085,-65817,-17154,-17073,-65817,-17614,-17077,-65817,-36653,-17536,-65814,47879,16415,-65806,-95002,97054,-96562,96878,-96514,96889
450,99462,-37663,-63323,29032,6041,-54114,-63300,-18961,-61723,99810,18468,-61720,-48296,-19121,-61723,-48987,-19103,-61723,45196,18470,-61720,46227,18471,-61718,46036,18473,-61715,99774,18464,-61722,-37496,-19381,-61720,-15103,-19117,-61723,-16951,-19107,-61723,-17482,-19110,-61723,-37943,-19586,-61720,48142,18466,-61711,-94166,96807,-95981,96627,-95925,96640
