Time,SBUS A          V-node,SBUS B          V-node,SBUS C          V-node,SBUS A 25   A I-branch,SBUS B 25   B I-branch,SBUS C 25   C I-branch,TACS   PV001A I-branch,TACS   PV001X I-branch,TACS   PV001I I-branch,TACS   PV002A I-branch,TACS   PV002X I-branch,TACS   PV002I I-branch,TACS   PV003A I-branch,TACS   PV003X I-branch,TACS   PV003I I-branch,TACS   PV004A I-branch,TACS   PV004X I-branch,TACS   PV004I I-branch,TACS   PV005A I-branch,TACS   PV005X I-branch,TACS   PV005I I-branch,TACS   PV006A I-branch,TACS   PV006X I-branch,TACS   PV006I I-branch,TACS   PV007A I-branch,TACS   PV007X I-branch,TACS   PV007I I-branch,TACS   PV008A I-branch,TACS   PV008X I-branch,TACS   PV008I I-branch,TACS   PV009A I-branch,TACS   PV009X I-branch,TACS   PV009I I-branch,TACS   PV010A I-branch,TACS   PV010X I-branch,TACS   PV010I I-branch,TACS   PV011A I-branch,TACS   PV011X I-branch,TACS   PV011I I-branch,TACS   PV012A I-branch,TACS   PV012X I-branch,TACS   PV012I I-branch,TACS   PV013A I-branch,TACS   PV013X I-branch,TACS   PV013I I-branch,TACS   PV014A I-branch,TACS   PV014X I-branch,TACS   PV014I I-branch,TACS   PV001V I-branch,TACS   PV001W I-branch,TACS   PV009V I-branch,TACS   PV009W I-branch,TACS   PV013V I-branch,TACS   PV013W I-branch
2800,46789,60828,-99936,-89557,67005,30835,-94539,-98239,51252,59810,88364,52704,97419,35516,54694,98192,36057,54677,53795,88215,52841,52749,89760,53245,52451,91618,53494,51324,85863,52320,-95388,-98353,51532,24430,-24878,56441,36782,-22549,56425,37827,-24316,56581,-41826,-98341,51580,22004,93224,53781,-47573,85893,-44660,85611,-71559,46235
2850,45111,62879,-99830,-88315,61461,31984,-94033,-98534,52495,58833,88344,53959,99127,47291,55966,99998,47834,55948,52599,88130,54097,51570,89642,54505,51230,91487,54756,49883,85786,53571,-94637,-98665,52777,28376,-16549,57726,42118,-13354,57710,43554,-15236,57868,-41531,-98652,52826,21356,93091,55045,-46729,85703,-43745,85420,-71090,46189
2900,43469,64229,-99743,-87063,55872,33056,-94041,-98798,53707,56990,88279,55183,96314,56661,57205,97075,57170,57188,51209,87997,55322,50323,89473,55733,50048,91304,55986,48205,85662,54792,-94007,-98943,53991,32421,-7064,58980,47584,-2865,58964,49456,-4764,59122,-41323,-98929,54041,20764,92906,56277,-45902,85515,-42847,85231,-70631,46144
2950,41741,65296,-99718,-85794,50487,34177,-94491,-99034,54889,54364,88162,56377,91607,63896,58415,92092,64351,58397,49498,87814,56517,49005,89254,56931,48795,91070,57186,46231,85487,55983,-93361,-99188,55176,36625,3348,60203,53247,8571,60186,55608,6782,60346,-41099,-99174,55226,20111,92668,57479,-45086,85327,-41968,85044,-70180,46099
3000,39935,66447,-99745,-84454,45346,35499,-95103,-99244,56042,51414,87987,57541,87475,69529,59594,87631,69921,59576,47727,87578,57682,47659,88982,58099,47604,90783,58356,44133,85258,57144,-92813,-99401,56331,40978,14303,61396,58925,20392,61379,61688,18831,61540,-40959,-99386,56381,19503,92378,58652,-44277,85137,-41106,84859,-69738,46054
3050,38040,67826,-99783,-82990,40358,37130,-95681,-99430,57167,48410,87751,58676,84790,74025,60744,84657,74356,60726,45889,87288,58818,46346,88659,59238,46407,90444,59497,41977,84975,58276,-92134,-99582,57457,45482,25307,62559,64595,31939,62542,67686,30673,62704,-40735,-99568,57508,18870,92033,59795,-43469,84947,-40260,84677,-69304,46010
3100,36148,69405,-99777,-81379,35400,39101,-96052,-99590,58264,45717,87454,59783,83612,77708,61866,83247,77984,61848,44239,86945,59927,45136,88284,60350,45361,90054,60610,39937,84637,59381,-91460,-99730,58556,50061,35864,63693,70007,42629,63676,73253,41661,63840,-40552,-99718,58608,18316,91636,60910,-42663,84755,-39430,84496,-68877,45967
3150,34244,71110,-99716,-79630,30376,41389,-96236,-99725,59333,43219,87096,60863,83470,80788,62960,82935,81017,62942,42641,86548,61007,44017,87857,61433,44348,89612,61696,37961,84242,60458,-90589,-99847,59628,54691,45577,64800,75140,52089,64783,78455,51375,64947,-40241,-99836,59680,17776,91187,61998,-41860,84563,-38617,84318,-68457,45924
3200,32385,72868,-99579,-77765,25227,43942,-96203,-99833,60377,41081,86679,61917,84086,83402,64027,83419,83591,64008,41236,86098,62062,42988,87381,62491,43466,89121,62754,36126,83792,61509,-89728,-99930,60673,59309,54208,65879,79782,60179,65862,83032,59658,66027,-39977,-99923,60725,17298,90686,63059,-41062,84371,-37822,84143,-68046,45881
3250,30529,74633,-99383,-75814,19926,46707,-96031,-99916,61394,39039,86205,62944,85090,85644,65068,84328,85801,65049,39852,85597,63090,42029,86855,63522,42594,88581,63787,34334,83287,62534,-88685,-99981,61693,63898,61673,66931,83955,66938,66914,87109,66555,67081,-39585,-99977,61745,16838,90134,64093,-40272,84180,-37046,83970,-67644,45839
