Time,SBUS A          V-node,SBUS B          V-node,SBUS C          V-node,SBUS A 25   A I-branch,SBUS B 25   B I-branch,SBUS C 25   C I-branch,TACS   PV001A I-branch,TACS   PV001X I-branch,TACS   PV001I I-branch,TACS   PV002A I-branch,TACS   PV002X I-branch,TACS   PV002I I-branch,TACS   PV003A I-branch,TACS   PV003X I-branch,TACS   PV003I I-branch,TACS   PV004A I-branch,TACS   PV004X I-branch,TACS   PV004I I-branch,TACS   PV005A I-branch,TACS   PV005X I-branch,TACS   PV005I I-branch,TACS   PV006A I-branch,TACS   PV006X I-branch,TACS   PV006I I-branch,TACS   PV007A I-branch,TACS   PV007X I-branch,TACS   PV007I I-branch,TACS   PV008A I-branch,TACS   PV008X I-branch,TACS   PV008I I-branch,TACS   PV009A I-branch,TACS   PV009X I-branch,TACS   PV009I I-branch,TACS   PV010A I-branch,TACS   PV010X I-branch,TACS   PV010I I-branch,TACS   PV011A I-branch,TACS   PV011X I-branch,TACS   PV011I I-branch,TACS   PV012A I-branch,TACS   PV012X I-branch,TACS   PV012I I-branch,TACS   PV013A I-branch,TACS   PV013X I-branch,TACS   PV013I I-branch,TACS   PV014A I-branch,TACS   PV014X I-branch,TACS   PV014I I-branch,TACS   PV001V I-branch,TACS   PV001W I-branch,TACS   PV009V I-branch,TACS   PV009W I-branch,TACS   PV013V I-branch,TACS   PV013W I-branch
0,98497,-51369,-47138,98274,-67716,-23197,-6,-3720,-99999,2851,929,-99999,-3277,3265,-99999,-3236,3086,-99999,4426,957,-99999,7365,1473,-99999,8202,2212,-99999,905,392,-99999,2451,-6041,-99999,-17696,3330,-99999,-13793,3185,-99999,-13748,3222,-99999,2038,-6479,-99999,8351,2904,-99999,-99999,-99999,-99999,-99999,-99999,-99999
50,98534,-49759,-48770,99296,-66644,-26182,-46674,-5005,-97530,95674,2194,-97529,-34503,1987,-97528,-34587,1811,-97528,96016,2222,-97529,94575,2745,-97528,94746,3493,-97528,97649,1651,-97529,-40438,-7355,-97527,-60663,2052,-97528,-58798,1909,-97528,-58782,1945,-97528,-40745,-7799,-97526,91385,4194,-97527,-99998,98705,-99998,98563,-99998,98584
100,99317,-48708,-50595,99946,-65331,-29035,-49290,-7543,-92651,98214,4693,-92648,-36041,-536,-92646,-35961,-708,-92646,97982,4722,-92648,96564,5256,-92647,96272,6022,-92646,98903,4137,-92649,-44287,-9950,-92642,-60056,-473,-92645,-58335,-612,-92645,-58552,-578,-92645,-45381,-10405,-92641,95388,6741,-92643,-99670,98705,-99688,98563,-99689,98584
150,99820,-47692,-52333,99998,-63543,-31674,-51376,-10018,-87893,99299,7129,-87888,-36981,-2997,-87885,-37173,-3165,-87885,99003,7159,-87888,97829,7706,-87887,97299,8490,-87885,99624,6562,-87890,-46457,-12481,-87878,-59003,-2935,-87883,-57425,-3071,-87884,-57584,-3037,-87883,-47679,-12946,-87875,97074,9226,-87880,-98993,98456,-99039,98305,-99037,98321
200,99873,-46194,-53985,99730,-61436,-34176,-53194,-12432,-83252,99485,9505,-83246,-36509,-5396,-83241,-36728,-5560,-83242,99094,9536,-83246,97756,10094,-83244,97446,10895,-83241,99730,8926,-83248,-48176,-14948,-83232,-57882,-5336,-83239,-56542,-5469,-83239,-56760,-5436,-83239,-49377,-15424,-83228,97529,11648,-83235,-98287,98069,-98349,97907,-98338,97916
250,99998,-44756,-55636,99269,-59156,-36570,-55013,-14784,-78726,99836,11821,-78718,-36054,-7735,-78712,-36311,-7894,-78713,99559,11852,-78718,98507,12422,-78716,98052,13240,-78712,99977,11230,-78720,-49997,-17353,-78700,-56859,-7676,-78710,-55906,-7805,-78710,-56187,-7773,-78709,-51218,-17839,-78696,98293,14009,-78704,-97560,97802,-97638,97636,-97617,97644
300,99903,-43171,-57206,98648,-56726,-38877,-56680,-17077,-74312,99712,14077,-74302,-35261,-10014,-74295,-35528,-10169,-74296,99503,14109,-74302,98444,14691,-74299,98154,15524,-74294,99904,13475,-74305,-51659,-19697,-74281,-55878,-9956,-74292,-55356,-10082,-74292,-55752,-10051,-74291,-52784,-20193,-74275,98309,16310,-74285,-96814,97547,-96909,97379,-96877,97387
350,99894,-41619,-58801,97894,-54178,-41108,-58404,-19311,-70006,99908,16276,-69995,-34475,-12233,-69987,-34738,-12385,-69988,99783,16308,-69995,98921,16900,-69992,98609,17750,-69986,99999,15662,-69998,-53519,-21981,-69970,-54988,-12176,-69983,-54942,-12300,-69983,-55458,-12270,-69983,-54662,-22486,-69963,98892,18551,-69975,-96051,97296,-96160,97126,-96119,97134
400,99749,-40014,-60324,96997,-51509,-43263,-60006,-21486,-65807,99725,18416,-65794,-33588,-14394,-65785,-33851,-14543,-65786,99784,18450,-65794,99102,19052,-65790,98831,19917,-65784,99899,17792,-65798,-55221,-24206,-65766,-54141,-14338,-65781,-54526,-14459,-65781,-55158,-14430,-65780,-56236,-24720,-65758,98872,20734,-65772,-95270,97046,-95393,96874,-95343,96883
450,99659,-38418,-61881,95963,-48725,-45340,-61701,-23605,-61712,99882,20500,-61697,-32718,-16498,-61687,-32968,-16643,-61688,99930,20534,-61697,99302,21147,-61693,99137,22027,-61686,99908,19866,-61701,-57171,-26372,-61665,-53389,-16443,-61682,-54132,-16561,-61683,-54874,-16533,-61682,-58209,-26895,-61657,99373,22859,-61672,-94474,96796,-94607,96621,-94550,96631
