Time,SBUS A          V-node,SBUS B          V-node,SBUS C          V-node,SBUS A 25   A I-branch,SBUS B 25   B I-branch,SBUS C 25   C I-branch,TACS   PV001A I-branch,TACS   PV001X I-branch,TACS   PV001I I-branch,TACS   PV002A I-branch,TACS   PV002X I-branch,TACS   PV002I I-branch,TACS   PV003A I-branch,TACS   PV003X I-branch,TACS   PV003I I-branch,TACS   PV004A I-branch,TACS   PV004X I-branch,TACS   PV004I I-branch,TACS   PV005A I-branch,TACS   PV005X I-branch,TACS   PV005I I-branch,TACS   PV006A I-branch,TACS   PV006X I-branch,TACS   PV006I I-branch,TACS   PV007A I-branch,TACS   PV007X I-branch,TACS   PV007I I-branch,TACS   PV008A I-branch,TACS   PV008X I-branch,TACS   PV008I I-branch,TACS   PV009A I-branch,TACS   PV009X I-branch,TACS   PV009I I-branch,TACS   PV010A I-branch,TACS   PV010X I-branch,TACS   PV010I I-branch,TACS   PV011A I-branch,TACS   PV011X I-branch,TACS   PV011I I-branch,TACS   PV012A I-branch,TACS   PV012X I-branch,TACS   PV012I I-branch,TACS   PV013A I-branch,TACS   PV013X I-branch,TACS   PV013I I-branch,TACS   PV014A I-branch,TACS   PV014X I-branch,TACS   PV014I I-branch,TACS   PV001V I-branch,TACS   PV001W I-branch,TACS   PV009V I-branch,TACS   PV009W I-branch,TACS   PV013V I-branch,TACS   PV013W I-branch
0,95881,-50406,-46376,98274,-67716,-23197,574,-758,-99999,2851,929,-99999,398,3265,-99999,-1324,3086,-99999,4426,957,-99999,7365,1473,-99999,8202,2212,-99999,905,392,-99999,-12738,-4237,-99999,-8119,3330,-99999,-5484,3185,-99999,-1215,3222,-99999,-9737,-4901,-99999,-3445,2904,-99999,-99999,-44337,-99999,49613,-99999,-11294
50,95916,-48823,-47976,99296,-66644,-26182,-46364,-2007,-97530,95674,2194,-97529,-44652,1987,-97528,-47256,1811,-97528,96016,2222,-97529,94575,2745,-97528,94746,3493,-97528,97649,1651,-97529,-49269,-5528,-97527,-47590,2052,-97528,-47202,1909,-97528,-41288,1945,-97528,-38812,-6201,-97526,61409,4194,-97527,-99998,-21326,-99999,61131,-99999,6401
100,96674,-47789,-49767,99946,-65331,-29035,-48996,-4472,-92651,98214,4693,-92648,-46871,-536,-92646,-49269,-708,-92646,97982,4722,-92648,96564,5256,-92647,96272,6022,-92646,98903,4137,-92649,-52547,-8079,-92642,-47032,-473,-92645,-46773,-612,-92645,-41083,-578,-92645,-41962,-8768,-92641,64536,6741,-92643,-99665,-21326,-99999,61131,-99999,6401
150,97162,-46790,-51472,99998,-63543,-31674,-51093,-6877,-87893,99299,7129,-87888,-48228,-2997,-87885,-51044,-3165,-87885,99003,7159,-87888,97829,7706,-87887,97299,8490,-87885,99624,6562,-87890,-54395,-10567,-87878,-46065,-2935,-87883,-45930,-3071,-87884,-40222,-3037,-87883,-43525,-11272,-87875,65852,9226,-87880,-98978,-21355,-99999,61116,-99999,6378
200,97213,-45316,-53092,99730,-61436,-34176,-52922,-9222,-83252,99485,9505,-83246,-47547,-5396,-83241,-50393,-5560,-83242,99094,9536,-83246,97756,10094,-83244,97446,10895,-83241,99730,8926,-83248,-55859,-12992,-83232,-45035,-5336,-83239,-45111,-5469,-83239,-39488,-5436,-83239,-44678,-13713,-83228,66208,11648,-83235,-98261,-21400,-99999,61093,-99999,6342
250,97335,-43901,-54711,99269,-59156,-36570,-54752,-11507,-78726,99836,11821,-78718,-46890,-7735,-78712,-49781,-7894,-78713,99559,11852,-78718,98507,12422,-78716,98052,13240,-78712,99977,11230,-78720,-57410,-15356,-78700,-44095,-7676,-78710,-44521,-7805,-78710,-38978,-7773,-78709,-45930,-16092,-78696,66804,14009,-78704,-97523,-21431,-99999,61078,-99999,6317
300,97242,-42342,-56251,98648,-56726,-38877,-56428,-13734,-74312,99712,14077,-74302,-45745,-10014,-74295,-48634,-10169,-74296,99503,14109,-74302,98444,14691,-74299,98154,15524,-74294,99904,13475,-74305,-58825,-17661,-74281,-43194,-9956,-74292,-44012,-10082,-74292,-38591,-10051,-74291,-46994,-18411,-74275,66817,16310,-74285,-96767,-21460,-99999,61063,-99999,6294
350,97233,-40815,-57815,97894,-54178,-41108,-58163,-15904,-70006,99908,16276,-69995,-44612,-12233,-69987,-47477,-12385,-69988,99783,16308,-69995,98921,16900,-69992,98609,17750,-69986,99999,15662,-69998,-60410,-19906,-69970,-42376,-12176,-69983,-43627,-12300,-69983,-38330,-12270,-69983,-48270,-20671,-69963,67272,18551,-69975,-95992,-21489,-99999,61048,-99999,6272
400,97093,-39236,-59309,96997,-51509,-43263,-59773,-18018,-65807,99725,18416,-65794,-43332,-14394,-65785,-46177,-14543,-65786,99784,18450,-65794,99102,19052,-65790,98831,19917,-65784,99899,17792,-65798,-61859,-22092,-65766,-41599,-14338,-65781,-43242,-14459,-65781,-38062,-14430,-65780,-49340,-22871,-65758,67257,20734,-65772,-95199,-21518,-99999,61033,-99999,6250
450,97006,-37666,-60836,95963,-48725,-45340,-61479,-20076,-61712,99882,20500,-61697,-42077,-16498,-61687,-44883,-16643,-61688,99930,20534,-61697,99302,21147,-61693,99137,22027,-61686,99908,19866,-61701,-63521,-24222,-61665,-40907,-16443,-61682,-42877,-16561,-61683,-37810,-16533,-61682,-50680,-25015,-61657,67648,22859,-61672,-94391,-21547,-99999,61019,-99999,6227
500,96825,-36070,-62299,94780,-45824,-47332,-63063,-22080,-57717,99676,22529,-57701,-40746,-18544,-57691,-43525,-18685,-57691,99971,22563,-57701,99647,23186,-57697,99420,24081,-57689,99789,21884,-57706,-65002,-26295,-57666,-40227,-18490,-57685,-42411,-18606,-57685,-37427,-18579,-57684,-51763,-27101,-57657,67630,24927,-57674,-93566,-21576,-99999,61004,-99999,6205
550,96662,-34462,-63788,93451,-42812,-49235,-64744,-24030,-53822,99787,24502,-53804,-39437,-20534,-53792,-42175,-20672,-53793,99999,24537,-53804,99637,25170,-53799,99575,26079,-53791,99716,23847,-53809,-66709,-28313,-53766,-39636,-20481,-53786,-41902,-20596,-53787,-36991,-20569,-53786,-53141,-29132,-53756,67942,26939,-53774,-92726,-21605,-99999,60989,-99999,6182
600,96424,-32839,-65223,91972,-39690,-51037,-66322,-25927,-50022,99538,26421,-50003,-38066,-22468,-49991,-40772,-22603,-49992,99993,26456,-50003,99950,27099,-49998,99805,28022,-49989,99545,25756,-50009,-68219,-30276,-49962,-39028,-22416,-49984,-41236,-22529,-49984,-36354,-22504,-49983,-54246,-31108,-49951,67879,28896,-49971,-91871,-21634,-99999,60975,-99999,6160
650,96182,-31187,-66667,90348,-36467,-52738,-67954,-27773,-46317,99576,28286,-46296,-36707,-24347,-46283,-39374,-24478,-46284,99941,28322,-46296,99869,28975,-46291,99856,29911,-46281,99391,27612,-46302,-69913,-32187,-46252,-38498,-24296,-46275,-40511,-24408,-46276,-35661,-24385,-46275,-55608,-33031,-46240,68108,30798,-46261,-91001,-21663,-99999,60960,-99999,6137
700,95874,-29538,-68073,88581,-33146,-54326,-69532,-29569,-42703,99272,30098,-42681,-35293,-26170,-42666,-37924,-26298,-42667,99830,30136,-42681,99999,30797,-42675,99966,31746,-42664,99143,29415,-42687,-71442,-34045,-42633,-37938,-26121,-42658,-39633,-26233,-42659,-34766,-26211,-42658,-56738,-34901,-42621,67981,32647,-42643,-90116,-21692,-99999,60945,-99999,6114
750,95556,-27845,-69462,86675,-29735,-55806,-71092,-31314,-39178,99218,31859,-39155,-33890,-27939,-39139,-36483,-28064,-39140,99735,31897,-39155,99966,32568,-39148,99976,33530,-39137,98915,31167,-39161,-73070,-35852,-39104,-37428,-27893,-39131,-38724,-28004,-39132,-33864,-27983,-39130,-58043,-36719,-39091,68136,34443,-39115,-89218,-21721,-99999,60930,-99999,6092
800,95182,-26173,-70833,84630,-26237,-57170,-72654,-33011,-35740,98871,33568,-35715,-32436,-29653,-35699,-34993,-29775,-35700,99526,33607,-35715,99902,34287,-35709,99988,35261,-35697,98595,32868,-35722,-74586,-37609,-35662,-36881,-29612,-35690,-37706,-29722,-35691,-32806,-29702,-35689,-59174,-38486,-35648,67975,36187,-35673,-88306,-21750,-99999,60915,-99999,6069
850,94792,-24454,-72162,82448,-22656,-58422,-74137,-34659,-32387,98717,35227,-32361,-31008,-31313,-32344,-33524,-31433,-32345,99400,35267,-32361,99936,35956,-32354,99992,36942,-32341,98298,34518,-32368,-76125,-39316,-32305,-36358,-31278,-32335,-36707,-31387,-32336,-31815,-31368,-32334,-60406,-40204,-32290,68070,37879,-32317,-87381,-21779,-99999,60900,-99999,6046
900,94361,-22766,-73484,80127,-18991,-59561,-75646,-36260,-29117,98357,36836,-29090,-29523,-32919,-29072,-32007,-33036,-29073,99149,36877,-29090,99793,37574,-29082,99983,38573,-29069,97932,36118,-29097,-77572,-40975,-29031,-35783,-32891,-29062,-35650,-32999,-29063,-30723,-32981,-29061,-61496,-41873,-29015,67929,39522,-29043,-86444,-21808,-99999,60885,-99999,6023
