Time,SBUS A          V-node,SBUS B          V-node,SBUS C          V-node,SBUS A 25   A I-branch,SBUS B 25   B I-branch,SBUS C 25   C I-branch,TACS   PV001A I-branch,TACS   PV001X I-branch,TACS   PV001I I-branch,TACS   PV002A I-branch,TACS   PV002X I-branch,TACS   PV002I I-branch,TACS   PV003A I-branch,TACS   PV003X I-branch,TACS   PV003I I-branch,TACS   PV004A I-branch,TACS   PV004X I-branch,TACS   PV004I I-branch,TACS   PV005A I-branch,TACS   PV005X I-branch,TACS   PV005I I-branch,TACS   PV006A I-branch,TACS   PV006X I-branch,TACS   PV006I I-branch,TACS   PV007A I-branch,TACS   PV007X I-branch,TACS   PV007I I-branch,TACS   PV008A I-branch,TACS   PV008X I-branch,TACS   PV008I I-branch,TACS   PV009A I-branch,TACS   PV009X I-branch,TACS   PV009I I-branch,TACS   PV010A I-branch,TACS   PV010X I-branch,TACS   PV010I I-branch,TACS   PV011A I-branch,TACS   PV011X I-branch,TACS   PV011I I-branch,TACS   PV012A I-branch,TACS   PV012X I-branch,TACS   PV012I I-branch,TACS   PV013A I-branch,TACS   PV013X I-branch,TACS   PV013I I-branch,TACS   PV014A I-branch,TACS   PV014X I-branch,TACS   PV014I I-branch,TACS   PV001V I-branch,TACS   PV001W I-branch,TACS   PV009V I-branch,TACS   PV009W I-branch,TACS   PV013V I-branch,TACS   PV013W I-branch
0,98494,-51561,-47059,98387,-66450,-26036,741,-15876,-99999,2903,13312,-99999,-3574,2939,-99999,-3542,3043,-99999,4428,13291,-99999,7367,13889,-99999,8204,14828,-99999,908,12516,-99999,2452,-15444,-99999,-17703,1389,-99999,-13813,1428,-99999,-13789,1264,-99999,2405,-15294,-99999,-14831,15431,-99999,-99999,-99999,-99999,-99999,-99999,-83303
50,98531,-49945,-48694,99342,-65336,-28604,-46276,-17356,-97514,95764,14733,-97494,-52627,1573,-97464,-52718,1678,-97465,96016,14711,-97493,94575,15318,-97490,94746,16273,-97486,97649,13927,-97497,-40438,-16947,-97510,-60672,23,-97445,-58826,60,-97446,-58839,-105,-97444,-28740,-16801,-97510,50435,16891,-97482,-99998,98730,-99998,98623,-99998,27177
100,99315,-48890,-50522,99949,-63972,-31059,-48911,-20281,-92603,98304,17538,-92546,-55043,-1126,-92457,-54873,-1018,-92459,97982,17516,-92543,96564,18142,-92532,96272,19129,-92522,98903,16714,-92555,-44287,-19917,-92594,-60065,-2676,-92400,-58363,-2641,-92401,-58609,-2810,-92395,-32115,-19777,-92591,53582,19774,-92509,-99664,98730,-99682,98623,-99752,27177
150,99820,-47870,-52263,99998,-62113,-33329,-51012,-23133,-87814,99389,20274,-87720,-56521,-3758,-87573,-56773,-3648,-87576,99003,20251,-87715,97829,20896,-87696,97299,21914,-87680,99624,19431,-87735,-46456,-22813,-87799,-59012,-5308,-87479,-57453,-5275,-87481,-57641,-5447,-87471,-33788,-22680,-87795,54907,22586,-87659,-98976,98481,-99021,98365,-99232,27031
200,99873,-46366,-53917,99748,-59923,-35481,-52844,-25914,-83143,99576,22941,-83012,-55779,-6324,-82810,-56076,-6211,-82814,99094,22919,-83006,97756,23581,-82980,97446,24629,-82958,99730,22080,-83033,-48176,-25636,-83122,-57891,-7874,-82680,-56569,-7843,-82683,-56816,-8018,-82668,-35024,-25510,-83116,55265,25327,-82929,-98259,98094,-98319,97966,-98675,26805
250,99999,-44922,-55570,99317,-57554,-37540,-54677,-28625,-78587,99927,25541,-78422,-55064,-8826,-78164,-55421,-8710,-78170,99559,25518,-78413,98507,26198,-78381,98052,27275,-78352,99977,24663,-78448,-49996,-28389,-78561,-56868,-10375,-77999,-55933,-10346,-78003,-56243,-10524,-77985,-36365,-28269,-78554,55865,28000,-78316,-97521,97827,-97595,97695,-98100,26654
300,99903,-43331,-57142,98737,-55029,-39526,-56356,-31267,-74144,99803,28074,-73944,-53817,-11263,-73633,-54193,-11145,-73640,99503,28051,-73934,98444,28748,-73895,98154,29854,-73860,99904,27179,-73976,-51658,-31071,-74112,-55887,-12812,-73434,-55384,-12785,-73439,-55807,-12966,-73416,-37505,-30958,-74103,55878,30604,-73816,-96763,97572,-96851,97438,-97509,26511
350,99894,-41773,-58740,98032,-52381,-41444,-58093,-33840,-69810,99998,30542,-69577,-52583,-13637,-69214,-52954,-13517,-69222,99783,30519,-69565,98921,31233,-69520,98609,32366,-69479,99999,29631,-69614,-53518,-33685,-69773,-54997,-15185,-68981,-54969,-15160,-68987,-55514,-15345,-68961,-38872,-33577,-69763,56336,33140,-69428,-95987,97320,-96089,97185,-96905,26370
400,99749,-40161,-60266,97194,-49607,-43298,-59707,-36347,-65584,99816,32946,-65318,-51190,-15949,-64904,-51563,-15826,-64913,99784,32922,-65304,99102,33652,-65252,98831,34813,-65206,99899,32018,-65360,-55220,-36230,-65541,-54150,-17496,-64639,-54553,-17473,-64645,-55213,-17661,-64615,-40017,-36129,-65530,56320,35611,-65148,-95194,97070,-95308,96933,-96286,26230
450,99658,-38559,-61825,96227,-46714,-45085,-61415,-38788,-61461,99973,35285,-61164,-49823,-18199,-60700,-50178,-18074,-60710,99930,35262,-61149,99302,36007,-61091,99137,37194,-61039,99908,34342,-61212,-57171,-38709,-61414,-53398,-19745,-60403,-54159,-19725,-60410,-54929,-19916,-60377,-41454,-38613,-61401,56714,38016,-60974,-94385,96821,-94507,96681,-95654,26090
500,99471,-36930,-63318,95121,-43699,-46799,-63002,-41165,-57441,99767,37562,-57112,-48375,-20387,-56601,-48724,-20261,-56612,99971,37539,-57096,99647,38300,-57031,99420,39512,-56974,99789,36604,-57165,-58910,-41123,-57389,-52657,-21934,-56273,-53657,-21916,-56280,-54498,-22110,-56244,-42613,-41032,-57375,56696,40357,-56902,-93559,96571,-93688,96428,-95006,25950
550,99303,-35289,-64839,93879,-40569,-48436,-64685,-43478,-53520,99878,39778,-53161,-46949,-22516,-52602,-47278,-22387,-52614,99999,39754,-53143,99637,40530,-53073,99575,41767,-53010,99716,38804,-53219,-60914,-43472,-53463,-52014,-24062,-52244,-53107,-24047,-52252,-54008,-24244,-52212,-44089,-43387,-53448,57010,42634,-52932,-92718,96322,-92849,96174,-94345,25810
600,99056,-33633,-66304,92496,-37324,-49986,-66266,-45729,-49696,99629,41932,-49307,-45456,-24584,-48702,-45776,-24453,-48715,99993,41908,-49288,99950,42699,-49211,99805,43961,-49144,99545,40944,-49369,-62687,-45758,-49634,-51352,-26130,-48315,-52388,-26118,-48324,-53293,-26318,-48281,-45273,-45678,-49617,56947,44849,-49059,-91862,96072,-91990,95919,-93668,25669
650,98806,-31947,-67778,90979,-33975,-51449,-67901,-47918,-45966,99667,44026,-45548,-43976,-26594,-44899,-44279,-26461,-44913,99941,44002,-45527,99869,44807,-45446,99856,46093,-45373,99391,43024,-45615,-64676,-47982,-45899,-50775,-28139,-44482,-51607,-28131,-44492,-52514,-28334,-44446,-46732,-47907,-45882,57177,47002,-45282,-90991,95822,-91112,95663,-92978,25528
700,98487,-30263,-69214,89327,-30524,-52816,-69482,-50048,-42328,99363,46061,-41883,-42436,-28544,-41189,-42727,-28409,-41204,99830,46037,-41860,99998,46856,-41773,99966,48165,-41695,99143,45045,-41954,-66472,-50145,-42257,-50165,-30091,-40745,-50659,-30086,-40755,-51508,-30292,-40706,-47942,-50075,-42238,57050,49094,-41598,-90105,95571,-90215,95407,-92273,25386
750,98158,-28536,-70632,87546,-26979,-54089,-71044,-52118,-38780,99308,48038,-38307,-40909,-30436,-37571,-41184,-30299,-37587,99735,48014,-38283,99966,48847,-38191,99976,50178,-38109,98915,47008,-38383,-68383,-52249,-38705,-49610,-31985,-37099,-49678,-31983,-37111,-50493,-32192,-37058,-49340,-52183,-38685,57206,51127,-38005,-89206,95321,-89299,95150,-91554,25244
800,97770,-26830,-72032,85634,-23344,-55262,-72609,-54130,-35320,98962,49957,-34820,-39326,-32269,-34043,-39589,-32131,-34059,99526,49933,-34795,99902,50780,-34697,99988,52133,-34610,98595,48914,-34900,-70162,-54294,-35240,-49015,-33822,-33544,-48580,-33823,-33556,-49303,-34035,-33500,-50552,-54233,-35219,57043,53101,-34501,-88293,95071,-88365,94892,-90822,25102
850,97367,-25076,-73389,83596,-19622,-56339,-74094,-56086,-31945,98808,51819,-31419,-37771,-34045,-30601,-38016,-33905,-30619,99400,51795,-31393,99936,52656,-31290,99992,54030,-31198,98298,50763,-31504,-71969,-56281,-31861,-48445,-35602,-30076,-47502,-35606,-30089,-48189,-35821,-30030,-51871,-56224,-31839,57138,55017,-31083,-87367,94820,-87413,94635,-90077,24960
900,96921,-23352,-74739,81426,-15814,-57319,-75606,-57985,-28653,98447,53626,-28102,-36154,-35762,-27244,-36392,-35621,-27263,99149,53602,-28075,99793,54475,-27967,99983,55870,-27871,97932,52557,-28191,-73668,-58212,-28566,-47819,-37327,-26694,-46361,-37333,-26707,-46962,-37550,-26646,-53039,-58160,-28542,56997,56875,-27750,-86429,94570,-86445,94377,-89319,24817
950,96449,-21590,-76034,79126,-11918,-58206,-77025,-59830,-25443,98194,55377,-24867,-34592,-37422,-23971,-34805,-37279,-23990,98975,55354,-24838,99822,56240,-24725,99968,57655,-24625,97566,54297,-24959,-75375,-60088,-25351,-47205,-38997,-23396,-45296,-39004,-23410,-45884,-39223,-23346,-54285,-60039,-25327,57033,58678,-24499,-85479,94319,-85460,94120,-88549,24675
1000,95954,-19852,-77321,76689,-7936,-59004,-78445,-61621,-22312,97843,57074,-21712,-32949,-39025,-20778,-33166,-38880,-20798,98734,57051,-21682,99722,57950,-21564,99998,59385,-21460,97173,55982,-21808,-76936,-61910,-22217,-46503,-40612,-20179,-44191,-40618,-20193,-44727,-40841,-20127,-55364,-61864,-22191,56952,60424,-21328,-84518,94069,-84461,93863,-87768,24533
1050,95411,-18088,-78555,74117,-3862,-59716,-79805,-63358,-19258,97491,58717,-18635,-31387,-40569,-17664,-31568,-40423,-17685,98480,58696,-18603,99653,59607,-18481,99925,61060,-18373,96732,57613,-18735,-78553,-63678,-19159,-45815,-42172,-17041,-43193,-42178,-17056,-43750,-42402,-16987,-56544,-63636,-19133,56916,62116,-18236,-83546,93820,-83448,93606,-86977,24391
1100,94863,-16335,-79770,71404,300,-60349,-81113,-65044,-16280,97146,60308,-15633,-29719,-42055,-14627,-29917,-41908,-14648,98247,60287,-15601,99615,61211,-15474,99975,62683,-15362,96308,59192,-15737,-79953,-65393,-16177,-45002,-43679,-13981,-42139,-43682,-13997,-42685,-43909,-13925,-57515,-65355,-16150,56880,63754,-15220,-82566,93570,-82422,93350,-86176,24250
1150,94242,-14564,-80940,68557,4550,-60908,-82408,-66680,-13375,96690,61846,-12706,-28143,-43482,-11665,-28294,-43334,-11687,97887,61826,-12672,99397,62763,-12541,99794,64252,-12425,95781,60719,-12813,-81476,-67058,-13269,-44206,-45131,-10997,-41182,-45131,-11013,-41778,-45360,-10938,-58623,-67022,-13240,56748,65340,-12279,-81576,93322,-81385,93095,-85366,24108
1200,93622,-12789,-82081,65577,8883,-61401,-83608,-68265,-10542,96318,63333,-9851,-26438,-44850,-8776,-26618,-44701,-8799,97592,63314,-9816,99304,64263,-9681,99753,65770,-9561,95294,62195,-9962,-82740,-68671,-10432,-43266,-46529,-8086,-40131,-46525,-8102,-40739,-46757,-8026,-59502,-68639,-10403,56684,66872,-9410,-80578,93074,-80337,92841,-84549,23968
1250,92911,-10992,-83183,62475,13292,-61832,-84824,-69800,-7779,95741,64770,-7067,-24819,-46159,-5958,-24943,-46008,-5982,97106,64752,-7031,98931,65713,-6891,99416,67237,-6767,94664,63621,-7181,-84151,-70236,-7666,-42329,-47872,-5247,-39131,-47863,-5264,-39797,-48099,-5185,-60520,-70206,-7635,56422,68353,-6612,-79573,92826,-79280,92588,-83725,23828
1300,92193,-9186,-84253,59264,17764,-62206,-85934,-71288,-5084,95287,66155,-4351,-23055,-47406,-3210,-23215,-47255,-3234,96648,66139,-4314,98604,67113,-4170,99140,68654,-4043,94064,64996,-4469,-85325,-71751,-4967,-41254,-49161,-2478,-37996,-49147,-2495,-38671,-49386,-2414,-61344,-71724,-4936,56228,69783,-3883,-78562,92580,-78214,92336,-82894,23688
1350,91376,-7344,-85283,55961,22285,-62531,-87056,-72728,-2456,94566,67492,-1702,-21360,-48591,-530,-21460,-48439,-555,96013,67477,-1664,98074,68463,-1517,98599,70020,-1386,93312,66322,-1823,-86614,-73219,-2336,-40154,-50395,222,-36849,-50375,205,-37572,-50618,288,-62259,-73194,-2304,55794,71163,-1221,-77544,92334,-77141,92085,-82058,23549
1400,90538,-5494,-86283,52588,26837,-62810,-88092,-74122,108,93976,68779,881,-19511,-49712,2085,-19650,-49559,2059,95314,68766,920,97388,69764,1071,97979,71337,1206,92557,67598,757,-87734,-74640,231,-38939,-51574,2856,-35549,-51547,2838,-36254,-51793,2924,-63054,-74616,264,55386,72493,1375,-76522,92089,-76060,91835,-81216,23411
