Time,SBUS A          V-node,SBUS B          V-node,SBUS C          V-node,SBUS A 25   A I-branch,SBUS B 25   B I-branch,SBUS C 25   C I-branch,TACS   PV001A I-branch,TACS   PV001X I-branch,TACS   PV001I I-branch,TACS   PV002A I-branch,TACS   PV002X I-branch,TACS   PV002I I-branch,TACS   PV003A I-branch,TACS   PV003X I-branch,TACS   PV003I I-branch,TACS   PV004A I-branch,TACS   PV004X I-branch,TACS   PV004I I-branch,TACS   PV005A I-branch,TACS   PV005X I-branch,TACS   PV005I I-branch,TACS   PV006A I-branch,TACS   PV006X I-branch,TACS   PV006I I-branch,TACS   PV007A I-branch,TACS   PV007X I-branch,TACS   PV007I I-branch,TACS   PV008A I-branch,TACS   PV008X I-branch,TACS   PV008I I-branch,TACS   PV009A I-branch,TACS   PV009X I-branch,TACS   PV009I I-branch,TACS   PV010A I-branch,TACS   PV010X I-branch,TACS   PV010I I-branch,TACS   PV011A I-branch,TACS   PV011X I-branch,TACS   PV011I I-branch,TACS   PV012A I-branch,TACS   PV012X I-branch,TACS   PV012I I-branch,TACS   PV013A I-branch,TACS   PV013X I-branch,TACS   PV013I I-branch,TACS   PV014A I-branch,TACS   PV014X I-branch,TACS   PV014I I-branch,TACS   PV001V I-branch,TACS   PV001W I-branch,TACS   PV009V I-branch,TACS   PV009W I-branch,TACS   PV013V I-branch,TACS   PV013W I-branch
0,98494,-51542,-47104,98233,-62994,-24372,390,173,-99999,2357,-741,-99999,-2969,2,-99999,-2975,2,-99999,4021,-742,-99999,6951,-735,-99999,7850,-728,-99999,905,-479,-99999,2147,173,-99999,-16962,2,-99999,-13021,1,-99999,-12950,3,-99999,-1383,175,-99999,-105,-739,-99999,-99999,-99999,-99999,-99999,-99999,-96435
50,98531,-49927,-48737,99280,-61959,-27312,-46463,-1064,-97530,94734,503,-97530,-51736,-1233,-97530,-51882,-1233,-97530,95256,502,-97530,93824,509,-97530,94113,516,-97530,97649,762,-97530,-40615,-1064,-97530,-59661,-1232,-97530,-57720,-1234,-97530,-57668,-1232,-97530,-22105,-1061,-97530,50034,505,-97530,-99998,98680,-99998,98508,-99999,-45507
100,99315,-48872,-50564,99944,-60693,-30121,-49089,-3507,-92653,97262,2961,-92653,-54137,-3672,-92653,-54024,-3671,-92653,97214,2960,-92653,95805,2967,-92653,95634,2973,-92653,98903,3213,-92653,-44453,-3507,-92653,-59058,-3671,-92653,-57260,-3673,-92653,-57439,-3671,-92653,-24351,-3505,-92653,52452,2962,-92652,-99665,98680,-99685,98508,-99808,-45507
150,99820,-47853,-52303,99998,-58967,-32720,-51183,-5889,-87896,98341,5357,-87896,-55606,-6050,-87896,-55915,-6050,-87896,98231,5356,-87896,97066,5363,-87896,96657,5369,-87895,99624,5603,-87896,-46616,-5889,-87896,-58011,-6049,-87896,-56356,-6051,-87896,-56478,-6049,-87896,-25464,-5887,-87896,53469,5358,-87895,-98979,98431,-99028,98250,-99406,-45574
200,99873,-46349,-53956,99724,-56933,-35184,-53009,-8212,-83257,98527,7694,-83257,-54869,-8369,-83257,-55222,-8368,-83257,98322,7693,-83257,96993,7699,-83256,96804,7706,-83256,99730,7934,-83257,-48330,-8212,-83256,-56897,-8368,-83257,-55479,-8370,-83257,-55659,-8368,-83257,-26287,-8210,-83256,53744,7695,-83255,-98263,98044,-98332,97852,-98975,-45678
250,99998,-44906,-55608,99252,-54733,-37540,-54835,-10477,-78732,98875,9971,-78732,-54157,-10629,-78732,-54570,-10629,-78732,98785,9970,-78732,97741,9976,-78732,97408,9983,-78730,99977,10205,-78732,-50145,-10476,-78731,-55881,-10628,-78732,-54847,-10630,-78732,-55090,-10628,-78732,-27178,-10474,-78731,54206,9972,-78729,-97526,97777,-97614,97581,-98531,-45748
300,99903,-43315,-57179,98616,-52388,-39813,-56508,-12683,-74319,98752,12190,-74319,-52919,-12831,-74319,-53349,-12831,-74319,98730,12190,-74319,97679,12195,-74318,97510,12202,-74317,99904,12419,-74319,-51802,-12683,-74318,-54906,-12830,-74319,-54301,-12832,-74319,-54658,-12830,-74319,-27937,-12681,-74318,54215,12192,-74316,-96770,97522,-96876,97324,-98074,-45814
350,99894,-41758,-58775,97844,-49928,-42009,-58240,-14833,-70015,98947,14352,-70014,-51692,-14976,-70015,-52117,-14976,-70015,99009,14351,-70014,98154,14357,-70014,97963,14363,-70012,99999,14575,-70015,-53657,-14833,-70014,-54021,-14975,-70015,-53889,-14977,-70015,-54367,-14975,-70015,-28847,-14831,-70014,54567,14354,-70011,-95996,97271,-96120,97071,-97607,-45879
400,99749,-40147,-60299,96926,-47352,-44131,-59847,-16927,-65817,98765,16458,-65816,-50307,-17065,-65817,-50733,-17065,-65817,99010,16457,-65816,98334,16462,-65816,98185,16468,-65814,99899,16675,-65817,-55354,-16927,-65816,-53180,-17063,-65817,-53476,-17065,-65817,-54068,-17064,-65817,-29609,-16925,-65816,54555,16459,-65813,-95205,97021,-95345,96819,-97129,-45943
450,99658,-38546,-61857,95867,-44665,-46177,-61549,-18966,-61723,98921,18507,-61722,-48947,-19098,-61723,-49355,-19098,-61723,99155,18506,-61722,98534,18512,-61722,98490,18518,-61720,99908,18719,-61722,-57299,-18967,-61721,-52432,-19095,-61723,-53085,-19098,-61723,-53787,-19097,-61723,-30564,-18965,-61721,54858,18509,-61718,-94397,96771,-94551,96567,-96640,-46008
500,99471,-36917,-63349,94655,-41866,-48138,-63131,-20951,-57730,98716,20502,-57729,-47508,-21076,-57730,-47909,-21076,-57730,99195,20501,-57729,98877,20506,-57728,98772,20512,-57726,99789,20708,-57729,-59032,-20952,-57728,-51696,-21073,-57730,-52586,-21076,-57730,-53359,-21075,-57730,-31336,-20950,-57728,54843,20504,-57724,-93573,96522,-93737,96314,-96139,-46072
550,99303,-35277,-64868,93294,-38959,-50011,-64808,-22884,-53835,98827,22442,-53834,-46090,-22999,-53835,-46472,-22999,-53835,99223,22441,-53834,98867,22447,-53834,98926,22453,-53831,99716,22643,-53835,-61031,-22885,-53834,-51057,-22995,-53835,-52041,-23000,-53835,-52872,-22999,-53835,-32318,-22883,-53833,55085,22444,-53829,-92734,96272,-92905,96060,-95628,-46137
600,99056,-33621,-66332,91780,-35945,-51786,-66384,-24764,-50037,98580,24329,-50036,-44606,-24868,-50037,-44978,-24868,-50037,99218,24329,-50036,99178,24334,-50035,99155,24340,-50033,99545,24525,-50036,-62799,-24765,-50035,-50400,-24864,-50037,-51327,-24871,-50037,-52162,-24870,-50037,-33105,-24763,-50035,55037,24332,-50030,-91880,96023,-92053,95805,-95105,-46202
650,98806,-31936,-67805,90117,-32835,-53461,-68012,-26592,-46332,98617,26164,-46331,-43135,-26684,-46332,-43489,-26684,-46332,99165,26163,-46331,99098,26169,-46331,99206,26174,-46328,99391,26355,-46332,-64781,-26595,-46330,-49826,-26680,-46332,-50551,-26688,-46332,-51389,-26688,-46332,-34077,-26593,-46330,55213,26167,-46325,-91011,95773,-91182,95550,-94571,-46267
700,98488,-30253,-69240,88308,-29630,-55025,-69588,-28371,-42719,98315,27946,-42718,-41604,-28446,-42719,-41945,-28446,-42719,99055,27946,-42718,99227,27952,-42718,99316,27957,-42715,99143,28133,-42719,-66571,-28374,-42717,-49220,-28443,-42719,-49610,-28453,-42719,-50390,-28454,-42719,-34881,-28372,-42717,55115,27950,-42712,-90127,95522,-90292,95294,-94026,-46332
750,98158,-28526,-70657,86356,-26338,-56483,-71145,-30100,-39195,98260,29678,-39194,-40086,-30155,-39195,-40411,-30156,-39195,98961,29678,-39194,99194,29684,-39194,99326,29689,-39190,98915,29859,-39195,-68477,-30105,-39193,-48668,-30155,-39195,-48635,-30166,-39195,-49383,-30167,-39195,-35812,-30103,-39193,55235,29683,-39187,-89230,95272,-89383,95037,-93470,-46398
