Time,SBUS A          V-node,SBUS B          V-node,SBUS C          V-node,SBUS A 25   A I-branch,SBUS B 25   B I-branch,SBUS C 25   C I-branch,TACS   PV001A I-branch,TACS   PV001X I-branch,TACS   PV001I I-branch,TACS   PV002A I-branch,TACS   PV002X I-branch,TACS   PV002I I-branch,TACS   PV003A I-branch,TACS   PV003X I-branch,TACS   PV003I I-branch,TACS   PV004A I-branch,TACS   PV004X I-branch,TACS   PV004I I-branch,TACS   PV005A I-branch,TACS   PV005X I-branch,TACS   PV005I I-branch,TACS   PV006A I-branch,TACS   PV006X I-branch,TACS   PV006I I-branch,TACS   PV007A I-branch,TACS   PV007X I-branch,TACS   PV007I I-branch,TACS   PV008A I-branch,TACS   PV008X I-branch,TACS   PV008I I-branch,TACS   PV009A I-branch,TACS   PV009X I-branch,TACS   PV009I I-branch,TACS   PV010A I-branch,TACS   PV010X I-branch,TACS   PV010I I-branch,TACS   PV011A I-branch,TACS   PV011X I-branch,TACS   PV011I I-branch,TACS   PV012A I-branch,TACS   PV012X I-branch,TACS   PV012I I-branch,TACS   PV013A I-branch,TACS   PV013X I-branch,TACS   PV013I I-branch,TACS   PV014A I-branch,TACS   PV014X I-branch,TACS   PV014I I-branch,TACS   PV001V I-branch,TACS   PV001W I-branch,TACS   PV009V I-branch,TACS   PV009W I-branch,TACS   PV013V I-branch,TACS   PV013W I-branch
0,98377,-50043,-48566,30600,-639,-55469,581,-16078,-99999,-149,14753,-99999,5258,3390,-99999,5303,3493,-99999,93,14762,-99999,5137,15439,-99999,6312,16301,-99999,-111,13453,-99999,829,-14477,-99999,4935,2189,-99999,4995,2135,-99999,4993,1971,-99999,602,-14338,-99999,7768,16926,-99999,-99999,-99999,-99999,-99999,-99999,-99999
50,98384,-48437,-50189,30664,-214,-56933,-48183,-17581,-97511,81939,16195,-97487,-24346,2018,-97454,-24339,2123,-97454,81532,16207,-97485,81868,16902,-97478,82016,17785,-97474,82308,14877,-97493,-43504,-16007,-97506,-25176,824,-97425,-25128,766,-97426,-25158,600,-97423,-43713,-15871,-97505,81643,18429,-97469,-99998,98758,-99998,98665,-99998,98681
100,99369,-47669,-52081,30301,442,-58143,-51018,-20549,-92595,84449,19043,-92524,-26715,-691,-92426,-26669,-584,-92427,83507,19060,-92517,83833,19792,-92497,83537,20716,-92485,83581,17689,-92542,-47378,-19027,-92581,-24757,-1874,-92341,-24837,-1938,-92341,-24997,-2108,-92334,-48394,-18898,-92579,85559,21397,-92471,-99650,98758,-99661,98665,-99663,98681
150,99999,-46818,-53909,29235,1536,-58898,-53363,-23443,-87800,85532,21821,-87683,-28071,-3334,-87522,-28295,-3225,-87524,84529,21842,-87672,85010,22611,-87639,84530,23574,-87619,84316,20431,-87714,-49552,-21973,-87778,-24001,-4505,-87382,-24223,-4575,-87383,-24330,-4749,-87370,-50725,-21850,-87774,87354,24292,-87596,-98932,98508,-98957,98408,-98954,98419
200,99863,-45166,-55538,27887,2844,-59385,-55105,-26265,-83124,85288,24529,-82962,-27121,-5910,-82740,-27313,-5799,-82742,84299,24555,-82947,84644,25360,-82901,84399,26361,-82874,84173,23104,-83005,-51036,-24845,-83093,-23149,-7070,-82545,-23580,-7146,-82547,-23746,-7324,-82529,-52135,-24728,-83087,87225,27115,-82842,-98181,98120,-98211,98011,-98197,98016
250,99906,-43690,-57153,26466,4205,-59747,-56838,-29016,-78563,85415,27169,-78357,-26472,-8421,-78075,-26692,-8308,-78078,84603,27199,-78338,85251,28038,-78280,84835,29077,-78245,84279,25710,-78412,-52769,-27644,-78523,-22402,-9569,-77828,-23153,-9652,-77830,-23378,-9833,-77808,-53898,-27534,-78516,87662,29866,-78205,-97408,97853,-97444,97743,-97419,97746
300,99726,-42025,-58688,24961,5625,-60028,-58395,-31696,-74115,85192,29741,-73866,-25397,-10868,-73526,-25594,-10753,-73529,84440,29775,-73843,85050,30649,-73774,84824,31724,-73731,84130,28249,-73932,-54333,-30372,-74067,-21681,-12005,-73227,-22786,-12094,-73230,-23110,-12279,-73203,-55365,-30268,-74059,87527,32547,-73682,-96618,97599,-96660,97488,-96624,97492
350,99713,-40504,-60263,23366,7099,-60228,-60075,-34308,-69777,85364,32247,-69486,-24605,-13252,-69089,-24799,-13134,-69092,84693,32285,-69459,85502,33192,-69378,85219,34303,-69328,84206,30723,-69563,-56160,-33031,-69721,-21051,-14378,-68740,-22541,-14473,-68743,-22954,-14661,-68712,-57220,-32932,-69711,87990,35158,-69271,-95811,97350,-95858,97237,-95812,97241
400,99561,-38895,-61777,21643,8649,-60329,-61642,-36852,-65545,85221,34687,-65214,-23633,-15572,-64761,-23815,-15453,-64765,84696,34730,-65183,85642,35668,-65091,85407,36814,-65034,84125,33132,-65302,-57800,-35620,-65482,-20451,-16688,-64363,-22293,-16789,-64367,-22794,-16980,-64331,-58743,-35527,-65470,87984,37701,-64969,-94988,97102,-95037,96987,-94981,96992
450,99463,-37325,-63321,19798,10270,-60320,-63312,-39329,-61419,85361,37062,-61048,-22780,-17831,-60540,-22952,-17710,-60545,84802,37109,-61013,85779,38079,-60910,85637,39258,-60847,84122,35477,-61146,-59711,-38141,-61347,-19927,-18936,-60095,-22063,-19043,-60099,-22644,-19238,-60059,-60678,-38054,-61335,88367,40177,-60773,-94150,96854,-94198,96737,-94133,96742
500,99296,-35737,-64819,17809,11973,-60179,-64905,-41741,-57394,85217,39374,-56985,-21863,-20028,-56424,-22026,-19905,-56429,84877,39425,-56946,86134,40425,-56832,85909,41638,-56762,84048,37759,-57093,-61426,-40596,-57315,-19423,-21123,-55932,-21766,-21237,-55937,-22394,-21435,-55893,-62270,-40513,-57301,88389,42587,-56681,-93297,96606,-93340,96485,-93267,96492
