Time,SBUS A          V-node,SBUS B          V-node,SBUS C          V-node,SBUS A 25   A I-branch,SBUS B 25   B I-branch,SBUS C 25   C I-branch,TACS   PV001A I-branch,TACS   PV001X I-branch,TACS   PV001I I-branch,TACS   PV002A I-branch,TACS   PV002X I-branch,TACS   PV002I I-branch,TACS   PV003A I-branch,TACS   PV003X I-branch,TACS   PV003I I-branch,TACS   PV004A I-branch,TACS   PV004X I-branch,TACS   PV004I I-branch,TACS   PV005A I-branch,TACS   PV005X I-branch,TACS   PV005I I-branch,TACS   PV006A I-branch,TACS   PV006X I-branch,TACS   PV006I I-branch,TACS   PV007A I-branch,TACS   PV007X I-branch,TACS   PV007I I-branch,TACS   PV008A I-branch,TACS   PV008X I-branch,TACS   PV008I I-branch,TACS   PV009A I-branch,TACS   PV009X I-branch,TACS   PV009I I-branch,TACS   PV010A I-branch,TACS   PV010X I-branch,TACS   PV010I I-branch,TACS   PV011A I-branch,TACS   PV011X I-branch,TACS   PV011I I-branch,TACS   PV012A I-branch,TACS   PV012X I-branch,TACS   PV012I I-branch,TACS   PV013A I-branch,TACS   PV013X I-branch,TACS   PV013I I-branch,TACS   PV014A I-branch,TACS   PV014X I-branch,TACS   PV014I I-branch,TACS   PV001V I-branch,TACS   PV001W I-branch,TACS   PV009V I-branch,TACS   PV009W I-branch,TACS   PV013V I-branch,TACS   PV013W I-branch
0,98372,-50242,-48567,36813,-4453,-49459,545,-5010,-99999,5365,1956,-99999,-3941,3452,-99999,-4494,3282,-99999,-5899,2083,-99999,-5698,2952,-99999,-5767,3961,-99999,2130,949,-99999,1161,-8344,-99999,-19126,3547,-99999,-14491,3446,-99999,-14589,3486,-99999,799,-8745,-99999,-10121,5027,-99999,-99999,-99999,-99999,-99999,-99999,-99999
50,98378,-48624,-50190,36871,-4044,-50867,-48201,-6311,-97528,96030,3235,-97528,-50373,2172,-97528,-50750,2004,-97528,52474,3364,-97528,52764,4243,-97527,52702,5265,-97522,97671,2215,-97529,-43319,-9687,-97524,-58383,2266,-97527,-55779,2166,-97527,-55965,2206,-97527,-43603,-10092,-97523,45297,6345,-97516,-99998,98733,-99998,98604,-99998,98625
100,99367,-47849,-52080,36542,-3413,-52029,-51035,-8881,-92645,98803,5762,-92646,-54088,-356,-92646,-54385,-520,-92646,53890,5893,-92646,54261,6795,-92644,53877,7841,-92629,99146,4717,-92648,-47205,-12338,-92634,-57837,-265,-92644,-55380,-362,-92644,-55744,-323,-92643,-48293,-12754,-92632,48235,8948,-92610,-99650,98733,-99663,98604,-99664,98625
150,99999,-46992,-53908,35574,-2361,-52756,-53380,-11387,-87883,99998,8226,-87885,-56215,-2822,-87884,-56922,-2981,-87884,54623,8360,-87885,55159,9282,-87881,54644,10353,-87857,99998,7157,-87888,-49386,-14924,-87864,-56851,-2732,-87880,-54538,-2827,-87881,-54828,-2790,-87880,-50628,-15350,-87861,49581,11486,-87824,-98933,98483,-98962,98347,-98959,98363
200,99863,-45328,-55536,34351,-1104,-53224,-55121,-13831,-83238,99729,10628,-83241,-54724,-5225,-83240,-55390,-5381,-83240,54458,10766,-83241,54879,11708,-83236,54542,12803,-83203,99833,9536,-83245,-50875,-17446,-83213,-55742,-5139,-83235,-53657,-5231,-83235,-54026,-5194,-83234,-52041,-17880,-83209,49485,13962,-83158,-98183,98094,-98219,97951,-98206,97960
250,99906,-43840,-57151,33060,205,-53572,-56853,-16213,-78708,99870,12970,-78712,-53707,-7569,-78710,-54421,-7720,-78711,54676,13110,-78712,55341,14072,-78706,54879,15190,-78663,99956,11855,-78717,-52614,-19904,-78676,-54767,-7484,-78704,-53072,-7574,-78705,-53522,-7538,-78703,-53807,-20347,-78671,49812,16374,-78606,-97411,97827,-97456,97682,-97431,97690
300,99725,-42163,-58685,31694,1571,-53842,-58410,-18535,-74290,99624,15252,-74295,-52021,-9852,-74293,-52707,-10000,-74293,54559,15395,-74294,55189,16376,-74288,54871,17516,-74236,99783,14114,-74301,-54183,-22299,-74251,-53827,-9769,-74285,-52569,-9857,-74286,-53154,-9822,-74284,-55278,-22752,-74245,49711,18725,-74167,-96622,97574,-96675,97428,-96639,97436
350,99712,-40630,-60259,30246,2988,-54034,-60089,-20796,-69981,99814,17475,-69986,-50778,-12075,-69984,-51467,-12220,-69985,54740,17620,-69986,55533,18621,-69978,55175,19782,-69918,99871,16315,-69994,-56015,-24633,-69936,-53006,-11994,-69976,-52233,-12080,-69976,-52940,-12046,-69975,-57136,-25094,-69929,50059,21015,-69837,-95816,97324,-95876,97177,-95830,97185
400,99560,-39010,-61772,28682,4479,-54131,-61656,-22999,-65778,99656,19639,-65784,-49254,-14241,-65782,-49932,-14382,-65783,54742,19787,-65784,55640,20806,-65775,55321,21989,-65707,99777,18458,-65793,-57661,-26906,-65727,-52223,-14161,-65772,-51893,-14246,-65773,-52720,-14213,-65771,-58662,-27375,-65719,50054,23246,-65614,-94994,97076,-95059,96927,-95004,96936
450,99462,-37428,-63315,27007,6038,-54123,-63325,-25144,-61679,99810,21746,-61686,-47916,-16348,-61684,-48585,-16486,-61685,54818,21897,-61686,55744,22934,-61676,55498,24138,-61599,99774,20545,-61696,-59578,-29119,-61622,-51540,-16270,-61673,-51578,-16353,-61673,-52515,-16321,-61671,-60601,-29597,-61613,50342,25417,-61496,-94157,96829,-94224,96676,-94160,96686
