Time,SBUS A          V-node,SBUS B          V-node,SBUS C          V-node,SBUS A 22   A I-branch,SBUS B 22   B I-branch,SBUS C 22   C I-branch,FAULTA        I-branch,FAULTB        I-branch,FAULTC        I-branch,TACS   PV001V I-branch,TACS   PV001I I-branch,TACS   PV001W I-branch,TACS   PV002V I-branch,TACS   PV002I I-branch,TACS   PV002W I-branch,TACS   ST001V I-branch,TACS   ST001I I-branch,TACS   ST001W I-branch,TACS   ST002V I-branch,TACS   ST002I I-branch,TACS   ST002W I-branch,TACS   ST003V I-branch,TACS   ST003I I-branch,TACS   ST003W I-branch
0,86607,-17,-86593,38524,-36320,-21094,2223,0,0,-99999,-99999,-99999,-99999,-99999,-19706,-99999,-99999,-19706,-99999,-99999,-99999,-99999,-99999,-19706
50,85650,1868,-87520,38517,-34334,-21689,2223,0,0,-99984,-97526,62856,94045,-98160,-19706,94045,-97777,-19706,-99984,-97529,62856,94045,-98160,-19706
100,84662,3752,-88417,38491,-32336,-22271,2223,0,0,-99665,-92639,62856,94036,-94526,-20005,94036,-93388,-20005,-99665,-92649,62856,94036,-94526,-20005
150,83644,5635,-89282,38435,-30328,-22831,2223,0,0,-98997,-87873,62666,94061,-90982,-20460,94061,-89107,-20460,-98997,-87890,62666,94061,-90982,-20460
200,82597,7515,-90115,38350,-28311,-23370,2223,0,0,-98323,-83225,62374,94120,-87526,-20768,94120,-84933,-20768,-98323,-83248,62374,94120,-87526,-20768
250,81520,9394,-90916,38247,-26286,-23896,2223,0,0,-97655,-78691,62179,94201,-84157,-21069,94201,-80863,-21069,-97655,-78721,62179,94201,-84157,-21069
300,80414,11268,-91685,38129,-24255,-24411,2223,0,0,-97009,-74270,62002,94290,-80873,-21350,94290,-76896,-21350,-97009,-74306,62002,94290,-80873,-21350
350,79279,13139,-92421,37997,-22220,-24916,2223,0,0,-96389,-69958,61833,94381,-77672,-21609,94381,-73029,-21609,-96389,-69999,61833,94381,-77672,-21609
400,78116,15005,-93125,37851,-20182,-25411,2223,0,0,-95797,-65752,61671,94473,-74551,-21848,94473,-69259,-21848,-95797,-65799,61671,94473,-74551,-21848
450,76926,16866,-93795,37692,-18141,-25895,2223,0,0,-95234,-61650,61514,94564,-71509,-22062,94564,-65585,-22062,-95234,-61703,61514,94564,-71509,-22062
500,75708,18721,-94432,37520,-16098,-26369,2223,0,0,-94698,-57649,61361,94654,-68544,-22254,94654,-62003,-22254,-94698,-57708,61361,94654,-68544,-22254
550,74463,20569,-95036,37334,-14053,-26832,2223,0,0,-94190,-53747,61214,94744,-65654,-22425,94744,-58512,-22425,-94190,-53811,61214,94744,-65654,-22425
600,73192,22410,-95605,37134,-12009,-27284,2223,0,0,-93711,-49941,61071,94832,-62837,-22575,94832,-55109,-22575,-93711,-50011,61071,94832,-62837,-22575
650,71894,24243,-96141,36921,-9965,-27724,2223,0,0,-93259,-46230,60933,94921,-60091,-22709,94921,-51792,-22709,-93259,-46304,60933,94921,-60091,-22709
700,70571,26067,-96642,36695,-7922,-28153,2223,0,0,-92835,-42610,60800,95008,-57414,-22823,95008,-48559,-22823,-92835,-42689,60800,95008,-57414,-22823
750,69224,27882,-97110,36455,-5882,-28570,2223,0,0,-92439,-39079,60673,95096,-54805,-22922,95096,-45408,-22922,-92439,-39164,60673,95096,-54805,-22922
800,67851,29688,-97542,36203,-3845,-28976,2223,0,0,-92070,-35636,60551,95182,-52263,-23006,95182,-42337,-23006,-92070,-35725,60551,95182,-52263,-23006
850,66454,31482,-97940,35939,-1813,-29370,2223,0,0,-91728,-32277,60435,95269,-49784,-23077,95269,-39343,-23077,-91728,-32371,60435,95269,-49784,-23077
900,65034,33266,-98304,35662,214,-29752,2223,0,0,-91414,-29002,60325,95354,-47369,-23134,95354,-36425,-23134,-91414,-29100,60325,95354,-47369,-23134
950,63591,35037,-98632,35374,2234,-30123,2223,0,0,-91127,-25807,60222,95440,-45015,-23178,95440,-33581,-23178,-91127,-25910,60222,95440,-45015,-23178
1000,62125,36796,-98925,35076,4245,-30482,2223,0,0,-90867,-22691,60126,95524,-42720,-23211,95524,-30810,-23211,-90867,-22799,60126,95524,-42720,-23211
1050,60637,38543,-99183,34767,6248,-30830,2223,0,0,-90633,-19653,60038,95609,-40484,-23232,95609,-28109,-23232,-90633,-19764,60038,95609,-40484,-23232
1100,59127,40275,-99406,34448,8241,-31167,2223,0,0,-90426,-16689,59958,95692,-38304,-23241,95692,-25476,-23241,-90426,-16804,59958,95692,-38304,-23241
1150,57597,41993,-99594,34120,10222,-31493,2223,0,0,-90245,-13798,59887,95775,-36180,-23239,95775,-22910,-23239,-90245,-13918,59887,95775,-36180,-23239
1200,56046,43696,-99746,33784,12192,-31808,2223,0,0,-90090,-10979,59825,95858,-34110,-23229,95858,-20409,-23229,-90090,-11102,59825,95858,-34110,-23229
1250,54475,45384,-99862,33439,14149,-32112,2223,0,0,-89962,-8229,59774,95940,-32093,-23208,95940,-17972,-23208,-89962,-8357,59774,95940,-32093,-23208
1300,52884,47055,-99944,33086,16093,-32406,2223,0,0,-89858,-5548,59734,96021,-30126,-23176,96021,-15597,-23176,-89858,-5679,59734,96021,-30126,-23176
1350,51275,48710,-99989,32726,18022,-32689,2223,0,0,-89780,-2932,59706,96101,-28210,-23136,96101,-13283,-23136,-89780,-3067,59706,96101,-28210,-23136
1400,49648,50348,-99999,32359,19937,-32962,2223,0,0,-89727,-381,59691,96181,-26343,-23088,96181,-11027,-23088,-89727,-519,59691,96181,-26343,-23088
1450,48003,51967,-99974,31985,21836,-33225,2223,0,0,-89699,2107,59691,96260,-24523,-23029,96260,-8829,-23029,-89699,1965,59691,96260,-24523,-23029
1500,46340,53568,-99913,31605,23720,-33478,2223,0,0,-89695,4533,59706,96339,-22750,-22964,96339,-6687,-22964,-89695,4388,59706,96339,-22750,-22964
1550,44662,55151,-99817,31218,25587,-33720,2223,0,0,-89715,6900,59740,96416,-21022,-22891,96416,-4600,-22891,-89715,6752,59740,96416,-21022,-22891
1600,42967,56713,-99685,30826,27438,-33953,2223,0,0,-89758,9208,59792,96493,-19338,-22810,96493,-2565,-22810,-89758,9057,59792,96493,-19338,-22810
1650,41258,58255,-99518,30428,29273,-34176,2223,0,0,-89824,11459,59866,96569,-17697,-22723,96569,-583,-22723,-89824,11305,59866,96569,-17697,-22723
1700,39533,59777,-99315,30024,31090,-34390,2223,0,0,-89913,13655,59964,96644,-16098,-22629,96644,1349,-22629,-89913,13497,59964,96644,-16098,-22629
1750,37795,61277,-99077,29615,32891,-34593,2223,0,0,-90023,15796,60089,96718,-14539,-22532,96718,3231,-22532,-90023,15635,60089,96718,-14539,-22532
1800,36043,62756,-98804,29200,34674,-34786,2223,0,0,-90154,17885,60243,96792,-13021,-22428,96792,5065,-22428,-90154,17721,60243,96792,-13021,-22428
1850,34278,64212,-98495,28780,36440,-34970,2223,0,0,-90306,19922,60432,96864,-11541,-22321,96864,6852,-22321,-90306,19755,60432,96864,-11541,-22321
1900,32502,65646,-98152,28354,38189,-35144,2223,0,0,-90476,21908,60659,96936,-10100,-22210,96936,8594,-22210,-90476,21739,60659,96936,-10100,-22210
1950,30713,67056,-97774,27922,39920,-35308,2223,0,0,-90665,23846,60930,97007,-8695,-22098,97007,10291,-22098,-90665,23674,60930,97007,-8695,-22098
2000,28914,68443,-97361,27485,41634,-35462,2223,0,0,-90871,25736,61251,97078,-7326,-21983,97078,11944,-21983,-90871,25561,61251,97078,-7326,-21983
2050,27104,69805,-96914,27042,43330,-35606,2223,0,0,-91092,27579,61631,97147,-5992,-21868,97147,13555,-21868,-91092,27402,61631,97147,-5992,-21868
2100,25285,71142,-96432,26594,45008,-35740,2223,0,0,-91327,29376,62078,97216,-4693,-21752,97216,15125,-21752,-91327,29197,62078,97216,-4693,-21752
2150,23457,72454,-95916,26139,46668,-35863,2223,0,0,-91573,31129,62606,97284,-3427,-21636,97284,16654,-21636,-91573,30947,62606,97284,-3427,-21636
2200,21621,73740,-95365,25680,48310,-35977,2223,0,0,-91826,32839,63228,97352,-2193,-21524,97352,18145,-21524,-91826,32655,63228,97352,-2193,-21524
2250,19777,75000,-94781,25214,49933,-36080,2223,0,0,-92085,34507,63961,97418,-991,-21411,97418,19596,-21411,-92085,34320,63961,97418,-991,-21411
2300,17925,76233,-94163,24742,51538,-36172,2223,0,0,-92342,36133,64830,97484,180,-21303,97484,21011,-21303,-92342,35945,64830,97484,180,-21303
2350,16068,77440,-93512,24265,53123,-36254,2223,0,0,-92593,37720,65859,97549,1321,-21196,97549,22389,-21196,-92593,37529,65859,97549,1321,-21196
2400,14205,78618,-92828,23782,54688,-36325,2223,0,0,-92827,39267,67083,97614,2433,-21094,97614,23732,-21094,-92827,39074,67083,97614,2433,-21094
2450,12336,79769,-92110,23294,56232,-36385,2223,0,0,-93032,40776,68538,97677,3516,-20997,97677,25040,-20997,-93032,40581,68538,97677,3516,-20997
2500,10464,80892,-91360,22801,57754,-36434,2223,0,0,-93192,42248,70262,97740,4571,-20902,97740,26315,-20902,-93192,42050,70262,97740,4571,-20902
2550,8587,81985,-90578,22302,59254,-36473,2223,0,0,-93287,43683,72287,97803,5599,-20813,97803,27556,-20813,-93287,43484,72287,97803,5599,-20813
2600,6708,83050,-89763,21799,60729,-36500,2223,0,0,-93291,45083,74617,97864,6600,-20728,97864,28766,-20728,-93291,44882,74617,97864,6600,-20728
2650,4826,84085,-88916,21291,62181,-36516,2223,0,0,-93178,46448,77215,97925,7576,-20648,97925,29944,-20648,-93178,46245,77215,97925,7576,-20648
2700,2942,85090,-88038,20778,63608,-36520,2223,0,0,-92930,47780,79976,97985,8526,-20573,97985,31092,-20573,-92930,47575,79976,97985,8526,-20573
2750,1058,86065,-87128,20261,65010,-36513,2223,0,0,-92538,49079,82746,98045,9452,-20502,98045,32211,-20502,-92538,48872,82746,98045,9452,-20502
2800,-827,87010,-86188,19738,66389,-36495,2223,0,0,-92016,50346,85358,98104,10354,-20438,98104,33300,-20438,-92016,50137,85358,98104,10354,-20438
2850,-2712,87923,-85216,19210,67744,-36465,2223,0,0,-91390,51581,87696,98162,11232,-20381,98162,34361,-20381,-91390,51371,87696,98162,11232,-20381
2900,-4595,88806,-84215,18677,69075,-36423,2223,0,0,-90688,52786,89710,98220,12088,-20331,98220,35395,-20331,-90688,52574,89710,98220,12088,-20331
2950,-6477,89656,-83184,18138,70383,-36370,2223,0,0,-89937,53961,91411,98277,12922,-20289,98277,36402,-20289,-89937,53747,91411,98277,12922,-20289
3000,-8357,90475,-82123,17594,71666,-36305,2223,0,0,-89152,55107,92838,98333,13734,-20256,98333,37383,-20256,-89152,54892,92838,98333,13734,-20256
3050,-10234,91262,-81033,17045,72924,-36228,2223,0,0,-88341,56225,94036,98388,14525,-20233,98388,38338,-20233,-88341,56008,94036,98388,14525,-20233
3100,-12107,92016,-79914,16492,74156,-36140,2223,0,0,-87507,57315,95047,98443,15295,-20218,98443,39269,-20218,-87507,57097,95047,98443,15295,-20218
3150,-13976,92738,-78767,15934,75362,-36040,2223,0,0,-86653,58379,95902,98496,16046,-20214,98496,40175,-20214,-86653,58159,95902,98496,16046,-20214
3200,-15840,93426,-77591,15372,76542,-35929,2223,0,0,-85779,59416,96628,98549,16777,-20217,98549,41058,-20217,-85779,59195,96628,98549,16777,-20217
3250,-17698,94082,-76389,14805,77695,-35806,2223,0,0,-84885,60427,97245,98601,17488,-20229,98601,41918,-20229,-84885,60205,97245,98601,17488,-20229
3300,-19550,94704,-75159,14234,78822,-35671,2223,0,0,-83973,61414,97769,98653,18182,-20250,98653,42756,-20250,-83973,61190,97769,98653,18182,-20250
3350,-21395,95292,-73902,13660,79922,-35525,2223,0,0,-83043,62376,98214,98703,18857,-20279,98703,43572,-20279,-83043,62151,98214,98703,18857,-20279
3400,-23232,95847,-72619,13081,80995,-35368,2223,0,0,-82096,63314,98590,98753,19515,-20318,98753,44366,-20318,-82096,63088,98590,98753,19515,-20318
3450,-25061,96367,-71310,12498,82042,-35199,2223,0,0,-81133,64229,98906,98801,20156,-20364,98801,45140,-20364,-81133,64002,98906,98801,20156,-20364
3500,-26882,96853,-69976,11912,83061,-35019,2223,0,0,-80155,65122,99169,98849,20780,-20420,98849,45894,-20420,-80155,64893,99169,98849,20780,-20420
3550,-28692,97305,-68617,11322,84055,-34828,2223,0,0,-79163,65993,99387,98896,21387,-20484,98896,46628,-20484,-79163,65762,99387,98896,21387,-20484
3600,-30493,97722,-67234,10728,85021,-34626,2223,0,0,-78158,66842,99564,98941,21979,-20558,98941,47343,-20558,-78158,66610,99564,98941,21979,-20558
3650,-32282,98105,-65827,10131,85961,-34413,2223,0,0,-77141,67670,99706,98986,22556,-20641,98986,48039,-20641,-77141,67437,99706,98986,22556,-20641
3700,-34061,98452,-64396,9531,86874,-34189,2223,0,0,-76114,68478,99815,99030,23117,-20732,99030,48717,-20732,-76114,68244,99815,99030,23117,-20732
3750,-35827,98765,-62943,8927,87760,-33955,2223,0,0,-75076,69265,99896,99072,23664,-20831,99072,49378,-20831,-75076,69030,99896,99072,23664,-20831
3800,-37580,99042,-61467,8320,88618,-33709,2223,0,0,-74029,70034,99952,99113,24196,-20939,99113,50021,-20939,-74029,69798,99952,99113,24196,-20939
3850,-39320,99285,-59969,7711,89450,-33453,2223,0,0,-72974,70783,99986,99154,24715,-21055,99154,50647,-21055,-72974,70546,99986,99154,24715,-21055
3900,-41046,99492,-58451,7099,90253,-33187,2223,0,0,-71911,71514,99998,99193,25220,-21178,99193,51258,-21178,-71911,71276,99998,99193,25220,-21178
3950,-42757,99664,-56911,6485,91029,-32910,2223,0,0,-70842,72226,99993,99231,25712,-21309,99231,51852,-21309,-70842,71987,99993,99231,25712,-21309
4000,-44454,99800,-55351,5868,91776,-32623,2223,0,0,-69768,72922,99971,99268,26191,-21447,99268,52431,-21447,-69768,72682,99971,99268,26191,-21447
4050,-46134,99901,-53771,5250,92495,-32325,2223,0,0,-68688,73600,99935,99303,26658,-21593,99303,52994,-21593,-68688,73359,99935,99303,26658,-21593
4100,-47798,99966,-52173,4630,93183,-32017,2223,0,0,-67604,74261,99885,99338,27112,-21745,99338,53543,-21745,-67604,74019,99885,99338,27112,-21745
