Time,SBUS A          V-node,SBUS B          V-node,SBUS C          V-node,SBUS A 22   A I-branch,SBUS B 22   B I-branch,SBUS C 22   C I-branch,FAULTA        I-branch,FAULTB        I-branch,FAULTC        I-branch,TACS   PV001V I-branch,TACS   PV001I I-branch,TACS   PV001W I-branch,TACS   PV002V I-branch,TACS   PV002I I-branch,TACS   PV002W I-branch,TACS   ST001V I-branch,TACS   ST001I I-branch,TACS   ST001W I-branch,TACS   ST002V I-branch,TACS   ST002I I-branch,TACS   ST002W I-branch,TACS   ST003V I-branch,TACS   ST003I I-branch,TACS   ST003W I-branch
0,86607,-17,-86594,19167,-34479,-11834,2934,0,0,-99999,-99999,-99999,-99999,-99999,-50234,-99999,-99999,-50234,-99999,-99999,-99999,-99999,-99999,-50234
50,85650,1868,-87521,19164,-32588,-12117,2934,0,0,-99985,-97048,62874,95038,-97998,-50234,95038,-97777,-50234,-99985,-97529,62874,95038,-97998,-50234
100,84662,3752,-88417,19154,-30686,-12395,2934,0,0,-99689,-91217,62874,95030,-94046,-50704,95030,-93388,-50704,-99689,-92650,62874,95030,-94046,-50704
150,83644,5635,-89282,19134,-28773,-12666,2934,0,0,-99068,-85530,62684,95050,-90191,-51418,95050,-89107,-51418,-99068,-87891,62684,95050,-90191,-51418
200,82597,7515,-90116,19104,-26850,-12931,2934,0,0,-98442,-79983,62392,95093,-86431,-51894,95093,-84932,-51894,-98442,-83249,62392,95093,-86431,-51894
250,81519,9394,-90917,19067,-24918,-13190,2934,0,0,-97822,-74574,62198,95148,-82766,-52350,95148,-80862,-52350,-97822,-78722,62198,95148,-82766,-52350
300,80413,11268,-91686,19023,-22979,-13444,2934,0,0,-97222,-69298,62021,95209,-79192,-52782,95209,-76893,-52782,-97222,-74307,62021,95209,-79192,-52782
350,79279,13139,-92422,18974,-21034,-13694,2934,0,0,-96647,-64152,61852,95271,-75708,-53191,95271,-73024,-53191,-96647,-70001,61852,95271,-75708,-53191
400,78116,15005,-93125,18919,-19083,-13940,2934,0,0,-96098,-59134,61690,95335,-72311,-53572,95335,-69252,-53572,-96098,-65801,61690,95335,-72311,-53572
450,76925,16866,-93795,18857,-17128,-14181,2934,0,0,-95575,-54239,61533,95398,-68999,-53927,95398,-65574,-53927,-95575,-61705,61533,95398,-68999,-53927
500,75707,18721,-94432,18790,-15168,-14418,2934,0,0,-95078,-49465,61381,95461,-65771,-54255,95461,-61989,-54255,-95078,-57710,61381,95461,-65771,-54255
550,74462,20569,-95036,18717,-13206,-14649,2934,0,0,-94607,-44809,61233,95525,-62623,-54563,95525,-58494,-54563,-94607,-53813,61233,95525,-62623,-54563
600,73191,22410,-95605,18638,-11240,-14876,2934,0,0,-94162,-40268,61091,95589,-59554,-54846,95589,-55086,-54846,-94162,-50013,61091,95589,-59554,-54846
650,71894,24243,-96141,18554,-9273,-15098,2934,0,0,-93743,-35839,60953,95653,-56563,-55111,95653,-51764,-55111,-93743,-46307,60953,95653,-56563,-55111
700,70571,26067,-96643,18463,-7305,-15315,2934,0,0,-93350,-31519,60820,95717,-53646,-55359,95717,-48525,-55359,-93350,-42692,60820,95717,-53646,-55359
