Time,SBUS A          V-node,SBUS B          V-node,SBUS C          V-node,SBUS A 22   A I-branch,SBUS B 22   B I-branch,SBUS C 22   C I-branch,FAULTA        I-branch,FAULTB        I-branch,FAULTC        I-branch,TACS   PV001V I-branch,TACS   PV001I I-branch,TACS   PV001W I-branch,TACS   PV002V I-branch,TACS   PV002I I-branch,TACS   PV002W I-branch,TACS   ST001V I-branch,TACS   ST001I I-branch,TACS   ST001W I-branch,TACS   ST002V I-branch,TACS   ST002I I-branch,TACS   ST002W I-branch,TACS   ST003V I-branch,TACS   ST003I I-branch,TACS   ST003W I-branch
0,86606,-13,-86596,17918,-10735,-10329,1904,-7777,6461,-99999,-99999,-99999,-99999,-99999,99212,-99999,-99999,99212,-99999,-99999,-99999,-99999,-99999,99212
50,85648,1872,-87523,17894,-10480,-10574,1904,-7777,6461,-99983,-97036,62516,91853,-99644,99212,91853,-97777,99212,-99983,-97529,62516,91853,-98222,99212
100,84660,3756,-88419,17863,-10224,-10813,1904,-7777,6461,-99647,-91182,62516,91873,-98942,99205,91873,-93388,99205,-99647,-92649,62516,91873,-94710,99205
150,83643,5639,-89284,17821,-9967,-11042,1904,-7777,6461,-98939,-85472,62325,91950,-98257,99198,91950,-89109,99198,-98939,-87890,62325,91950,-91287,99198
200,82595,7520,-90117,17769,-9710,-11263,1904,-7777,6461,-98222,-79903,62031,92053,-97589,99200,92053,-84937,99200,-98222,-83248,62031,92053,-87949,99200
250,81518,9398,-90918,17711,-9452,-11479,1904,-7777,6461,-97513,-74472,61838,92167,-96939,99202,92167,-80870,99202,-97513,-78720,61838,92167,-84696,99202
300,80412,11273,-91687,17649,-9193,-11690,1904,-7777,6461,-96832,-69175,61663,92283,-96305,99204,92283,-76907,99204,-96832,-74305,61663,92283,-81525,99204
350,79277,13144,-92423,17581,-8934,-11897,1904,-7777,6461,-96180,-64009,61496,92397,-95687,99207,92397,-73044,99207,-96180,-69998,61496,92397,-78435,99207
400,78114,15010,-93127,17509,-8676,-12099,1904,-7777,6461,-95559,-58970,61336,92510,-95084,99211,92510,-69279,99211,-95559,-65798,61336,92510,-75423,99211
450,76923,16871,-93797,17431,-8417,-12296,1904,-7777,6461,-94969,-54056,61181,92621,-94497,99215,92621,-65610,99215,-94969,-61702,61181,92621,-72488,99215
500,75705,18725,-94434,17349,-8158,-12488,1904,-7777,6461,-94408,-49263,61030,92731,-93925,99219,92731,-62034,99219,-94408,-57707,61030,92731,-69627,99219
550,74460,20574,-95037,17261,-7900,-12675,1904,-7777,6461,-93877,-44589,60884,92840,-93367,99224,92840,-58549,99224,-93877,-53810,60884,92840,-66839,99224
600,73189,22414,-95607,17169,-7642,-12856,1904,-7777,6461,-93376,-40030,60743,92948,-92824,99229,92948,-55152,99229,-93376,-50009,60743,92948,-64121,99229
650,71892,24247,-96142,17071,-7384,-13033,1904,-7777,6461,-92905,-35583,60606,93054,-92294,99235,93054,-51841,99235,-92905,-46303,60606,93054,-61473,99235
700,70569,26072,-96644,16969,-7126,-13204,1904,-7777,6461,-92464,-31246,60475,93159,-91778,99241,93159,-48615,99241,-92464,-42688,60475,93159,-58892,99241
