         1,             0,   86605,     -13,  -86595,   99999,  -25032,  -63050,  -99999,  -99999,  -99999,  -99999,  -99999,  -38492,  -99999,  -99999,  -38492,  -99999,  -99999,  -99999,  -99999,  -99999,  -38492
         2,            50,   85647,    1872,  -87522,   99815,  -23031,  -64637,  -99983,  -97036,   62516,   91469,  -97426,  -38492,   91469,  -97426,  -38492,  -99983,  -97529,   62516,   91469,  -97426,  -38492
         3,           100,   84659,    3756,  -88418,   99575,  -21022,  -66183,  -99647,  -91182,   62516,   91489,  -92344,  -39674,   91489,  -92344,  -39674,  -99647,  -92649,   62516,   91489,  -92344,  -39674
         4,           150,   83642,    5639,  -89283,   99249,  -19005,  -67666,  -98939,  -85472,   62325,   91566,  -87388,  -40701,   91566,  -87388,  -40701,  -98939,  -87890,   62325,   91566,  -87388,  -40701
         5,           200,   82594,    7520,  -90116,   98851,  -16981,  -69096,  -98222,  -79903,   62031,   91669,  -82557,  -40419,   91669,  -82557,  -40419,  -98222,  -83248,   62031,   91669,  -82557,  -40419
         6,           250,   81517,    9398,  -90917,   98408,  -14953,  -70493,  -97513,  -74472,   61838,   91783,  -77848,  -40124,   91783,  -77848,  -40124,  -97513,  -78720,   61838,   91783,  -77848,  -40124
         7,           300,   80411,   11273,  -91686,   97926,  -12922,  -71861,  -96832,  -69175,   61663,   91898,  -73258,  -39744,   91898,  -73258,  -39744,  -96832,  -74305,   61663,   91898,  -73258,  -39744
         8,           350,   79276,   13144,  -92422,   97407,  -10890,  -73199,  -96180,  -64009,   61496,   92012,  -68785,  -39294,   92012,  -68785,  -39294,  -96180,  -69998,   61496,   92012,  -68785,  -39294
         9,           400,   78113,   15010,  -93125,   96851,   -8857,  -74506,  -95559,  -58970,   61336,   92125,  -64425,  -38745,   92125,  -64425,  -38745,  -95559,  -65798,   61336,   92125,  -64425,  -38745
        10,           450,   76922,   16871,  -93796,   96256,   -6825,  -75782,  -94969,  -54056,   61181,   92236,  -60176,  -38112,   92236,  -60176,  -38112,  -94969,  -61702,   61181,   92236,  -60176,  -38112
        11,           500,   75704,   18725,  -94433,   95622,   -4792,  -77025,  -94408,  -49263,   61030,   92346,  -56035,  -37409,   92346,  -56035,  -37409,  -94408,  -57707,   61030,   92346,  -56035,  -37409
        12,           550,   74460,   20574,  -95036,   94949,   -2762,  -78236,  -93877,  -44589,   60884,   92454,  -51999,  -36621,   92454,  -51999,  -36621,  -93877,  -53810,   60884,   92454,  -51999,  -36621
        13,           600,   73188,   22414,  -95605,   94237,    -733,  -79412,  -93376,  -40030,   60743,   92562,  -48066,  -35777,   92562,  -48066,  -35777,  -93376,  -50009,   60743,   92562,  -48066,  -35777
        14,           650,   71891,   24247,  -96141,   93486,    1293,  -80555,  -92905,  -35583,   60606,   92668,  -44232,  -34862,   92668,  -44232,  -34862,  -92905,  -46303,   60606,   92668,  -44232,  -34862
        15,           700,   70568,   26072,  -96643,   92697,    3315,  -81662,  -92464,  -31246,   60475,   92773,  -40496,  -33906,   92773,  -40496,  -33906,  -92464,  -42688,   60475,   92773,  -40496,  -33906
        16,           750,   69220,   27887,  -97110,   91871,    5332,  -82735,  -92052,  -27016,   60349,   92876,  -36855,  -32893,   92876,  -36855,  -32893,  -92052,  -39162,   60349,   92876,  -36855,  -32893
        17,           800,   67848,   29692,  -97542,   91009,    7343,  -83772,  -91670,  -22891,   60229,   92979,  -33307,  -31838,   92979,  -33307,  -31838,  -91670,  -35723,   60229,   92979,  -33307,  -31838
        18,           850,   66451,   31486,  -97940,   90111,    9347,  -84775,  -91316,  -18868,   60115,   93081,  -29848,  -30740,   93081,  -29848,  -30740,  -91316,  -32369,   60115,   93081,  -29848,  -30740
        19,           900,   65031,   33270,  -98303,   89180,   11343,  -85742,  -90992,  -14944,   60007,   93182,  -26478,  -29601,   93182,  -26478,  -29601,  -90992,  -29098,   60007,   93182,  -26478,  -29601
        20,           950,   63587,   35041,  -98632,   88216,   13329,  -86675,  -90697,  -11117,   59906,   93281,  -23194,  -28419,   93281,  -23194,  -28419,  -90697,  -25908,   59906,   93281,  -23194,  -28419
        21,          1000,   62121,   36800,  -98925,   87221,   15305,  -87574,  -90430,   -7384,   59813,   93380,  -19994,  -27209,   93380,  -19994,  -27209,  -90430,  -22797,   59813,   93380,  -19994,  -27209
        22,          1050,   60633,   38546,  -99183,   86198,   17269,  -88438,  -90191,   -3743,   59727,   93478,  -16875,  -25971,   93478,  -16875,  -25971,  -90191,  -19762,   59727,   93478,  -16875,  -25971
        23,          1100,   59124,   40279,  -99405,   85146,   19221,  -89269,  -89981,    -193,   59650,   93574,  -13835,  -24691,   93574,  -13836,  -24691,  -89981,  -16802,   59650,   93574,  -13835,  -24691
        24,          1150,   57593,   41997,  -99593,   84068,   21159,  -90066,  -89799,    3270,   59582,   93670,  -10874,  -23382,   93670,  -10874,  -23382,  -89799,  -13915,   59582,   93670,  -10874,  -23382
        25,          1200,   56042,   43700,  -99745,   82966,   23082,  -90831,  -89645,    6648,   59524,   93764,   -7988,  -22032,   93764,   -7988,  -22032,  -89645,  -11100,   59524,   93764,   -7988,  -22032
        26,          1250,   54471,   45388,  -99862,   81840,   24990,  -91563,  -89518,    9942,   59477,   93858,   -5175,  -20667,   93858,   -5175,  -20667,  -89518,   -8354,   59477,   93858,   -5175,  -20667
        27,          1300,   52881,   47059,  -99943,   80693,   26881,  -92263,  -89418,   13154,   59441,   93950,   -2435,  -19260,   93950,   -2435,  -19260,  -89418,   -5676,   59441,   93950,   -2435,  -19260
        28,          1350,   51271,   48714,  -99988,   79525,   28755,  -92931,  -89345,   16288,   59417,   94042,     236,  -17825,   94042,     236,  -17825,  -89345,   -3064,   59417,   94042,     236,  -17825
        29,          1400,   49644,   50351,  -99998,   78338,   30612,  -93568,  -89299,   19344,   59408,   94132,    2838,  -16348,   94132,    2838,  -16348,  -89299,    -517,   59408,   94132,    2838,  -16348
        30,          1450,   47999,   51971,  -99973,   77133,   32451,  -94175,  -89279,   22324,   59414,   94222,    5373,  -14857,   94222,    5373,  -14857,  -89279,    1968,   59414,   94222,    5373,  -14857
        31,          1500,   46337,   53572,  -99912,   75911,   34271,  -94751,  -89284,   25231,   59436,   94310,    7844,  -13323,   94310,    7844,  -13323,  -89284,    4391,   59436,   94310,    7844,  -13323
        32,          1550,   44658,   55154,  -99815,   74671,   36071,  -95297,  -89315,   28067,   59477,   94397,   10251,  -11776,   94397,   10251,  -11776,  -89315,    6754,   59477,   94397,   10251,  -11776
        33,          1600,   42964,   56716,  -99684,   73417,   37853,  -95813,  -89370,   30832,   59538,   94483,   12597,  -10200,   94483,   12597,  -10200,  -89370,    9059,   59538,   94483,   12597,  -10200
        34,          1650,   41254,   58259,  -99516,   72146,   39614,  -96299,  -89450,   33529,   59622,   94569,   14882,   -8596,   94569,   14882,   -8596,  -89450,   11308,   59622,   94569,   14882,   -8596
        35,          1700,   39530,   59780,  -99313,   70861,   41356,  -96756,  -89553,   36159,   59731,   94653,   17109,   -6978,   94653,   17109,   -6978,  -89553,   13500,   59731,   94653,   17109,   -6978
        36,          1750,   37792,   61281,  -99075,   69561,   43077,  -97183,  -89680,   38724,   59868,   94736,   19279,   -5347,   94736,   19279,   -5347,  -89680,   15639,   59868,   94736,   19279,   -5347
        37,          1800,   36040,   62759,  -98802,   68247,   44778,  -97580,  -89828,   41227,   60037,   94818,   21393,   -3686,   94818,   21393,   -3686,  -89828,   17724,   60037,   94818,   21393,   -3686
        38,          1850,   34275,   64216,  -98494,   66918,   46459,  -97948,  -89998,   43667,   60243,   94900,   23452,   -2026,   94900,   23452,   -2026,  -89998,   19758,   60243,   94900,   23452,   -2026
        39,          1900,   32498,   65649,  -98151,   65575,   48119,  -98287,  -90188,   46047,   60490,   94980,   25459,    -366,   94980,   25459,    -366,  -90188,   21742,   60490,   94980,   25459,    -366
        40,          1950,   30710,   67059,  -97772,   64217,   49759,  -98596,  -90397,   48368,   60785,   95059,   27414,    1294,   95059,   27414,    1294,  -90397,   23677,   60785,   95059,   27414,    1294
        41,          2000,   28911,   68446,  -97359,   62846,   51377,  -98875,  -90624,   50632,   61135,   95138,   29319,    2954,   95138,   29319,    2954,  -90624,   25564,   61135,   95138,   29319,    2954
        42,          2050,   27101,   69807,  -96912,   61459,   52975,  -99123,  -90866,   52840,   61550,   95216,   31174,    4614,   95216,   31174,    4614,  -90866,   27405,   61550,   95216,   31174,    4614
        43,          2100,   25282,   71145,  -96430,   60058,   54552,  -99342,  -91122,   54993,   62039,   95292,   32982,    6246,   95292,   32982,    6246,  -91122,   29200,   62039,   95292,   32982,    6246
        44,          2150,   23454,   72457,  -95914,   58642,   56108,  -99530,  -91389,   57094,   62618,   95368,   34743,    7878,   95368,   34743,    7878,  -91389,   30951,   62618,   95368,   34743,    7878
        45,          2200,   21618,   73743,  -95364,   57211,   57642,  -99687,  -91664,   59142,   63304,   95443,   36459,    9482,   95443,   36459,    9482,  -91664,   32659,   63304,   95443,   36459,    9482
        46,          2250,   19774,   75003,  -94779,   55766,   59153,  -99812,  -91941,   61140,   64118,   95518,   38131,   11057,   95518,   38131,   11057,  -91941,   34324,   64118,   95518,   38131,   11057
        47,          2300,   17922,   76236,  -94162,   54307,   60642,  -99907,  -92215,   63089,   65087,   95591,   39759,   12605,   95591,   39759,   12605,  -92215,   35948,   65087,   95591,   39759,   12605
        48,          2350,   16065,   77442,  -93510,   52833,   62108,  -99969,  -92477,   64989,   66244,   95664,   41345,   14124,   95664,   41345,   14124,  -92477,   37532,   66244,   95664,   41345,   14124
        49,          2400,   14202,   78621,  -92826,   51346,   63549,  -99999,  -92715,   66843,   67631,   95736,   42890,   15616,   95736,   42890,   15616,  -92715,   39078,   67631,   95736,   42890,   15616
        50,          2450,   12333,   79772,  -92108,   49847,   64964,  -99997,  -92912,   68650,   69289,   95807,   44396,   17065,   95807,   44396,   17065,  -92912,   40584,   69289,   95807,   44396,   17065
        51,          2500,   10461,   80894,  -91358,   48336,   66353,  -99962,  -93049,   70414,   71262,   95878,   45862,   18486,   95878,   45862,   18486,  -93049,   42054,   71262,   95878,   45862,   18486
        52,          2550,    8584,   81988,  -90575,   46815,   67713,  -99894,  -93096,   72133,   73571,   95948,   47290,   19864,   95948,   47290,   19864,  -93096,   43488,   73571,   95948,   47290,   19864
        53,          2600,    6705,   83052,  -89761,   45283,   69044,  -99792,  -93023,   73810,   76194,   96017,   48681,   21215,   96017,   48681,   21215,  -93023,   44886,   76194,   96017,   48681,   21215
        54,          2650,    4823,   84088,  -88914,   43741,   70347,  -99657,  -92804,   75446,   79038,   96086,   50036,   22537,   96086,   50036,   22537,  -92804,   46249,   79038,   96086,   50036,   22537
        55,          2700,    2940,   85093,  -88035,   42187,   71621,  -99487,  -92426,   77041,   81935,   96154,   51356,   23817,   96154,   51356,   23817,  -92426,   47579,   81935,   96154,   51356,   23817
        56,          2750,    1055,   86068,  -87126,   40621,   72867,  -99283,  -91899,   78597,   84693,   96221,   52642,   25070,   96221,   52642,   25070,  -91899,   48876,   84693,   96221,   52642,   25070
        57,          2800,    -830,   87012,  -86185,   39040,   74088,  -99045,  -91253,   80115,   87165,   96288,   53894,   26251,   96288,   53894,   26251,  -91253,   50141,   87165,   96288,   53894,   26251
        58,          2850,   -2714,   87925,  -85214,   37445,   75283,  -98773,  -90523,   81595,   89287,   96354,   55113,   27377,   96354,   55113,   27377,  -90523,   51375,   89287,   96354,   55113,   27377
        59,          2900,   -4598,   88808,  -84213,   35834,   76452,  -98465,  -89740,   83038,   91071,   96420,   56301,   28432,   96420,   56301,   28432,  -89740,   52578,   91071,   96420,   56301,   28432
        60,          2950,   -6480,   89658,  -83181,   34210,   77594,  -98124,  -88921,   84446,   92562,   96485,   57457,   29403,   96485,   57457,   29403,  -88921,   53752,   92562,   96485,   57457,   29403
