         1,             0,   86592,     -12,  -86569,   99998,  -27325,  -65640,  -99999,  -99999,  -99999,  -99999,  -99999,   11823,  -99999,  -99999,   11823,  -99999,  -99999,  -99999,  -99999,  -99999,   11823
         2,            50,   85635,    1872,  -87496,   99809,  -25172,  -67312,  -99983,  -97530,   62499,   90803,  -98222,   11823,   90803,  -97777,   11823,  -99983,  -97530,   62499,   90803,  -98222,   11823
         3,           100,   84647,    3756,  -88393,   99543,  -23011,  -68928,  -99650,  -92653,   62499,   90823,  -94710,   11820,   90823,  -93388,   11820,  -99650,  -92653,   62499,   90823,  -94710,   11820
         4,           150,   83630,    5638,  -89258,   99150,  -20845,  -70442,  -98947,  -87896,   62307,   90907,  -91287,   11817,   90907,  -89109,   11817,  -98947,  -87896,   62307,   90907,  -91287,   11817
         5,           200,   82582,    7518,  -90091,   98653,  -18672,  -71875,  -98235,  -83257,   62013,   91029,  -87949,   11818,   91029,  -84937,   11818,  -98235,  -83257,   62013,   91029,  -87950,   11818
         6,           250,   81505,    9396,  -90891,   98102,  -16497,  -73265,  -97531,  -78732,   61820,   91171,  -84697,   11818,   91171,  -80872,   11818,  -97531,  -78732,   61820,   91171,  -84697,   11818
         7,           300,   80399,   11270,  -91660,   97511,  -14323,  -74620,  -96853,  -74319,   61645,   91315,  -81527,   11819,   91315,  -76910,   11819,  -96853,  -74319,   61645,   91315,  -81528,   11819
         8,           350,   79265,   13140,  -92396,   96882,  -12152,  -75941,  -96206,  -70015,   61478,   91458,  -78439,   11820,   91458,  -73049,   11820,  -96206,  -70015,   61478,   91458,  -78439,   11820
         9,           400,   78102,   15006,  -93099,   96213,   -9983,  -77227,  -95589,  -65817,   61318,   91599,  -75429,   11822,   91599,  -69287,   11822,  -95589,  -65817,   61318,   91599,  -75430,   11822
        10,           450,   76912,   16866,  -93769,   95503,   -7818,  -78475,  -95002,  -61723,   61162,   91738,  -72496,   11824,   91738,  -65621,   11824,  -95002,  -61723,   61162,   91738,  -72497,   11824
        11,           500,   75694,   18720,  -94406,   94751,   -5657,  -79685,  -94444,  -57730,   61011,   91874,  -69638,   11826,   91874,  -62049,   11826,  -94444,  -57730,   61011,   91874,  -69639,   11826
        12,           550,   74449,   20568,  -95009,   93956,   -3501,  -80854,  -93917,  -53835,   60865,   92008,  -66854,   11828,   92008,  -58568,   11828,  -93917,  -53835,   60865,   92008,  -66855,   11828
        13,           600,   73178,   22408,  -95578,   93119,   -1351,  -81984,  -93419,  -50037,   60724,   92140,  -64140,   11831,   92140,  -55176,   11831,  -93419,  -50037,   60724,   92140,  -64141,   11831
        14,           650,   71881,   24240,  -96114,   92240,     792,  -83072,  -92950,  -46332,   60587,   92270,  -61496,   11834,   92270,  -51871,   11834,  -92950,  -46332,   60587,   92270,  -61497,   11834
        15,           700,   70558,   26064,  -96615,   91320,    2927,  -84119,  -92511,  -42719,   60456,   92398,  -58919,   11838,   92398,  -48651,   11838,  -92511,  -42719,   60456,   92398,  -58920,   11838
        16,           750,   69211,   27878,  -97082,   90361,    5051,  -85124,  -92101,  -39195,   60330,   92524,  -56409,   11841,   92524,  -45513,   11841,  -92101,  -39195,   60330,   92524,  -56410,   11841
        17,           800,   67838,   29683,  -97515,   89363,    7165,  -86089,  -91720,  -35758,   60210,   92649,  -53963,   11845,   92649,  -42455,   11845,  -91720,  -35758,   60210,   92649,  -53964,   11845
        18,           850,   66442,   31477,  -97913,   88329,    9267,  -87012,  -91369,  -32406,   60096,   92772,  -51579,   11849,   92772,  -39475,   11849,  -91369,  -32406,   60096,   92772,  -51580,   11849
        19,           900,   65022,   33259,  -98276,   87261,   11354,  -87895,  -91046,  -29137,   59988,   92894,  -49257,   11853,   92894,  -36572,   11853,  -91046,  -29137,   59988,   92894,  -49258,   11853
        20,           950,   63579,   35030,  -98604,   86162,   13426,  -88739,  -90751,  -25949,   59887,   93013,  -46994,   11858,   93013,  -33744,   11858,  -90751,  -25949,   59887,   93013,  -46995,   11858
        21,          1000,   62113,   36789,  -98897,   85034,   15482,  -89545,  -90486,  -22839,   59793,   93132,  -44789,   11862,   93132,  -30988,   11862,  -90486,  -22839,   59793,   93132,  -44790,   11862
