         1,             0,   86606,     -17,  -86593,   99998,  -36320,  -55272,  -99999,  -99999,  -99999,  -99999,  -99999,   28447,  -99999,  -99999,   28447,  -99999,  -99999,  -99999,  -99999,  -99999,   28447
         2,            50,   85648,    1868,  -87520,   99979,  -34334,  -56997,  -99983,  -97526,   62856,   94045,  -97893,   28447,   94045,  -97776,   28447,  -99983,  -97529,   62856,   94045,  -97893,   28447
         3,           100,   84660,    3752,  -88416,   99903,  -32336,  -58684,  -99646,  -92639,   62856,   94036,  -93731,   28442,   94036,  -93384,   28442,  -99646,  -92649,   62856,   94036,  -93731,   28442
         4,           150,   83643,    5635,  -89282,   99740,  -30328,  -60306,  -98938,  -87873,   62666,   94061,  -89672,   28433,   94061,  -89101,   28433,  -98938,  -87890,   62666,   94061,  -89672,   28433
         5,           200,   82595,    7516,  -90115,   99496,  -28311,  -61870,  -98225,  -83225,   62374,   94120,  -85715,   28428,   94120,  -84925,   28428,  -98225,  -83248,   62374,   94120,  -85715,   28428
         6,           250,   81518,    9394,  -90916,   99197,  -26286,  -63395,  -97518,  -78691,   62179,   94201,  -81856,   28422,   94201,  -80853,   28422,  -97518,  -78721,   62179,   94201,  -81856,   28422
         7,           300,   80412,   11269,  -91685,   98855,  -24255,  -64889,  -96834,  -74270,   62002,   94290,  -78095,   28417,   94290,  -76884,   28417,  -96834,  -74306,   62002,   94290,  -78095,   28417
         8,           350,   79277,   13140,  -92421,   98473,  -22220,  -66353,  -96178,  -69958,   61833,   94381,  -74428,   28412,   94381,  -73015,   28412,  -96178,  -69999,   61833,   94381,  -74428,   28412
         9,           400,   78115,   15006,  -93125,   98052,  -20182,  -67788,  -95552,  -65752,   61671,   94473,  -70854,   28408,   94473,  -69243,   28408,  -95552,  -65799,   61671,   94473,  -70854,   28408
        10,           450,   76924,   16867,  -93795,   97593,  -18141,  -69193,  -94955,  -61650,   61514,   94564,  -67371,   28404,   94564,  -65567,   28404,  -94955,  -61703,   61514,   94564,  -67371,   28404
        11,           500,   75706,   18722,  -94432,   97094,  -16098,  -70567,  -94388,  -57649,   61361,   94654,  -63975,   28400,   94654,  -61984,   28400,  -94388,  -57708,   61361,   94654,  -63975,   28400
        12,           550,   74461,   20570,  -95035,   96556,  -14053,  -71909,  -93851,  -53747,   61214,   94744,  -60665,   28397,   94744,  -58491,   28397,  -93851,  -53811,   61214,   94744,  -60665,   28397
        13,           600,   73190,   22411,  -95605,   95979,  -12009,  -73219,  -93343,  -49941,   61071,   94832,  -57439,   28394,   94832,  -55086,   28394,  -93343,  -50011,   61071,   94832,  -57439,   28394
        14,           650,   71893,   24244,  -96141,   95362,   -9965,  -74496,  -92865,  -46230,   60933,   94921,  -54294,   28391,   94921,  -51767,   28391,  -92865,  -46304,   60933,   94921,  -54294,   28391
        15,           700,   70570,   26068,  -96642,   94707,   -7922,  -75739,  -92416,  -42610,   60800,   95008,  -51229,   28389,   95008,  -48533,   28389,  -92416,  -42689,   60800,   95008,  -51229,   28389
        16,           750,   69222,   27883,  -97109,   94014,   -5882,  -76949,  -91997,  -39079,   60673,   95096,  -48241,   28388,   95096,  -45380,   28388,  -91997,  -39164,   60673,   95096,  -48241,   28388
