         1,             0,   86591,      -8,  -86583,   99998,    1401,  -82256,  -99999,  -99999,  -99999,  -99999,  -99999,    -299,  -99999,  -99999,    -299,  -99999,  -99999,  -99999,  -99999,  -99999,    -299
         2,            50,   85633,    1877,  -87510,   99384,    3612,  -83591,  -99983,  -97530,   62178,   88096,  -99371,    -299,   88096,  -97777,    -299,  -99983,  -97530,   62178,   88096,  -98222,    -299
         3,           100,   84646,    3761,  -88406,   98675,    5823,  -84853,  -99652,  -92653,   62178,   88143,  -98131,    -297,   88143,  -93389,    -297,  -99652,  -92653,   62178,   88143,  -94711,    -297
         4,           150,   83628,    5644,  -89271,   97815,    8035,  -85997,  -98948,  -87896,   61984,   88280,  -96921,    -288,   88280,  -89110,    -288,  -98948,  -87896,   61984,   88280,  -91288,    -288
         5,           200,   82580,    7525,  -90104,   96858,   10245,  -87063,  -98231,  -83257,   61689,   88444,  -95743,    -275,   88444,  -84941,    -275,  -98231,  -83257,   61689,   88444,  -87953,    -275
         6,           250,   81503,    9403,  -90904,   95867,   12445,  -88095,  -97527,  -78732,   61499,   88616,  -94594,    -262,   88616,  -80879,    -262,  -97527,  -78732,   61499,   88616,  -84703,    -262
         7,           300,   80397,   11278,  -91673,   94842,   14632,  -89089,  -96856,  -74319,   61327,   88784,  -93475,    -249,   88784,  -76921,    -249,  -96856,  -74319,   61327,   88784,  -81537,    -249
         8,           350,   79262,   13148,  -92409,   93777,   16809,  -90043,  -96215,  -70015,   61162,   88949,  -92385,    -236,   88949,  -73065,    -236,  -96215,  -70015,   61162,   88949,  -78452,    -236
         9,           400,   78100,   15015,  -93112,   92672,   18973,  -90956,  -95605,  -65817,   61003,   89110,  -91323,    -224,   89110,  -69307,    -224,  -95605,  -65817,   61003,   89110,  -75446,    -224
        10,           450,   76909,   16875,  -93782,   91525,   21125,  -91825,  -95025,  -61722,   60849,   89269,  -90288,    -211,   89269,  -65647,    -211,  -95025,  -61723,   60849,   89269,  -72517,    -211
        11,           500,   75691,   18730,  -94419,   90335,   23263,  -92650,  -94475,  -57729,   60700,   89425,  -89280,    -198,   89425,  -62080,    -198,  -94475,  -57730,   60700,   89425,  -69664,    -198
        12,           550,   74447,   20578,  -95022,   89101,   25388,  -93429,  -93955,  -53835,   60555,   89578,  -88297,    -185,   89578,  -58605,    -185,  -93955,  -53835,   60555,   89578,  -66884,    -185
        13,           600,   73175,   22419,  -95591,   87824,   27497,  -94161,  -93464,  -50036,   60415,   89728,  -87340,    -172,   89728,  -55219,    -172,  -93464,  -50037,   60415,   89728,  -64175,    -172
        14,           650,   71878,   24252,  -96127,   86504,   29590,  -94847,  -93004,  -46332,   60280,   89876,  -86408,    -160,   89876,  -51921,    -160,  -93004,  -46332,   60280,   89876,  -61536,    -160
        15,           700,   70556,   26076,  -96628,   85143,   31666,  -95486,  -92573,  -42718,   60151,   90022,  -85499,    -147,   90022,  -48707,    -147,  -92573,  -42719,   60151,   90022,  -58965,    -147
        16,           750,   69208,   27891,  -97095,   83742,   33722,  -96078,  -92171,  -39195,   60026,   90165,  -84614,    -134,   90165,  -45576,    -134,  -92171,  -39195,   60026,   90165,  -56461,    -134
        17,           800,   67835,   29696,  -97527,   82304,   35758,  -96623,  -91799,  -35758,   59908,   90306,  -83752,    -122,   90306,  -42525,    -122,  -91799,  -35758,   59908,   90306,  -54020,    -122
        18,           850,   66439,   31490,  -97925,   80831,   37772,  -97123,  -91456,  -32406,   59795,   90445,  -82911,    -109,   90445,  -39553,    -109,  -91456,  -32406,   59795,   90445,  -51643,    -109
        19,           900,   65019,   33274,  -98288,   79325,   39761,  -97577,  -91142,  -29136,   59690,   90581,  -82093,     -96,   90581,  -36658,     -96,  -91142,  -29137,   59690,   90581,  -49326,     -96
