Time,SBUS A          V-node,SBUS B          V-node,SBUS C          V-node,SBUS A 1    A I-branch,SBUS B 1    B I-branch,SBUS C 1    C I-branch,FAULTA        I-branch,FAULTB        I-branch,FAULTC        I-branch,TACS   PV001V I-branch,TACS   PV001I I-branch,TACS   PV001W I-branch,TACS   PV002V I-branch,TACS   PV002I I-branch,TACS   PV002W I-branch,TACS   PV003V I-branch,TACS   PV003I I-branch,TACS   PV003W I-branch,TACS   PV004V I-branch,TACS   PV004I I-branch,TACS   PV004W I-branch,TACS   PV005V I-branch,TACS   PV005I I-branch,TACS   PV005W I-branch,TACS   PV006V I-branch,TACS   PV006I I-branch,TACS   PV006W I-branch,TACS   PV007V I-branch,TACS   PV007I I-branch,TACS   PV007W I-branch,TACS   PV008V I-branch,TACS   PV008I I-branch,TACS   PV008W I-branch
750,96033,-23867,-70367,96118,-82086,-11021,4314,0,0,83006,-49495,45629,83127,-49520,44419,83335,-49438,46705,83227,-49445,46530,84000,-49405,46885,83584,-49430,46841,82212,-49565,44496,84454,-49399,46855
800,95490,-22032,-71627,96548,-80710,-12780,4314,0,0,82886,-46608,43680,83015,-46636,42470,83191,-46543,44777,83083,-46550,44591,83842,-46505,44957,83434,-46533,44912,82113,-46687,42545,84294,-46498,44924
850,94914,-20190,-72860,96942,-79314,-14523,4314,0,0,82781,-43790,41772,82918,-43821,40563,83063,-43716,42890,82954,-43724,42693,83700,-43674,43068,83299,-43705,43023,82028,-43877,40635,84151,-43666,43033
900,94303,-18340,-74068,97318,-77899,-16270,4314,0,0,82690,-41039,39902,82834,-41074,38695,82950,-40957,41040,82841,-40965,40832,83574,-40909,41217,83181,-40943,41171,81956,-41135,38766,84023,-40901,41179
950,93659,-16484,-75250,97680,-76463,-18024,4314,0,0,82613,-38354,38071,82763,-38392,36867,82852,-38263,39226,82744,-38271,39008,83463,-38210,39401,83078,-38247,39354,81898,-38459,36937,83910,-38201,39360
1000,92982,-14622,-76405,98014,-75009,-19769,4314,0,0,82550,-35733,36275,82706,-35776,35076,82769,-35633,37448,82660,-35642,37220,83368,-35576,37620,82990,-35616,37573,81852,-35848,35145,83813,-35566,37575
1050,92272,-12755,-77533,98314,-73537,-21501,4314,0,0,82500,-33177,34515,82661,-33223,33322,82701,-33067,35703,82591,-33076,35465,83287,-33004,35873,82916,-33048,35825,81819,-33301,33389,83730,-32994,35824
1100,91529,-10883,-78633,98594,-72047,-23232,4314,0,0,82463,-30682,32787,82630,-30732,31601,82646,-30563,33991,82537,-30572,33743,83221,-30494,34157,82857,-30542,34109,81799,-30816,31668,83662,-30483,34104
1150,90753,-9007,-79706,98855,-70537,-24964,4314,0,0,82440,-28248,31092,82611,-28302,29914,82606,-28119,32310,82496,-28129,32051,83169,-28045,32471,82812,-28096,32424,81791,-28392,29980,83608,-28033,32415
1200,89946,-7128,-80750,99089,-69010,-26687,4314,0,0,82429,-25874,29428,82604,-25931,28259,82580,-25735,30658,82469,-25745,30390,83131,-25656,30815,82780,-25710,30768,81795,-26028,28325,83568,-25643,30755
1250,89106,-5247,-81765,99291,-67466,-28398,4314,0,0,82431,-23558,27793,82608,-23620,26634,82566,-23410,29035,82455,-23420,28757,83107,-23324,29187,82762,-23382,29140,81810,-23722,26700,83541,-23311,29123
1300,88234,-3364,-82752,99469,-65904,-30103,4314,0,0,82444,-21300,26186,82625,-21365,25038,82566,-21141,27439,82454,-21152,27152,83095,-21050,27586,82757,-21112,27539,81838,-21474,25104,83527,-21035,27518
1350,87332,-1479,-83709,99626,-64326,-31805,4314,0,0,82470,-19098,24607,82653,-19167,23470,82578,-18929,25869,82465,-18940,25573,83097,-18832,26011,82765,-18897,25964,81877,-19282,23536,83526,-18816,25938
1400,86398,405,-84636,99756,-62730,-33498,4314,0,0,82507,-16951,23053,82693,-17023,21930,82603,-16772,24324,82489,-16783,24019,83112,-16668,24460,82786,-16738,24413,81926,-17145,21996,83538,-16652,24383
1450,85433,2290,-85533,99855,-61120,-35177,4314,0,0,82556,-14858,21524,82743,-14934,20415,82640,-14669,22803,82525,-14680,22489,83138,-14559,22933,82818,-14632,22887,81987,-15062,20481,83562,-14542,22851
1500,84438,4174,-86400,99928,-59493,-36847,4314,0,0,82615,-12818,20019,82804,-12898,18924,82688,-12618,21305,82573,-12630,20982,83177,-12503,21428,82863,-12580,21383,82058,-13032,18991,83598,-12484,21342
1550,83414,6057,-87236,99977,-57851,-38511,4314,0,0,82686,-10830,18536,82876,-10913,17456,82749,-10620,19829,82632,-10632,19497,83228,-10498,19945,82919,-10579,19900,82139,-11054,17525,83646,-10478,19854
1600,82359,7937,-88041,99999,-56193,-40163,4314,0,0,82767,-8893,17076,82958,-8979,16011,82820,-8672,18373,82703,-8685,18033,83290,-8544,18482,82986,-8629,18438,82231,-9127,16081,83704,-8523,18387
1650,81275,9815,-88815,99990,-54522,-41801,4314,0,0,82858,-7005,15635,83049,-7095,14587,82902,-6775,16937,82784,-6787,16590,83363,-6640,17039,83065,-6729,16996,82332,-7249,14658,83774,-6618,16939
1700,80163,11689,-89557,99954,-52836,-43428,4314,0,0,82959,-5166,14215,83151,-5259,13184,82995,-4926,15520,82876,-4938,15165,83446,-4784,15615,83154,-4877,15573,82443,-5421,13256,83855,-4761,15510
1750,79022,13558,-90267,99892,-51135,-45045,4314,0,0,83069,-3375,12814,83261,-3471,11800,83098,-3125,14122,82978,-3138,13759,83540,-2977,14209,83253,-3074,14167,82563,-3640,11873,83945,-2953,14099
1800,77853,15423,-90946,99802,-49421,-46648,4314,0,0,83189,-1631,11430,83381,-1730,10435,83211,-1371,12740,83089,-1383,12370,83645,-1216,12820,83362,-1317,12779,82692,-1906,10509,84046,-1191,12705
1850,76656,17283,-91592,99682,-47695,-48236,4314,0,0,83318,68,10064,83510,-35,9087,83333,337,11375,83211,325,10998,83758,499,11447,83481,393,11407,82829,-217,9163,84157,525,11327
1900,75432,19136,-92205,99533,-45955,-49809,4314,0,0,83456,1721,8714,83647,1616,7756,83465,2000,10025,83341,1988,9642,83882,2169,10090,83609,2059,10050,82975,1426,7834,84277,2197,9965
1950,74181,20983,-92786,99357,-44203,-51370,4314,0,0,83602,3330,7380,83792,3222,6442,83606,3619,8690,83481,3607,8301,84014,3794,8747,83746,3681,8709,83129,3026,6521,84405,3824,8618
2000,72904,22822,-93334,99153,-42440,-52915,4314,0,0,83756,4897,6061,83946,4786,5142,83755,5195,7370,83629,5182,6974,84156,5377,7419,83892,5259,7381,83291,4582,5223,84543,5408,7285
2050,71601,24653,-93849,98919,-40665,-54443,4314,0,0,83918,6421,4755,84107,6307,3857,83913,6728,6063,83786,6716,5662,84305,6917,6104,84046,6795,6067,83461,6097,3939,84689,6949,5965
2100,70272,26476,-94330,98655,-38879,-55955,4314,0,0,84088,7904,3464,84275,7787,2586,84078,8220,4769,83950,8208,4362,84463,8415,4802,84208,8289,4766,83638,7570,2670,84843,8449,4658
2150,68919,28288,-94778,98363,-37082,-57451,4314,0,0,84264,9346,2185,84450,9227,1328,84251,9672,3487,84122,9659,3075,84628,9873,3512,84378,9743,3477,83822,9002,1414,85004,9909,3363
2200,67541,30091,-95192,98043,-35275,-58929,4314,0,0,84448,10748,919,84633,10627,82,84432,11083,2216,84301,11071,1800,84801,11291,2234,84555,11157,2200,84012,10396,170,85173,11329,2080
2250,66139,31883,-95572,97692,-33458,-60389,4314,0,0,84638,12112,-336,84821,11989,-1151,84619,12455,957,84487,12443,536,84982,12670,966,84739,12533,935,84209,11750,-1061,85349,12710,809
2300,64713,33664,-95919,97311,-31633,-61829,4314,0,0,84835,13438,-1579,85016,13313,-2373,84813,13790,-291,84680,13778,-716,85168,14011,-290,84930,13870,-321,84412,13067,-2281,85532,14053,-452
2350,63265,35433,-96231,96902,-29799,-63252,4314,0,0,85037,14727,-2812,85217,14599,-3585,85014,15087,-1529,84880,15075,-1958,85362,15315,-1536,85127,15169,-1566,84620,14346,-3491,85721,15358,-1703
2400,61794,37189,-96509,96464,-27956,-64655,4314,0,0,85245,15979,-4035,85423,15850,-4786,85220,16347,-2758,85085,16336,-3191,85561,16582,-2773,85330,16432,-2802,84835,15590,-4690,85917,16627,-2944
2450,60301,38932,-96753,95995,-26106,-66037,4314,0,0,85459,17196,-5248,85635,17065,-5977,85432,17572,-3978,85296,17561,-4414,85766,17814,-4000,85539,17660,-4028,85054,16797,-5879,86118,17861,-4176
2500,58786,40662,-96962,95497,-24249,-67398,4314,0,0,85677,18378,-6452,85852,18245,-7160,85650,18762,-5189,85512,18751,-5627,85977,19010,-5218,85753,18852,-5245,85278,17971,-7059,86324,19059,-5398
2550,57251,42376,-97137,94969,-22385,-68738,4314,0,0,85901,19526,-7646,86073,19391,-8333,85872,19917,-6391,85734,19906,-6832,86193,20172,-6428,85973,20010,-6453,85507,19110,-8230,86535,20223,-6613
2600,55696,44076,-97278,94412,-20515,-70057,4314,0,0,86129,20641,-8833,86299,20504,-9498,86099,21039,-7585,85960,21029,-8029,86414,21301,-7630,86197,21135,-7654,85741,20216,-9393,86752,21354,-7819
2650,54120,45760,-97384,93825,-18639,-71354,4314,0,0,86361,21723,-10011,86529,21585,-10655,86331,22129,-8772,86191,22118,-9217,86639,22397,-8824,86426,22227,-8847,85978,21290,-10547,86972,22452,-9017
2700,52526,47428,-97455,93208,-16759,-72627,4314,0,0,86596,22773,-11181,86762,22634,-11804,86567,23186,-9951,86426,23176,-10398,86868,23461,-10010,86658,23287,-10032,86219,22331,-11694,87197,23518,-10207
2750,50913,49079,-97492,92562,-14873,-73877,4314,0,0,86836,23793,-12344,87000,23652,-12945,86806,24212,-11123,86664,24202,-11572,87101,24493,-11190,86895,24316,-11210,86464,23342,-12834,87426,24553,-11390
2800,49281,50712,-97494,91887,-12984,-75104,4314,0,0,87078,24781,-13500,87240,24640,-14080,87049,25207,-12289,86906,25198,-12738,87338,25495,-12362,87135,25314,-12381,86711,24323,-13966,87658,25557,-12566
2850,47632,52328,-97462,91182,-11091,-76306,4314,0,0,87324,25741,-14649,87484,25598,-15208,87295,26173,-13447,87152,26164,-13898,87578,26467,-13528,87378,26282,-13545,86962,25274,-15092,87894,26531,-13736
2900,45967,53925,-97394,90447,-9196,-77483,4314,0,0,87572,26671,-15791,87730,26527,-16330,87544,27109,-14600,87400,27100,-15051,87821,27410,-14687,87625,27221,-14703,87215,26196,-16211,88132,27476,-14898
2950,44285,55502,-97293,89683,-7298,-78635,4314,0,0,87823,27573,-16926,87978,27428,-17445,87796,28017,-15746,87651,28008,-16197,88067,28324,-15839,87873,28131,-15855,87471,27090,-17324,88373,28393,-16054
3000,42587,57060,-97156,88891,-5399,-79762,4314,0,0,88076,28447,-18056,88229,28301,-18554,88049,28897,-16886,87904,28889,-17337,88315,29210,-16986,88125,29014,-17000,87729,27957,-18431,88616,29282,-17204
3050,40874,58598,-96985,88069,-3498,-80862,4314,0,0,88331,29294,-19179,88481,29147,-19657,88305,29750,-18021,88159,29742,-18471,88565,30069,-18127,88378,29869,-18139,87988,28796,-19532,88862,30143,-18348
3100,39146,60115,-96780,87218,-1597,-81936,4314,0,0,88587,30115,-20297,88735,29967,-20755,88563,30576,-19150,88417,30568,-19599,88817,30902,-19262,88633,30698,-19273,88249,29609,-20628,89109,30978,-19486
3150,37405,61610,-96541,86338,304,-82982,4314,0,0,88845,30910,-21408,88991,30762,-21848,88822,31376,-20273,88675,31369,-20722,89070,31708,-20391,88889,31501,-20401,88512,30397,-21717,89358,31788,-20618
3200,35650,63084,-96267,85430,2204,-84001,4314,0,0,89104,31680,-22515,89247,31531,-22935,89082,32151,-21391,88935,32144,-21838,89325,32489,-21514,89147,32279,-21523,88775,31159,-22802,89607,32571,-21745
3250,33883,64535,-95958,84493,4103,-84992,4314,0,0,89363,32425,-23615,89504,32276,-24017,89343,32902,-22504,89196,32895,-22950,89581,33246,-22632,89405,33032,-22640,89039,31898,-23882,89858,33330,-22866
3300,32104,65964,-95616,83528,6000,-85955,4314,0,0,89623,33147,-24710,89762,32997,-25094,89604,33628,-23612,89457,33621,-24055,89837,33978,-23745,89664,33760,-23752,89304,32612,-24956,90110,34066,-23981
3350,30313,67368,-95240,82535,7895,-86889,4314,0,0,89883,33845,-25801,90020,33695,-26166,89866,34331,-24714,89719,34324,-25156,90094,34687,-24853,89924,34466,-24858,89569,33303,-26026,90362,34777,-25091
3400,28511,68749,-94830,81515,9786,-87793,4314,0,0,90144,34521,-26885,90278,34371,-27233,90129,35011,-25812,89981,35005,-26251,90351,35373,-25955,90184,35148,-25959,89834,33972,-27091,90614,35466,-26196
3450,26700,70106,-94386,80466,11674,-88668,4314,0,0,90404,35174,-27965,90536,35024,-28295,90390,35668,-26904,90243,35663,-27340,90608,36036,-27052,90443,35808,-27055,90099,34618,-28151,90866,36132,-27295
3500,24879,71437,-93909,79391,13557,-89513,4314,0,0,90664,35806,-29040,90793,35656,-29352,90652,36304,-27992,90505,36299,-28425,90864,36678,-28144,90703,36447,-28145,90363,35244,-29207,91117,36777,-28389
3550,23049,72744,-93398,78288,15435,-90328,4314,0,0,90923,36417,-30109,91050,36266,-30405,90913,36919,-29074,90766,36914,-29504,91120,37298,-29231,90961,37064,-29231,90627,35848,-30258,91368,37400,-29478
3600,21210,74024,-92855,77158,17308,-91111,4314,0,0,91181,37007,-31174,91306,36857,-31454,91173,37513,-30152,91026,37508,-30579,91375,37898,-30312,91219,37660,-30311,90889,36432,-31304,91619,38003,-30561
3650,19365,75278,-92278,76002,19174,-91864,4314,0,0,91438,37578,-32233,91561,37427,-32498,91432,38087,-31225,91286,38082,-31648,91630,38478,-31388,91476,38237,-31386,91151,36996,-32345,91868,38586,-31640
3700,17512,76505,-91668,74820,21033,-92585,4314,0,0,91694,38129,-33287,91814,37979,-33537,91690,38642,-32293,91544,38637,-32712,91883,39038,-32460,91732,38794,-32456,91411,37540,-33382,92116,39149,-32713
3750,15653,77706,-91026,73611,22885,-93275,4314,0,0,91949,38661,-34337,92067,38511,-34571,91946,39178,-33355,91800,39173,-33770,92134,39579,-33526,91986,39332,-33522,91670,38066,-34415,92363,39693,-33780
3800,13789,78878,-90352,72378,24728,-93932,4314,0,0,92201,39175,-35381,92317,39025,-35601,92200,39695,-34413,92055,39690,-34824,92384,40102,-34587,92238,39851,-34581,91927,38574,-35442,92608,40219,-34842
3850,11920,80023,-89645,71119,26563,-94557,4314,0,0,92452,39671,-36420,92565,39521,-36626,92453,40194,-35466,92309,40189,-35872,92632,40606,-35642,92489,40352,-35636,92183,39064,-36465,92851,40726,-35899
3900,10046,81139,-88907,69835,28388,-95150,4314,0,0,92700,40150,-37454,92812,40000,-37647,92703,40675,-36514,92560,40671,-36915,92878,41093,-36693,92737,40836,-36685,92436,39537,-37484,93092,41216,-36951
3950,8169,82226,-88137,68526,30203,-95709,4314,0,0,92947,40612,-38483,93056,40463,-38662,92951,41140,-37557,92809,41136,-37953,93121,41563,-37738,92984,41303,-37729,92686,39993,-38498,93331,41689,-37997
4000,6289,83284,-87336,67194,32007,-96235,4314,0,0,93191,41057,-39507,93297,40909,-39673,93197,41588,-38594,93055,41584,-38985,93363,42017,-38777,93227,41754,-38767,92935,40432,-39507,93567,42146,-39037
4050,4407,84312,-86503,65838,33800,-96728,4314,0,0,93432,41487,-40525,93536,41339,-40680,93440,42020,-39626,93299,42016,-40012,93601,42454,-39812,93468,42188,-39801,93181,40856,-40511,93801,42586,-40072
4100,2523,85311,-85640,64459,35580,-97187,4314,0,0,93670,41901,-41539,93772,41753,-41681,93680,42437,-40653,93540,42432,-41034,93837,42876,-40840,93707,42607,-40828,93424,41264,-41511,94032,43011,-41102
4150,638,86279,-84747,63056,37348,-97612,4314,0,0,93906,42300,-42546,94006,42153,-42677,93917,42838,-41674,93779,42834,-42050,94070,43282,-41863,93942,43010,-41850,93663,41658,-42505,94260,43421,-42125
4200,-1246,87217,-83823,61632,39103,-98003,4314,0,0,94138,42685,-43548,94236,42538,-43668,94151,43225,-42690,94014,43221,-43060,94300,43674,-42881,94175,43399,-42866,93900,42037,-43495,94485,43816,-43143
4250,-3131,88123,-82870,60185,40844,-98359,4314,0,0,94367,43055,-44545,94462,42909,-44654,94381,43597,-43701,94246,43593,-44064,94526,44052,-43892,94404,43774,-43877,94134,42402,-44479,94707,44197,-44155
4300,-5014,88998,-81887,58717,42570,-98681,4314,0,0,94592,43412,-45536,94686,43266,-45635,94608,43956,-44705,94474,43952,-45063,94749,44415,-44898,94629,44134,-44882,94364,42753,-45459,94925,44563,-45161
4350,-6896,89842,-80875,57228,44281,-98968,4314,0,0,94814,43756,-46521,94906,43610,-46611,94832,44301,-45704,94699,44297,-46056,94969,44765,-45898,94851,44482,-45881,94591,43091,-46432,95140,44917,-46160
4400,-8775,90654,-79835,55718,45976,-99221,4314,0,0,95033,44086,-47501,95122,43942,-47581,95052,44634,-46697,94921,44629,-47043,95185,45103,-46891,95070,44816,-46873,94814,43416,-47401,95351,45257,-47154
4450,-10651,91433,-78766,54188,47655,-99438,4314,0,0,95247,44404,-48474,95334,44261,-48545,95267,44954,-47685,95138,44949,-48023,95397,45427,-47879,95284,45138,-47860,95033,43729,-48364,95558,45585,-48141
4500,-12523,92180,-77669,52639,49316,-99620,4314,0,0,95458,44710,-49441,95543,44567,-49504,95479,45261,-48665,95352,45256,-48998,95605,45740,-48860,95495,45448,-48840,95248,44030,-49322,95762,45901,-49122
4550,-14391,92894,-76544,51070,50960,-99767,4314,0,0,95665,45005,-50403,95747,44863,-50457,95687,45557,-49640,95562,45552,-49966,95809,46040,-49835,95701,45745,-49814,95460,44319,-50274,95961,46205,-50097
4600,-16253,93576,-75392,49483,52586,-99878,4314,0,0,95867,45288,-51358,95948,45146,-51405,95891,45842,-50609,95767,45836,-50928,96009,46329,-50803,95904,46032,-50782,95667,44597,-51220,96156,46497,-51065
4650,-18110,94223,-74214,47878,54193,-99954,4314,0,0,96065,45560,-52306,96144,45419,-52346,96090,46115,-51571,95968,46109,-51883,96204,46607,-51765,96102,46307,-51743,95870,44864,-52160,96347,46778,-52026
4700,-19961,94838,-73009,46256,55780,-99995,4314,0,0,96259,45822,-53248,96336,45682,-53281,96285,46378,-52526,96165,46372,-52832,96395,46875,-52721,96295,46572,-52697,96068,45120,-53094,96534,47049,-52980
4750,-21804,95419,-71778,44616,57348,-99999,4314,0,0,96449,46073,-54184,96523,45934,-54210,96475,46631,-53475,96358,46624,-53774,96582,47132,-53669,96485,46826,-53645,96262,45367,-54022,96716,47309,-53927
4800,-23640,95966,-70522,42961,58895,-99969,4314,0,0,96634,46314,-55113,96706,46176,-55133,96661,46873,-54417,96546,46866,-54709,96764,47379,-54610,96669,47071,-54585,96452,45603,-54944,96894,47560,-54867
4850,-25467,96479,-69241,41289,60420,-99902,4314,0,0,96814,46546,-56035,96884,46409,-56049,96842,47106,-55352,96729,47099,-55637,96942,47616,-55544,96849,47305,-55518,96637,45830,-55859,97067,47800,-55801
4900,-27285,96957,-67935,39602,61924,-99800,4314,0,0,96990,46769,-56950,97058,46633,-56959,97018,47330,-56280,96908,47322,-56558,97115,47844,-56471,97025,47531,-56445,96818,46048,-56768,97236,48032,-56727
4950,-29094,97401,-66605,37901,63406,-99663,4314,0,0,97161,46983,-57857,97227,46848,-57862,97190,47545,-57201,97082,47536,-57472,97283,48063,-57391,97196,47747,-57363,96993,46257,-57670,97400,48254,-57645
5000,-30892,97811,-65251,36186,64865,-99489,4314,0,0,97327,47188,-58758,97391,47054,-58758,97356,47751,-58114,97251,47742,-58379,97446,48273,-58303,97361,47955,-58275,97164,46458,-58565,97559,48468,-58556
5050,-32679,98185,-63874,34457,66300,-99280,4314,0,0,97488,47385,-59651,97550,47252,-59647,97518,47949,-59020,97415,47939,-59278,97605,48476,-59208,97522,48155,-59179,97330,46650,-59453,97713,48673,-59459
5100,-34454,98525,-62474,32716,67712,-99036,4314,0,0,97644,47574,-60537,97705,47442,-60529,97675,48139,-59919,97574,48129,-60169,97758,48670,-60105,97678,48346,-60076,97492,46834,-60335,97862,48870,-60354
5150,-36218,98830,-61053,30962,69099,-98756,4314,0,0,97796,47756,-61416,97854,47624,-61403,97826,48322,-60810,97729,48310,-61053,97907,48856,-60994,97829,48530,-60964,97648,47011,-61209,98007,49060,-61242
5200,-37968,99100,-59609,29197,70461,-98440,4314,0,0,97942,47930,-62286,97999,47800,-62270,97973,48497,-61693,97878,48484,-61929,98050,49035,-61876,97975,48707,-61845,97799,47181,-62076,98146,49242,-62121
5250,-39705,99334,-58145,27421,71797,-98089,4314,0,0,98084,48097,-63149,98138,47968,-63130,98114,48664,-62568,98022,48651,-62797,98189,49206,-62749,98116,48876,-62717,97945,47343,-62935,98280,49417,-62993
5300,-41428,99533,-56659,25634,73108,-97703,4314,0,0,98220,48257,-64004,98272,48129,-63982,98251,48825,-63435,98161,48811,-63657,98322,49371,-63614,98252,49038,-63582,98087,47499,-63787,98410,49585,-63856
5350,-43136,99697,-55154,23838,74393,-97282,4314,0,0,98352,48411,-64850,98402,48284,-64827,98382,48980,-64294,98295,48965,-64509,98450,49529,-64471,98383,49194,-64438,98223,47648,-64631,98534,49747,-64710
5400,-44829,99826,-53629,22033,75650,-96826,4314,0,0,98478,48558,-65689,98526,48432,-65663,98508,49128,-65145,98424,49112,-65353,98573,49681,-65319,98508,49344,-65286,98354,47791,-65467,98653,49902,-65557
5450,-46506,99919,-52085,20219,76880,-96335,4314,0,0,98599,48699,-66519,98645,48575,-66491,98629,49270,-65987,98548,49253,-66188,98691,49827,-66159,98629,49487,-66126,98480,47928,-66296,98767,50051,-66394
5500,-48166,99976,-50522,18398,78082,-95810,4314,0,0,98715,48835,-67341,98759,48711,-67312,98744,49406,-66820,98667,49389,-67014,98803,49967,-66991,98744,49625,-66957,98601,48059,-67116,98876,50194,-67224
5550,-49809,99998,-48942,16570,79256,-95250,4314,0,0,98826,48965,-68154,98868,48843,-68123,98855,49537,-67645,98780,49519,-67832,98911,50101,-67813,98854,49757,-67779,98716,48185,-67928,98979,50332,-68044
5600,-51435,99985,-47344,14735,80402,-94656,4314,0,0,98931,49090,-68959,98972,48969,-68927,98960,49662,-68462,98888,49643,-68642,99013,50231,-68627,98959,49884,-68592,98827,48305,-68731,99078,50464,-68855
5650,-53042,99935,-45729,12894,81518,-94027,4314,0,0,99032,49210,-69755,99070,49089,-69722,99060,49783,-69269,98992,49762,-69443,99110,50354,-69432,99058,50005,-69396,98932,48421,-69527,99171,50591,-69657
5700,-54630,99851,-44098,11049,82605,-93365,4314,0,0,99127,49325,-70542,99164,49206,-70508,99155,49898,-70067,99089,49877,-70234,99202,50474,-70228,99153,50122,-70192,99032,48531,-70313,99259,50713,-70450
5750,-56199,99731,-42452,9198,83661,-92669,4314,0,0,99218,49435,-71320,99252,49317,-71286,99244,50009,-70856,99182,49987,-71017,99289,50588,-71014,99242,50234,-70978,99127,48637,-71091,99343,50831,-71234
5800,-57748,99575,-40790,7345,84688,-91940,4314,0,0,99303,49541,-72089,99335,49424,-72054,99328,50116,-71636,99270,50092,-71790,99370,50698,-71791,99326,50342,-71755,99217,48739,-71860,99421,50944,-72009
5850,-59277,99384,-39114,5488,85684,-91178,4314,0,0,99383,49643,-72848,99413,49527,-72814,99407,50218,-72407,99352,50193,-72554,99447,50804,-72559,99405,50445,-72522,99302,48837,-72620,99493,51053,-72774
5900,-60784,99158,-37424,3628,86649,-90383,4314,0,0,99458,49740,-73598,99486,49626,-73565,99481,50316,-73168,99429,50290,-73309,99518,50905,-73318,99479,50545,-73280,99382,48930,-73372,99561,51158,-73529
