Time,SBUS A          V-node,SBUS B          V-node,SBUS C          V-node,SBUS A 1    A I-branch,SBUS B 1    B I-branch,SBUS C 1    C I-branch,FAULTA        I-branch,FAULTB        I-branch,FAULTC        I-branch,TACS   PV001V I-branch,TACS   PV001I I-branch,TACS   PV001W I-branch,TACS   PV002V I-branch,TACS   PV002I I-branch,TACS   PV002W I-branch,TACS   PV003V I-branch,TACS   PV003I I-branch,TACS   PV003W I-branch,TACS   PV004V I-branch,TACS   PV004I I-branch,TACS   PV004W I-branch,TACS   PV005V I-branch,TACS   PV005I I-branch,TACS   PV005W I-branch,TACS   PV006V I-branch,TACS   PV006I I-branch,TACS   PV006W I-branch,TACS   PV007V I-branch,TACS   PV007I I-branch,TACS   PV007W I-branch,TACS   PV008V I-branch,TACS   PV008I I-branch,TACS   PV008W I-branch
0,99998,-50009,-49991,85536,-99999,14458,4366,-19382,18489,-99999,-99999,97359,-99999,-99999,96945,-99999,-99999,97450,-99999,-99999,97484,-99999,-99999,97072,-99999,-99999,97358,-99999,-99999,97928,-99999,-99999,96752
50,99980,-48368,-51614,86711,-98980,12371,4366,-19382,18489,85066,-98782,97359,85053,-98782,96945,85569,-98782,97450,85459,-98782,97484,86206,-98782,97072,85789,-98782,97358,84182,-98782,97928,86567,-98782,96752
100,99927,-46710,-53220,87835,-97925,10297,4366,-19382,18489,84909,-96376,96479,84896,-96376,96051,85405,-96375,96594,85298,-96376,96632,86035,-96375,96212,85625,-96375,96509,84038,-96376,97060,86393,-96375,95882
150,99840,-45035,-54807,88846,-96836,8295,4366,-19382,18489,84585,-94025,94746,84575,-94026,94292,85062,-94025,94909,84961,-94025,94955,85678,-94025,94517,85281,-94025,94836,83745,-94026,95350,86031,-94025,94167
200,99717,-43344,-56375,89687,-95713,6419,4366,-19382,18489,84254,-91729,93059,84254,-91729,92578,84709,-91728,93268,84612,-91729,93322,85310,-91728,92868,84925,-91728,93208,83451,-91730,93686,85658,-91728,92499
250,99557,-41638,-57922,90408,-94561,4627,4366,-19382,18489,83956,-89485,91413,83967,-89486,90906,84386,-89484,91667,84292,-89484,91728,84972,-89483,91258,84598,-89484,91619,83184,-89488,92062,85316,-89482,90869
300,99362,-39917,-59448,91108,-93382,2829,4366,-19382,18489,83682,-87293,89804,83705,-87294,89273,84087,-87291,90103,83995,-87291,90172,84659,-87289,89685,84294,-87290,90067,82936,-87297,90479,85000,-87288,89276
350,99132,-38181,-60953,91804,-92180,1012,4366,-19382,18489,83428,-85151,88233,83461,-85153,87680,83809,-85148,88576,83719,-85148,88651,84367,-85145,88148,84012,-85147,88550,82706,-85157,88933,84707,-85144,87720
400,98867,-36432,-62437,92447,-90955,-777,4366,-19382,18489,83192,-83059,86699,83234,-83061,86124,83550,-83054,87084,83461,-83055,87167,84096,-83050,86647,83748,-83053,87069,82491,-83067,87425,84434,-83049,86199
450,98566,-34671,-63898,93033,-89708,-2536,4366,-19382,18489,82972,-81016,85201,83022,-81019,84606,83309,-81009,85627,83221,-81010,85716,83843,-81004,85180,83503,-81008,85622,82292,-81026,85953,84179,-81003,84713
