Time,SBUS A          V-node,SBUS B          V-node,SBUS C          V-node,SBUS A 1    A I-branch,SBUS B 1    B I-branch,SBUS C 1    C I-branch,FAULTA        I-branch,FAULTB        I-branch,FAULTC        I-branch,TACS   PV001V I-branch,TACS   PV001I I-branch,TACS   PV001W I-branch,TACS   PV002V I-branch,TACS   PV002I I-branch,TACS   PV002W I-branch,TACS   PV003V I-branch,TACS   PV003I I-branch,TACS   PV003W I-branch,TACS   PV004V I-branch,TACS   PV004I I-branch,TACS   PV004W I-branch,TACS   PV005V I-branch,TACS   PV005I I-branch,TACS   PV005W I-branch,TACS   PV006V I-branch,TACS   PV006I I-branch,TACS   PV006W I-branch,TACS   PV007V I-branch,TACS   PV007I I-branch,TACS   PV007W I-branch,TACS   PV008V I-branch,TACS   PV008I I-branch,TACS   PV008W I-branch
0,99998,-50013,-48744,83374,-97711,15363,4314,0,0,-99999,-99999,77645,-99999,-99999,76857,-99999,-99999,78081,-99999,-99999,77976,-99999,-99999,78174,-99999,-99999,78091,-99999,-99999,76823,-99999,-99999,78214
50,99980,-48372,-50326,84542,-96757,13344,4314,0,0,86676,-98145,77645,86695,-98145,76857,87351,-98154,78081,87179,-98152,77976,88268,-98165,78174,87649,-98157,78091,85403,-98128,76823,88801,-98172,78214
100,99927,-46713,-51891,85669,-95768,11330,4314,0,0,86498,-94479,76323,86517,-94480,75528,87162,-94506,76774,86994,-94501,76661,88068,-94541,76872,87459,-94517,76785,85243,-94431,75483,88598,-94559,76916
150,99840,-45039,-53438,86720,-94745,9354,4314,0,0,86127,-90898,73717,86149,-90900,72908,86767,-90943,74197,86609,-90935,74069,87654,-90999,74307,87064,-90960,74211,84915,-90819,72840,88175,-91030,74358
200,99716,-43348,-54967,87664,-93690,7446,4314,0,0,85749,-87398,71180,85779,-87401,70356,86361,-87459,71688,86210,-87448,71547,87227,-87537,71809,86655,-87484,71706,84586,-87290,70268,87740,-87579,71867
250,99557,-41642,-56475,88522,-92604,5588,4314,0,0,85403,-83977,68702,85445,-83981,67864,85985,-84054,69238,85840,-84040,69082,86830,-84153,69369,86275,-84085,69259,84286,-83842,67758,87337,-84205,69432
300,99362,-39920,-57962,89348,-91489,3732,4314,0,0,85084,-80634,66280,85138,-80640,65430,85636,-80726,66844,85495,-80710,66674,86460,-80844,66984,85921,-80763,66867,84006,-80473,65309,86961,-80908,67051
350,99132,-38185,-59430,90148,-90346,1873,4314,0,0,84788,-77367,63913,84852,-77375,63052,85310,-77473,64505,85173,-77454,64321,86114,-77610,64652,85590,-77517,64530,83745,-77182,62917,86610,-77684,64723
400,98867,-36436,-60876,90896,-89177,37,4314,0,0,84511,-74175,61599,84585,-74185,60729,85005,-74294,62218,84872,-74273,62021,85791,-74449,62371,85281,-74344,62244,83500,-73967,60583,86282,-74533,62446
450,98567,-34675,-62301,91595,-87983,-1778,4314,0,0,84254,-71057,59338,84337,-71068,58461,84720,-71188,59982,84591,-71164,59773,85489,-71360,60142,84992,-71243,60010,83274,-70826,58303,85976,-71454,60218
500,98231,-32901,-63703,92274,-86763,-3600,4314,0,0,84016,-68010,57127,84106,-68024,56243,84456,-68153,57797,84329,-68127,57575,85207,-68341,57961,84722,-68213,57825,83064,-67758,56076,85690,-68444,58039
550,97860,-31115,-65083,92935,-85517,-5429,4314,0,0,83795,-65034,54965,83893,-65050,54076,84210,-65187,55659,84086,-65160,55425,84945,-65391,55827,84472,-65253,55687,82871,-64762,53900,85424,-65504,55906
600,97455,-29318,-66440,93560,-84248,-7248,4314,0,0,83592,-62127,52850,83696,-62145,51957,83983,-62290,53568,83861,-62261,53321,84702,-62509,53738,84240,-62361,53595,82694,-61836,51773,85177,-62631,53818
650,97016,-27511,-67773,94145,-82955,-9053,4314,0,0,83405,-59288,50780,83515,-59308,49886,83773,-59460,51521,83654,-59429,51263,84477,-59694,51694,84026,-59536,51548,82532,-58979,49694,84949,-59824,51774
700,96541,-25694,-69081,94709,-81639,-10862,4314,0,0,83235,-56516,48755,83351,-56538,47858,83581,-56696,49517,83464,-56663,49247,84270,-56943,49692,83830,-56776,49543,82386,-56189,47660,84739,-57082,49771
750,96032,-23867,-70366,95254,-80298,-12676,4314,0,0,83082,-53808,46772,83202,-53833,45875,83406,-53996,47555,83292,-53962,47274,84081,-54257,47731,83651,-54081,47580,82255,-53465,45671,84546,-54404,47809
800,95490,-22033,-71625,95766,-78935,-14481,4314,0,0,82944,-51164,44830,83068,-51192,43933,83248,-51360,45633,83135,-51324,45341,83908,-51633,45809,83489,-51449,45656,82139,-50806,43724,84370,-51788,45885
850,94913,-20190,-72859,96243,-77550,-16275,4314,0,0,82821,-48583,42927,82949,-48613,42032,83106,-48785,43750,82995,-48748,43446,83753,-49070,43925,83343,-48878,43771,82037,-48210,41819,84211,-49233,44000
900,94303,-18341,-74067,96696,-76142,-18068,4314,0,0,82714,-46063,41062,82845,-46096,40169,82981,-46272,41903,82871,-46232,41589,83614,-46568,42077,83214,-46368,41922,81950,-45677,39952,84069,-46738,42150
950,93659,-16485,-75249,97126,-74712,-19862,4314,0,0,82621,-43604,39233,82756,-43639,38343,82871,-43817,40092,82763,-43777,39767,83491,-44125,40264,83100,-43918,40108,81877,-43204,38123,83943,-44303,40334
1000,92982,-14623,-76404,97525,-73261,-21648,4314,0,0,82543,-41203,37439,82681,-41240,36553,82777,-41422,38315,82670,-41380,37979,83384,-41740,38485,83002,-41526,38328,81817,-40791,36331,83832,-41924,38552
1050,92272,-12755,-77532,97890,-71790,-23422,4314,0,0,82480,-38860,35679,82619,-38900,34798,82698,-39084,36571,82591,-39041,36225,83293,-39412,36738,82919,-39191,36581,81771,-38436,34574,83737,-39603,36803
1100,91528,-10884,-78632,98228,-70297,-25192,4314,0,0,82430,-36574,33951,82572,-36616,33076,82633,-36802,34858,82528,-36758,34503,83216,-37139,35022,82851,-36913,34865,81738,-36139,32850,83657,-37337,35083
1150,90753,-9008,-79705,98542,-68784,-26958,4314,0,0,82394,-34343,32254,82537,-34388,31385,82583,-34575,33176,82479,-34530,32810,83155,-34922,33336,82797,-34689,33178,81719,-33897,31159,83592,-35125,33393
1200,89945,-7129,-80749,98824,-67251,-28715,4314,0,0,82372,-32167,30586,82516,-32215,29724,82548,-32402,31522,82444,-32356,31147,83107,-32757,31678,82758,-32519,31520,81712,-31711,29499,83541,-32967,31731
1250,89106,-5248,-81764,99073,-65699,-30459,4314,0,0,82362,-30044,28947,82508,-30094,28093,82526,-30283,29896,82422,-30235,29512,83074,-30646,30048,82732,-30402,29890,81717,-29579,27868,83504,-30862,30097
1300,88234,-3365,-82751,99294,-64129,-32195,4314,0,0,82366,-27974,27335,82512,-28026,26490,82517,-28215,28296,82414,-28166,27903,83055,-28586,28443,82720,-28337,28286,81735,-27500,26265,83482,-28807,28488
1350,87331,-1480,-83708,99487,-62539,-33924,4314,0,0,82382,-25955,25749,82529,-26009,24913,82522,-26198,26721,82419,-26149,26320,83049,-26577,26864,82722,-26323,26707,81765,-25472,24689,83472,-26803,26903
1400,86398,405,-84635,99650,-60931,-35643,4314,0,0,82410,-23986,24188,82557,-24043,23362,82540,-24232,25171,82437,-24181,24762,83056,-24617,25308,82736,-24359,25153,81806,-23496,23140,83476,-24849,25343
1450,85433,2289,-85532,99780,-59305,-37347,4314,0,0,82450,-22067,22651,82597,-22126,21835,82570,-22314,23644,82467,-22263,23227,83076,-22706,23775,82763,-22444,23621,81859,-21569,21616,83492,-22943,23805
1500,84439,4173,-86399,99880,-57663,-39041,4314,0,0,82502,-20196,21137,82649,-20257,20332,82612,-20445,22139,82510,-20392,21714,83108,-20842,22264,82802,-20576,22111,81923,-19691,20115,83521,-21084,22289
1550,83414,6056,-87235,99951,-56003,-40724,4314,0,0,82565,-18372,19644,82712,-18435,18851,82667,-18622,20655,82564,-18569,20223,83153,-19026,20774,82853,-18756,20623,81997,-17861,18637,83561,-19272,20794
1600,82359,7936,-88040,99991,-54327,-42394,4314,0,0,82639,-16595,18172,82785,-16660,17392,82733,-16846,19192,82629,-16792,18752,83209,-17255,19304,82915,-16982,19154,82082,-16077,17180,83614,-17506,19318
1650,81276,9814,-88814,99998,-52636,-44049,4314,0,0,82724,-14863,16721,82869,-14930,15953,82810,-15116,17748,82706,-15061,17301,83277,-15530,17853,82989,-15253,17704,82178,-14340,15745,83678,-15785,17861
1700,80163,11688,-89556,99975,-50929,-45690,4314,0,0,82819,-13176,15288,82964,-13245,14533,82898,-13429,16322,82794,-13373,15868,83356,-13848,16420,83074,-13568,16273,82283,-12647,14329,83753,-14107,16423
1750,79022,13557,-90267,99922,-49207,-47318,4314,0,0,82924,-11532,13874,83068,-11603,13133,82997,-11787,14913,82892,-11730,14454,83446,-12210,15005,83169,-11927,14860,82398,-10999,12932,83839,-12473,15002
1800,77853,15422,-90945,99837,-47471,-48931,4314,0,0,83039,-9932,12477,83182,-10005,11749,83105,-10187,13522,83000,-10129,13057,83546,-10614,13606,83275,-10329,13463,82522,-9394,11553,83935,-10881,13597
1850,76656,17282,-91591,99720,-45721,-50527,4314,0,0,83163,-8373,11097,83305,-8448,10383,83224,-8629,12146,83118,-8570,11675,83656,-9060,12223,83390,-8772,12082,82656,-7831,10192,84041,-9330,12208
1900,75432,19135,-92205,99572,-43957,-52106,4314,0,0,83296,-6856,9732,83437,-6932,9033,83352,-7112,10785,83246,-7052,10310,83775,-7546,10855,83515,-7256,10716,82798,-6310,8847,84157,-7819,10834
1950,74181,20982,-92786,99392,-42181,-53670,4314,0,0,83439,-5379,8382,83578,-5457,7699,83490,-5635,9439,83383,-5574,8959,83905,-6072,9501,83650,-5780,9365,82949,-4829,7517,84282,-6349,9474
2000,72904,22821,-93333,99181,-40392,-55217,4314,0,0,83589,-3941,7047,83727,-4021,6379,83636,-4197,8107,83528,-4136,7622,84043,-4638,8162,83793,-4344,8027,83108,-3388,6202,84416,-4917,8128
2050,71601,24652,-93848,98938,-38592,-56744,4314,0,0,83748,-2542,5726,83884,-2623,5073,83791,-2798,6788,83682,-2736,6299,84190,-3242,6835,83945,-2946,6703,83274,-1986,4902,84559,-3524,6796
2100,70273,26475,-94329,98664,-36780,-58253,4314,0,0,83915,-1181,4418,84049,-1263,3781,83955,-1437,5482,83845,-1374,4989,84345,-1883,5521,84104,-1585,5392,83448,-622,3615,84710,-2168,5475
2150,68919,28287,-94777,98358,-34957,-59744,4314,0,0,84089,143,3123,84221,59,2501,84126,-113,4188,84015,-50,3691,84508,-561,4219,84272,-262,4092,83630,705,2341,84869,-848,4167
2200,67541,30090,-95191,98020,-33124,-61215,4314,0,0,84270,1430,1839,84401,1346,1233,84304,1175,2905,84192,1239,2405,84679,725,2928,84448,1025,2804,83818,1995,1080,85036,435,2870
2250,66139,31882,-95572,97651,-31282,-62666,4314,0,0,84458,2682,567,84587,2597,-22,84490,2427,1633,84377,2492,1130,84857,1975,1648,84630,2277,1527,84014,3249,-170,85210,1684,1584
2300,64714,33663,-95918,97249,-29430,-64096,4314,0,0,84653,3900,-694,84780,3813,-1267,84682,3645,371,84569,3711,-134,85043,3191,379,84820,3494,260,84215,4468,-1409,85391,2898,309
