Time,SBUS A          V-node,SBUS B          V-node,SBUS C          V-node,SBUS A 1    A I-branch,SBUS B 1    B I-branch,SBUS C 1    C I-branch,FAULTA        I-branch,FAULTB        I-branch,FAULTC        I-branch,TACS   PV001V I-branch,TACS   PV001I I-branch,TACS   PV001W I-branch,TACS   PV002V I-branch,TACS   PV002I I-branch,TACS   PV002W I-branch,TACS   PV003V I-branch,TACS   PV003I I-branch,TACS   PV003W I-branch,TACS   PV004V I-branch,TACS   PV004I I-branch,TACS   PV004W I-branch,TACS   PV005V I-branch,TACS   PV005I I-branch,TACS   PV005W I-branch,TACS   PV006V I-branch,TACS   PV006I I-branch,TACS   PV006W I-branch,TACS   PV007V I-branch,TACS   PV007I I-branch,TACS   PV007W I-branch,TACS   PV008V I-branch,TACS   PV008I I-branch,TACS   PV008W I-branch
0,99997,-50005,-49994,44576,-47036,6059,-48,-1152,1562,-99999,-99999,99999,-99999,-99999,99999,-99999,-99999,99998,-99999,-99999,99999,-99999,-99999,99999,-99999,-99999,99998,-99999,-99999,99998,-99999,-99999,99998
50,99980,-48364,-51618,45133,-46540,5026,-48,-1152,1562,83167,-97446,99999,83053,-97444,99999,83567,-97454,99998,83547,-97453,99999,83926,-97460,99999,83737,-97456,99998,82672,-97436,99998,84088,-97463,99998
100,99927,-46706,-53223,45639,-46029,4024,-48,-1152,1562,83032,-92400,98437,82919,-92393,98420,83428,-92423,98456,83410,-92420,98456,83783,-92442,98459,83598,-92431,98460,82545,-92371,98425,83944,-92450,98456
150,99840,-45031,-54812,45972,-45501,3168,-48,-1152,1562,82761,-87473,95360,82653,-87462,95310,83142,-87511,95417,83126,-87506,95416,83488,-87541,95426,83310,-87524,95431,82296,-87425,95324,83647,-87555,95419
200,99718,-43340,-56380,46039,-44960,2550,-48,-1152,1562,82499,-82661,92367,82409,-82645,92281,82857,-82712,92460,82840,-82706,92459,83193,-82754,92475,83019,-82730,92483,82062,-82595,92306,83351,-82773,92463
250,99559,-41633,-57927,45954,-44410,2069,-48,-1152,1562,82276,-77960,89445,82207,-77941,89327,82607,-78024,89575,82586,-78016,89572,82933,-78077,89593,82761,-78046,89607,81857,-77878,89365,83093,-78101,89577
300,99363,-39912,-59452,45923,-43861,1535,-48,-1152,1562,82076,-73369,86593,82024,-73347,86446,82381,-73445,86759,82357,-73436,86755,82699,-73508,86781,82528,-73472,86799,81671,-73272,86496,82862,-73538,86759
350,99132,-38177,-60957,45983,-43314,919,-48,-1152,1562,81892,-68887,83812,81856,-68862,83638,82173,-68973,84012,82146,-68962,84007,82483,-69046,84037,82313,-69004,84058,81500,-68774,83701,82650,-69081,84010
400,98867,-36428,-62441,46021,-42769,325,-48,-1152,1562,81720,-64510,81100,81699,-64483,80902,81978,-64606,81332,81947,-64593,81327,82282,-64689,81360,82112,-64641,81386,81338,-64383,80977,82452,-64728,81327
450,98567,-34666,-63903,45996,-42219,-214,-48,-1152,1562,81561,-60236,78456,81554,-60208,78235,81797,-60341,78719,81763,-60326,78712,82094,-60433,78749,81925,-60379,78778,81190,-60096,78321,82268,-60478,78710
500,98231,-32892,-65341,45972,-41663,-761,-48,-1152,1562,81417,-56064,75876,81424,-56035,75634,81632,-56177,76167,81595,-56160,76160,81923,-56278,76200,81754,-56218,76232,81057,-55911,75730,82100,-56327,76155
550,97860,-31106,-66756,45991,-41103,-1352,-48,-1152,1562,81288,-51991,73357,81307,-51961,73096,81483,-52111,73676,81443,-52092,73666,81768,-52220,73710,81599,-52156,73745,80938,-51825,73201,81947,-52275,73660
600,97454,-29309,-68147,46020,-40545,-1952,-48,-1152,1562,81172,-48015,70898,81203,-47985,70619,81348,-48141,71243,81305,-48121,71231,81626,-48259,71278,81458,-48189,71316,80831,-47837,70733,81808,-48318,71223
650,97015,-27502,-69515,46025,-39986,-2529,-48,-1152,1562,81068,-44133,68497,81109,-44104,68203,81225,-44266,68867,81180,-44244,68853,81498,-44391,68903,81330,-44316,68944,80736,-43945,68325,81683,-44456,68843
700,96540,-25685,-70857,46017,-39420,-3100,-48,-1152,1562,80977,-40345,66153,81029,-40316,65844,81118,-40483,66546,81069,-40459,66529,81384,-40616,66582,81217,-40536,66625,80654,-40146,65974,81571,-40685,66517
750,96031,-23858,-72175,46023,-38851,-3689,-48,-1152,1562,80900,-36648,63862,80962,-36620,63540,81024,-36791,64276,80973,-36764,64256,81285,-36930,64312,81119,-36846,64358,80586,-36439,63676,81474,-37005,64243
800,95488,-22024,-73466,46040,-38280,-4290,-48,-1152,1562,80835,-33041,61622,80906,-33013,61289,80944,-33187,62056,80890,-33159,62033,81200,-33334,62092,81034,-33244,62140,80529,-32822,61432,81390,-33413,62019
850,94911,-20181,-74732,46050,-37708,-4885,-48,-1152,1562,80782,-29521,59432,80862,-29494,59089,80877,-29671,59885,80821,-29640,59859,81127,-29823,59921,80962,-29729,59970,80484,-29292,59238,81319,-29907,59843
900,94301,-18331,-75971,46050,-37132,-5474,-48,-1152,1562,80742,-26086,57290,80830,-26061,56939,80822,-26239,57761,80764,-26206,57731,81068,-26398,57796,80904,-26299,57847,80451,-25848,57093,81261,-26486,57714
