Time,SBUS A          V-node,SBUS B          V-node,SBUS C          V-node,SBUS A 1    A I-branch,SBUS B 1    B I-branch,SBUS C 1    C I-branch,FAULTA        I-branch,FAULTB        I-branch,FAULTC        I-branch,TACS   PV001V I-branch,TACS   PV001I I-branch,TACS   PV001W I-branch,TACS   PV002V I-branch,TACS   PV002I I-branch,TACS   PV002W I-branch,TACS   PV003V I-branch,TACS   PV003I I-branch,TACS   PV003W I-branch,TACS   PV004V I-branch,TACS   PV004I I-branch,TACS   PV004W I-branch,TACS   PV005V I-branch,TACS   PV005I I-branch,TACS   PV005W I-branch,TACS   PV006V I-branch,TACS   PV006I I-branch,TACS   PV006W I-branch,TACS   PV007V I-branch,TACS   PV007I I-branch,TACS   PV007W I-branch,TACS   PV008V I-branch,TACS   PV008I I-branch,TACS   PV008W I-branch
0,99992,-50011,-49984,84285,-99999,16093,-16885,0,0,-99999,-99999,99999,-99999,-99999,99998,-99999,-99999,99999,-99999,-99999,99998,-99999,-99999,99999,-99999,-99999,99998,-99999,-99999,99998,-99999,-99999,99998
50,99974,-48370,-51608,85479,-99020,14022,-16885,0,0,86507,-97508,99999,86490,-97507,99998,87220,-97522,99999,87063,-97518,99998,88134,-97537,99999,87533,-97527,99998,85242,-97484,99998,88649,-97546,99998
100,99921,-46712,-53213,86628,-98005,11959,-16885,0,0,86329,-92585,98500,86312,-92580,98483,87030,-92625,98523,86879,-92613,98514,87934,-92671,98530,87343,-92639,98526,85082,-92512,98472,88446,-92697,98534
150,99834,-45037,-54800,87685,-96955,9948,-16885,0,0,85960,-87775,95547,85947,-87768,95495,86637,-87842,95614,86494,-87823,95590,87521,-87917,95637,86948,-87865,95623,84758,-87656,95462,88024,-87960,95648
200,99711,-43346,-56368,88605,-95872,8032,-16885,0,0,85588,-83075,92672,85586,-83065,92586,86235,-83166,92783,86099,-83140,92743,87097,-83270,92820,86543,-83198,92798,84438,-82912,92532,87594,-83328,92837
250,99552,-41640,-57915,89421,-94758,6184,-16885,0,0,85252,-78481,89863,85265,-78468,89742,85866,-78596,90018,85734,-78562,89961,86706,-78726,90067,86168,-78635,90038,84151,-78276,89673,87197,-78800,90089
300,99357,-39919,-59441,90203,-93616,4340,-16885,0,0,84944,-73992,87118,84973,-73977,86965,85524,-74128,87316,85396,-74088,87243,86344,-74285,87376,85821,-74176,87340,83884,-73747,86884,86829,-74374,87402
350,99127,-38184,-60946,90962,-92447,2493,-16885,0,0,84660,-69605,84435,84703,-69590,84253,85207,-69762,84675,85082,-69716,84587,86007,-69944,84745,85498,-69818,84703,83636,-69323,84161,86488,-70047,84774
400,98862,-36435,-62430,91660,-91253,677,-16885,0,0,84396,-65320,81814,84452,-65303,81605,84911,-65496,82094,84789,-65443,81992,85692,-65701,82173,85196,-65559,82126,83404,-65002,81504,86170,-65819,82205
450,98561,-34673,-63891,92303,-90035,-1111,-16885,0,0,84151,-61133,79251,84219,-61116,79019,84635,-61327,79572,84515,-61268,79455,85399,-61555,79658,84915,-61397,79606,83189,-60781,78909,85874,-61687,79691
500,98225,-32899,-65329,92930,-88793,-2908,-16885,0,0,83925,-57043,76747,84003,-57026,76493,84380,-57254,77105,84261,-57190,76974,85126,-57504,77199,84653,-57331,77142,82991,-56658,76375,85598,-57649,77232
550,97855,-31113,-66745,93546,-87526,-4717,-16885,0,0,83716,-53048,74298,83804,-53031,74024,84143,-53275,74694,84026,-53205,74548,84873,-53545,74792,84411,-53358,74732,82810,-52632,73899,85342,-53703,74827
600,97450,-29317,-68136,94122,-86237,-6512,-16885,0,0,83524,-49146,71904,83621,-49129,71612,83924,-49388,72335,83809,-49312,72176,84638,-49678,72438,84186,-49477,72375,82643,-48701,71481,85104,-49849,72472
650,97010,-27509,-69504,94658,-84926,-8290,-16885,0,0,83348,-45336,69562,83453,-45319,69253,83722,-45591,70027,83608,-45510,69854,84421,-45900,70133,83979,-45686,70067,82491,-44862,69118,84885,-46083,70166
700,96536,-25693,-70846,95176,-83592,-10074,-16885,0,0,83188,-41615,67270,83301,-41599,66947,83538,-41882,67769,83425,-41796,67582,84222,-42210,67877,83790,-41983,67808,82355,-41114,66807,84684,-42405,67909
750,96027,-23866,-72164,95681,-82236,-11866,-16885,0,0,83044,-37982,65027,83164,-37967,64691,83371,-38260,65557,83259,-38169,65357,84040,-38606,65668,83617,-38367,65596,82233,-37455,64547,84499,-38812,65697
800,95485,-22032,-73456,96153,-80858,-13650,-16885,0,0,82915,-34434,62831,83041,-34420,62484,83219,-34723,63392,83109,-34627,63178,83875,-35086,63503,83461,-34835,63430,82126,-33883,62336,84332,-35304,63531
850,94908,-20189,-74721,96589,-79460,-15420,-16885,0,0,82801,-30971,60680,82933,-30958,60323,83084,-31270,61270,82975,-31169,61043,83726,-31648,61381,83321,-31386,61306,82032,-30396,60173,84181,-31877,61407
900,94297,-18340,-75960,97004,-78040,-17191,-16885,0,0,82701,-27590,58572,82839,-27579,58207,82965,-27898,59190,82856,-27793,58951,83594,-28292,59301,83197,-28019,59224,81953,-26993,58054,84045,-28531,59324
950,93653,-16484,-77172,97401,-76599,-18966,-16885,0,0,82617,-24291,56507,82759,-24281,56134,82861,-24607,57151,82753,-24497,56899,83477,-25015,57261,83089,-24732,57183,81887,-23672,55980,83926,-25265,57280
1000,92976,-14622,-78357,97768,-75137,-20732,-16885,0,0,82546,-21070,54481,82693,-21062,54103,82773,-21394,55151,82665,-21280,54887,83376,-21816,55259,82996,-21523,55180,81834,-20431,53948,83822,-22076,55275
1050,92266,-12755,-79514,98102,-73657,-22486,-16885,0,0,82490,-17927,52494,82640,-17921,52111,82699,-18258,53187,82591,-18140,52911,83290,-18693,53294,82917,-18392,53214,81795,-17269,51956,83733,-18963,53306
1100,91523,-10883,-80643,98411,-72156,-24237,-16885,0,0,82447,-14861,50544,82601,-14856,50158,82640,-15198,51261,82532,-15075,50973,83219,-15645,51365,82854,-15335,51283,81768,-14185,50002,83659,-15925,51372
1150,90748,-9007,-81743,98699,-70636,-25987,-16885,0,0,82417,-11869,48629,82574,-11866,48242,82595,-12212,49368,82487,-12085,49068,83162,-12671,49468,82804,-12352,49387,81755,-11175,48086,83600,-12959,49472
1200,89940,-7129,-82814,98958,-69097,-27728,-16885,0,0,82400,-8951,46748,82560,-8949,46361,82563,-9298,47508,82456,-9168,47197,83119,-9769,47605,82769,-9442,47523,81753,-8240,46205,83554,-10066,47604
1250,89100,-5247,-83855,99184,-67539,-29456,-16885,0,0,82396,-6104,44900,82558,-6104,44513,82546,-6456,45680,82438,-6322,45358,83090,-6937,45773,82747,-6603,45691,81764,-5378,44359,83522,-7243,45767
