Time,SBUS A          V-node,SBUS B          V-node,SBUS C          V-node,SBUS A 1    A I-branch,SBUS B 1    B I-branch,SBUS C 1    C I-branch,FAULTA        I-branch,FAULTB        I-branch,FAULTC        I-branch,TACS   PV001V I-branch,TACS   PV001I I-branch,TACS   PV001W I-branch,TACS   PV002V I-branch,TACS   PV002I I-branch,TACS   PV002W I-branch,TACS   PV003V I-branch,TACS   PV003I I-branch,TACS   PV003W I-branch,TACS   PV004V I-branch,TACS   PV004I I-branch,TACS   PV004W I-branch,TACS   PV005V I-branch,TACS   PV005I I-branch,TACS   PV005W I-branch,TACS   PV006V I-branch,TACS   PV006I I-branch,TACS   PV006W I-branch,TACS   PV007V I-branch,TACS   PV007I I-branch,TACS   PV007W I-branch,TACS   PV008V I-branch,TACS   PV008I I-branch,TACS   PV008W I-branch
0,99998,-50009,-49991,53946,-58280,8329,-61,-1143,1609,-99999,-99999,99998,-99999,-99999,99998,-99999,-99999,99998,-99999,-99999,99999,-99999,-99999,99998,-99999,-99999,99998,-99999,-99999,99999,-99999,-99999,99998
50,99980,-48368,-51614,54650,-57691,7067,-61,-1143,1609,84905,-97479,99998,84857,-97477,99998,85445,-97489,99998,85349,-97486,99999,86080,-97500,99998,85679,-97493,99998,84027,-97461,99999,86425,-97506,99998
100,99927,-46710,-53220,55320,-57081,5816,-61,-1143,1609,84749,-92497,98474,84701,-92492,98458,85280,-92528,98493,85188,-92520,98489,85909,-92560,98499,85515,-92539,98497,83884,-92446,98454,86251,-92578,98500
150,99840,-45035,-54807,55906,-56450,4624,-61,-1143,1609,84426,-87632,95470,84383,-87623,95423,84939,-87682,95528,84853,-87670,95514,85553,-87736,95544,85172,-87700,95538,83594,-87548,95410,85890,-87765,95547
200,99717,-43344,-56375,56363,-55801,3534,-61,-1143,1609,84103,-82878,92547,84072,-82866,92468,84591,-82947,92643,84508,-82930,92619,85190,-83021,92668,84821,-82971,92659,83310,-82763,92447,85523,-83060,92673
250,99558,-41638,-57922,56731,-55135,2512,-61,-1143,1609,83816,-78232,89692,83801,-78219,89582,84276,-78320,89826,84194,-78298,89792,84858,-78412,89860,84499,-78350,89848,83057,-78089,89557,85189,-78462,89865
300,99362,-39916,-59448,57089,-54456,1486,-61,-1143,1609,83555,-73695,86903,83555,-73679,86766,83986,-73798,87075,83905,-73772,87031,84554,-73909,87116,84204,-73835,87102,82823,-73523,86739,84882,-73970,87122
350,99132,-38181,-60953,57450,-53765,444,-61,-1143,1609,83314,-69262,84180,83328,-69245,84018,83718,-69381,84388,83637,-69351,84335,84272,-69509,84436,83930,-69423,84420,82606,-69064,83989,84600,-69580,84441
400,98867,-36432,-62437,57776,-53063,-576,-61,-1143,1609,83091,-64932,81522,83117,-64914,81336,83469,-65065,81764,83388,-65031,81702,84010,-65210,81817,83675,-65113,81800,82403,-64709,81307,84337,-65291,81822
450,98567,-34670,-63899,58063,-52349,-1571,-61,-1143,1609,82884,-60703,78926,82921,-60684,78719,83237,-60850,79202,83156,-60811,79131,83766,-61011,79260,83437,-60903,79241,82216,-60456,78688,84093,-61101,79263
