Time,SBUS A          V-node,SBUS B          V-node,SBUS C          V-node,SBUS A 1    A I-branch,SBUS B 1    B I-branch,SBUS C 1    C I-branch,FAULTA        I-branch,FAULTB        I-branch,FAULTC        I-branch,TACS   PV001V I-branch,TACS   PV001I I-branch,TACS   PV001W I-branch,TACS   PV002V I-branch,TACS   PV002I I-branch,TACS   PV002W I-branch,TACS   PV003V I-branch,TACS   PV003I I-branch,TACS   PV003W I-branch,TACS   PV004V I-branch,TACS   PV004I I-branch,TACS   PV004W I-branch,TACS   PV005V I-branch,TACS   PV005I I-branch,TACS   PV005W I-branch,TACS   PV006V I-branch,TACS   PV006I I-branch,TACS   PV006W I-branch,TACS   PV007V I-branch,TACS   PV007I I-branch,TACS   PV007W I-branch,TACS   PV008V I-branch,TACS   PV008I I-branch,TACS   PV008W I-branch
0,99998,-50013,-49987,84285,-99999,16091,0,0,0,-99999,-99999,99999,-99999,-99999,99998,-99999,-99999,99999,-99999,-99999,99998,-99999,-99999,99999,-99999,-99999,99998,-99999,-99999,99998,-99999,-99999,99998
50,99980,-48372,-51611,85479,-99020,14020,0,0,0,86507,-97508,99999,86490,-97507,99998,87220,-97522,99999,87063,-97518,99998,88134,-97537,99999,87533,-97527,99998,85242,-97484,99998,88649,-97546,99998
100,99927,-46713,-53216,86628,-98005,11957,0,0,0,86329,-92585,98500,86312,-92580,98483,87030,-92625,98523,86879,-92613,98514,87934,-92671,98530,87343,-92639,98526,85082,-92512,98472,88446,-92697,98534
150,99840,-45039,-54804,87685,-96955,9946,0,0,0,85960,-87775,95547,85947,-87768,95495,86637,-87842,95614,86494,-87823,95590,87521,-87917,95637,86948,-87865,95623,84758,-87656,95462,88024,-87960,95648
200,99717,-43348,-56372,88605,-95872,8030,0,0,0,85588,-83075,92672,85586,-83065,92586,86235,-83166,92783,86099,-83140,92743,87097,-83270,92820,86543,-83198,92798,84438,-82912,92532,87594,-83328,92837
250,99558,-41641,-57919,89421,-94758,6182,0,0,0,85252,-78481,89863,85265,-78468,89742,85866,-78596,90018,85734,-78562,89961,86706,-78726,90067,86168,-78635,90038,84151,-78276,89673,87197,-78800,90089
300,99362,-39920,-59445,90203,-93616,4338,0,0,0,84944,-73992,87118,84973,-73977,86965,85524,-74128,87316,85396,-74088,87243,86344,-74285,87376,85821,-74176,87340,83884,-73747,86884,86829,-74374,87402
350,99132,-38185,-60950,90962,-92447,2491,0,0,0,84660,-69605,84435,84703,-69590,84253,85207,-69762,84675,85082,-69716,84587,86007,-69944,84745,85498,-69818,84703,83636,-69323,84161,86488,-70047,84774
400,98867,-36436,-62434,91660,-91253,675,0,0,0,84396,-65320,81814,84452,-65303,81605,84911,-65496,82094,84789,-65443,81992,85692,-65701,82173,85196,-65559,82126,83404,-65002,81504,86170,-65819,82205
450,98567,-34674,-63895,92303,-90035,-1113,0,0,0,84151,-61133,79251,84219,-61116,79019,84635,-61327,79572,84515,-61268,79455,85399,-61555,79658,84915,-61397,79606,83189,-60781,78909,85874,-61687,79691
500,98231,-32900,-65334,92930,-88793,-2910,0,0,0,83925,-57043,76747,84003,-57026,76493,84380,-57254,77105,84261,-57190,76974,85126,-57504,77199,84653,-57331,77142,82991,-56658,76375,85598,-57649,77232
550,97861,-31115,-66749,93546,-87526,-4719,0,0,0,83716,-53048,74298,83804,-53031,74024,84143,-53275,74694,84026,-53205,74548,84873,-53545,74792,84411,-53358,74732,82810,-52632,73899,85342,-53703,74827
600,97456,-29318,-68141,94122,-86237,-6514,0,0,0,83524,-49146,71904,83621,-49129,71612,83924,-49388,72335,83809,-49312,72176,84638,-49678,72438,84186,-49477,72375,82643,-48701,71481,85104,-49849,72472
650,97016,-27510,-69508,94658,-84926,-8291,0,0,0,83348,-45336,69562,83453,-45319,69253,83722,-45591,70027,83608,-45510,69854,84421,-45900,70133,83979,-45686,70067,82491,-44862,69118,84885,-46083,70166
700,96541,-25693,-70851,95176,-83592,-10075,0,0,0,83188,-41615,67270,83301,-41599,66947,83538,-41882,67769,83425,-41796,67582,84222,-42210,67877,83790,-41983,67808,82355,-41114,66807,84684,-42405,67909
750,96033,-23867,-72168,95681,-82236,-11868,0,0,0,83044,-37982,65027,83164,-37967,64691,83371,-38260,65557,83259,-38169,65357,84040,-38606,65668,83617,-38367,65596,82233,-37455,64547,84499,-38812,65697
800,95490,-22033,-73460,96153,-80858,-13651,0,0,0,82915,-34434,62831,83041,-34420,62484,83219,-34723,63392,83109,-34627,63178,83875,-35086,63503,83461,-34835,63430,82126,-33883,62336,84332,-35304,63531
850,94913,-20190,-74726,96589,-79460,-15421,0,0,0,82801,-30971,60680,82933,-30958,60323,83084,-31270,61270,82975,-31169,61043,83726,-31648,61381,83321,-31386,61306,82032,-30396,60173,84181,-31877,61407
900,94303,-18340,-75965,97004,-78040,-17192,0,0,0,82701,-27590,58572,82839,-27579,58207,82965,-27898,59190,82856,-27793,58951,83594,-28292,59301,83197,-28019,59224,81953,-26993,58054,84045,-28531,59324
950,93659,-16484,-77178,97401,-76599,-18967,0,0,0,82617,-24291,56507,82759,-24281,56134,82861,-24607,57151,82753,-24497,56899,83477,-25015,57261,83089,-24732,57183,81887,-23672,55980,83926,-25265,57280
1000,92982,-14622,-78363,97768,-75137,-20734,0,0,0,82546,-21070,54481,82693,-21062,54103,82773,-21394,55151,82665,-21280,54887,83376,-21816,55259,82996,-21523,55180,81834,-20431,53948,83822,-22076,55275
1050,92272,-12755,-79520,98102,-73657,-22488,0,0,0,82490,-17927,52494,82640,-17921,52111,82699,-18258,53187,82591,-18140,52911,83290,-18693,53294,82917,-18392,53214,81795,-17269,51956,83733,-18963,53306
1100,91529,-10883,-80648,98411,-72156,-24238,0,0,0,82447,-14861,50544,82601,-14856,50158,82640,-15198,51261,82532,-15075,50973,83219,-15645,51365,82854,-15335,51283,81768,-14185,50002,83659,-15925,51372
1150,90753,-9008,-81748,98699,-70636,-25988,0,0,0,82417,-11869,48629,82574,-11866,48242,82595,-12212,49368,82487,-12085,49068,83162,-12671,49468,82804,-12352,49387,81755,-11175,48086,83600,-12959,49472
1200,89945,-7129,-82819,98958,-69097,-27729,0,0,0,82400,-8951,46748,82560,-8949,46361,82563,-9298,47508,82456,-9168,47197,83119,-9769,47605,82769,-9442,47523,81753,-8240,46205,83554,-10066,47604
1250,89106,-5247,-83861,99184,-67539,-29458,0,0,0,82396,-6104,44900,82558,-6104,44513,82546,-6456,45680,82438,-6322,45358,83090,-6937,45773,82747,-6603,45691,81764,-5378,44359,83522,-7243,45767
1300,88234,-3364,-84873,99384,-65964,-31179,0,0,0,82405,-3327,43084,82569,-3330,42699,82541,-3684,43882,82434,-3546,43549,83075,-4175,43970,82739,-3834,43888,81786,-2586,42545,83504,-4489,43959
1350,87331,-1480,-85854,99560,-64370,-32896,0,0,0,82426,-620,41297,82591,-624,40915,82550,-980,42113,82442,-838,41769,83073,-1481,42196,82743,-1133,42114,81820,135,40763,83499,-1803,42180
1400,86398,405,-86806,99706,-62759,-34602,0,0,0,82459,2020,39539,82625,2014,39160,82571,1657,40372,82463,1802,40018,83084,1147,40449,82761,1502,40368,81866,2788,39011,83507,817,40428
1450,85433,2290,-87726,99821,-61131,-36294,0,0,0,82503,4593,37809,82670,4586,37435,82605,4228,38657,82496,4376,38293,83107,3709,38729,82790,4070,38648,81922,5375,37287,83527,3372,38702
1500,84438,4174,-88615,99907,-59486,-37977,0,0,0,82559,7102,36105,82727,7093,35736,82650,6734,36967,82541,6886,36593,83143,6207,37033,82832,6574,36952,81990,7896,35591,83559,5863,37001
1550,83414,6056,-89473,99968,-57825,-39651,0,0,0,82625,9547,34426,82794,9536,34063,82707,9177,35302,82598,9332,34918,83190,8643,35361,82886,9015,35281,82068,10352,33922,83603,8291,35323
1600,82359,7937,-90299,99998,-56148,-41313,0,0,0,82703,11930,32771,82871,11917,32416,82776,11558,33659,82666,11716,33267,83250,11016,33712,82951,11394,33633,82156,12746,32277,83659,10658,33668
1650,81276,9814,-91093,99998,-54457,-42960,0,0,0,82791,14251,31139,82959,14237,30792,82856,13878,32039,82745,14039,31638,83320,13330,32085,83027,13712,32007,82255,15077,30656,83726,12965,32035
1700,80163,11688,-91854,99968,-52750,-44594,0,0,0,82889,16513,29529,83057,16497,29190,82946,16138,30440,82835,16303,30030,83401,15584,30478,83114,15971,30401,82363,17349,29058,83804,15213,30423
1750,79022,13558,-92583,99911,-51028,-46217,0,0,0,82997,18716,27940,83165,18698,27610,83047,18340,28860,82935,18508,28442,83493,17780,28892,83211,18171,28816,82480,19561,27482,83892,17404,28830
1800,77853,15423,-93279,99823,-49292,-47826,0,0,0,83114,20861,26370,83281,20842,26051,83158,20484,27300,83045,20656,26874,83595,19919,27324,83318,20314,27249,82607,21715,25927,83990,19537,27256
1850,76656,17283,-93941,99705,-47544,-49418,0,0,0,83241,22950,24820,83407,22929,24511,83279,22573,25758,83164,22747,25324,83707,22003,25774,83435,22402,25701,82742,23812,24391,84099,21615,25700
1900,75432,19136,-94571,99556,-45781,-50995,0,0,0,83376,24984,23288,83542,24962,22991,83409,24606,24233,83293,24783,23792,83829,24031,24242,83562,24434,24170,82887,25853,22874,84216,23639,24162
1950,74181,20983,-95167,99378,-44006,-52557,0,0,0,83520,26964,21774,83685,26940,21488,83548,26586,22725,83432,26766,22277,83960,26007,22725,83698,26413,22655,83039,27840,21376,84343,25610,22639
2000,72904,22822,-95729,99171,-42219,-54104,0,0,0,83673,28890,20275,83836,28866,20002,83696,28512,21232,83579,28695,20779,84099,27929,21225,83842,28339,21156,83199,29774,19894,84479,27528,21133
2050,71601,24653,-96257,98932,-40420,-55632,0,0,0,83833,30765,18793,83995,30739,18532,83852,30387,19755,83734,30573,19295,84248,29801,19740,83995,30213,19672,83368,31655,18429,84624,29395,19642
2100,70272,26475,-96750,98662,-38611,-57142,0,0,0,84001,32589,17326,84162,32562,17077,84016,32212,18292,83897,32400,17826,84404,31622,18268,84156,32036,18203,83543,33485,16980,84776,31212,18164
2150,68919,28288,-97210,98363,-36790,-58636,0,0,0,84177,34364,15873,84336,34336,15638,84188,33986,16842,84068,34177,16371,84569,33393,16811,84325,33811,16747,83726,35265,15545,84937,32980,16701
