Time,SBUS A          V-node,SBUS B          V-node,SBUS C          V-node,SBUS A 1    A I-branch,SBUS B 1    B I-branch,SBUS C 1    C I-branch,FAULTA        I-branch,FAULTB        I-branch,FAULTC        I-branch,TACS   PV001V I-branch,TACS   PV001I I-branch,TACS   PV001W I-branch,TACS   PV002V I-branch,TACS   PV002I I-branch,TACS   PV002W I-branch,TACS   PV003V I-branch,TACS   PV003I I-branch,TACS   PV003W I-branch,TACS   PV004V I-branch,TACS   PV004I I-branch,TACS   PV004W I-branch,TACS   PV005V I-branch,TACS   PV005I I-branch,TACS   PV005W I-branch,TACS   PV006V I-branch,TACS   PV006I I-branch,TACS   PV006W I-branch,TACS   PV007V I-branch,TACS   PV007I I-branch,TACS   PV007W I-branch,TACS   PV008V I-branch,TACS   PV008I I-branch,TACS   PV008W I-branch
1200,89945,-7129,-82819,69735,-45600,-19447,-75,-1137,1650,82400,-8951,46748,82560,-8949,46361,82563,-9298,47508,82456,-9168,47197,83119,-9769,47605,82769,-9442,47523,81753,-8240,46205,83554,-10066,47604
1250,89106,-5247,-83861,69888,-44579,-20621,-75,-1137,1650,82396,-6104,44900,82558,-6104,44513,82546,-6456,45680,82438,-6322,45358,83090,-6937,45773,82747,-6603,45691,81764,-5378,44359,83522,-7243,45767
1300,88234,-3364,-84873,70023,-43547,-21791,-75,-1137,1650,82405,-3327,43084,82569,-3330,42699,82541,-3684,43882,82434,-3546,43549,83075,-4175,43970,82739,-3834,43888,81786,-2586,42545,83504,-4489,43959
1350,87331,-1480,-85854,70142,-42502,-22957,-75,-1137,1650,82426,-620,41297,82591,-624,40915,82550,-980,42113,82442,-838,41769,83073,-1481,42196,82743,-1133,42114,81820,135,40763,83499,-1803,42180
1400,86398,405,-86806,70241,-41446,-24116,-75,-1137,1650,82459,2020,39539,82625,2014,39160,82571,1657,40372,82463,1802,40018,83084,1147,40449,82761,1502,40368,81866,2788,39011,83507,817,40428
1450,85433,2290,-87726,70318,-40379,-25266,-75,-1137,1650,82503,4593,37809,82670,4586,37435,82605,4228,38657,82496,4376,38293,83107,3709,38729,82790,4070,38648,81922,5375,37287,83527,3372,38702
1500,84438,4174,-88615,70377,-39301,-26409,-75,-1137,1650,82559,7102,36105,82727,7093,35736,82650,6734,36967,82541,6886,36593,83143,6207,37033,82832,6574,36952,81990,7896,35591,83559,5863,37001
1550,83414,6056,-89473,70418,-38212,-27546,-75,-1137,1650,82625,9547,34426,82794,9536,34063,82707,9177,35302,82598,9332,34918,83190,8643,35361,82886,9015,35281,82068,10352,33922,83603,8291,35323
1600,82359,7937,-90299,70439,-37113,-28675,-75,-1137,1650,82703,11930,32771,82871,11917,32416,82776,11558,33659,82666,11716,33267,83250,11016,33712,82951,11394,33633,82156,12746,32277,83659,10658,33668
1650,81276,9814,-91093,70438,-36005,-29794,-75,-1137,1650,82791,14251,31139,82959,14237,30792,82856,13878,32039,82745,14039,31638,83320,13330,32085,83027,13712,32007,82255,15077,30656,83726,12965,32035
1700,80163,11688,-91854,70418,-34886,-30904,-75,-1137,1650,82889,16513,29529,83057,16497,29190,82946,16138,30440,82835,16303,30030,83401,15584,30478,83114,15971,30401,82363,17349,29058,83804,15213,30423
1750,79022,13558,-92583,70379,-33757,-32006,-75,-1137,1650,82997,18716,27940,83165,18698,27610,83047,18340,28860,82935,18508,28442,83493,17780,28892,83211,18171,28816,82480,19561,27482,83892,17404,28830
1800,77853,15423,-93279,70320,-32620,-33099,-75,-1137,1650,83114,20861,26370,83281,20842,26051,83158,20484,27300,83045,20656,26874,83595,19919,27324,83318,20314,27249,82607,21715,25927,83990,19537,27256
1850,76656,17283,-93941,70240,-31474,-34181,-75,-1137,1650,83241,22950,24820,83407,22929,24511,83279,22573,25758,83164,22747,25324,83707,22003,25774,83435,22402,25701,82742,23812,24391,84099,21615,25700
1900,75432,19136,-94571,70139,-30319,-35252,-75,-1137,1650,83376,24984,23288,83542,24962,22991,83409,24606,24233,83293,24783,23792,83829,24031,24242,83562,24434,24170,82887,25853,22874,84216,23639,24162
1950,74181,20983,-95167,70019,-29155,-36313,-75,-1137,1650,83520,26964,21774,83685,26940,21488,83548,26586,22725,83432,26766,22277,83960,26007,22725,83698,26413,22655,83039,27840,21376,84343,25610,22639
2000,72904,22822,-95729,69879,-27984,-37364,-75,-1137,1650,83673,28890,20275,83836,28866,20002,83696,28512,21232,83579,28695,20779,84099,27929,21225,83842,28339,21156,83199,29774,19894,84479,27528,21133
2050,71601,24653,-96257,69717,-26805,-38402,-75,-1137,1650,83833,30765,18793,83995,30739,18532,83852,30387,19755,83734,30573,19295,84248,29801,19740,83995,30213,19672,83368,31655,18429,84624,29395,19642
2100,70272,26475,-96750,69535,-25619,-39428,-75,-1137,1650,84001,32589,17326,84162,32562,17077,84016,32212,18292,83897,32400,17826,84404,31622,18268,84156,32036,18203,83543,33485,16980,84776,31212,18164
2150,68919,28288,-97210,69333,-24425,-40443,-75,-1137,1650,84177,34364,15873,84336,34336,15638,84188,33986,16842,84068,34177,16371,84569,33393,16811,84325,33811,16747,83726,35265,15545,84937,32980,16701
2200,67541,30091,-97635,69110,-23225,-41445,-75,-1137,1650,84359,36089,14434,84517,36060,14212,84368,35712,15406,84247,35905,14930,84741,35117,15366,84501,35536,15304,83915,36996,14124,85104,34699,15250
2250,66139,31883,-98025,68866,-22019,-42433,-75,-1137,1650,84548,37767,13008,84705,37737,12799,84554,37390,13982,84432,37586,13501,84920,36793,13934,84684,37214,13874,84111,38678,12717,85279,36372,13812
2300,64713,33664,-98380,68602,-20806,-43408,-75,-1137,1650,84744,39398,11594,84898,39368,11400,84748,39022,12570,84624,39221,12084,85106,38423,12514,84875,38846,12455,84313,40314,11323,85461,37998,12385
2350,63265,35433,-98700,68317,-19588,-44370,-75,-1137,1650,84946,40984,10193,85098,40952,10012,84947,40608,11169,84823,40809,10680,85298,40007,11105,85071,40432,11048,84521,41904,9940,85650,39580,10970
2400,61794,37189,-98986,68011,-18365,-45318,-75,-1137,1650,85153,42525,8803,85304,42493,8636,85153,42150,9778,85028,42353,9286,85497,41547,9707,85274,41973,9652,84735,43448,8570,85844,41117,9566
2450,60301,38932,-99236,67685,-17136,-46251,-75,-1137,1650,85366,44022,7423,85515,43989,7271,85365,43647,8399,85238,43853,7903,85702,43043,8319,85482,43471,8266,84954,44949,7210,86045,42611,8173
2500,58787,40661,-99451,67338,-15903,-47169,-75,-1137,1650,85584,45476,6054,85731,45443,5917,85582,45102,7029,85454,45310,6530,85912,44497,6942,85696,44926,6891,85178,46407,5861,86251,44062,6789
2550,57252,42376,-99630,66970,-14666,-48073,-75,-1137,1650,85807,46889,4695,85952,46855,4572,85804,46515,5668,85676,46726,5167,86128,45910,5573,85916,46340,5524,85407,47822,4522,86462,45473,5415
2600,55696,44075,-99774,66582,-13425,-48961,-75,-1137,1650,86035,48260,3346,86178,48226,3237,86031,47888,4316,85902,48100,3813,86348,47281,4214,86139,47712,4167,85640,49196,3193,86677,46842,4050
2650,54121,45760,-99883,66173,-12180,-49833,-75,-1137,1650,86267,49592,2005,86408,49557,1911,86262,49220,2974,86132,49434,2469,86573,48613,2864,86368,49045,2819,85878,50530,1873,86898,48172,2694
2700,52526,47427,-99956,65744,-10932,-50688,-75,-1137,1650,86503,50884,674,86641,50849,594,86498,50513,1639,86367,50730,1133,86802,49906,1522,86601,50339,1479,86119,51825,561,87123,49464,1347
2750,50913,49078,-99994,65294,-9682,-51528,-75,-1137,1650,86742,52138,-649,86879,52103,-714,86737,51768,312,86605,51987,-195,87035,51161,188,86837,51594,147,86363,53081,-742,87351,50717,8
2800,49282,50712,-99996,64823,-8429,-52351,-75,-1137,1650,86985,53355,-1964,87119,53320,-2015,86980,52985,-1007,86847,53206,-1514,87272,52378,-1138,87077,52812,-1177,86611,54299,-2037,87583,51933,-1323
2850,47633,52327,-99963,64333,-7174,-53156,-75,-1137,1650,87231,54535,-3271,87363,54500,-3308,87227,54166,-2318,87093,54389,-2826,87512,53560,-2456,87320,53994,-2493,86862,55481,-3324,87819,53114,-2647
2900,45967,53924,-99894,63822,-5918,-53944,-75,-1137,1650,87479,55679,-4570,87610,55644,-4593,87476,55311,-3622,87341,55536,-4131,87755,54705,-3767,87567,55140,-3802,87116,56626,-4603,88057,54259,-3963
2950,44285,55502,-99790,63291,-4660,-54714,-75,-1137,1650,87730,56789,-5862,87858,56754,-5871,87727,56421,-4920,87592,56648,-5427,88001,55817,-5071,87816,56251,-5104,87372,57737,-5876,88299,55369,-5271
3000,42587,57060,-99650,62739,-3401,-55467,-75,-1137,1650,87984,57864,-7147,88110,57830,-7143,87982,57497,-6210,87846,57726,-6717,88249,56894,-6368,88067,57328,-6399,87630,58813,-7142,88542,56446,-6573
3050,40874,58598,-99475,62168,-2143,-56201,-75,-1137,1650,88239,58907,-8425,88363,58872,-8407,88238,58540,-7494,88101,58771,-8000,88500,57938,-7658,88320,58372,-7687,87890,59856,-8401,88788,57489,-7868
3100,39147,60114,-99264,61577,-884,-56916,-75,-1137,1650,88496,59916,-9696,88617,59882,-9665,88496,59551,-8772,88359,59783,-9276,88752,58949,-8942,88576,59383,-8968,88152,60866,-9653,89035,58501,-9156
3150,37405,61610,-99018,60967,375,-57612,-75,-1137,1650,88754,60895,-10960,88874,60861,-10917,88755,60529,-10043,88618,60764,-10546,89006,59929,-10219,88832,60363,-10243,88415,61845,-10899,89284,59481,-10437
3200,35651,63084,-98737,60336,1632,-58289,-75,-1137,1650,89013,61842,-12218,89131,61808,-12162,89015,61477,-11308,88878,61713,-11809,89261,60879,-11489,89090,61312,-11512,88679,62792,-12139,89535,60430,-11712
3250,33884,64535,-98421,59687,2889,-58947,-75,-1137,1650,89273,62759,-13470,89389,62726,-13402,89277,62395,-12567,89139,62632,-13066,89517,61798,-12754,89349,62231,-12774,88944,63709,-13373,89786,61350,-12980
3300,32104,65963,-98070,59018,4143,-59585,-75,-1137,1650,89534,63647,-14716,89648,63614,-14636,89539,63283,-13820,89401,63522,-14317,89774,62688,-14012,89609,63120,-14031,89210,64597,-14601,90038,62240,-14243
3350,30313,67368,-97684,58330,5396,-60202,-75,-1137,1650,89795,64506,-15955,89907,64474,-15863,89801,64142,-15068,89663,64383,-15561,90031,63549,-15264,89869,63981,-15281,89475,65456,-15824,90291,63102,-15498
3400,28512,68749,-97264,57623,6646,-60800,-75,-1137,1650,90056,65337,-17188,90166,65305,-17085,90064,64974,-16309,89925,65216,-16800,90288,64383,-16510,90129,64814,-16525,89741,66286,-17040,90543,63936,-16748
3450,26700,70106,-96808,56897,7893,-61377,-75,-1137,1650,90318,66141,-18416,90425,66110,-18302,90327,65778,-17545,90188,66022,-18032,90546,65189,-17751,90389,65619,-17764,90007,67089,-18251,90796,64743,-17992
3500,24879,71437,-96319,56152,9137,-61933,-75,-1137,1650,90578,66918,-19637,90683,66888,-19512,90589,66555,-18775,90450,66801,-19258,90803,65969,-18985,90649,66398,-18996,90272,67866,-19457,91048,65524,-19229
3550,23049,72743,-95795,55390,10377,-62468,-75,-1137,1650,90838,67670,-20853,90941,67640,-20718,90850,67307,-19999,90712,67554,-20479,91059,66723,-20213,90908,67151,-20222,90537,68616,-20657,91300,66279,-20461
3600,21211,74024,-95237,54609,11613,-62981,-75,-1137,1650,91097,68396,-22062,91199,68367,-21918,91111,68034,-21218,90973,68282,-21693,91315,67452,-21436,91167,67879,-21443,90801,69341,-21852,91551,67009,-21686
3650,19365,75278,-94646,53810,12845,-63473,-75,-1137,1650,91356,69098,-23266,91455,69069,-23112,91371,68736,-22431,91233,68985,-22902,91570,68157,-22652,91424,68583,-22658,91063,70042,-23041,91801,67715,-22906
3700,17513,76505,-94020,52994,14071,-63944,-75,-1137,1650,91613,69776,-24464,91710,69748,-24301,91629,69414,-23638,91492,69664,-24105,91824,68837,-23863,91680,69262,-23866,91325,70718,-24225,92050,68397,-24119
3750,15654,77705,-93362,52160,15292,-64393,-75,-1137,1650,91868,70430,-25656,91963,70404,-25484,91886,70069,-24840,91749,70320,-25301,92076,69495,-25067,91935,69919,-25069,91585,71372,-25403,92297,69056,-25326
3800,13789,78878,-92670,51309,16507,-64819,-75,-1137,1650,92122,71062,-26842,92215,71037,-26661,92142,70701,-26035,92005,70953,-26492,92327,70130,-26266,92188,70552,-26266,91843,72002,-26577,92543,69692,-26527
3850,11920,80022,-91945,50441,17716,-65223,-75,-1137,1650,92373,71673,-28023,92465,71648,-27834,92395,71311,-27226,92258,71565,-27677,92576,70743,-27458,92440,71164,-27457,92099,72610,-27744,92787,70307,-27722
3900,10047,81138,-91188,49556,18918,-65605,-75,-1137,1650,92623,72261,-29197,92712,72237,-29000,92646,71900,-28410,92510,72154,-28855,92822,71334,-28645,92689,71754,-28642,92354,73197,-28906,93029,70900,-28910
3950,8170,82226,-90398,48654,20113,-65964,-75,-1137,1650,92871,72829,-30365,92958,72806,-30161,92895,72468,-29588,92760,72723,-30028,93067,71905,-29825,92936,72324,-29821,92606,73763,-30063,93269,71473,-30092
4000,6290,83284,-89576,47737,21300,-66300,-75,-1137,1650,93116,73377,-31527,93201,73355,-31317,93141,73016,-30760,93007,73272,-31194,93309,72456,-30999,93180,72874,-30993,92855,74309,-31214,93506,72026,-31268
4050,4407,84312,-88722,46804,22479,-66614,-75,-1137,1650,93358,73905,-32683,93442,73884,-32466,93385,73544,-31926,93252,73801,-32354,93548,72987,-32167,93422,73403,-32159,93102,74835,-32359,93741,72559,-32437
4100,2524,85311,-87837,45855,23650,-66904,-75,-1137,1650,93598,74415,-33833,93679,74394,-33610,93626,74053,-33086,93494,74311,-33508,93785,73500,-33329,93661,73914,-33319,93347,75342,-33499,93973,73074,-33600
4150,639,86279,-86920,44891,24812,-67171,-75,-1137,1650,93834,74905,-34976,93914,74886,-34748,93864,74544,-34240,93733,74802,-34655,94019,73994,-34484,93897,74406,-34473,93588,75831,-34632,94202,73570,-34756
4200,-1246,87216,-85973,43912,25965,-67414,-75,-1137,1650,94068,75378,-36113,94146,75360,-35880,94099,75016,-35387,93969,75276,-35796,94249,74469,-35632,94131,74881,-35620,93826,76301,-35760,94428,74048,-35906
4250,-3130,88123,-84995,42918,27108,-67634,-75,-1137,1650,94298,75833,-37244,94375,75817,-37005,94331,75472,-36528,94202,75732,-36931,94477,74928,-36774,94360,75338,-36760,94061,76754,-36882,94651,74509,-37049
4300,-5014,88998,-83987,41910,28241,-67831,-75,-1137,1650,94525,76272,-38368,94600,76256,-38125,94559,75910,-37663,94431,76171,-38058,94701,75370,-37909,94587,75778,-37894,94293,77190,-37998,94870,74953,-38185
4350,-6895,89842,-82949,40888,29364,-68003,-75,-1137,1650,94748,76694,-39485,94821,76679,-39238,94783,76332,-38791,94657,76593,-39179,94921,75795,-39037,94810,76201,-39021,94521,77609,-39108,95086,75381,-39313
4400,-8774,90653,-81881,39852,30476,-68152,-75,-1137,1650,94968,77100,-40595,95039,77087,-40345,95004,76738,-39912,94879,77000,-40293,95138,76204,-40159,95029,76609,-40141,94745,78013,-40211,95298,75793,-40435
4450,-10650,91433,-80785,38803,31576,-68277,-75,-1137,1650,95184,77491,-41699,95253,77479,-41445,95221,77129,-41026,95098,77391,-41400,95351,76599,-41273,95244,77002,-41254,94966,78401,-41308,95507,76189,-41549
4500,-12523,92180,-79660,37741,32665,-68378,-75,-1137,1650,95396,77867,-42795,95464,77856,-42539,95434,77505,-42133,95312,77767,-42500,95560,76978,-42380,95456,77379,-42360,95183,78774,-42399,95712,76571,-42657
4550,-14390,92894,-78506,36667,33742,-68455,-75,-1137,1650,95604,78229,-43885,95670,78219,-43626,95642,77866,-43234,95523,78129,-43593,95765,77343,-43479,95663,77742,-43458,95395,79133,-43482,95912,76939,-43756
4600,-16253,93575,-77325,35580,34806,-68508,-75,-1137,1650,95808,78577,-44967,95872,78568,-44706,95847,78214,-44326,95729,78476,-44679,95966,77694,-44572,95866,78092,-44549,95604,79478,-44559,96109,77293,-44848
4650,-18110,94223,-76116,34481,35858,-68537,-75,-1137,1650,96007,78911,-46042,96070,78903,-45779,96047,78548,-45412,95931,78811,-45757,96163,78031,-45656,96065,78427,-45632,95808,79809,-45630,96301,77633,-45933
4700,-19960,94838,-74880,33371,36896,-68542,-75,-1137,1650,96203,79232,-47109,96264,79226,-46845,96243,78869,-46490,96129,79132,-46827,96355,78356,-46734,96260,78750,-46709,96008,80127,-46693,96489,77960,-47009
4750,-21804,95419,-73617,32250,37920,-68522,-75,-1137,1650,96394,79541,-48168,96453,79536,-47903,96435,79178,-47560,96322,79440,-47890,96543,78668,-47803,96450,79060,-47777,96204,80432,-47749,96672,78275,-48078
4800,-23639,95966,-72328,31118,38931,-68478,-75,-1137,1650,96580,79838,-49220,96638,79834,-48954,96621,79474,-48623,96511,79737,-48944,96726,78968,-48864,96636,79358,-48837,96395,80725,-48797,96851,78578,-49138
4850,-25466,96478,-71014,29976,39927,-68410,-75,-1137,1650,96762,80122,-50264,96818,80120,-49998,96803,79758,-49677,96695,80021,-49992,96905,79256,-49917,96817,79644,-49889,96582,81007,-49839,97026,78869,-50191
4900,-27285,96957,-69674,28823,40909,-68318,-75,-1137,1650,96939,80396,-51300,96993,80394,-51034,96981,80032,-50724,96875,80294,-51030,97079,79532,-50962,96993,79919,-50933,96764,81277,-50872,97195,79149,-51235
4950,-29093,97401,-68310,27662,41875,-68202,-75,-1137,1650,97111,80658,-52328,97164,80658,-52062,97153,80294,-51762,97050,80556,-52061,97248,79798,-51999,97165,80183,-51969,96941,81536,-51898,97360,79418,-52270
5000,-30891,97811,-66921,26491,42826,-68062,-75,-1137,1650,97279,80910,-53347,97330,80911,-53082,97321,80546,-52792,97220,80808,-53083,97412,80053,-53027,97331,80436,-52996,97113,81784,-52916,97520,79676,-53297
5050,-32678,98185,-65509,25311,43762,-67897,-75,-1137,1650,97442,81152,-54358,97491,81154,-54094,97484,80787,-53814,97385,81049,-54097,97572,80299,-54046,97493,80679,-54015,97281,82022,-53926,97676,79924,-54315
5100,-34454,98525,-64073,24123,44681,-67709,-75,-1137,1650,97599,81384,-55361,97647,81387,-55098,97642,81019,-54827,97545,81280,-55102,97726,80534,-55057,97650,80913,-55025,97444,82251,-54928,97826,80163,-55324
5150,-36217,98830,-62615,22928,45584,-67496,-75,-1137,1650,97752,81606,-56354,97799,81611,-56093,97795,81242,-55831,97700,81502,-56098,97876,80760,-56059,97802,81137,-56026,97601,82470,-55922,97972,80392,-56324
5200,-37968,99100,-61134,21724,46470,-67260,-75,-1137,1650,97900,81820,-57339,97945,81826,-57080,97942,81455,-56826,97851,81715,-57086,98020,80977,-57052,97949,81351,-57018,97754,82679,-56907,98112,80612,-57316
5250,-39705,99334,-59632,20514,47338,-66999,-75,-1137,1650,98043,82025,-58315,98086,82032,-58058,98085,81660,-57813,97996,81919,-58065,98160,81185,-58036,98091,81558,-58001,97902,82880,-57883,98248,80823,-58298
5300,-41427,99533,-58108,19297,48190,-66715,-75,-1137,1650,98181,82221,-59282,98223,82230,-59027,98222,81856,-58790,98136,82115,-59034,98294,81385,-59011,98228,81755,-58975,98045,83073,-58851,98379,81026,-59270
5350,-43135,99697,-56564,18074,49023,-66407,-75,-1137,1650,98314,82409,-60240,98354,82419,-59987,98355,82044,-59758,98271,82303,-59994,98423,81576,-59976,98359,81945,-59940,98182,83258,-59810,98504,81221,-60233
5400,-44828,99826,-54999,16846,49839,-66076,-75,-1137,1650,98442,82590,-61188,98480,82601,-60938,98482,82225,-60716,98401,82482,-60945,98548,81760,-60931,98486,82127,-60895,98315,83434,-60760,98624,81408,-61187
5450,-46505,99919,-53415,15612,50636,-65721,-75,-1137,1650,98564,82763,-62127,98601,82776,-61880,98604,82398,-61665,98526,82655,-61886,98666,81937,-61877,98607,82302,-61840,98442,83604,-61701,98739,81588,-62130
5500,-48165,99976,-51813,14373,51415,-65342,-75,-1137,1650,98682,82929,-63056,98717,82943,-62812,98720,82564,-62604,98645,82820,-62818,98780,82107,-62813,98723,82469,-62776,98565,83766,-62632,98849,81761,-63064
5550,-49809,99998,-50191,13130,52174,-64941,-75,-1137,1650,98794,83088,-63975,98828,83104,-63735,98832,82723,-63534,98760,82979,-63740,98889,82269,-63740,98834,82630,-63701,98682,83921,-63555,98954,81927,-63988
5600,-51434,99985,-48552,11883,52915,-64516,-75,-1137,1650,98901,83241,-64885,98933,83258,-64648,98938,82876,-64453,98869,83130,-64652,98992,82426,-64656,98940,82784,-64617,98794,84070,-64467,99054,82087,-64901
5650,-53041,99936,-46896,10632,53636,-64069,-75,-1137,1650,99003,83388,-65784,99034,83406,-65552,99039,83023,-65362,98973,83276,-65554,99090,82576,-65562,99041,82932,-65523,98901,84212,-65370,99149,82240,-65805
5700,-54630,99851,-45223,9378,54337,-63598,-75,-1137,1650,99100,83528,-66674,99129,83547,-66445,99135,83164,-66261,99072,83416,-66445,99183,82720,-66458,99136,83074,-66418,99002,84349,-66263,99238,82388,-66698
5750,-56199,99731,-43534,8122,55018,-63105,-75,-1137,1650,99192,83663,-67553,99219,83684,-67329,99225,83299,-67150,99165,83550,-67327,99271,82858,-67343,99226,83210,-67303,99099,84480,-67146,99323,82529,-67580
5800,-57748,99575,-41829,6864,55679,-62590,-75,-1137,1650,99278,83792,-68422,99305,83814,-68202,99311,83428,-68028,99254,83678,-68198,99354,82991,-68218,99311,83341,-68178,99191,84605,-68019,99402,82666,-68452
