Time,SBUS A          V-node,SBUS B          V-node,SBUS C          V-node,SBUS A 1    A I-branch,SBUS B 1    B I-branch,SBUS C 1    C I-branch,FAULTA        I-branch,FAULTB        I-branch,FAULTC        I-branch,TACS   PV001V I-branch,TACS   PV001I I-branch,TACS   PV001W I-branch,TACS   PV002V I-branch,TACS   PV002I I-branch,TACS   PV002W I-branch,TACS   PV003V I-branch,TACS   PV003I I-branch,TACS   PV003W I-branch,TACS   PV004V I-branch,TACS   PV004I I-branch,TACS   PV004W I-branch,TACS   PV005V I-branch,TACS   PV005I I-branch,TACS   PV005W I-branch,TACS   PV006V I-branch,TACS   PV006I I-branch,TACS   PV006W I-branch,TACS   PV007V I-branch,TACS   PV007I I-branch,TACS   PV007W I-branch,TACS   PV008V I-branch,TACS   PV008I I-branch,TACS   PV008W I-branch
0,99998,-50013,-48744,84285,-99999,16093,4314,0,0,-99999,-99999,77185,-99999,-99999,76268,-99999,-99999,77739,-99999,-99999,77677,-99999,-99999,77835,-99999,-99999,77794,-99999,-99999,76344,-99999,-99999,77832
50,99980,-48372,-50326,85479,-99020,14022,4314,0,0,86507,-98142,77185,86490,-98142,76268,87220,-98152,77739,87063,-98150,77677,88134,-98163,77835,87533,-98155,77794,85242,-98126,76344,88649,-98169,77832
100,99927,-46713,-51891,86628,-98005,11959,4314,0,0,86329,-94470,75857,86312,-94471,74933,87030,-94500,76427,86879,-94495,76359,87934,-94534,76529,87343,-94511,76485,85082,-94423,74998,88446,-94552,76530
150,99840,-45039,-53439,87685,-96955,9948,4314,0,0,85960,-90884,73241,85947,-90885,72299,86637,-90932,73843,86494,-90925,73761,87521,-90988,73957,86948,-90951,73904,84758,-90807,72345,88024,-91018,73964
200,99717,-43348,-54967,88605,-95872,8032,4314,0,0,85588,-87379,70694,85586,-87380,69735,86235,-87445,71327,86099,-87435,71231,87097,-87522,71452,86543,-87471,71393,84438,-87273,69761,87594,-87562,71464
250,99558,-41641,-56475,89421,-94758,6184,4314,0,0,85252,-83954,68206,85265,-83955,67229,85866,-84036,68870,85734,-84024,68760,86706,-84133,69004,86168,-84069,68939,84151,-83821,67240,87197,-84184,69021
300,99362,-39920,-57963,90203,-93616,4340,4314,0,0,84944,-80606,65774,84973,-80608,64782,85524,-80704,66468,85396,-80689,66346,86344,-80821,66611,85821,-80743,66541,83884,-80448,64781,86829,-80882,66632
350,99132,-38185,-59430,90962,-92447,2493,4314,0,0,84660,-77335,63397,84703,-77339,62392,85207,-77448,64121,85082,-77431,63986,86007,-77583,64272,85498,-77493,64197,83636,-77153,62380,86488,-77655,64295
400,98867,-36436,-60877,91660,-91253,677,4314,0,0,84396,-74140,61074,84452,-74144,60058,84911,-74265,61827,84789,-74247,61680,85692,-74419,61985,85196,-74318,61906,83404,-73934,60037,86170,-74500,62010
450,98567,-34674,-62301,92303,-90035,-1111,4314,0,0,84151,-71018,58804,84219,-71024,57778,84635,-71156,59586,84515,-71136,59426,85399,-71327,59749,84915,-71214,59666,83189,-70791,57749,85874,-71418,59776
