Time,SBUS A          V-node,SBUS B          V-node,SBUS C          V-node,SBUS A 22   A I-branch,SBUS B 22   B I-branch,SBUS C 22   C I-branch,FAULTA        I-branch,FAULTB        I-branch,FAULTC        I-branch,TACS   PV001V I-branch,TACS   PV001I I-branch,TACS   PV001W I-branch,TACS   PV002V I-branch,TACS   PV002I I-branch,TACS   PV002W I-branch,TACS   ST001V I-branch,TACS   ST001I I-branch,TACS   ST001W I-branch,TACS   ST002V I-branch,TACS   ST002I I-branch,TACS   ST002W I-branch,TACS   ST003V I-branch,TACS   ST003I I-branch,TACS   ST003W I-branch
0,86607,-17,-86601,99998,-36320,-55272,12785,0,0,-99999,-99999,-99999,-99999,-99999,-12304,-99999,-99999,-12304,-99999,-99999,-99999,-99999,-99999,-12304
50,85650,1868,-87528,99979,-34334,-56997,12785,0,0,-99983,-97526,62856,94045,-98033,-12304,94045,-97777,-12304,-99983,-97529,62856,94045,-98033,-12304
100,84662,3752,-88424,99903,-32336,-58684,12785,0,0,-99646,-92639,62856,94036,-94149,-12525,94036,-93388,-12525,-99646,-92649,62856,94036,-94149,-12525
150,83644,5635,-89289,99740,-30328,-60306,12785,0,0,-98938,-87873,62666,94061,-90361,-12862,94061,-89107,-12862,-98938,-87890,62666,94061,-90361,-12862
200,82597,7515,-90122,99496,-28311,-61870,12785,0,0,-98225,-83225,62374,94120,-86668,-13089,94120,-84933,-13089,-98225,-83248,62374,94120,-86668,-13089
250,81520,9394,-90922,99197,-26286,-63395,12785,0,0,-97517,-78691,62179,94201,-83067,-13311,94201,-80863,-13311,-97517,-78721,62179,94201,-83067,-13311
300,80414,11268,-91690,98855,-24255,-64889,12785,0,0,-96833,-74270,62002,94290,-79557,-13519,94290,-76896,-13519,-96833,-74306,62002,94290,-79557,-13519
350,79279,13139,-92426,98473,-22220,-66353,12785,0,0,-96177,-69958,61833,94381,-76135,-13711,94381,-73029,-13711,-96177,-69999,61833,94381,-76135,-13711
400,78116,15005,-93129,98052,-20182,-67788,12785,0,0,-95550,-65752,61671,94473,-72800,-13888,94473,-69259,-13888,-95550,-65799,61671,94473,-72800,-13888
450,76926,16866,-93799,97593,-18141,-69193,12785,0,0,-94953,-61650,61514,94564,-69548,-14045,94564,-65585,-14045,-94953,-61703,61514,94564,-69548,-14045
500,75708,18721,-94436,97094,-16098,-70567,12785,0,0,-94386,-57649,61361,94654,-66379,-14188,94654,-62003,-14188,-94386,-57708,61361,94654,-66379,-14188
550,74463,20569,-95039,96556,-14053,-71909,12785,0,0,-93849,-53747,61214,94744,-63290,-14314,94744,-58512,-14314,-93849,-53811,61214,94744,-63290,-14314
600,73192,22410,-95608,95979,-12009,-73219,12785,0,0,-93341,-49941,61071,94832,-60279,-14425,94832,-55109,-14425,-93341,-50011,61071,94832,-60279,-14425
650,71894,24243,-96143,95362,-9965,-74496,12785,0,0,-92863,-46230,60933,94921,-57344,-14524,94921,-51792,-14524,-92863,-46304,60933,94921,-57344,-14524
700,70571,26068,-96645,94707,-7922,-75739,12785,0,0,-92414,-42610,60800,95008,-54484,-14608,95008,-48559,-14608,-92414,-42689,60800,95008,-54484,-14608
750,69224,27883,-97112,94014,-5882,-76949,12785,0,0,-91994,-39079,60673,95096,-51695,-14682,95096,-45408,-14682,-91994,-39164,60673,95096,-51695,-14682
800,67851,29688,-97544,93285,-3845,-78124,12785,0,0,-91604,-35636,60551,95182,-48978,-14744,95182,-42337,-14744,-91604,-35725,60551,95182,-48978,-14744
850,66454,31482,-97942,92520,-1813,-79266,12785,0,0,-91242,-32277,60435,95269,-46329,-14796,95269,-39343,-14796,-91242,-32371,60435,95269,-46329,-14796
900,65034,33266,-98305,91720,214,-80375,12785,0,0,-90909,-29002,60325,95354,-43747,-14838,95354,-36425,-14838,-90909,-29100,60325,95354,-43747,-14838
950,63591,35037,-98633,90888,2234,-81450,12785,0,0,-90605,-25807,60222,95440,-41231,-14870,95440,-33581,-14870,-90605,-25910,60222,95440,-41231,-14870
1000,62125,36797,-98926,90024,4245,-82492,12785,0,0,-90330,-22691,60126,95524,-38779,-14895,95524,-30810,-14895,-90330,-22799,60126,95524,-38779,-14895
1050,60637,38543,-99184,89130,6248,-83501,12785,0,0,-90082,-19653,60038,95609,-36388,-14910,95609,-28109,-14910,-90082,-19764,60038,95609,-36388,-14910
1100,59127,40275,-99407,88209,8241,-84478,12785,0,0,-89863,-16689,59958,95692,-34059,-14917,95692,-25476,-14917,-89863,-16804,59958,95692,-34059,-14917
1150,57597,41993,-99594,87260,10222,-85423,12785,0,0,-89672,-13798,59887,95775,-31789,-14916,95775,-22910,-14916,-89672,-13918,59887,95775,-31789,-14916
1200,56046,43696,-99746,86286,12192,-86337,12785,0,0,-89508,-10979,59825,95858,-29576,-14908,95858,-20409,-14908,-89508,-11102,59825,95858,-29576,-14908
1250,54475,45384,-99863,85288,14149,-87219,12785,0,0,-89371,-8229,59774,95940,-27420,-14893,95940,-17972,-14893,-89371,-8357,59774,95940,-27420,-14893
1300,52884,47056,-99944,84268,16093,-88070,12785,0,0,-89262,-5548,59734,96021,-25318,-14869,96021,-15597,-14869,-89262,-5679,59734,96021,-25318,-14869
1350,51275,48710,-99989,83226,18022,-88892,12785,0,0,-89180,-2932,59706,96101,-23270,-14839,96101,-13283,-14839,-89180,-3067,59706,96101,-23270,-14839
1400,49648,50348,-99999,82164,19937,-89683,12785,0,0,-89124,-381,59691,96181,-21274,-14804,96181,-11027,-14804,-89124,-519,59691,96181,-21274,-14804
1450,48003,51968,-99974,81083,21836,-90445,12785,0,0,-89094,2107,59691,96260,-19329,-14761,96260,-8829,-14761,-89094,1965,59691,96260,-19329,-14761
1500,46340,53569,-99913,79983,23720,-91178,12785,0,0,-89089,4533,59706,96339,-17434,-14713,96339,-6687,-14713,-89089,4388,59706,96339,-17434,-14713
1550,44662,55151,-99817,78865,25587,-91882,12785,0,0,-89110,6900,59740,96416,-15587,-14658,96416,-4600,-14658,-89110,6752,59740,96416,-15587,-14658
1600,42967,56713,-99685,77731,27438,-92557,12785,0,0,-89156,9208,59792,96493,-13787,-14598,96493,-2565,-14598,-89156,9057,59792,96493,-13787,-14598
1650,41258,58256,-99518,76579,29273,-93204,12785,0,0,-89226,11459,59866,96569,-12033,-14534,96569,-583,-14534,-89226,11305,59866,96569,-12033,-14534
1700,39533,59777,-99315,75411,31090,-93822,12785,0,0,-89320,13655,59964,96644,-10324,-14465,96644,1349,-14465,-89320,13497,59964,96644,-10324,-14465
1750,37795,61278,-99078,74227,32891,-94412,12785,0,0,-89437,15796,60089,96718,-8658,-14393,96718,3231,-14393,-89437,15635,60089,96718,-8658,-14393
1800,36043,62756,-98805,73027,34674,-94973,12785,0,0,-89575,17885,60243,96792,-7035,-14316,96792,5065,-14316,-89575,17721,60243,96792,-7035,-14316
1850,34278,64213,-98496,71811,36440,-95505,12785,0,0,-89736,19922,60432,96864,-5454,-14238,96864,6852,-14238,-89736,19755,60432,96864,-5454,-14238
1900,32502,65646,-98153,70578,38189,-96010,12785,0,0,-89916,21908,60659,96936,-3913,-14155,96936,8594,-14155,-89916,21739,60659,96936,-3913,-14155
1950,30713,67056,-97775,69330,39920,-96485,12785,0,0,-90116,23846,60930,97007,-2412,-14072,97007,10291,-14072,-90116,23674,60930,97007,-2412,-14072
2000,28914,68443,-97363,68066,41634,-96931,12785,0,0,-90334,25736,61251,97078,-949,-13988,97078,11944,-13988,-90334,25561,61251,97078,-949,-13988
2050,27104,69805,-96916,66785,43330,-97349,12785,0,0,-90568,27579,61631,97147,477,-13902,97147,13555,-13902,-90568,27402,61631,97147,477,-13902
2100,25285,71142,-96434,65487,45008,-97737,12785,0,0,-90817,29376,62078,97216,1866,-13817,97216,15125,-13817,-90817,29197,62078,97216,1866,-13817
2150,23457,72454,-95918,64173,46668,-98095,12785,0,0,-91077,31129,62606,97284,3219,-13731,97284,16654,-13731,-91077,30947,62606,97284,3219,-13731
2200,21621,73740,-95368,62843,48310,-98424,12785,0,0,-91346,32839,63228,97352,4538,-13648,97352,18145,-13648,-91346,32655,63228,97352,4538,-13648
2250,19777,75000,-94785,61495,49933,-98722,12785,0,0,-91620,34507,63961,97418,5822,-13565,97418,19596,-13565,-91620,34320,63961,97418,5822,-13565
2300,17925,76234,-94167,60131,51538,-98990,12785,0,0,-91892,36133,64830,97484,7074,-13485,97484,21011,-13485,-91892,35945,64830,97484,7074,-13485
2350,16068,77440,-93516,58751,53123,-99227,12785,0,0,-92157,37720,65859,97549,8294,-13406,97549,22389,-13406,-92157,37529,65859,97549,8294,-13406
2400,14205,78619,-92832,57355,54688,-99433,12785,0,0,-92405,39267,67083,97614,9482,-13330,97614,23732,-13330,-92405,39074,67083,97614,9482,-13330
2450,12336,79770,-92115,55942,56232,-99608,12785,0,0,-92622,40776,68538,97677,10639,-13258,97677,25040,-13258,-92622,40581,68538,97677,10639,-13258
2500,10464,80892,-91366,54515,57754,-99751,12785,0,0,-92792,42248,70262,97740,11767,-13188,97740,26315,-13188,-92792,42050,70262,97740,11767,-13188
2550,8587,81986,-90583,53073,59254,-99862,12785,0,0,-92892,43683,72287,97803,12866,-13123,97803,27556,-13123,-92892,43484,72287,97803,12866,-13123
2600,6708,83050,-89769,51617,60729,-99941,12785,0,0,-92896,45083,74617,97864,13936,-13059,97864,28766,-13059,-92896,44882,74617,97864,13936,-13059
2650,4826,84086,-88923,50148,62181,-99986,12785,0,0,-92777,46448,77215,97925,14979,-13001,97925,29944,-13001,-92777,46245,77215,97925,14979,-13001
