Time,SBUS A          V-node,SBUS B          V-node,SBUS C          V-node,SBUS A 22   A I-branch,SBUS B 22   B I-branch,SBUS C 22   C I-branch,FAULTA        I-branch,FAULTB        I-branch,FAULTC        I-branch,TACS   PV001V I-branch,TACS   PV001I I-branch,TACS   PV001W I-branch,TACS   PV002V I-branch,TACS   PV002I I-branch,TACS   PV002W I-branch,TACS   ST001V I-branch,TACS   ST001I I-branch,TACS   ST001W I-branch,TACS   ST002V I-branch,TACS   ST002I I-branch,TACS   ST002W I-branch,TACS   ST003V I-branch,TACS   ST003I I-branch,TACS   ST003W I-branch
0,86607,-17,-86593,19145,-36320,-11934,2966,0,0,-99999,-99999,-99999,-99999,-99999,-63586,-99999,-99999,-63586,-99999,-99999,-99999,-99999,-99999,-63586
50,85650,1868,-87520,19142,-34334,-12219,2966,0,0,-99985,-97526,62856,94045,-97982,-63586,94045,-97777,-63586,-99985,-97529,62856,94045,-97982,-63586
100,84662,3752,-88417,19131,-32336,-12498,2966,0,0,-99691,-92639,62856,94036,-93997,-64082,94036,-93388,-64082,-99691,-92649,62856,94036,-93997,-64082
150,83644,5635,-89282,19106,-30328,-12767,2966,0,0,-99074,-87873,62666,94061,-90110,-64837,94061,-89107,-64837,-99074,-87890,62666,94061,-90110,-64837
200,82597,7515,-90115,19068,-28311,-13025,2966,0,0,-98452,-83225,62374,94120,-86320,-65348,94120,-84933,-65348,-98452,-83248,62374,94120,-86320,-65348
250,81520,9394,-90916,19022,-26286,-13277,2966,0,0,-97835,-78691,62179,94201,-82626,-65846,94201,-80863,-65846,-97835,-78721,62179,94201,-82626,-65846
300,80414,11268,-91685,18970,-24255,-13524,2966,0,0,-97239,-74270,62002,94290,-79024,-66312,94290,-76896,-66312,-97239,-74306,62002,94290,-79024,-66312
350,79279,13139,-92421,18911,-22220,-13766,2966,0,0,-96667,-69958,61833,94381,-75513,-66743,94381,-73029,-66743,-96667,-69999,61833,94381,-75513,-66743
400,78116,15005,-93125,18847,-20182,-14003,2966,0,0,-96120,-65752,61671,94473,-72091,-67139,94473,-69259,-67139,-96120,-65799,61671,94473,-72091,-67139
450,76926,16866,-93795,18776,-18141,-14236,2966,0,0,-95600,-61650,61514,94564,-68755,-67493,94564,-65585,-67493,-95600,-61703,61514,94564,-68755,-67493
500,75708,18721,-94432,18700,-16098,-14463,2966,0,0,-95105,-57649,61361,94654,-65503,-67812,94654,-62003,-67812,-95105,-57708,61361,94654,-65503,-67812
550,74463,20569,-95036,18617,-14053,-14685,2966,0,0,-94637,-53747,61214,94744,-62333,-68096,94744,-58512,-68096,-94637,-53811,61214,94744,-62333,-68096
600,73192,22410,-95605,18529,-12009,-14901,2966,0,0,-94194,-49941,61071,94832,-59244,-68345,94832,-55109,-68345,-94194,-50011,61071,94832,-59244,-68345
650,71894,24243,-96141,18434,-9965,-15112,2966,0,0,-93777,-46230,60933,94921,-56232,-68567,94921,-51792,-68567,-93777,-46304,60933,94921,-56232,-68567
