 Time         , Voltage      , Voltage      , Voltage      , Current      , Current      , Current      , Current      
 Second       , SBUS A       , SBUS B       , SBUS C       , HXX004       , SBUS A       , SBUS B       , SBUS C       
              ,              ,              ,              , HXX010       , 25   A       , 25   B       , 25   C       
 0.000000e+000, 3.390287e+003,-1.725060e+003,-1.666293e+003, 0.000000e+000, 3.164680e+002,-8.367211e+001,-1.465405e+002
 5.000000e-005, 3.390515e+003,-1.669568e+003,-1.721786e+003, 3.684206e-007, 3.168392e+002,-7.994368e+001,-1.506281e+002
 1.000000e-004, 3.424093e+003,-1.642978e+003,-1.786420e+003, 0.000000e+000, 3.147732e+002,-7.420253e+001,-1.540060e+002
 1.500000e-004, 3.445867e+003,-1.613599e+003,-1.848965e+003, 0.000000e+000, 3.086615e+002,-6.461744e+001,-1.561158e+002
 2.000000e-004, 3.441316e+003,-1.556535e+003,-1.904657e+003, 0.000000e+000, 3.009126e+002,-5.316919e+001,-1.574729e+002
 2.500000e-004, 3.442768e+003,-1.505504e+003,-1.959870e+003, 0.000000e+000, 2.927336e+002,-4.124525e+001,-1.584815e+002
 3.000000e-004, 3.436671e+003,-1.447972e+003,-2.012345e+003, 0.000000e+000, 2.840676e+002,-2.880879e+001,-1.592655e+002
 3.500000e-004, 3.436115e+003,-1.395393e+003,-2.066178e+003, 0.000000e+000, 2.748886e+002,-1.589835e+001,-1.598229e+002
 4.000000e-004, 3.431026e+003,-1.339818e+003,-2.117948e+003, 0.000000e+000, 2.649685e+002,-2.319542e+000,-1.601036e+002
 4.500000e-004, 3.427551e+003,-1.285561e+003,-2.170710e+003, 0.000000e+000, 2.543439e+002, 1.187437e+001,-1.600797e+002
 5.000000e-004, 3.421919e+003,-1.230694e+003,-2.221940e+003, 0.000000e+000, 2.428919e+002, 2.678793e+001,-1.596855e+002
 5.500000e-004, 3.415107e+003,-1.174429e+003,-2.273373e+003, 0.000000e+000, 2.306783e+002, 4.233990e+001,-1.589060e+002
 6.000000e-004, 3.407409e+003,-1.119160e+003,-2.323903e+003, 0.000000e+000, 2.176839e+002, 5.855433e+001,-1.576815e+002
