 Time         , Voltage      , Voltage      , Voltage      , Current      , Current      , Current      , Current      
 Second       , SBUS A       , SBUS B       , SBUS C       , HXX004       , SBUS A       , SBUS B       , SBUS C       
              ,              ,              ,              , HXX010       , 25   A       , 25   B       , 25   C       
 0.000000e+000, 3.390263e+003,-1.725065e+003,-1.666298e+003, 0.000000e+000, 3.166890e+002,-8.365021e+001,-1.465154e+002
 5.000000e-005, 3.390492e+003,-1.669573e+003,-1.721791e+003, 3.684206e-007, 3.170630e+002,-7.992116e+001,-1.506022e+002
 1.000000e-004, 3.424345e+003,-1.643003e+003,-1.786444e+003, 0.000000e+000, 3.149814e+002,-7.417803e+001,-1.539783e+002
 1.500000e-004, 3.445958e+003,-1.613601e+003,-1.848951e+003, 0.000000e+000, 3.088463e+002,-6.459113e+001,-1.560874e+002
 2.000000e-004, 3.441325e+003,-1.556521e+003,-1.904642e+003, 0.000000e+000, 3.010904e+002,-5.314370e+001,-1.574466e+002
 2.500000e-004, 3.442798e+003,-1.505506e+003,-1.959868e+003, 0.000000e+000, 2.929087e+002,-4.122057e+001,-1.584563e+002
 3.000000e-004, 3.436616e+003,-1.447963e+003,-2.012335e+003, 0.000000e+000, 2.842441e+002,-2.878453e+001,-1.592411e+002
 3.500000e-004, 3.436162e+003,-1.395397e+003,-2.066186e+003, 0.000000e+000, 2.750654e+002,-1.587444e+001,-1.597986e+002
 4.000000e-004, 3.430961e+003,-1.339813e+003,-2.117938e+003, 0.000000e+000, 2.651463e+002,-2.295778e+000,-1.600794e+002
 4.500000e-004, 3.427594e+003,-1.285557e+003,-2.170718e+003, 0.000000e+000, 2.545229e+002, 1.189750e+001,-1.600557e+002
 5.000000e-004, 3.421850e+003,-1.230691e+003,-2.221933e+003, 0.000000e+000, 2.430724e+002, 2.681053e+001,-1.596615e+002
 5.500000e-004, 3.415129e+003,-1.174418e+003,-2.273378e+003, 0.000000e+000, 2.308617e+002, 4.236153e+001,-1.588821e+002
 6.000000e-004, 3.407337e+003,-1.119159e+003,-2.323900e+003, 0.000000e+000, 2.178706e+002, 5.857513e+001,-1.576576e+002
