 Time         , Voltage      , Voltage      , Voltage      , Current      , Current      , Current      , Current      
 Second       , SBUS A       , SBUS B       , SBUS C       , HXX004       , SBUS A       , SBUS B       , SBUS C       
              ,              ,              ,              , HXX010       , 25   A       , 25   B       , 25   C       
 0.000000e+000, 3.390267e+003,-1.725064e+003,-1.666297e+003, 0.000000e+000, 3.166699e+002,-8.365526e+001,-1.465243e+002
 5.000000e-005, 3.390495e+003,-1.669572e+003,-1.721789e+003, 3.684206e-007, 3.170435e+002,-7.992635e+001,-1.506113e+002
 1.000000e-004, 3.424253e+003,-1.642987e+003,-1.786440e+003, 0.000000e+000, 3.149678e+002,-7.418434e+001,-1.539877e+002
 1.500000e-004, 3.445890e+003,-1.613601e+003,-1.848959e+003, 0.000000e+000, 3.088436e+002,-6.459853e+001,-1.560966e+002
 2.000000e-004, 3.441327e+003,-1.556527e+003,-1.904648e+003, 0.000000e+000, 3.010921e+002,-5.315079e+001,-1.574548e+002
 2.500000e-004, 3.442738e+003,-1.505497e+003,-1.959868e+003, 0.000000e+000, 2.929143e+002,-4.122789e+001,-1.584641e+002
 3.000000e-004, 3.436625e+003,-1.447971e+003,-2.012341e+003, 0.000000e+000, 2.842531e+002,-2.879191e+001,-1.592486e+002
 3.500000e-004, 3.436111e+003,-1.395385e+003,-2.066180e+003, 0.000000e+000, 2.750773e+002,-1.588210e+001,-1.598062e+002
 4.000000e-004, 3.430943e+003,-1.339820e+003,-2.117944e+003, 0.000000e+000, 2.651628e+002,-2.303769e+000,-1.600869e+002
 4.500000e-004, 3.427576e+003,-1.285552e+003,-2.170712e+003, 0.000000e+000, 2.545418e+002, 1.188965e+001,-1.600633e+002
 5.000000e-004, 3.421808e+003,-1.230691e+003,-2.221935e+003, 0.000000e+000, 2.430953e+002, 2.680237e+001,-1.596694e+002
 5.500000e-004, 3.415142e+003,-1.174426e+003,-2.273375e+003, 0.000000e+000, 2.308866e+002, 4.235386e+001,-1.588902e+002
 6.000000e-004, 3.407291e+003,-1.119147e+003,-2.323892e+003, 0.000000e+000, 2.178976e+002, 5.856720e+001,-1.576664e+002
