 Time         , Voltage      , Voltage      , Voltage      , Current      , Current      , Current      , Current      
 Second       , SBUS A       , SBUS B       , SBUS C       , HXX004       , SBUS A       , SBUS B       , SBUS C       
              ,              ,              ,              , HXX010       , 25   A       , 25   B       , 25   C       
 0.000000e+000, 3.390286e+003,-1.725060e+003,-1.666293e+003, 0.000000e+000, 3.164623e+002,-8.367216e+001,-1.465417e+002
 5.000000e-005, 3.390514e+003,-1.669568e+003,-1.721786e+003, 3.684206e-007, 3.168336e+002,-7.994373e+001,-1.506292e+002
 1.000000e-004, 3.424019e+003,-1.642972e+003,-1.786404e+003, 0.000000e+000, 3.147727e+002,-7.420294e+001,-1.540082e+002
 1.500000e-004, 3.445831e+003,-1.613598e+003,-1.848978e+003, 0.000000e+000, 3.086685e+002,-6.461826e+001,-1.561181e+002
 2.000000e-004, 3.441297e+003,-1.556538e+003,-1.904661e+003, 0.000000e+000, 3.009233e+002,-5.316985e+001,-1.574742e+002
 2.500000e-004, 3.442760e+003,-1.505506e+003,-1.959873e+003, 0.000000e+000, 2.927462e+002,-4.124556e+001,-1.584822e+002
 3.000000e-004, 3.436675e+003,-1.447972e+003,-2.012348e+003, 0.000000e+000, 2.840805e+002,-2.880894e+001,-1.592659e+002
 3.500000e-004, 3.436101e+003,-1.395393e+003,-2.066173e+003, 0.000000e+000, 2.749023e+002,-1.589848e+001,-1.598233e+002
 4.000000e-004, 3.431039e+003,-1.339817e+003,-2.117952e+003, 0.000000e+000, 2.649821e+002,-2.319757e+000,-1.601041e+002
 4.500000e-004, 3.427528e+003,-1.285561e+003,-2.170703e+003, 0.000000e+000, 2.543581e+002, 1.187404e+001,-1.600804e+002
 5.000000e-004, 3.421938e+003,-1.230693e+003,-2.221946e+003, 0.000000e+000, 2.429064e+002, 2.678747e+001,-1.596864e+002
 5.500000e-004, 3.415080e+003,-1.174428e+003,-2.273365e+003, 0.000000e+000, 2.306933e+002, 4.233931e+001,-1.589070e+002
 6.000000e-004, 3.407429e+003,-1.119159e+003,-2.323910e+003, 0.000000e+000, 2.176994e+002, 5.855362e+001,-1.576827e+002
