 Time         , Voltage      , Voltage      , Voltage      , Current      , Current      , Current      , Current      
 Second       , SBUS A       , SBUS B       , SBUS C       , HXX004       , SBUS A       , SBUS B       , SBUS C       
              ,              ,              ,              , HXX010       , 25   A       , 25   B       , 25   C       
 0.000000e+000, 3.390284e+003,-1.725061e+003,-1.666293e+003, 0.000000e+000, 3.164947e+002,-8.366374e+001,-1.465318e+002
 5.000000e-005, 3.390512e+003,-1.669569e+003,-1.721786e+003, 3.684206e-007, 3.168662e+002,-7.993520e+001,-1.506193e+002
 1.000000e-004, 3.424064e+003,-1.642978e+003,-1.786450e+003, 0.000000e+000, 3.148023e+002,-7.419399e+001,-1.539952e+002
 1.500000e-004, 3.445920e+003,-1.613603e+003,-1.848955e+003, 0.000000e+000, 3.086891e+002,-6.460864e+001,-1.561037e+002
 2.000000e-004, 3.441313e+003,-1.556525e+003,-1.904649e+003, 0.000000e+000, 3.009368e+002,-5.316086e+001,-1.574621e+002
 2.500000e-004, 3.442754e+003,-1.505503e+003,-1.959871e+003, 0.000000e+000, 2.927589e+002,-4.123772e+001,-1.584712e+002
 3.000000e-004, 3.436669e+003,-1.447970e+003,-2.012336e+003, 0.000000e+000, 2.840939e+002,-2.880143e+001,-1.592557e+002
 3.500000e-004, 3.436089e+003,-1.395389e+003,-2.066187e+003, 0.000000e+000, 2.749168e+002,-1.589138e+001,-1.598131e+002
 4.000000e-004, 3.431020e+003,-1.339822e+003,-2.117938e+003, 0.000000e+000, 2.649988e+002,-2.312572e+000,-1.600939e+002
 4.500000e-004, 3.427538e+003,-1.285554e+003,-2.170719e+003, 0.000000e+000, 2.543754e+002, 1.188114e+001,-1.600701e+002
 5.000000e-004, 3.421898e+003,-1.230699e+003,-2.221931e+003, 0.000000e+000, 2.429256e+002, 2.679452e+001,-1.596759e+002
 5.500000e-004, 3.415113e+003,-1.174423e+003,-2.273380e+003, 0.000000e+000, 2.307130e+002, 4.234645e+001,-1.588966e+002
 6.000000e-004, 3.407377e+003,-1.119160e+003,-2.323893e+003, 0.000000e+000, 2.177204e+002, 5.856053e+001,-1.576723e+002
