 Time         , Voltage      , Voltage      , Voltage      , Current      , Current      , Current      , Current      
 Second       , SBUS A       , SBUS B       , SBUS C       , HXX004       , SBUS A       , SBUS B       , SBUS C       
              ,              ,              ,              , HXX010       , 25   A       , 25   B       , 25   C       
 0.000000e+000, 3.390259e+003,-1.725066e+003,-1.666299e+003, 0.000000e+000, 3.167393e+002,-8.363834e+001,-1.465036e+002
 5.000000e-005, 3.390488e+003,-1.669573e+003,-1.721792e+003, 3.684206e-007, 3.171138e+002,-7.990920e+001,-1.505904e+002
 1.000000e-004, 3.424345e+003,-1.643005e+003,-1.786448e+003, 0.000000e+000, 3.150323e+002,-7.416592e+001,-1.539661e+002
 1.500000e-004, 3.445959e+003,-1.613604e+003,-1.848954e+003, 0.000000e+000, 3.088972e+002,-6.457874e+001,-1.560748e+002
 2.000000e-004, 3.441328e+003,-1.556524e+003,-1.904645e+003, 0.000000e+000, 3.011409e+002,-5.313097e+001,-1.574335e+002
 2.500000e-004, 3.442807e+003,-1.505511e+003,-1.959874e+003, 0.000000e+000, 2.929583e+002,-4.120733e+001,-1.584427e+002
 3.000000e-004, 3.436630e+003,-1.447969e+003,-2.012340e+003, 0.000000e+000, 2.842920e+002,-2.877059e+001,-1.592268e+002
 3.500000e-004, 3.436184e+003,-1.395404e+003,-2.066192e+003, 0.000000e+000, 2.751109e+002,-1.585962e+001,-1.597835e+002
 4.000000e-004, 3.430988e+003,-1.339821e+003,-2.117944e+003, 0.000000e+000, 2.651884e+002,-2.279876e+000,-1.600635e+002
 4.500000e-004, 3.427627e+003,-1.285566e+003,-2.170723e+003, 0.000000e+000, 2.545609e+002, 1.191457e+001,-1.600391e+002
 5.000000e-004, 3.421888e+003,-1.230700e+003,-2.221937e+003, 0.000000e+000, 2.431055e+002, 2.682881e+001,-1.596443e+002
 5.500000e-004, 3.415168e+003,-1.174426e+003,-2.273379e+003, 0.000000e+000, 2.308896e+002, 4.238090e+001,-1.588647e+002
 6.000000e-004, 3.407377e+003,-1.119164e+003,-2.323899e+003, 0.000000e+000, 2.178931e+002, 5.859533e+001,-1.576402e+002
