 Time         , Voltage      , Voltage      , Voltage      , Current      , Current      , Current      , Current      
 Second       , SBUS A       , SBUS B       , SBUS C       , HXX004       , SBUS A       , SBUS B       , SBUS C       
              ,              ,              ,              , HXX010       , 25   A       , 25   B       , 25   C       
 0.000000e+000, 3.390260e+003,-1.725065e+003,-1.666299e+003, 0.000000e+000, 3.167303e+002,-8.364060e+001,-1.465065e+002
 5.000000e-005, 3.390489e+003,-1.669573e+003,-1.721791e+003, 3.684206e-007, 3.171047e+002,-7.991150e+001,-1.505934e+002
 1.000000e-004, 3.424344e+003,-1.643004e+003,-1.786448e+003, 0.000000e+000, 3.150233e+002,-7.416825e+001,-1.539691e+002
 1.500000e-004, 3.445958e+003,-1.613603e+003,-1.848954e+003, 0.000000e+000, 3.088882e+002,-6.458112e+001,-1.560778e+002
 2.000000e-004, 3.441328e+003,-1.556524e+003,-1.904645e+003, 0.000000e+000, 3.011321e+002,-5.313341e+001,-1.574366e+002
 2.500000e-004, 3.442805e+003,-1.505510e+003,-1.959874e+003, 0.000000e+000, 2.929496e+002,-4.120984e+001,-1.584457e+002
 3.000000e-004, 3.436628e+003,-1.447969e+003,-2.012340e+003, 0.000000e+000, 2.842838e+002,-2.877319e+001,-1.592299e+002
 3.500000e-004, 3.436179e+003,-1.395403e+003,-2.066192e+003, 0.000000e+000, 2.751031e+002,-1.586233e+001,-1.597867e+002
 4.000000e-004, 3.430983e+003,-1.339820e+003,-2.117944e+003, 0.000000e+000, 2.651813e+002,-2.282727e+000,-1.600668e+002
 4.500000e-004, 3.427621e+003,-1.285565e+003,-2.170723e+003, 0.000000e+000, 2.545545e+002, 1.191157e+001,-1.600424e+002
 5.000000e-004, 3.421880e+003,-1.230698e+003,-2.221936e+003, 0.000000e+000, 2.431001e+002, 2.682564e+001,-1.596478e+002
 5.500000e-004, 3.415161e+003,-1.174425e+003,-2.273379e+003, 0.000000e+000, 2.308852e+002, 4.237756e+001,-1.588682e+002
 6.000000e-004, 3.407367e+003,-1.119162e+003,-2.323898e+003, 0.000000e+000, 2.178898e+002, 5.859184e+001,-1.576437e+002
