 Time         , Voltage      , Voltage      , Voltage      , Current      , Current      , Current      , Current      
 Second       , SBUS A       , SBUS B       , SBUS C       , HXX004       , SBUS A       , SBUS B       , SBUS C       
              ,              ,              ,              , HXX010       , 25   A       , 25   B       , 25   C       
 0.000000e+000, 3.390293e+003,-1.725059e+003,-1.666292e+003, 0.000000e+000, 3.165136e+002,-8.366785e+001,-1.465340e+002
 5.000000e-005, 3.390521e+003,-1.669567e+003,-1.721785e+003, 3.684206e-007, 3.168839e+002,-7.993957e+001,-1.506217e+002
 1.000000e-004, 3.424013e+003,-1.643003e+003,-1.786449e+003, 0.000000e+000, 3.148228e+002,-7.419682e+001,-1.539977e+002
 1.500000e-004, 3.445979e+003,-1.613591e+003,-1.848949e+003, 0.000000e+000, 3.087090e+002,-6.461057e+001,-1.561066e+002
 2.000000e-004, 3.441296e+003,-1.556527e+003,-1.904647e+003, 0.000000e+000, 3.009538e+002,-5.316340e+001,-1.574656e+002
 2.500000e-004, 3.442804e+003,-1.505501e+003,-1.959868e+003, 0.000000e+000, 2.927737e+002,-4.124019e+001,-1.584750e+002
 3.000000e-004, 3.436666e+003,-1.447968e+003,-2.012336e+003, 0.000000e+000, 2.841055e+002,-2.880417e+001,-1.592597e+002
 3.500000e-004, 3.436121e+003,-1.395396e+003,-2.066186e+003, 0.000000e+000, 2.749265e+002,-1.589384e+001,-1.598171e+002
 4.000000e-004, 3.431042e+003,-1.339816e+003,-2.117938e+003, 0.000000e+000, 2.650048e+002,-2.314969e+000,-1.600978e+002
 4.500000e-004, 3.427549e+003,-1.285563e+003,-2.170721e+003, 0.000000e+000, 2.543791e+002, 1.187895e+001,-1.600739e+002
 5.000000e-004, 3.421944e+003,-1.230693e+003,-2.221930e+003, 0.000000e+000, 2.429255e+002, 2.679259e+001,-1.596797e+002
 5.500000e-004, 3.415108e+003,-1.174429e+003,-2.273383e+003, 0.000000e+000, 2.307101e+002, 4.234455e+001,-1.589002e+002
 6.000000e-004, 3.407437e+003,-1.119159e+003,-2.323894e+003, 0.000000e+000, 2.177139e+002, 5.855895e+001,-1.576757e+002
