 Time         , Voltage      , Voltage      , Voltage      , Current      , Current      , Current      , Current      
 Second       , SBUS A       , SBUS B       , SBUS C       , HXX004       , SBUS A       , SBUS B       , SBUS C       
              ,              ,              ,              , HXX010       , 25   A       , 25   B       , 25   C       
 0.000000e+000, 3.390260e+003,-1.725065e+003,-1.666298e+003, 0.000000e+000, 3.167238e+002,-8.364218e+001,-1.465084e+002
 5.000000e-005, 3.390490e+003,-1.669573e+003,-1.721791e+003, 3.684206e-007, 3.170981e+002,-7.991309e+001,-1.505952e+002
 1.000000e-004, 3.424344e+003,-1.643004e+003,-1.786447e+003, 0.000000e+000, 3.150167e+002,-7.416988e+001,-1.539710e+002
 1.500000e-004, 3.445956e+003,-1.613603e+003,-1.848954e+003, 0.000000e+000, 3.088818e+002,-6.458281e+001,-1.560797e+002
 2.000000e-004, 3.441328e+003,-1.556524e+003,-1.904645e+003, 0.000000e+000, 3.011258e+002,-5.313512e+001,-1.574385e+002
 2.500000e-004, 3.442803e+003,-1.505510e+003,-1.959873e+003, 0.000000e+000, 2.929435e+002,-4.121161e+001,-1.584477e+002
 3.000000e-004, 3.436626e+003,-1.447968e+003,-2.012340e+003, 0.000000e+000, 2.842779e+002,-2.877503e+001,-1.592319e+002
 3.500000e-004, 3.436177e+003,-1.395403e+003,-2.066191e+003, 0.000000e+000, 2.750976e+002,-1.586424e+001,-1.597888e+002
 4.000000e-004, 3.430979e+003,-1.339819e+003,-2.117943e+003, 0.000000e+000, 2.651763e+002,-2.284743e+000,-1.600689e+002
 4.500000e-004, 3.427618e+003,-1.285564e+003,-2.170722e+003, 0.000000e+000, 2.545500e+002, 1.190946e+001,-1.600446e+002
 5.000000e-004, 3.421874e+003,-1.230697e+003,-2.221936e+003, 0.000000e+000, 2.430962e+002, 2.682341e+001,-1.596499e+002
 5.500000e-004, 3.415157e+003,-1.174424e+003,-2.273378e+003, 0.000000e+000, 2.308820e+002, 4.237524e+001,-1.588704e+002
 6.000000e-004, 3.407361e+003,-1.119161e+003,-2.323898e+003, 0.000000e+000, 2.178873e+002, 5.858941e+001,-1.576459e+002
