 Time         , Voltage      , Voltage      , Voltage      , Current      , Current      , Current      , Current      
 Second       , SBUS A       , SBUS B       , SBUS C       , HXX004       , SBUS A       , SBUS B       , SBUS C       
              ,              ,              ,              , HXX010       , 25   A       , 25   B       , 25   C       
 0.000000e+000, 3.390267e+003,-1.725064e+003,-1.666297e+003, 0.000000e+000, 3.166743e+002,-8.365414e+001,-1.465230e+002
 5.000000e-005, 3.390496e+003,-1.669572e+003,-1.721789e+003, 3.684206e-007, 3.170479e+002,-7.992525e+001,-1.506101e+002
 1.000000e-004, 3.424255e+003,-1.642990e+003,-1.786442e+003, 0.000000e+000, 3.149720e+002,-7.418307e+001,-1.539863e+002
 1.500000e-004, 3.445902e+003,-1.613601e+003,-1.848958e+003, 0.000000e+000, 3.088468e+002,-6.459709e+001,-1.560951e+002
 2.000000e-004, 3.441327e+003,-1.556524e+003,-1.904646e+003, 0.000000e+000, 3.010945e+002,-5.314951e+001,-1.574535e+002
 2.500000e-004, 3.442743e+003,-1.505500e+003,-1.959870e+003, 0.000000e+000, 2.929164e+002,-4.122659e+001,-1.584629e+002
 3.000000e-004, 3.436626e+003,-1.447969e+003,-2.012339e+003, 0.000000e+000, 2.842548e+002,-2.879059e+001,-1.592474e+002
 3.500000e-004, 3.436112e+003,-1.395387e+003,-2.066182e+003, 0.000000e+000, 2.750787e+002,-1.588077e+001,-1.598049e+002
 4.000000e-004, 3.430948e+003,-1.339820e+003,-2.117944e+003, 0.000000e+000, 2.651638e+002,-2.302283e+000,-1.600855e+002
 4.500000e-004, 3.427574e+003,-1.285552e+003,-2.170713e+003, 0.000000e+000, 2.545424e+002, 1.189111e+001,-1.600619e+002
 5.000000e-004, 3.421816e+003,-1.230693e+003,-2.221936e+003, 0.000000e+000, 2.430955e+002, 2.680399e+001,-1.596678e+002
 5.500000e-004, 3.415140e+003,-1.174423e+003,-2.273373e+003, 0.000000e+000, 2.308863e+002, 4.235548e+001,-1.588886e+002
 6.000000e-004, 3.407299e+003,-1.119151e+003,-2.323896e+003, 0.000000e+000, 2.178969e+002, 5.856890e+001,-1.576647e+002
