 Time         , Voltage      , Voltage      , Voltage      , Current      , Current      , Current      , Current      
 Second       , SBUS A       , SBUS B       , SBUS C       , HXX004       , SBUS A       , SBUS B       , SBUS C       
              ,              ,              ,              , HXX010       , 25   A       , 25   B       , 25   C       
 0.000000e+000, 3.390286e+003,-1.725061e+003,-1.666293e+003, 0.000000e+000, 3.164960e+002,-8.366503e+001,-1.465328e+002
 5.000000e-005, 3.390514e+003,-1.669568e+003,-1.721786e+003, 3.684206e-007, 3.168673e+002,-7.993655e+001,-1.506203e+002
 1.000000e-004, 3.424060e+003,-1.642984e+003,-1.786448e+003, 0.000000e+000, 3.148036e+002,-7.419499e+001,-1.539964e+002
 1.500000e-004, 3.445925e+003,-1.613600e+003,-1.848954e+003, 0.000000e+000, 3.086902e+002,-6.460944e+001,-1.561050e+002
 2.000000e-004, 3.441313e+003,-1.556526e+003,-1.904649e+003, 0.000000e+000, 3.009376e+002,-5.316177e+001,-1.574634e+002
 2.500000e-004, 3.442762e+003,-1.505503e+003,-1.959871e+003, 0.000000e+000, 2.927593e+002,-4.123854e+001,-1.584725e+002
 3.000000e-004, 3.436670e+003,-1.447969e+003,-2.012337e+003, 0.000000e+000, 2.840937e+002,-2.880229e+001,-1.592571e+002
 3.500000e-004, 3.436094e+003,-1.395391e+003,-2.066187e+003, 0.000000e+000, 2.749162e+002,-1.589213e+001,-1.598145e+002
 4.000000e-004, 3.431026e+003,-1.339820e+003,-2.117938e+003, 0.000000e+000, 2.649974e+002,-2.313292e+000,-1.600952e+002
 4.500000e-004, 3.427540e+003,-1.285557e+003,-2.170720e+003, 0.000000e+000, 2.543735e+002, 1.188049e+001,-1.600714e+002
 5.000000e-004, 3.421908e+003,-1.230697e+003,-2.221931e+003, 0.000000e+000, 2.429229e+002, 2.679396e+001,-1.596772e+002
 5.500000e-004, 3.415111e+003,-1.174425e+003,-2.273381e+003, 0.000000e+000, 2.307097e+002, 4.234590e+001,-1.588978e+002
 6.000000e-004, 3.407390e+003,-1.119160e+003,-2.323894e+003, 0.000000e+000, 2.177164e+002, 5.856010e+001,-1.576734e+002
