 Time         , Voltage      , Voltage      , Voltage      , Current      , Current      , Current      , Current      
 Second       , SBUS A       , SBUS B       , SBUS C       , HXX004       , SBUS A       , SBUS B       , SBUS C       
              ,              ,              ,              , HXX010       , 25   A       , 25   B       , 25   C       
 0.000000e+000, 3.390286e+003,-1.725060e+003,-1.666293e+003, 0.000000e+000, 3.164525e+002,-8.367587e+001,-1.465428e+002
 5.000000e-005, 3.390514e+003,-1.669568e+003,-1.721786e+003, 3.684206e-007, 3.168239e+002,-7.994740e+001,-1.506303e+002
 1.000000e-004, 3.424277e+003,-1.642985e+003,-1.786432e+003, 0.000000e+000, 3.147456e+002,-7.420570e+001,-1.540074e+002
 1.500000e-004, 3.445895e+003,-1.613597e+003,-1.848950e+003, 0.000000e+000, 3.086198e+002,-6.462023e+001,-1.561174e+002
 2.000000e-004, 3.441349e+003,-1.556534e+003,-1.904654e+003, 0.000000e+000, 3.008667e+002,-5.317223e+001,-1.574757e+002
 2.500000e-004, 3.442789e+003,-1.505502e+003,-1.959868e+003, 0.000000e+000, 2.926843e+002,-4.124850e+001,-1.584847e+002
 3.000000e-004, 3.436653e+003,-1.447970e+003,-2.012341e+003, 0.000000e+000, 2.840181e+002,-2.881225e+001,-1.592691e+002
 3.500000e-004, 3.436160e+003,-1.395395e+003,-2.066184e+003, 0.000000e+000, 2.748374e+002,-1.590175e+001,-1.598263e+002
 4.000000e-004, 3.430983e+003,-1.339818e+003,-2.117942e+003, 0.000000e+000, 2.649173e+002,-2.322828e+000,-1.601069e+002
 4.500000e-004, 3.427609e+003,-1.285564e+003,-2.170721e+003, 0.000000e+000, 2.542917e+002, 1.187129e+001,-1.600828e+002
 5.000000e-004, 3.421867e+003,-1.230695e+003,-2.221935e+003, 0.000000e+000, 2.428392e+002, 2.678514e+001,-1.596882e+002
 5.500000e-004, 3.415167e+003,-1.174431e+003,-2.273384e+003, 0.000000e+000, 2.306252e+002, 4.233733e+001,-1.589083e+002
 6.000000e-004, 3.407360e+003,-1.119162e+003,-2.323899e+003, 0.000000e+000, 2.176302e+002, 5.855209e+001,-1.576834e+002
