 Time         , Voltage      , Voltage      , Voltage      , Current      , Current      , Current      , Current      
 Second       , SBUS A       , SBUS B       , SBUS C       , HXX004       , SBUS A       , SBUS B       , SBUS C       
              ,              ,              ,              , HXX010       , 25   A       , 25   B       , 25   C       
 0.000000e+000, 3.390300e+003,-1.725058e+003,-1.666291e+003, 0.000000e+000, 3.165413e+002,-8.366812e+001,-1.465330e+002
 5.000000e-005, 3.390528e+003,-1.669566e+003,-1.721783e+003, 3.684206e-007, 3.169106e+002,-7.994002e+001,-1.506208e+002
 1.000000e-004, 3.423978e+003,-1.643018e+003,-1.786455e+003, 0.000000e+000, 3.148514e+002,-7.419633e+001,-1.539966e+002
 1.500000e-004, 3.446046e+003,-1.613582e+003,-1.848943e+003, 0.000000e+000, 3.087353e+002,-6.460970e+001,-1.561055e+002
 2.000000e-004, 3.441279e+003,-1.556529e+003,-1.904644e+003, 0.000000e+000, 3.009767e+002,-5.316307e+001,-1.574650e+002
 2.500000e-004, 3.442845e+003,-1.505496e+003,-1.959865e+003, 0.000000e+000, 2.927951e+002,-4.124007e+001,-1.584747e+002
 3.000000e-004, 3.436656e+003,-1.447968e+003,-2.012335e+003, 0.000000e+000, 2.841248e+002,-2.880432e+001,-1.592597e+002
 3.500000e-004, 3.436151e+003,-1.395395e+003,-2.066186e+003, 0.000000e+000, 2.749444e+002,-1.589399e+001,-1.598172e+002
 4.000000e-004, 3.431045e+003,-1.339816e+003,-2.117937e+003, 0.000000e+000, 2.650205e+002,-2.315165e+000,-1.600980e+002
 4.500000e-004, 3.427572e+003,-1.285563e+003,-2.170721e+003, 0.000000e+000, 2.543931e+002, 1.187876e+001,-1.600742e+002
 5.000000e-004, 3.421957e+003,-1.230694e+003,-2.221930e+003, 0.000000e+000, 2.429370e+002, 2.679243e+001,-1.596799e+002
 5.500000e-004, 3.415126e+003,-1.174429e+003,-2.273382e+003, 0.000000e+000, 2.307196e+002, 4.234435e+001,-1.589005e+002
 6.000000e-004, 3.407454e+003,-1.119160e+003,-2.323895e+003, 0.000000e+000, 2.177209e+002, 5.855876e+001,-1.576760e+002
