 Time         , Voltage      , Voltage      , Voltage      , Current      , Current      , Current      , Current      
 Second       , SBUS A       , SBUS B       , SBUS C       , HXX004       , SBUS A       , SBUS B       , SBUS C       
              ,              ,              ,              , HXX010       , 25   A       , 25   B       , 25   C       
 0.000000e+000, 3.390286e+003,-1.725060e+003,-1.666293e+003, 0.000000e+000, 3.164636e+002,-8.367215e+001,-1.465415e+002
 5.000000e-005, 3.390514e+003,-1.669568e+003,-1.721786e+003, 3.684206e-007, 3.168349e+002,-7.994372e+001,-1.506290e+002
 1.000000e-004, 3.424041e+003,-1.642974e+003,-1.786408e+003, 0.000000e+000, 3.147725e+002,-7.420282e+001,-1.540078e+002
 1.500000e-004, 3.445839e+003,-1.613598e+003,-1.848975e+003, 0.000000e+000, 3.086662e+002,-6.461803e+001,-1.561177e+002
 2.000000e-004, 3.441303e+003,-1.556538e+003,-1.904660e+003, 0.000000e+000, 3.009200e+002,-5.316968e+001,-1.574740e+002
 2.500000e-004, 3.442761e+003,-1.505505e+003,-1.959872e+003, 0.000000e+000, 2.927425e+002,-4.124548e+001,-1.584822e+002
 3.000000e-004, 3.436675e+003,-1.447972e+003,-2.012347e+003, 0.000000e+000, 2.840767e+002,-2.880890e+001,-1.592659e+002
 3.500000e-004, 3.436104e+003,-1.395393e+003,-2.066174e+003, 0.000000e+000, 2.748982e+002,-1.589845e+001,-1.598234e+002
 4.000000e-004, 3.431037e+003,-1.339817e+003,-2.117951e+003, 0.000000e+000, 2.649781e+002,-2.319696e+000,-1.601041e+002
 4.500000e-004, 3.427533e+003,-1.285561e+003,-2.170705e+003, 0.000000e+000, 2.543539e+002, 1.187413e+001,-1.600804e+002
 5.000000e-004, 3.421934e+003,-1.230693e+003,-2.221945e+003, 0.000000e+000, 2.429021e+002, 2.678760e+001,-1.596863e+002
 5.500000e-004, 3.415087e+003,-1.174428e+003,-2.273366e+003, 0.000000e+000, 2.306889e+002, 4.233947e+001,-1.589069e+002
 6.000000e-004, 3.407424e+003,-1.119159e+003,-2.323908e+003, 0.000000e+000, 2.176949e+002, 5.855381e+001,-1.576825e+002
