 Time         , Voltage      , Voltage      , Voltage      , Current      , Current      , Current      , Current      
 Second       , SBUS A       , SBUS B       , SBUS C       , HXX004       , SBUS A       , SBUS B       , SBUS C       
              ,              ,              ,              , HXX010       , 25   A       , 25   B       , 25   C       
 0.000000e+000, 3.390305e+003,-1.725057e+003,-1.666290e+003, 0.000000e+000, 3.165642e+002,-8.366828e+001,-1.465316e+002
 5.000000e-005, 3.390534e+003,-1.669565e+003,-1.721782e+003, 3.684206e-007, 3.169328e+002,-7.994032e+001,-1.506196e+002
 1.000000e-004, 3.424004e+003,-1.643025e+003,-1.786460e+003, 0.000000e+000, 3.148714e+002,-7.419625e+001,-1.539951e+002
 1.500000e-004, 3.446072e+003,-1.613577e+003,-1.848934e+003, 0.000000e+000, 3.087519e+002,-6.460951e+001,-1.561042e+002
 2.000000e-004, 3.441288e+003,-1.556529e+003,-1.904645e+003, 0.000000e+000, 3.009910e+002,-5.316323e+001,-1.574643e+002
 2.500000e-004, 3.442858e+003,-1.505494e+003,-1.959862e+003, 0.000000e+000, 2.928079e+002,-4.124039e+001,-1.584742e+002
 3.000000e-004, 3.436664e+003,-1.447968e+003,-2.012335e+003, 0.000000e+000, 2.841362e+002,-2.880484e+001,-1.592595e+002
 3.500000e-004, 3.436164e+003,-1.395395e+003,-2.066185e+003, 0.000000e+000, 2.749543e+002,-1.589456e+001,-1.598170e+002
 4.000000e-004, 3.431058e+003,-1.339816e+003,-2.117937e+003, 0.000000e+000, 2.650287e+002,-2.315790e+000,-1.600979e+002
 4.500000e-004, 3.427584e+003,-1.285563e+003,-2.170720e+003, 0.000000e+000, 2.543995e+002, 1.187810e+001,-1.600741e+002
 5.000000e-004, 3.421973e+003,-1.230693e+003,-2.221931e+003, 0.000000e+000, 2.429415e+002, 2.679175e+001,-1.596799e+002
 5.500000e-004, 3.415139e+003,-1.174428e+003,-2.273381e+003, 0.000000e+000, 2.307221e+002, 4.234362e+001,-1.589005e+002
 6.000000e-004, 3.407469e+003,-1.119161e+003,-2.323896e+003, 0.000000e+000, 2.177216e+002, 5.855803e+001,-1.576760e+002
